encoder,resolution,video_name,qp,preset,bpp,bitrate_kbps,psnr_y,psnr_u,psnr_v,psnr_yuv,E_process_single_J,P_process_W,t_process_single_s
x265,4K,Neon1224_4k,27,superfast,0.185451,46100.03,43.8235,47.3072,46.9884,44.239037,2557.2648396,43.4638045040068,58.836654287
x265,4K,Neon1224_4k,27,ultrafast,0.19708,48990.75,43.1674,47.5818,47.1766,43.693875,710.251102285714,43.4219747158508,16.356950759
x265,4K,Neon1224_4k,27,veryfast,0.185374,46080.77,43.8882,47.4381,47.1071,44.31125,2659.9947892,43.3045861521951,61.4252444268
x265,4K,Neon1224_4k,32,fast,0.103597,25752.46,41.2516,44.9347,44.5541,41.6882,2337.144514125,43.7144713539353,53.463863149625
x265,4K,Neon1224_4k,32,faster,0.103594,25751.77,41.2516,44.9347,44.5541,41.6882,2336.948717,43.7168165191563,53.4565163494
x265,4K,Neon1224_4k,32,medium,0.10325,25666.16,41.2569,44.9361,44.5529,41.69285,2422.7020499,43.7900495549419,55.3254009649
x265,4K,Neon1224_4k,32,superfast,0.103702,25778.45,41.1929,44.8312,44.4551,41.624181,2269.1769705,43.906309101755,51.6822528908333
x265,4K,Neon1224_4k,32,ultrafast,0.11109,27615.19,40.6754,45.2021,44.7769,41.214662,647.72368375,43.8128357262874,14.783879495875
x265,4K,Neon1224_4k,32,veryfast,0.103594,25751.77,41.2516,44.9347,44.5541,41.6882,2343.7935974,43.8025814319347,53.5081157498
x265,4K,Neon1224_4k,37,fast,0.061506,15289.26,38.7534,42.8686,42.4179,39.239631,2102.87346166667,44.0600714624357,47.7274183147778
x265,4K,Neon1224_4k,37,faster,0.061503,15288.57,38.7534,42.8686,42.4179,39.239631,2101.6413484,44.0450142157194,47.7157604742
x265,4K,Neon1224_4k,37,medium,0.061449,15275.11,38.7575,42.8714,42.4189,39.243456,2161.5150844,44.0559088264145,49.063000673
x265,4K,Neon1224_4k,37,superfast,0.061798,15361.88,38.7103,42.8137,42.3765,39.1959,2040.72035166667,44.1594827043437,46.2125058241667
x265,4K,Neon1224_4k,37,ultrafast,0.065994,16404.95,38.2811,43.1642,42.696,38.862225,599.962662714286,43.9766488188866,13.6427553901429
x265,4K,Neon1224_4k,37,veryfast,0.061503,15288.57,38.7534,42.8686,42.4179,39.239631,2094.7036344,43.9870395698355,47.6209277752
x265,4K,NocturneDance_4k,22,fast,0.417883,207965.28,47.3971,44.5561,47.6715,47.236688,3297.720928,42.7871097353478,77.0727667374
x265,4K,NocturneDance_4k,22,faster,0.41788,207963.86,47.3971,44.5561,47.6715,47.236688,3308.9387824,42.8890105123003,77.1512036038
x265,4K,NocturneDance_4k,22,medium,0.41764,207844.34,47.4078,44.5567,47.6704,47.246019,3460.9285182,42.8489479672512,80.7704432054
x265,4K,NocturneDance_4k,22,superfast,0.417378,207714.25,47.3319,44.5219,47.6278,47.174769,3164.6293496,42.9854819746142,73.6208878958
x265,4K,NocturneDance_4k,22,ultrafast,0.43337,215672.66,47.0425,44.2395,47.3587,46.887075,860.525695545454,43.1306469933693,19.9516064685454
x265,4K,NocturneDance_4k,22,veryfast,0.41788,207963.86,47.3971,44.5561,47.6715,47.236688,3312.852078,43.0600856017487,76.9355664696
x265,4K,NocturneDance_4k,27,fast,0.233801,116354.41,44.4751,41.609,45.3653,44.351606,2842.985093,43.2513470380601,65.731712136
x265,4K,NocturneDance_4k,27,faster,0.233798,116352.96,44.4751,41.609,45.3653,44.351606,2838.04199025,43.2617239600489,65.601685057
x265,4K,NocturneDance_4k,27,medium,0.233636,116272.33,44.4807,41.6112,45.3641,44.356569,2974.90074442857,43.2948632658983,68.7125566411429
x265,4K,NocturneDance_4k,27,superfast,0.233738,116323.2,44.4222,41.5817,45.3315,44.3015,2752.27859928571,43.7234091207907,62.9474840738571
x265,4K,NocturneDance_4k,27,ultrafast,0.241513,120192.48,44.1384,41.3676,45.1915,44.031044,764.9462045,43.6058794818536,17.5422721337
x265,4K,NocturneDance_4k,27,veryfast,0.233798,116352.96,44.4751,41.609,45.3653,44.351606,2845.0796428,43.3225637325548,65.6720054788
x265,4K,NocturneDance_4k,32,fast,0.128364,63882.25,41.4313,39.4619,43.7517,41.453238,2447.2494358,43.6139604367199,56.1116076434
x265,4K,NocturneDance_4k,32,faster,0.128361,63880.8,41.4313,39.4619,43.7517,41.453238,2442.87399533333,43.6798041664302,55.926853198
x265,4K,NocturneDance_4k,32,medium,0.128146,63773.76,41.4368,39.4614,43.7472,41.457738,2556.3108386,43.6478165051258,58.5667518626
x265,4K,NocturneDance_4k,32,superfast,0.128222,63811.68,41.3846,39.4446,43.7278,41.4098,2377.42527966667,43.9685931659404,54.0709881413333
x265,4K,NocturneDance_4k,32,ultrafast,0.130262,64826.88,41.079,39.2908,43.6617,41.128656,691.471084375,43.8870149637742,15.7557100875
x265,4K,NocturneDance_4k,32,veryfast,0.128361,63880.8,41.4313,39.4619,43.7517,41.453238,2461.5935274,43.9469793660257,56.0128036764
x265,4K,NocturneDance_4k,37,fast,0.068368,34024.32,38.4352,37.9863,42.7081,38.6742,2185.1799044,44.1528153060221,49.4912926674
x265,4K,NocturneDance_4k,37,faster,0.068365,34022.88,38.4352,37.9863,42.7081,38.6742,2180.2704195,44.1045880463452,49.434095546
x265,4K,NocturneDance_4k,37,medium,0.068032,33857.28,38.437,37.9841,42.7116,38.675856,2263.0015615,44.1456460955296,51.2621687901667
x265,4K,NocturneDance_4k,37,superfast,0.068305,33993.12,38.4014,37.978,42.6968,38.6434,2112.55344475,44.1912977261518,47.804738793625
x265,4K,NocturneDance_4k,37,ultrafast,0.068332,34006.56,38.1522,37.8804,42.6696,38.41755,629.196204333333,44.2320336802407,14.2248988342222
x265,4K,NocturneDance_4k,37,veryfast,0.068365,34022.88,38.4352,37.9863,42.7081,38.6742,2182.5602698,44.015684865296,49.5859663772
x265,1080p,OldTownCross_1080p50,22,fast,1.50912,156465.61,40.5276,40.6964,42.0582,40.633813,1381.2066574,39.880497,34.633637
x265,1080p,OldTownCross_1080p50,22,faster,1.509109,156464.41,40.5276,40.6964,42.0582,40.633813,1376.5725865,39.823037,34.567242
x265,1080p,OldTownCross_1080p50,22,medium,1.510073,156564.41,40.5407,40.6961,42.0587,40.645288,1481.18150033333,39.729509,37.281646
x265,1080p,OldTownCross_1080p50,22,superfast,1.506709,156215.61,40.5029,40.6762,42.0394,40.609762,1300.092085,40.145233,32.384719
x265,1080p,OldTownCross_1080p50,22,ultrafast,1.525478,158161.61,40.1557,40.556,41.9008,40.289788,351.62072725,39.85566,8.822354
x265,1080p,OldTownCross_1080p50,22,veryfast,1.509109,156464.41,40.5276,40.6964,42.0582,40.633813,1381.43320025,39.412443,35.050687
x265,1080p,OldTownCross_1080p50,27,fast,0.638252,66174.01,36.9297,38.5931,40.3503,37.24745,1092.455379,41.171948,26.533973
x265,1080p,OldTownCross_1080p50,27,faster,0.638241,66172.8,36.9297,38.5931,40.3503,37.24745,1094.346063,41.275642,26.513121
x265,1080p,OldTownCross_1080p50,27,medium,0.639391,66292.01,36.9352,38.5951,40.3466,37.252156,1174.47600733333,41.374737,28.386307
x265,1080p,OldTownCross_1080p50,27,superfast,0.638468,66196.41,36.8894,38.5789,40.3307,37.210075,1024.640657,41.444276,24.723334
x265,1080p,OldTownCross_1080p50,27,ultrafast,0.675309,70016.0,36.7249,38.5579,40.2689,37.060963,273.2509025,40.92322,6.67716
x265,1080p,OldTownCross_1080p50,27,veryfast,0.638241,66172.8,36.9297,38.5931,40.3503,37.24745,1099.53930785714,41.221785,26.673743
x265,1080p,OldTownCross_1080p50,32,fast,0.298272,30924.8,34.7493,37.8204,39.107,35.2136,807.847456,42.285816,19.104455
x265,1080p,OldTownCross_1080p50,32,faster,0.29826,30923.6,34.7493,37.8204,39.107,35.2136,807.8372512,42.357445,19.071907
x265,1080p,OldTownCross_1080p50,32,medium,0.298113,30908.4,34.7537,37.8153,39.0954,35.216406,859.112596,42.33622,20.292615
x265,1080p,OldTownCross_1080p50,32,superfast,0.298654,30964.4,34.7125,37.8036,39.0817,35.178769,759.3818938,42.426978,17.898562
x265,1080p,OldTownCross_1080p50,32,ultrafast,0.315062,32665.6,34.4359,37.8678,39.1541,34.945281,204.0423366,42.310288,4.822523
x265,1080p,OldTownCross_1080p50,32,veryfast,0.29826,30923.6,34.7493,37.8204,39.107,35.2136,803.75383225,42.294799,19.003609
x265,1080p,OldTownCross_1080p50,37,fast,0.161574,16752.0,32.6555,37.2233,38.1395,33.283738,661.9448266,43.055424,15.37425
x265,1080p,OldTownCross_1080p50,37,faster,0.161562,16750.8,32.6555,37.2233,38.1395,33.283738,662.5801516,43.074132,15.382321
x265,1080p,OldTownCross_1080p50,37,medium,0.161667,16761.6,32.6604,37.2151,38.1284,33.286819,699.59545,43.066265,16.244628
x265,1080p,OldTownCross_1080p50,37,superfast,0.161775,16772.8,32.6288,37.212,38.1056,33.25755,632.7290928,43.201609,14.645961
x265,1080p,OldTownCross_1080p50,37,ultrafast,0.165775,17187.6,32.3274,37.3205,38.2526,33.009794,173.7885196,43.087679,4.033369
x265,1080p,OldTownCross_1080p50,37,veryfast,0.161562,16750.8,32.6555,37.2233,38.1395,33.283738,659.6656085,43.133528,15.29357
x265,270p,ParkJoy_270p,22,fast,2.133519,13825.2,42.4834,42.9756,43.9975,42.608794,90.005537,26.647326814813,3.37765726466667
x265,270p,ParkJoy_270p,22,faster,2.133333,13824.0,42.4834,42.9756,43.9975,42.608794,90.1905853333333,26.6189791388154,3.38820601883333
x265,270p,ParkJoy_270p,22,medium,2.141852,13879.2,42.5178,42.9733,44.0005,42.638937,96.6117642,26.4899478053705,3.6471104024
x265,270p,ParkJoy_270p,22,superfast,2.136667,13845.6,42.4439,42.9454,43.9735,42.570844,83.7143242857143,37.1458481988881,2.25366570814286
x265,270p,ParkJoy_270p,22,ultrafast,2.237531,14499.2,41.4568,42.4892,43.7556,41.665,23.6063739090909,36.4355894251947,0.647893290090909
x265,270p,ParkJoy_270p,22,veryfast,2.133333,13824.0,42.4834,42.9756,43.9975,42.608794,90.3938118333333,26.6104187650577,3.39693308216667
x265,270p,ParkJoy_270p,27,fast,1.449877,9395.2,38.0224,39.1404,41.3683,38.301394,82.315341,26.8825061084902,3.0620411902
x265,270p,ParkJoy_270p,27,faster,1.449691,9394.0,38.0224,39.1404,41.3683,38.301394,81.9280132,26.642550771542,3.0750814328
x265,270p,ParkJoy_270p,27,medium,1.449815,9394.8,38.0575,39.1421,41.3568,38.331494,88.6214873333333,26.729763844385,3.3154609165
x265,270p,ParkJoy_270p,27,superfast,1.447531,9380.0,37.9708,39.104,41.3033,38.249906,75.962566125,37.3913371026099,2.031555221375
x265,270p,ParkJoy_270p,27,ultrafast,1.508642,9776.0,37.0766,38.7899,41.3286,37.449431,20.9247399090909,36.0997464683645,0.579636755272727
x265,270p,ParkJoy_270p,27,veryfast,1.449691,9394.0,38.0224,39.1404,41.3683,38.301394,81.760545,26.656031027261,3.0672437662
x265,270p,ParkJoy_270p,32,fast,0.922037,5974.8,33.7255,36.3644,39.7714,34.2683,72.0669333333333,27.1505370218339,2.65434651533333
x265,270p,ParkJoy_270p,32,faster,0.921852,5973.6,33.7255,36.3644,39.7714,34.2683,71.954772,27.1431289853199,2.6509387344
x265,270p,ParkJoy_270p,32,medium,0.919198,5956.4,33.7461,36.3518,39.7546,34.284487,77.3627376666667,27.2148596885897,2.84266531416667
x265,270p,ParkJoy_270p,32,superfast,0.918827,5954.0,33.6539,36.3211,39.7335,34.200575,66.3028641818182,37.9475990788062,1.74722158427273
x265,270p,ParkJoy_270p,32,ultrafast,0.936543,6068.8,32.8365,36.248,39.9761,33.495944,17.9520870833333,36.7844799750901,0.488034276833333
x265,270p,ParkJoy_270p,32,veryfast,0.921852,5973.6,33.7255,36.3644,39.7714,34.2683,71.7302968,27.0051867152494,2.656167408
x265,270p,ParkJoy_270p,37,fast,0.549321,3559.6,29.8518,34.5713,38.6747,30.6982,60.5866124,27.367018072394,2.2138550952
x265,270p,ParkJoy_270p,37,faster,0.549136,3558.4,29.8518,34.5713,38.6747,30.6982,60.7795688333333,27.4761225939308,2.2120868265
x265,270p,ParkJoy_270p,37,medium,0.550556,3567.6,29.8612,34.5761,38.667,30.706244,65.2489218571429,27.4667725497665,2.37555838564286
x265,270p,ParkJoy_270p,37,superfast,0.549444,3560.4,29.7883,34.5495,38.6473,30.639563,56.2338978461538,38.6970112557256,1.45318452307692
x265,270p,ParkJoy_270p,37,ultrafast,0.553765,3588.4,29.1735,34.6359,39.0611,30.132875,15.0039571333333,37.2555463373923,0.402730830933333
x265,270p,ParkJoy_270p,37,veryfast,0.549136,3558.4,29.8518,34.5713,38.6747,30.6982,60.4046716666667,27.2595790398239,2.21590625366667
x265,1080p,PedestrianArea_1080p25,22,fast,0.349124,18098.6,43.6225,46.7424,48.7718,44.139325,956.6610402,42.065647,22.742098
x265,1080p,PedestrianArea_1080p25,22,faster,0.349113,18098.0,43.6225,46.7424,48.7718,44.139325,950.4711264,42.090238,22.581748
x265,1080p,PedestrianArea_1080p25,22,medium,0.348615,18072.2,43.6264,46.7365,48.7715,44.14235,1005.27536525,41.854477,24.018347
x265,1080p,PedestrianArea_1080p25,22,superfast,0.34983,18135.2,43.5868,46.7118,48.7307,44.103606,907.3505825,42.41824,21.390576
x265,1080p,PedestrianArea_1080p25,22,ultrafast,0.364522,18896.8,43.4554,46.7443,48.7823,43.993887,241.298784,42.04608,5.738913
x265,1080p,PedestrianArea_1080p25,22,veryfast,0.349113,18098.0,43.6225,46.7424,48.7718,44.139325,949.73702475,41.599733,22.830363
x265,1080p,PedestrianArea_1080p25,27,fast,0.161481,8371.2,41.8955,44.767,46.591,42.368438,743.7989744,43.013114,17.292377
x265,1080p,PedestrianArea_1080p25,27,faster,0.16147,8370.6,41.8955,44.767,46.591,42.368438,744.2681632,43.165084,17.242366
x265,1080p,PedestrianArea_1080p25,27,medium,0.161281,8360.8,41.8964,44.7586,46.5922,42.368775,779.099888,42.987039,18.124065
x265,1080p,PedestrianArea_1080p25,27,superfast,0.161184,8355.8,41.8413,44.7346,46.5418,42.315912,714.6585706,43.319324,16.497454
x265,1080p,PedestrianArea_1080p25,27,ultrafast,0.168549,8737.6,41.6678,44.8352,46.6713,42.178481,193.4275438,42.821929,4.517021
x265,1080p,PedestrianArea_1080p25,27,veryfast,0.16147,8370.6,41.8955,44.767,46.591,42.368438,743.3841595,43.042429,17.270962
x265,1080p,PedestrianArea_1080p25,32,fast,0.09711,5034.2,40.1017,43.0738,44.6328,40.57065,632.39233275,43.57461,14.512863
x265,1080p,PedestrianArea_1080p25,32,faster,0.097099,5033.6,40.1017,43.0738,44.6328,40.57065,631.79920975,43.646263,14.475448
x265,1080p,PedestrianArea_1080p25,32,medium,0.096447,4999.8,40.1061,43.0787,44.6376,40.575106,657.696757,43.684189,15.055716
x265,1080p,PedestrianArea_1080p25,32,superfast,0.09684,5020.2,40.0409,43.0555,44.6017,40.514363,612.9874324,43.890005,13.966447
x265,1080p,PedestrianArea_1080p25,32,ultrafast,0.099595,5163.0,39.838,43.1894,44.773,40.3559,171.8991572,43.542364,3.94786
x265,1080p,PedestrianArea_1080p25,32,veryfast,0.097099,5033.6,40.1017,43.0738,44.6328,40.57065,631.77647425,43.578246,14.49752
x265,1080p,PedestrianArea_1080p25,37,fast,0.061686,3197.8,37.9764,41.686,42.9917,38.521706,565.866639,43.937179,12.878993
x265,1080p,PedestrianArea_1080p25,37,faster,0.061674,3197.2,37.9764,41.686,42.9917,38.521706,569.5219795,43.608602,13.059854
x265,1080p,PedestrianArea_1080p25,37,medium,0.061184,3171.8,37.9749,41.6804,42.9912,38.520012,594.141622,43.694758,13.597549
x265,1080p,PedestrianArea_1080p25,37,superfast,0.061609,3193.8,37.9375,41.6754,42.9764,38.48605,552.02380925,44.06836,12.526534
x265,1080p,PedestrianArea_1080p25,37,ultrafast,0.062539,3242.0,37.7678,41.7891,43.109,38.352956,158.74251325,43.645185,3.637114
x265,1080p,PedestrianArea_1080p25,37,veryfast,0.061674,3197.2,37.9764,41.686,42.9917,38.521706,566.933821,43.875568,12.921401
x265,4K,PierSeaSide_4k,22,fast,0.197289,49042.71,45.878,47.7139,45.8498,45.990981,3407.424883,42.4212799571588,80.3234811972
x265,4K,PierSeaSide_4k,22,faster,0.197286,49042.02,45.878,47.7139,45.8498,45.990981,3409.821776,42.4824348871588,80.264273577
x265,4K,PierSeaSide_4k,22,medium,0.196816,48925.09,45.8808,47.7189,45.8525,45.993912,3595.4953974,42.3412368078174,84.9171084378
x265,4K,PierSeaSide_4k,22,superfast,0.197729,49151.99,45.8454,47.6834,45.831,45.959375,3259.279488,42.6707415382403,76.3820681456667
x265,4K,PierSeaSide_4k,22,ultrafast,0.205136,50993.37,45.7171,47.691,45.7925,45.845181,865.676388,42.5767246947289,20.332150822
x265,4K,PierSeaSide_4k,22,veryfast,0.197286,49042.02,45.878,47.7139,45.8498,45.990981,3411.592178,42.5695560749775,80.1415963086667
x265,4K,PierSeaSide_4k,27,fast,0.106618,26503.45,44.1986,45.8447,44.1416,44.297919,2778.199552625,43.1726712459267,64.350883845
x265,4K,PierSeaSide_4k,27,faster,0.106615,26502.75,44.1986,45.8447,44.1416,44.297919,2775.6427482,43.1747117002435,64.2886226426
x265,4K,PierSeaSide_4k,27,medium,0.10651,26476.54,44.2018,45.8406,44.1378,44.300225,2902.04293133333,43.2444128699257,67.1079276775556
x265,4K,PierSeaSide_4k,27,superfast,0.106953,26586.74,44.1472,45.8228,44.1244,44.2505,2661.58314342857,43.2060261295175,61.6021278015714
x265,4K,PierSeaSide_4k,27,ultrafast,0.111698,27766.23,43.9983,45.8809,44.1346,44.124481,712.917751,43.0298855811018,16.56796762
x265,4K,PierSeaSide_4k,27,veryfast,0.106615,26502.75,44.1986,45.8447,44.1416,44.297919,2779.6368544,43.2278131788614,64.3020465296
x265,4K,PierSeaSide_4k,32,fast,0.062673,15579.5,42.1574,44.0186,42.7489,42.310694,2407.4818738,44.0684480515538,54.630511857
x265,4K,PierSeaSide_4k,32,faster,0.06267,15578.8,42.1574,44.0186,42.7489,42.310694,2394.1932234,43.8725362273586,54.571570948
x265,4K,PierSeaSide_4k,32,medium,0.06265,15573.7,42.1626,44.0152,42.7464,42.314875,2493.5063238,43.9398833144668,56.7481325782
x265,4K,PierSeaSide_4k,32,superfast,0.06318,15705.47,42.1091,44.0163,42.7413,42.267812,2298.4549316,43.6892103933455,52.6092119978
x265,4K,PierSeaSide_4k,32,ultrafast,0.065099,16182.47,41.925,44.1544,42.8272,42.120725,642.9782612,43.7609392325228,14.6929721454
x265,4K,PierSeaSide_4k,32,veryfast,0.06267,15578.8,42.1574,44.0186,42.7489,42.310694,2391.3032898,43.8074354321003,54.5866989522
x265,4K,PierSeaSide_4k,37,fast,0.038484,9566.52,39.7565,42.525,41.6058,40.045113,2148.9313425,44.4223493566722,48.3750043305
x265,4K,PierSeaSide_4k,37,faster,0.038481,9565.82,39.7565,42.525,41.6058,40.045113,2149.2005402,44.4719841437823,48.3270666146
x265,4K,PierSeaSide_4k,37,medium,0.038296,9519.66,39.7543,42.5201,41.6071,40.042963,2231.920324,44.4723555244073,50.1866900838
x265,4K,PierSeaSide_4k,37,superfast,0.038845,9656.3,39.7401,42.5155,41.5944,40.029456,2077.19630757143,44.4991603947353,46.6794494355714
x265,4K,PierSeaSide_4k,37,ultrafast,0.039733,9876.94,39.5801,42.6825,41.7341,39.908625,600.3970226,44.2459259919355,13.5695436165
x265,4K,PierSeaSide_4k,37,veryfast,0.038481,9565.82,39.7565,42.525,41.6058,40.045113,2145.1035538,44.3044580002085,48.4173297818
x265,360p,RedKayak_360p,22,fast,1.459986,10081.33,42.192,45.0436,48.9342,42.791612,126.1378978,32.6461719851504,3.8637883136
x265,360p,RedKayak_360p,22,faster,1.459884,10080.63,42.192,45.0436,48.9342,42.791612,126.47314075,32.9715666622343,3.8358244255
x265,360p,RedKayak_360p,22,medium,1.45797,10067.41,42.21,45.0379,48.9192,42.806069,134.7801602,32.9015739950264,4.096465422
x265,360p,RedKayak_360p,22,superfast,1.45807,10068.1,42.1344,44.9396,48.8507,42.729494,118.667115666667,39.287872340512,3.02045156933333
x265,360p,RedKayak_360p,22,ultrafast,1.60251,11065.47,41.152,44.8211,49.1386,41.880481,33.1021613666667,37.3958571510891,0.8851825814
x265,360p,RedKayak_360p,22,veryfast,1.459884,10080.63,42.192,45.0436,48.9342,42.791612,126.7641105,32.2422850763879,3.9316106225
x265,360p,RedKayak_360p,27,fast,0.931079,6429.18,38.0656,42.3007,47.2723,38.905712,111.421772666667,32.9139835019076,3.38524118966667
x265,360p,RedKayak_360p,27,faster,0.930979,6428.49,38.0656,42.3007,47.2723,38.905712,110.845883,32.6102771465923,3.3991088914
x265,360p,RedKayak_360p,27,medium,0.932893,6441.71,38.0792,42.3053,47.2571,38.91695,118.21557875,32.481400292521,3.63948529575
x265,360p,RedKayak_360p,27,superfast,0.931819,6434.29,37.9447,42.2165,46.9923,38.777162,103.589371,39.4578622486427,2.6253163526
x265,360p,RedKayak_360p,27,ultrafast,1.018905,7035.63,36.9537,42.494,47.9214,37.98545,29.2601604615385,38.4798456752796,0.76040223
x265,360p,RedKayak_360p,27,veryfast,0.930979,6428.49,38.0656,42.3007,47.2723,38.905712,111.064465571429,33.1000014840758,3.35542177014286
x265,360p,RedKayak_360p,32,fast,0.543454,3752.6,34.063,40.3385,46.1662,35.211669,95.526672,33.7506750271116,2.83036330157143
x265,360p,RedKayak_360p,32,faster,0.543353,3751.9,34.063,40.3385,46.1662,35.211669,95.165821,33.6473274631398,2.8283322384
x265,360p,RedKayak_360p,32,medium,0.540934,3735.2,34.075,40.3085,46.2337,35.224513,102.3081945,33.7722598646479,3.02935589475
x265,360p,RedKayak_360p,32,superfast,0.541337,3737.98,33.9153,40.2679,45.8035,35.05535,89.6959575,39.5482170175158,2.26801520433333
x265,360p,RedKayak_360p,32,ultrafast,0.568518,3925.67,32.9878,40.8102,46.5235,34.322681,25.1332763076923,38.3254750273774,0.655785121769231
x265,360p,RedKayak_360p,32,veryfast,0.543353,3751.9,34.063,40.3385,46.1662,35.211669,95.4071654,33.4895365022072,2.8488649102
x265,360p,RedKayak_360p,37,fast,0.294793,2035.57,30.5411,39.1098,45.3197,32.000306,81.658177,34.3941725718085,2.374186407
x265,360p,RedKayak_360p,37,faster,0.294691,2034.87,30.5411,39.1098,45.3197,32.000306,81.1999105,34.2500858212348,2.370794366
x265,360p,RedKayak_360p,37,medium,0.294457,2033.25,30.5544,39.0673,45.3484,32.011081,86.4937238,34.4412738950919,2.5113392746
x265,360p,RedKayak_360p,37,superfast,0.292576,2020.26,30.4248,39.0959,45.2263,31.891837,76.70445475,39.8114680210023,1.92669244725
x265,360p,RedKayak_360p,37,ultrafast,0.294523,2033.71,29.8016,39.6071,45.4768,31.394144,21.4695232857143,39.2115820378961,0.547530147214286
x265,360p,RedKayak_360p,37,veryfast,0.294691,2034.87,30.5411,39.1098,45.3197,32.000306,81.292608,34.3781466536066,2.3646594105
x265,1080p,RitualDance_2k,22,fast,0.239525,29770.93,47.1986,48.7157,49.4406,47.433544,720.9245005,42.679027,16.891775
x265,1080p,RitualDance_2k,22,faster,0.239513,29769.51,47.1986,48.7157,49.4406,47.433544,721.6612754,42.407749,17.017203
x265,1080p,RitualDance_2k,22,medium,0.239646,29786.03,47.2052,48.7256,49.4408,47.43995,754.18158675,42.679257,17.670917
x265,1080p,RitualDance_2k,22,superfast,0.23924,29735.53,47.1069,48.6422,49.3224,47.341325,692.4351042,42.958731,16.118612
x265,1080p,RitualDance_2k,22,ultrafast,0.271917,33797.09,46.5855,48.4907,49.1172,46.862806,191.8104586,42.582945,4.504396
x265,1080p,RitualDance_2k,22,veryfast,0.239513,29769.51,47.1986,48.7157,49.4406,47.433544,725.7842136,42.781308,16.964984
x265,1080p,RitualDance_2k,27,fast,0.145764,18117.25,44.7821,46.4746,46.9549,45.023681,634.62822775,43.274017,14.665341
x265,1080p,RitualDance_2k,27,faster,0.145753,18115.83,44.7821,46.4746,46.9549,45.023681,635.27805225,43.33806,14.658664
x265,1080p,RitualDance_2k,27,medium,0.144723,17987.92,44.7888,46.4757,46.9528,45.029481,657.80521625,43.3147,15.186651
x265,1080p,RitualDance_2k,27,superfast,0.144841,18002.55,44.6761,46.4084,46.8689,44.921419,608.3726982,43.376733,14.025323
x265,1080p,RitualDance_2k,27,ultrafast,0.162777,20231.81,44.0886,46.3736,46.8235,44.402344,170.259232,42.906194,3.968174
x265,1080p,RitualDance_2k,27,veryfast,0.145753,18115.83,44.7821,46.4746,46.9549,45.023681,635.2507418,43.44724,14.621199
x265,1080p,RitualDance_2k,32,fast,0.088824,11040.08,42.0105,44.4491,44.736,42.333256,567.913903,43.698427,12.996209
x265,1080p,RitualDance_2k,32,faster,0.088813,11038.66,42.0105,44.4491,44.736,42.333256,567.68099625,43.208808,13.138085
x265,1080p,RitualDance_2k,32,medium,0.089052,11068.4,42.0196,44.4396,44.7279,42.340119,588.4040356,43.57893,13.502031
x265,1080p,RitualDance_2k,32,superfast,0.089283,11097.19,41.9134,44.406,44.6749,42.241781,550.5084542,43.925706,12.532717
x265,1080p,RitualDance_2k,32,ultrafast,0.097505,12119.07,41.3076,44.5101,44.7799,41.724775,157.4026612,43.363287,3.62986
x265,1080p,RitualDance_2k,32,veryfast,0.088813,11038.66,42.0105,44.4491,44.736,42.333256,565.15684775,43.507337,12.98992
x265,1080p,RitualDance_2k,37,fast,0.055994,6959.64,39.1197,42.7778,42.7932,39.577925,520.1975456,44.128609,11.788215
x265,1080p,RitualDance_2k,37,faster,0.055983,6958.22,39.1197,42.7778,42.7932,39.577925,520.73607825,43.483298,11.975542
x265,1080p,RitualDance_2k,37,medium,0.05593,6951.62,39.1269,42.7739,42.7783,39.58305,536.3046208,44.119146,12.155825
x265,1080p,RitualDance_2k,37,superfast,0.055729,6926.6,39.0637,42.8075,42.7543,39.52835,503.24949025,43.760904,11.499979
x265,1080p,RitualDance_2k,37,ultrafast,0.059291,7369.34,38.5263,42.9471,42.9441,39.078713,146.77648,43.49444,3.374603
x265,1080p,RitualDance_2k,37,veryfast,0.055983,6958.22,39.1197,42.7778,42.7932,39.577925,520.7356298,44.012909,11.83143
x265,1080p,Riverbed_1080p25,22,fast,0.794221,41172.4,42.5345,45.0617,46.7996,42.959019,1079.29519525,40.984225,26.334406
x265,1080p,Riverbed_1080p25,22,faster,0.794209,41171.8,42.5345,45.0617,46.7996,42.959019,1082.0013805,41.200038,26.262145
x265,1080p,Riverbed_1080p25,22,medium,0.792604,41088.6,42.5398,45.064,46.8007,42.963869,1137.854036,40.919759,27.806959
x265,1080p,Riverbed_1080p25,22,superfast,0.794406,41182.0,42.507,45.056,46.7954,42.934337,1023.406636,41.394637,24.72317
x265,1080p,Riverbed_1080p25,22,ultrafast,0.796134,41271.6,42.3562,44.9598,46.6971,42.790231,269.5487366,41.279772,6.529802
x265,1080p,Riverbed_1080p25,22,veryfast,0.794209,41171.8,42.5345,45.0617,46.7996,42.959019,1081.8892958,41.281408,26.207665
x265,1080p,Riverbed_1080p25,27,fast,0.417677,21652.4,39.9499,42.5307,44.3386,40.385494,885.7432156,42.368538,20.905683
x265,1080p,Riverbed_1080p25,27,faster,0.417666,21651.8,39.9499,42.5307,44.3386,40.385494,879.9357965,42.15272,20.874947
x265,1080p,Riverbed_1080p25,27,medium,0.417323,21634.0,39.9544,42.5354,44.3403,40.389831,930.65650725,42.044483,22.135045
x265,1080p,Riverbed_1080p25,27,superfast,0.417396,21637.8,39.9106,42.5277,44.3314,40.350469,840.5853968,42.422736,19.814502
