value,unit,event,time,percent,metric,metric_desc,vendor,config,config_id,preset,qp,sequence,src_res,fps,bit,chroma,enc_res,target_fps,frames,test_type
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Riverbed,1920x1080,,,,1920x1080,25,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Riverbed,1920x1080,,,,1920x1080,25,130,extended
817248953474.0,,instructions,46981312518.0,45.45,2.5,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
327234246654.0,,cycles,46959245309.0,45.42,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
18472716886.0,,cache-references,46964014586.0,45.43,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
1065595172.0,,cache-misses,46997527137.0,45.46,5.768,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
302062181969.0,,l1-dcache-loads,47036222821.0,45.5,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
5055728079.0,,l1-dcache-load-misses,47070192615.0,45.53,1.67,of all L1-dcache accesses,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
787433403.0,,l1-icache-load-misses,47097488038.0,45.55,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,llc-loads,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,llc-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
80281799422.0,,branch-instructions,47098205816.0,45.55,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
2097606520.0,,branch-misses,47071211882.0,45.52,2.61,of all branches,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
576364546.0,,dtlb-loads,47040250185.0,45.49,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
14734528.0,,dtlb-load-misses,47007786878.0,45.46,2.56,of all dTLB cache accesses,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
1681853.0,,instructions,534162.0,32.98,0.65,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
2589221.0,,cycles,1954004.0,94.8,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
89813.0,,cache-references,2061255.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
27268.0,,cache-misses,2061255.0,100.0,30.361,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
1243762.0,,l1-dcache-loads,2061255.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
14450.0,,l1-dcache-load-misses,1527093.0,74.09,1.16,of all L1-dcache accesses,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
1194.0,,l1-icache-load-misses,107251.0,5.69,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,llc-loads,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,llc-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,branch-instructions,0.0,0.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,branch-misses,0.0,0.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,dtlb-loads,0.0,0.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
2731369089581.0,,instructions,140079767874.0,45.46,2.79,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
979149370156.0,,cycles,140052969981.0,45.45,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
59226007466.0,,cache-references,140039708378.0,45.45,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
3932666034.0,,cache-misses,140046824845.0,45.45,6.64,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
1003433285352.0,,l1-dcache-loads,140068506432.0,45.46,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
18618790323.0,,l1-dcache-load-misses,140094744661.0,45.47,1.86,of all L1-dcache accesses,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
2238612978.0,,l1-icache-load-misses,140126078962.0,45.48,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-loads,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-load-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
272004908062.0,,branch-instructions,140146215069.0,45.48,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
4144063459.0,,branch-misses,140140190203.0,45.48,1.52,of all branches,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
1988361258.0,,dtlb-loads,140122356262.0,45.48,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
40929476.0,,dtlb-load-misses,140101828943.0,45.47,2.06,of all dTLB cache accesses,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
2713065655837.0,,instructions,144081869887.0,45.44,2.7,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
1004646797858.0,,cycles,144088390647.0,45.44,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
62108893455.0,,cache-references,144129726583.0,45.46,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
3746498926.0,,cache-misses,144171321022.0,45.47,6.032,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
996738412173.0,,l1-dcache-loads,144211264666.0,45.48,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
18804170377.0,,l1-dcache-load-misses,144249383349.0,45.49,1.89,of all L1-dcache accesses,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
2478106370.0,,l1-icache-load-misses,144249854288.0,45.49,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-loads,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-load-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
266207169582.0,,branch-instructions,144218790337.0,45.48,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
4771830428.0,,branch-misses,144183980149.0,45.47,1.79,of all branches,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
2150449998.0,,dtlb-loads,144146051777.0,45.46,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
43720093.0,,dtlb-load-misses,144111446830.0,45.45,2.03,of all dTLB cache accesses,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
818456879934.0,,instructions,43039178193.0,45.47,2.51,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
326656799170.0,,cycles,42992119321.0,45.42,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
18215461473.0,,cache-references,42969119438.0,45.4,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
1538010761.0,,cache-misses,42966570444.0,45.39,8.443,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
301927099811.0,,l1-dcache-loads,43021406116.0,45.44,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
5077444807.0,,l1-dcache-load-misses,43057163798.0,45.48,1.68,of all L1-dcache accesses,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
551186392.0,,l1-icache-load-misses,43148653953.0,45.59,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,llc-loads,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,llc-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
80604779694.0,,branch-instructions,43172931170.0,45.62,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
2099249987.0,,branch-misses,43203151506.0,45.64,2.6,of all branches,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
457708134.0,,dtlb-loads,43099726928.0,45.54,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
19645531.0,,dtlb-load-misses,43078167483.0,45.51,4.29,of all dTLB cache accesses,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
1035728501031.0,,instructions,63292282218.0,45.45,2.35,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
440575078907.0,,cycles,63262650761.0,45.43,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
19938925536.0,,cache-references,63260435741.0,45.43,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
1055756169.0,,cache-misses,63280155497.0,45.45,5.295,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
371443096648.0,,l1-dcache-loads,63314634341.0,45.47,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
5268391373.0,,l1-dcache-load-misses,63354542982.0,45.5,1.42,of all L1-dcache accesses,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
660144847.0,,l1-icache-load-misses,63391160692.0,45.52,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,llc-loads,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,llc-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
102830501775.0,,branch-instructions,63405553836.0,45.53,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
3460246829.0,,branch-misses,63392367089.0,45.51,3.37,of all branches,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
545258278.0,,dtlb-loads,63363048641.0,45.5,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
15888869.0,,dtlb-load-misses,63327430112.0,45.48,2.91,of all dTLB cache accesses,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
727580499404.0,,instructions,40163095694.0,45.43,2.6,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
279423578878.0,,cycles,40158329593.0,45.43,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
16409865011.0,,cache-references,40194635812.0,45.46,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
920031961.0,,cache-misses,40226101418.0,45.5,5.607,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
268374971915.0,,l1-dcache-loads,40250708225.0,45.52,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
4734902155.0,,l1-dcache-load-misses,40273340349.0,45.56,1.76,of all L1-dcache accesses,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
481627551.0,,l1-icache-load-misses,40281290781.0,45.56,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,llc-loads,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,llc-load-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,llc-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,llc-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
71700006838.0,,branch-instructions,40248460872.0,45.52,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
1549918769.0,,branch-misses,40224773504.0,45.51,2.16,of all branches,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
427584624.0,,dtlb-loads,40200617948.0,45.49,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
11821762.0,,dtlb-load-misses,40184976299.0,45.47,2.76,of all dTLB cache accesses,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
691524654827.0,,instructions,37870018690.0,45.43,2.63,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
262804718941.0,,cycles,37846571201.0,45.41,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
16015304697.0,,cache-references,37850744060.0,45.41,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
929890608.0,,cache-misses,37898044240.0,45.46,5.806,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
255173197793.0,,l1-dcache-loads,37943044159.0,45.51,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
4699654995.0,,l1-dcache-load-misses,37983310321.0,45.56,1.84,of all L1-dcache accesses,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
467303430.0,,l1-icache-load-misses,38017475476.0,45.6,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,llc-loads,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,llc-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
67654676203.0,,branch-instructions,38020080629.0,45.6,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
1369697334.0,,branch-misses,37976832034.0,45.54,2.02,of all branches,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
405276980.0,,dtlb-loads,37937958910.0,45.5,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
9233473.0,,dtlb-load-misses,37902798475.0,45.46,2.28,of all dTLB cache accesses,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
625453856942.0,,instructions,24404836585.0,45.58,3.22,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
194044663320.0,,cycles,24383493200.0,45.54,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
11400181154.0,,cache-references,24370124969.0,45.5,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
212600644.0,,cache-misses,24360472411.0,45.47,1.865,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
227606217445.0,,l1-dcache-loads,24355636386.0,45.46,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
4473243939.0,,l1-dcache-load-misses,24357472885.0,45.46,1.97,of all L1-dcache accesses,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
279125913.0,,l1-icache-load-misses,24374508149.0,45.49,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,llc-loads,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,llc-load-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,llc-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,llc-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
60327061645.0,,branch-instructions,24391329947.0,45.51,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
803733151.0,,branch-misses,24405311650.0,45.54,1.33,of all branches,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
333183966.0,,dtlb-loads,24418446431.0,45.57,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
8505727.0,,dtlb-load-misses,24415401717.0,45.59,2.55,of all dTLB cache accesses,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,dtlb-stores,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,A,dis_deblock_en_sao,faster,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
975141461734.0,,instructions,43482473622.0,45.43,2.8,insn per cycle,amd,A,dis_deblock_en_sao,faster,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
348292945719.0,,cycles,43470486280.0,45.42,,,amd,A,dis_deblock_en_sao,faster,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
14428611042.0,,cache-references,43500525589.0,45.45,,,amd,A,dis_deblock_en_sao,faster,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
232414716.0,,cache-misses,43535164854.0,45.48,1.611,of all cache refs,amd,A,dis_deblock_en_sao,faster,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
343507746402.0,,l1-dcache-loads,43564705688.0,45.52,,,amd,A,dis_deblock_en_sao,faster,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
