value,unit,event,time,percent,metric,metric_desc,vendor,config,config_id,preset,qp,sequence,src_res,fps,bit,chroma,enc_res,target_fps,frames,test_type
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Riverbed,1920x1080,,,,1920x1080,25,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Riverbed,1920x1080,,,,1920x1080,25,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Riverbed,1920x1080,,,,1920x1080,25,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Riverbed,1920x1080,,,,1920x1080,25,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Riverbed,1920x1080,,,,1920x1080,25,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Riverbed,1920x1080,,,,1920x1080,25,130,extended
0.0,,instructions,33763.0,2.24,0.0,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
3012542.0,,cycles,1034049.0,68.68,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
69494.0,,cache-references,1505574.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
18827.0,,cache-misses,1505574.0,100.0,27.092,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
1197241.0,,l1-dcache-loads,1505574.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
9166.0,,l1-dcache-load-misses,1471811.0,97.76,0.77,of all L1-dcache accesses,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
1286.0,,l1-icache-load-misses,471525.0,31.32,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,llc-loads,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,llc-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,RushFieldCuts,1920x1080,2997,,,1920x1080,30,130,extended
1338937.0,,instructions,472246.0,27.18,0.47,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
2865101.0,,cycles,1471319.0,84.67,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
70226.0,,cache-references,1737769.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
20324.0,,cache-misses,1737769.0,100.0,28.941,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
1193143.0,,l1-dcache-loads,1737769.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
7376.0,,l1-dcache-load-misses,1265523.0,72.82,0.62,of all L1-dcache accesses,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
0.0,,l1-icache-load-misses,266450.0,15.33,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,llc-loads,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,llc-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Skater227,1920x1080,30,,,227x1920,30,130,extended
3727681.0,,instructions,888697.0,58.34,1.48,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
2515734.0,,cycles,1523267.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
68537.0,,cache-references,1523267.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
19228.0,,cache-misses,1523267.0,100.0,28.055,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
1191308.0,,l1-dcache-loads,1523267.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
7914.0,,l1-dcache-load-misses,634570.0,41.66,0.66,of all L1-dcache accesses,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,l1-icache-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-loads,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-load-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Tango,3840x2160,5994,8,420,3840x2160,60,130,extended
3974206.0,,instructions,864481.0,55.04,1.31,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
3043423.0,,cycles,1084935.0,69.07,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
72988.0,,cache-references,1570696.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
22748.0,,cache-misses,1570696.0,100.0,31.167,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
1200639.0,,l1-dcache-loads,1570696.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
8195.0,,l1-dcache-load-misses,706215.0,44.96,0.68,of all L1-dcache accesses,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
1775.0,,l1-icache-load-misses,485761.0,30.93,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-loads,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-load-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,llc-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TimeLapse,3840x2160,5994,8,420,3840x2160,60,130,extended
4102586.0,,instructions,943500.0,62.84,1.7,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
2412979.0,,cycles,1501476.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
68677.0,,cache-references,1501476.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
19160.0,,cache-misses,1501476.0,100.0,27.899,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
1186947.0,,l1-dcache-loads,1501476.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
8201.0,,l1-dcache-load-misses,557976.0,37.16,0.69,of all L1-dcache accesses,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,l1-icache-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,llc-loads,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,llc-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,ToddlerFountain,1920x1080,2997,8,420,1920x1080,30,130,extended
589843.0,,instructions,370525.0,15.41,0.11,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
5171684.0,,cycles,1369088.0,56.93,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
69471.0,,cache-references,2404890.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
19207.0,,cache-misses,2404890.0,100.0,27.648,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
1190630.0,,l1-dcache-loads,2404890.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
10173.0,,l1-dcache-load-misses,2034365.0,84.59,0.85,of all L1-dcache accesses,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
1279.0,,l1-icache-load-misses,1035802.0,43.07,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,llc-loads,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,llc-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TreesAndGrass_1920_1080,,30,8,,1920x1080,30,130,extended
853515.0,,instructions,416140.0,33.49,0.55,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
1556910.0,,cycles,1242599.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
67642.0,,cache-references,1242599.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
18664.0,,cache-misses,1242599.0,100.0,27.592,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
1185448.0,,l1-dcache-loads,1242599.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
8884.0,,l1-dcache-load-misses,826459.0,66.51,0.75,of all L1-dcache accesses,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,l1-icache-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,llc-loads,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,llc-load-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,llc-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,llc-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,TunnelFlag,1920x1080,5994,8,420,1920x1080,60,130,extended
884563.0,,instructions,104516.0,8.17,0.37,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
2378891.0,,cycles,1104441.0,86.3,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
67939.0,,cache-references,1279759.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
18193.0,,cache-misses,1279759.0,100.0,26.778,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
1184976.0,,l1-dcache-loads,1279759.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
8928.0,,l1-dcache-load-misses,1175243.0,91.83,0.75,of all L1-dcache accesses,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
0.0,,l1-icache-load-misses,175318.0,13.7,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,llc-loads,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,llc-load-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,llc-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,llc-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_bees,1080x1920,2997,,,1080x1920,30,130,extended
4129543.0,,instructions,940444.0,74.13,1.75,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
2354173.0,,cycles,1268685.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
62445.0,,cache-references,1268685.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
13377.0,,cache-misses,1268685.0,100.0,21.422,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
1228767.0,,l1-dcache-loads,1268685.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
7850.0,,l1-dcache-load-misses,328241.0,25.87,0.64,of all L1-dcache accesses,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,l1-dcache-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,l1-icache-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,llc-loads,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,llc-load-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,llc-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,llc-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,branch-instructions,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,branch-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,dtlb-loads,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,dtlb-load-misses,0.0,0.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,dtlb-stores,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
,,dtlb-store-misses,0.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,Vertical_Carnaby,1080x1920,5994,,,1080x1920,60,130,extended
1971141.0,,instructions,503903.0,39.8,0.83,insn per cycle,amd,B,en_deblock_dis_sao,veryfast,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
2377749.0,,cycles,1265966.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
62865.0,,cache-references,1265966.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
13448.0,,cache-misses,1265966.0,100.0,21.392,of all cache refs,amd,B,en_deblock_dis_sao,veryfast,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
1232041.0,,l1-dcache-loads,1265966.0,100.0,,,amd,B,en_deblock_dis_sao,veryfast,37,WalkingInStreet,1920x1080,30,,,1920x1080,30,130,extended
