index,qp,preset,seqname,config,E_hw_slow,instructions,cycles,branches,branch-misses,cache-references,cache-misses,l1-dcache-loads,l1-dcache-load-misses,l1-dcache-stores,l1-icache-load-misses,llc-loads,llc-load-misses,llc-stores,llc-store-misses,dtlb-loads,dtlb-load-misses,dtlb-stores,dtlb-store-misses
108,37,fast,RushFieldCuts,A,6.3248,8.15877E+11,4.56573E+11,80076323858,2795775199,2209871260,160959600,2.23173E+11,4445790397,1.02087E+11,2572866137,563814474,88111363,394269751,72873087,2.22825E+11,28933346,1.01899E+11,10182913
109,37,fast,Skater227,A,6.2943,1163385,3424966,,,30687,13485,806512,43161,302263,9743,17622,3869,,,,,,
110,37,fast,Tango,A,13.1884,3.30294E+12,1.80863E+12,2.77415E+11,7160432627,6812301377,567553596,9.26031E+11,15972860222,3.98365E+11,33351093611,2257103861,368417699,1820613021,298606859,9.24756E+11,87850117,3.97509E+11,32191325
111,37,fast,TimeLapse,A,13.1057,2.70817E+12,1.43385E+12,2.65625E+11,7013132225,7965751571,551389753,7.50233E+11,16976043335,3.41354E+11,8321408825,1990565564,317833135,1450713973,228802564,7.49323E+11,87463852,3.4067E+11,21609177
112,37,fast,ToddlerFountain,A,6.3507,8.14388E+11,3.77397E+11,78990933388,2619162669,495025631,368450122,2.23465E+11,4312455623,1.00871E+11,7495407730,78516924,61912435,82960700,65258654,2.22878E+11,8118597,1.0055E+11,4692364
113,37,fast,TreesAndGrass_1920_1080,A,6.3948,1.03156E+12,5.01961E+11,1.01155E+11,4367309957,538493529,422831653,2.75909E+11,4587611438,1.23402E+11,8224668569,86104257,71431841,94666690,77787200,2.75324E+11,9844134,1.23031E+11,5586470
114,37,fast,TunnelFlag,A,6.3631,8.83928E+11,4.97282E+11,73110375257,2339679630,1799373782,149509491,2.44054E+11,3989770934,1.04483E+11,9584093495,594437861,87226613,485641333,88070746,2.43812E+11,24285128,1.04418E+11,8501720
115,37,fast,Vertical_Carnaby,A,6.4461,6.2618E+11,3.29113E+11,61164611760,1408103872,1963939166,132765071,1.73969E+11,3887081796,78779115564,2039740387,475085922,73769163,351626127,57546540,1.7378E+11,23996911,78661860347,7672169
116,37,fast,Vertical_bees,A,6.3596,6.90525E+11,3.74233E+11,67530655340,1902307704,1952025205,146291327,1.90946E+11,4114848639,86883540984,2211433517,453954406,80705780,355313973,64288066,1.90548E+11,26066026,86667984961,8411314
117,37,fast,WalkingInStreet,A,6.4568,1.18719E+12,6.66579E+11,97268407566,3883640578,1840070937,179558280,3.13099E+11,4275858386,1.32549E+11,11520285349,626177121,101483334,514009779,106486029,3.12696E+11,28036279,1.32426E+11,11569272
118,37,fast,WorldCup_1920x1080_30p,A,6.2898,6.22587E+11,2.71781E+11,59826108024,1366408454,429318830,311825002,1.73275E+11,3764104377,77126589609,6122869140,70658986,58052137,64509034,51991521,1.72818E+11,5950578,76945636005,3599386
119,37,fast,WorldCup_far_1920x1080_30p,A,6.313,7.64828E+11,4.24486E+11,74814442710,2493926952,2044161690,152712308,2.10511E+11,4322326117,96079483905,2427050351,483656161,84582515,369085185,67664489,2.09913E+11,24338111,95790098099,8224621
120,22,faster,Aerial3200,A,7.1671,1.31964E+12,7.48686E+11,1.30273E+11,6559189304,2226316653,224107062,3.35232E+11,4921109271,1.46829E+11,2830848133,579673227,126655107,400507446,97419191,3.34714E+11,30288365,1.46509E+11,12024380
121,22,faster,Boat,A,7.1358,1.34598E+12,7.78691E+11,1.33343E+11,7091066924,2348707726,221659603,3.44378E+11,4989226574,1.51701E+11,2980335077,597100221,118440287,420954744,103869761,3.44097E+11,36241013,1.51559E+11,12698843
122,22,faster,BoxingPractice,A,13.6248,4.16886E+12,2.35078E+12,4.098E+11,17472389355,9181621747,728459075,1.12245E+12,20158650677,5.09784E+11,11072043182,2360392415,402451998,1594436478,299994834,1.12143E+12,105881828,5.08918E+11,33479286
123,22,faster,Crosswalk,A,13.055,4.14942E+12,2.33497E+12,4.08581E+11,16552534467,8877264711,798510455,1.12536E+12,20785566334,5.13049E+11,10922398300,2261184559,452954806,1569955530,324573364,1.12442E+12,110556994,5.12234E+11,33855562
124,22,faster,CrowdRun,A,7.2255,1.58279E+12,9.04762E+11,1.58088E+11,8703169529,2434367437,230350837,3.99485E+11,5168465910,1.74087E+11,3042838246,645348500,122170616,414818429,110162177,3.98881E+11,40152247,1.73692E+11,14878191
125,22,faster,DinnerSceneCropped,A,6.3792,1.38144E+12,6.94929E+11,1.36847E+11,6937655885,676646655,515260158,3.63044E+11,4944537176,1.60307E+11,9427739373,102160882,84643611,119661271,99582724,3.62419E+11,12919100,1.59984E+11,7065864
126,22,faster,FoodMarket,A,13.9507,1.3077E+12,7.46388E+11,1.295E+11,6405867150,2398679900,215338982,3.44133E+11,5068352760,1.53927E+11,2956470062,625641419,116103811,417948566,99632267,3.4346E+11,37092880,1.53499E+11,13414647
127,22,faster,FoodMarket2,A,6.8418,5.28279E+12,2.98332E+12,4.28604E+11,18943879210,7736641349,510401427,1.40635E+12,19639427704,5.96354E+11,51442858211,2679611167,326626208,2083139064,279181813,1.40543E+12,106854564,5.95652E+11,39937537
128,22,faster,MeridianTalk_sdr,A,6.3813,1.29236E+12,7.24804E+11,1.06281E+11,4544299596,1846992048,160482725,3.43726E+11,4572461591,1.4539E+11,12106573700,628424535,91126717,517867474,96644265,3.43432E+11,27661148,1.45143E+11,11406792
129,22,faster,Motorcycle,A,7.0665,1.20368E+12,6.88675E+11,1.18827E+11,5747834005,2248529437,199046652,3.11067E+11,4825358456,1.38552E+11,2837641988,548861031,106732269,405372542,90561287,3.10351E+11,35964178,1.38215E+11,11309167
130,22,faster,MountainBike,A,7.0957,1.24084E+12,7.11598E+11,1.2255E+11,6087007528,2211442713,209162517,3.20501E+11,4939581705,1.42912E+11,2833517779,535574959,111423334,395404997,93345618,3.20244E+11,36539410,1.42777E+11,12508435
131,22,faster,Neon1224,A,13.4567,3.48104E+12,1.94278E+12,3.43502E+11,12706359725,8534669508,708824618,9.48511E+11,19170724884,4.34346E+11,10100521175,2124250369,388566213,1524073739,286673388,9.47734E+11,102445642,4.33569E+11,29245973
132,22,faster,NocturneDance_3840x2160p_8bit,A,13.3742,3.71909E+12,2.11163E+12,3.64073E+11,14586363412,9003584356,651793031,1.00826E+12,19780805413,4.62502E+11,11120441430,2316823267,369770949,1609009779,282824274,1.00714E+12,104886318,4.61678E+11,30042629
133,22,faster,OldTownCross,A,7.1316,1.59733E+12,9.12946E+11,1.60664E+11,8822068833,2460909957,251881082,4.07644E+11,5282104974,1.77498E+11,3101800572,598128953,135309554,422851604,114844147,4.07133E+11,44522641,1.77111E+11,14778064
134,22,faster,PedestrianArea,A,6.3747,1.07902E+12,6.06931E+11,1.06203E+11,4630000674,2199563510,184622423,2.89382E+11,4795865500,1.30881E+11,2732107356,529912936,98768856,390968300,83965753,2.89101E+11,32881673,1.30656E+11,10105277
135,22,faster,PierSeaSide,A,13.2578,3.90681E+12,2.18802E+12,3.87884E+11,15570401085,8871441071,709771086,1.05521E+12,19288239413,4.8097E+11,10499999455,2233590575,397444388,1557571557,300468615,1.05431E+12,124036779,4.80183E+11,29785522
136,22,faster,RitualDance,A,6.3007,8.31092E+11,4.60983E+11,82296780356,3012276129,2064982801,163605996,2.26745E+11,4306730519,1.0316E+11,2436060838,488746872,89574975,371210364,69960602,2.26308E+11,27807808,1.0291E+11,8343023
137,22,faster,Riverbed,A,6.4294,1.23164E+12,7.05059E+11,1.20818E+11,5727782757,2313981977,199427064,3.26131E+11,5034950428,1.4712E+11,3011945734,561887696,108368943,405716573,89135571,3.2555E+11,35604849,1.46764E+11,11622301
138,22,faster,RushFieldCuts,A,7.0231,1.23385E+12,7.09121E+11,1.21772E+11,6014652157,2315951329,198603538,3.22986E+11,4937778380,1.45394E+11,2903394095,568519378,103419601,407607713,93165695,3.22517E+11,36811769,1.45108E+11,12034169
139,22,faster,Skater227,A,6.3206,1008482,1899692,,,27422,13645,806513,43491,302263,8357,17597,7353,,,,,,
140,22,faster,Tango,A,14.0446,4.75868E+12,2.65835E+12,4.70399E+11,20991660385,9141199029,600890786,1.26905E+12,20902762671,5.70801E+11,11366313604,2235027028,343707524,1612106068,257615035,1.26788E+12,113637347,5.69975E+11,33345188
141,22,faster,TimeLapse,A,8.4907,4.89412E+12,2.77279E+12,3.99995E+11,17127973282,7614166819,734586179,1.3043E+12,18970807654,5.51949E+11,47446919752,2617468598,445338056,2021928692,393330490,1.30326E+12,99667341,5.5107E+11,41799628
142,22,faster,ToddlerFountain,A,7.1011,1.63001E+12,9.34087E+11,1.3535E+11,7201562435,2201610508,221579566,4.16076E+11,4838427966,1.73425E+11,13189680209,731607030,121750702,558975760,136163913,4.15443E+11,40492628,1.73026E+11,14117396
143,22,faster,TreesAndGrass_1920_1080,A,7.2048,1.48418E+12,8.46714E+11,1.47381E+11,7696230720,2308302230,220323231,3.7191E+11,5037283654,1.62232E+11,2977393829,551819894,116298342,416873159,103574521,3.71376E+11,33110630,1.6196E+11,13015568
144,22,faster,TunnelFlag,A,6.8743,1.37255E+12,7.78147E+11,1.12904E+11,5393300677,1893150370,167645448,3.58272E+11,4662319529,1.50921E+11,12384308901,664235641,94165867,526948346,99765386,3.58193E+11,46178905,1.50747E+11,11997805
145,22,faster,Vertical_Carnaby,A,6.4007,9.81735E+11,5.60366E+11,80027670471,2936066220,1797935177,140671841,2.69059E+11,4266538602,1.15445E+11,11248043600,602337364,77999329,515966940,86141067,2.68887E+11,31887122,1.15307E+11,9832241
146,22,faster,Vertical_bees,A,6.3932,9.13952E+11,4.38236E+11,88310868088,3447740993,556110345,408529131,2.47663E+11,4439217094,1.11898E+11,8257730644,82977528,66965523,88697037,74606061,2.47204E+11,6733450,1.11631E+11,4883535
147,22,faster,WalkingInStreet,A,7.2554,1.69685E+12,9.42116E+11,1.42901E+11,7139674511,1881775812,188255836,4.14669E+11,4553713982,1.70927E+11,11942277056,644614407,99093305,541020817,114364658,4.14205E+11,42928991,1.7059E+11,14553220
148,22,faster,WorldCup_1920x1080_30p,A,6.3279,8.07362E+11,4.51796E+11,79099884684,2851262241,2197604314,159101312,2.20312E+11,4380964969,1.00359E+11,2485745534,538925253,89261623,394431101,72092070,2.19956E+11,27386508,1.00226E+11,9383896
149,22,faster,WorldCup_far_1920x1080_30p,A,7.0555,1.08364E+12,6.24261E+11,1.06582E+11,5027864034,2221058222,192278656,2.86301E+11,4781486409,1.28974E+11,2824250295,523663522,103785648,398220174,86074885,2.85662E+11,36167675,1.28618E+11,11687548
150,27,faster,Aerial3200,A,6.3714,1.15864E+12,6.57503E+11,1.13732E+11,5260959558,2160788626,193056876,3.01939E+11,4905062119,1.34632E+11,2855508100,543650869,108996486,397180457,83237109,3.01539E+11,28049637,1.343E+11,9904870
151,27,faster,Boat,A,6.8668,1.17876E+12,6.75799E+11,1.16404E+11,5718915835,2336747266,201289263,3.09017E+11,4910587876,1.38534E+11,2836298323,598358139,108036616,410083355,91994351,3.08689E+11,38124175,1.38223E+11,12016701
152,27,faster,BoxingPractice,A,13.0487,3.35562E+12,1.5641E+12,3.27585E+11,11029806118,1807403424,1448946625,9.24019E+11,18564981690,4.19455E+11,31153933763,293918813,250449694,297049029,248493599,9.22893E+11,26323450,4.18523E+11,14200480
153,27,faster,Crosswalk,A,12.9287,3.25569E+12,1.75228E+12,3.27996E+11,10146524567,8347170163,615290716,9.0268E+11,18860431853,4.16608E+11,9343590067,2114341247,353294557,1514197655,259056988,9.01753E+11,127836768,4.15868E+11,25828308
154,27,faster,CrowdRun,A,7.0286,1.32609E+12,7.64377E+11,1.32115E+11,6814828674,2769304544,228026885,3.4486E+11,5246049326,1.53728E+11,3104371162,739420189,120861223,455037577,105626962,3.43886E+11,33792181,1.5305E+11,15270615
155,27,faster,DinnerSceneCropped,A,6.3581,1.03669E+12,4.98046E+11,1.01304E+11,3970371343,556401073,427699259,2.81931E+11,4756847501,1.27449E+11,8668858057,86798198,72232455,91170961,74785067,2.81436E+11,10095851,1.27117E+11,5500301
156,27,faster,FoodMarket,A,13.2135,1.23502E+12,7.01425E+11,1.01451E+11,4349448717,1921135031,159111420,3.3224E+11,4528410872,1.41539E+11,12371876427,670919095,92097519,534676464,92177877,3.31612E+11,27139455,1.41263E+11,11364915
157,27,faster,FoodMarket2,A,6.3553,3.59938E+12,2.01113E+12,3.53393E+11,13049571141,9020705585,661481480,9.86251E+11,19712215629,4.54446E+11,10656420147,2289961635,375129284,1557964583,278807430,9.84974E+11,96343748,4.53551E+11,29229185
158,27,faster,MeridianTalk_sdr,A,6.3492,8.111E+11,4.40241E+11,81207159024,2581747674,2120622627,157545124,2.23798E+11,4384946847,1.02635E+11,2380114339,505460577,87716242,379844064,68182952,2.23519E+11,28141135,1.02462E+11,8973078
159,27,faster,Motorcycle,A,7.0063,1.30337E+12,7.46562E+11,1.0761E+11,5032918879,1991961057,196275739,3.40447E+11,4466258862,1.43318E+11,12160675570,650007412,110407129,533508072,116395399,3.39935E+11,29542698,1.4296E+11,12666860
160,27,faster,MountainBike,A,7.0351,1.1035E+12,6.27217E+11,1.08961E+11,5075851807,2167900354,195554041,2.90275E+11,4824017817,1.30488E+11,2689296868,517984894,104824017,387737668,86906466,2.90023E+11,32824036,1.30344E+11,11162660
161,27,faster,Neon1224,A,12.9711,3.09663E+12,1.70527E+12,3.04547E+11,9740026346,8231002946,591905539,8.51037E+11,17727418529,3.89126E+11,9676687408,2084853592,343212350,1496766180,251335355,8.49919E+11,90574419,3.88339E+11,25170812
162,27,faster,NocturneDance_3840x2160p_8bit,A,13.2943,3.24636E+12,1.51603E+12,3.12325E+11,10481748872,1774554731,1398781901,8.9116E+11,18475852255,4.04441E+11,31710448733,293864394,250535637,297290984,242441407,8.89845E+11,25639644,4.03538E+11,13485906
163,27,faster,OldTownCross,A,7.1214,1.24778E+12,7.05313E+11,1.23568E+11,5794981013,2402046948,208181709,3.30432E+11,5102274040,1.48329E+11,2876156327,622345582,110891892,418522731,95313969,3.29838E+11,37383083,1.47985E+11,13337123
164,27,faster,PedestrianArea,A,6.3449,8.49887E+11,4.71129E+11,83874982147,3001312912,2175086469,164650394,2.33082E+11,4606268210,1.06753E+11,2525932037,542963727,92761559,375095091,71006970,2.32916E+11,31003291,1.06592E+11,9679925
165,27,faster,PierSeaSide,A,13.27,3.24941E+12,1.78059E+12,3.21645E+11,10388164660,8247086068,614395126,8.92094E+11,17892300295,4.08269E+11,9679306932,2029655674,352607536,1498439502,255826209,8.90992E+11,90290216,4.07534E+11,26162093
166,27,faster,RitualDance,A,6.3314,7.3981E+11,4.01455E+11,73208562011,2299800024,1993773826,154221753,2.03601E+11,4209838567,92631103704,2212356553,470108463,86890668,362291449,66257239,2.03487E+11,26722604,92549157845,9171869
167,27,faster,Riverbed,A,6.4041,1.00564E+12,5.70525E+11,98716979332,3976603128,2241070998,178143375,2.73198E+11,4872021918,1.25787E+11,2807098142,574938864,97062315,399635416,80232737,2.7292E+11,31473812,1.25595E+11,9854606
168,27,faster,RushFieldCuts,A,7.0206,1.08375E+12,6.20687E+11,1.06874E+11,4832554383,2501016815,186790513,2.88916E+11,4943839742,1.3126E+11,2949619892,604419460,99825755,430443920,86057894,2.88364E+11,35773751,1.30876E+11,13970588
169,27,faster,Skater227,A,6.3504,563464,2211149,,,25489,12576,805286,43100,302263,9477,17620,6281,,,,,,
170,27,faster,Tango,A,13.3681,3.58875E+12,1.96918E+12,3.58734E+11,12667996373,9160416647,646881350,9.87649E+11,19659505177,4.5509E+11,10222605249,2352899147,372414535,1569383008,276346653,9.86654E+11,122156542,4.54339E+11,28758881
171,27,faster,TimeLapse,A,13.0925,4.13944E+12,2.36528E+12,3.39528E+11,12800044548,7445575249,677606323,1.12891E+12,17919886841,4.82501E+11,43903417892,2585551480,419260965,1967504137,357490412,1.12798E+12,86887690,4.81841E+11,36178572
172,27,faster,ToddlerFountain,A,7.0285,1.12804E+12,5.58411E+11,1.10713E+11,5178896901,574655903,449935195,2.99014E+11,4703594060,1.33268E+11,8570031304,83724662,70315806,100109871,85033627,2.982E+11,9812234,1.32877E+11,5718017
173,27,faster,TreesAndGrass_1920_1080,A,7.1124,1.60866E+12,9.14721E+11,1.3404E+11,6953519545,1966384362,185488940,4.07767E+11,4688717716,1.69587E+11,12849697029,682244461,100836551,545915190,114944988,4.07224E+11,31414764,1.6931E+11,13855448
174,27,faster,TunnelFlag,A,6.3523,9.48715E+11,5.33542E+11,93465046542,3823639019,2181746541,174972906,2.56088E+11,4665987485,1.16231E+11,2604853908,526213934,95848841,387790387,77160491,2.55817E+11,30239276,1.1611E+11,10569704
175,27,faster,Vertical_Carnaby,A,6.3751,7.26297E+11,4.01262E+11,70803304268,2130216307,2048419472,144508128,2.00553E+11,4223632544,91771322001,2461279741,484829373,77782228,373626641,63923055,2.00091E+11,26141766,91504202796,8858906
176,27,faster,Vertical_bees,A,6.4061,8.19976E+11,3.85832E+11,79117966526,2769594003,564102079,395569586,2.24549E+11,4313771998,1.01608E+11,7839164511,83491634,68316309,85690117,68915555,2.24089E+11,6602199,1.01282E+11,4747589
177,27,faster,WalkingInStreet,A,7.2329,1.29028E+12,7.24153E+11,1.2778E+11,6043888357,2134877192,206868510,3.28659E+11,4814843135,1.44092E+11,2777285217,505353936,110185990,396211100,94753595,3.28112E+11,32439281,1.43778E+11,12450043
178,27,faster,WorldCup_1920x1080_30p,A,6.3472,7.25971E+11,3.96128E+11,71076399766,2226146860,2031099812,141880635,1.99811E+11,4181451739,90855772346,2276545990,502368545,76768700,364979479,61301998,1.99506E+11,23674362,90724055203,7307204
179,27,faster,WorldCup_far_1920x1080_30p,A,7.0531,1.16637E+12,6.6676E+11,95705167740,4207911438,1832540720,161427088,3.11363E+11,4370484610,1.32456E+11,11910410667,614366036,87776757,518611980,95332628,3.11158E+11,25988605,1.32318E+11,10607012
180,32,faster,Aerial3200,A,6.3725,1.019E+12,5.76307E+11,99418311776,4117475910,2108494293,180095045,2.71047E+11,4779886503,1.22182E+11,2819500975,536172211,103465176,386416650,77616824,2.70785E+11,26671040,1.2199E+11,8934505
181,32,faster,Boat,A,6.3672,1.02289E+12,5.81286E+11,1.00958E+11,4443824205,2228689552,179449240,2.73718E+11,4680871607,1.24182E+11,2760998066,556420308,99657839,400099638,80970555,2.73562E+11,30596276,1.24033E+11,7841663
182,32,faster,BoxingPractice,A,13.0006,2.88214E+12,1.53699E+12,2.85496E+11,7799627699,8043806452,573916133,7.98433E+11,17071673228,3.65141E+11,8870073569,1968198260,332111804,1470058997,241332422,7.97212E+11,89670910,3.64306E+11,24918612
183,32,faster,Crosswalk,A,12.9114,2.84557E+12,1.50429E+12,2.8506E+11,7174586736,9042651623,601228595,7.9208E+11,17031174349,3.635E+11,9125449057,2286255396,348362720,1561950883,258885593,7.91284E+11,99962860,3.62721E+11,34259724
184,32,faster,CrowdRun,A,7.072,1.34954E+12,7.65881E+11,1.11812E+11,5253300174,1876964329,162790731,3.56082E+11,4641545352,1.50522E+11,12293921677,650394820,92193267,525364419,97448602,3.55699E+11,27189462,1.50301E+11,11403937
185,32,faster,DinnerSceneCropped,A,6.2705,7.74105E+11,3.49659E+11,77257807199,2165697462,455298116,346528231,2.15191E+11,4121825712,97877945007,7025203313,78260019,63407029,76474855,59410444,2.14839E+11,6757965,97723821918,4087316
186,32,faster,FoodMarket,A,13.2082,8.268E+11,4.55401E+11,82151851297,2791851190,2311498090,166039109,2.27883E+11,4484892836,1.04822E+11,2506437379,575186303,91252785,403100821,76318092,2.27103E+11,30104516,1.04357E+11,10608716
187,32,faster,FoodMarket2,A,6.3658,3.16873E+12,1.74796E+12,3.1094E+11,10150393004,8670371062,612021131,8.74452E+11,18415942501,4.0237E+11,10051154412,2272721928,350024598,1543799252,258039508,8.73643E+11,98469570,4.01675E+11,25134375
188,32,faster,MeridianTalk_sdr,A,6.3348,7.04914E+11,3.73236E+11,70146891023,1775202538,2007710044,144188512,1.95721E+11,3997441593,89433979297,2142820055,482748288,81355871,362109693,62201591,1.95407E+11,25377536,89273120764,7230585
189,32,faster,Motorcycle,A,7.0665,9.47602E+11,5.32593E+11,93457185072,3946725356,2143970275,179500838,2.52708E+11,4487526365,1.13817E+11,2505158951,534102245,97828007,381154458,79706864,2.52467E+11,31510133,1.13663E+11,10212163
190,32,faster,MountainBike,A,6.9826,9.72397E+11,5.47926E+11,95838186352,4090673673,2080779213,179122703,2.60152E+11,4647195273,1.17705E+11,2582404684,495010147,98482455,379966308,79370503,2.5965E+11,31121367,1.17463E+11,10138276
191,32,faster,Neon1224,A,12.957,2.78304E+12,1.49221E+12,2.73255E+11,7419375703,7701175484,557946844,7.68825E+11,16712161455,3.50038E+11,8619213513,1912938234,325060008,1442277866,233495446,7.68176E+11,83097213,3.49518E+11,22582861
192,32,faster,NocturneDance_3840x2160p_8bit,A,13.2215,2.86803E+12,1.55965E+12,2.79487E+11,8092393047,8432921490,514659418,7.90387E+11,17569880179,3.60931E+11,9608525854,2076440482,294583616,1475364964,208645200,7.89629E+11,99975395,3.60267E+11,23528603
193,32,faster,OldTownCross,A,6.3166,9.28695E+11,5.12706E+11,93183030162,3533706749,2160844588,173810586,2.52625E+11,4512284938,1.15373E+11,2511438000,519453765,95544314,381432337,76239757,2.52344E+11,31307456,1.15193E+11,8774172
194,32,faster,PedestrianArea,A,6.359,7.36825E+11,3.99656E+11,72640553605,2188993191,2065825199,151577205,2.03729E+11,4181291698,93148976148,2328613685,497498015,84998869,373855095,67143899,2.03494E+11,27650997,93009554058,8852722
195,32,faster,PierSeaSide,A,13.3017,2.85165E+12,1.52713E+12,2.81148E+11,7632501918,7902708850,567434576,7.87693E+11,16783009572,3.5919E+11,8948465145,1951087151,330197293,1453353340,236011300,7.87561E+11,100996687,3.58708E+11,26410702
196,32,faster,RitualDance,A,6.3146,6.76628E+11,3.67891E+11,66761213150,1809708729,1876897315,143005223,1.87343E+11,3976878521,85003781684,2149501486,449423837,79621086,353905914,61202830,1.87308E+11,25104619,84959768997,7363102
197,32,faster,Riverbed,A,6.3958,8.6278E+11,4.76569E+11,84854184750,2968794615,2156756185,155148833,2.37245E+11,4536868180,1.09541E+11,2549022093,535295876,86338633,381869466,66999278,2.37003E+11,25744377,1.09373E+11,8478541
198,32,faster,RushFieldCuts,A,7.0422,9.28689E+11,4.46175E+11,90058489589,3557529080,517465796,397421347,2.51758E+11,4480232603,1.13778E+11,8272406314,77613479,65210522,87251401,73205060,2.5119E+11,9053627,1.13482E+11,4812166
199,32,faster,Skater227,A,6.3241,597547,4281094,,,26671,11886,829904,43830,304426,15352,18329,3189,,,,,,
200,32,faster,Tango,A,13.2135,2.99365E+12,1.58913E+12,3.00928E+11,8310477280,8099900378,576908801,8.31508E+11,17310251010,3.82705E+11,9009895576,1941258329,330400886,1452758182,239682420,8.3085E+11,88556624,3.82087E+11,22934414
201,32,faster,TimeLapse,A,13.1057,2.97387E+12,1.60502E+12,2.92149E+11,8803956715,8179770118,571251784,8.19867E+11,17491876016,3.74449E+11,9138716485,2072815112,331920913,1489239176,238438832,8.19291E+11,82042013,3.73847E+11,22960299
202,32,faster,ToddlerFountain,A,6.6525,9.57137E+11,5.3167E+11,94692033311,3844556363,2161044976,169887779,2.5824E+11,4624640466,1.17249E+11,2519073276,538317201,92872448,392990319,76423848,2.57956E+11,32970075,1.17149E+11,11581354
203,32,faster,TreesAndGrass_1920_1080,A,7.0828,1.17634E+12,6.69368E+11,1.1699E+11,5668635297,2282854675,200689582,3.0762E+11,4789283651,1.37279E+11,2756949761,568281902,107199630,399744487,90318424,3.07052E+11,34529175,1.36973E+11,11933252
204,32,faster,TunnelFlag,A,6.3698,9.94209E+11,5.62599E+11,81772383481,3045572891,1769026963,144489558,2.70947E+11,4251279160,1.15728E+11,10777326282,599936805,80441070,499112584,82260676,2.70638E+11,24174483,1.15611E+11,9426962
205,32,faster,Vertical_Carnaby,A,6.3654,6.66376E+11,3.59403E+11,64987585217,1699464816,2009661058,138954017,1.84735E+11,4004008158,84121664579,2236006650,477268248,75276810,369070837,63165910,1.8435E+11,28774516,83895678959,8560342
206,32,faster,Vertical_bees,A,6.4079,7.46507E+11,4.12157E+11,73002745722,2291939534,2183084613,151411690,2.05363E+11,4212090880,93742379512,2451564843,524613102,81912811,375118012,68582860,2.05121E+11,24236651,93608820076,9100256
207,32,faster,WalkingInStreet,A,7.1539,1.12272E+12,6.32546E+11,1.10698E+11,4775377086,2102887918,182267036,2.9371E+11,4546395088,1.30927E+11,2827157484,491692541,98825286,391839599,83760491,2.93394E+11,34409062,1.3066E+11,11230261
208,32,faster,WorldCup_1920x1080_30p,A,6.3585,6.65204E+11,3.58554E+11,65088776271,1755426534,2004187614,137484988,1.84119E+11,3975006706,83455381635,2222760439,475756211,75319086,368587091,61837926,1.83625E+11,22732369,83172385641,8713247
209,32,faster,WorldCup_far_1920x1080_30p,A,6.3898,8.47177E+11,4.80575E+11,83063766135,3162652198,2128529297,163982793,2.30745E+11,4431492503,1.05285E+11,2649009827,520162236,89440498,389477401,74970942,2.30473E+11,26911022,1.05093E+11,9353459
210,37,faster,Aerial3200,A,6.3831,9.06209E+11,5.11493E+11,88174681565,3226764321,2150552849,169742706,2.4469E+11,4773713244,1.10933E+11,2785419036,542522997,98937469,387523724,69064542,2.44372E+11,25936101,1.10738E+11,8360412
211,37,faster,Boat,A,6.3417,8.96832E+11,5.02228E+11,88439292610,3441942103,2163891393,169759365,2.43951E+11,4598869301,1.11486E+11,2575967841,544228400,94393448,390004899,76853642,2.43414E+11,36210042,1.11218E+11,10000006
212,37,faster,BoxingPractice,A,13.0209,2.64744E+12,1.37397E+12,2.60956E+11,6058476884,7621771201,526865859,7.35615E+11,16494939069,3.34597E+11,7995861382,1832349223,311433446,1417960893,219276199,7.34959E+11,81898101,3.34053E+11,20377074
213,37,faster,Crosswalk,A,12.9536,2.63892E+12,1.35808E+12,2.62175E+11,5539221584,7745939932,542808114,7.34968E+11,16103849917,3.34864E+11,7643110646,1933367323,322203452,1409679234,224797822,7.34422E+11,103013758,3.34328E+11,30316714
214,37,faster,CrowdRun,A,6.3421,1.14848E+12,6.49285E+11,95048057432,3894409961,1873073565,151830562,3.1001E+11,4373014749,1.3219E+11,11524004762,638893015,84128940,520082158,89171294,3.09906E+11,27153852,1.32096E+11,11459036
215,37,faster,DinnerSceneCropped,A,6.3238,6.61719E+11,3.36954E+11,66536031577,1331629321,1894554198,137134343,1.84572E+11,3802239703,84259012626,1892057502,460941101,76047362,355139918,59510387,1.84235E+11,22552562,84008313166,8755877
216,37,faster,FoodMarket,A,13.2051,7.36239E+11,3.96778E+11,73047812027,2077326448,2272992609,149960835,2.03772E+11,4244453743,93452225035,2393462438,547401364,82386545,394551174,66757863,2.03482E+11,28247249,93207337578,10164879
217,37,faster,FoodMarket2,A,6.3796,2.89338E+12,1.56518E+12,2.83892E+11,8034393480,8340337032,572520009,8.01276E+11,17842874307,3.67194E+11,9331862763,2082327490,331982985,1503880034,238062663,8.0072E+11,93119912,3.66501E+11,23438583
218,37,faster,MeridianTalk_sdr,A,6.3354,6.49396E+11,3.35868E+11,64259796952,1387601860,1893470007,129339840,1.80656E+11,3851495733,82110992644,2000027357,432975461,72744679,350700938,56127525,1.80459E+11,26875547,82010074775,6758534
219,37,faster,Motorcycle,A,6.3269,8.43006E+11,4.67706E+11,82884639923,3112922955,2104193030,162114282,2.28453E+11,4404043887,1.03356E+11,2436440823,506016122,92173168,374214367,72751151,2.2765E+11,27552983,1.03035E+11,9243524
