sequence,qp,preset,metric,A_value,B_value,delta_B_minus_A,relative_change_B_over_A
FoodMarket2,37,veryfast,cache-references,66399296522.0,69550.0,-66399226972.0,-0.9999989525491437
MeridianTalk_sdr,37,veryfast,cache-references,14703111547.0,69588.0,-14703041959.0,-0.9999952671242561
Motorcycle,37,veryfast,cache-references,18086653022.0,77282.0,-18086575740.0,-0.9999957271254164
MountainBike,37,veryfast,cache-references,18624862675.0,70111.0,-18624792564.0,-0.9999962356232514
Neon1224,37,veryfast,cache-references,58169590041.0,82670.0,-58169507371.0,-0.999998578810682
NocturneDance_3840x2160p_8bit,37,veryfast,cache-references,46605608447.0,62601.0,-46605545846.0,-0.9999986567925603
OldTownCross,37,veryfast,cache-references,16773091736.0,68871.0,-16773022865.0,-0.999995893959141
PedestrianArea,37,veryfast,cache-references,15364878361.0,71360.0,-15364807001.0,-0.9999953556417224
PierSeaSide,37,veryfast,cache-references,58298545091.0,69742.0,-58298475349.0,-0.9999988037094255
RitualDance,37,veryfast,cache-references,14422612161.0,69354.0,-14422542807.0,-0.9999951913010469
Riverbed,37,veryfast,cache-references,18061859810.0,70143.0,-18061789667.0,-0.9999961165128765
RushFieldCuts,37,veryfast,cache-references,18175499832.0,69494.0,-18175430338.0,-0.9999961765012989
Skater227,37,veryfast,cache-references,89921.0,70226.0,-19695.0,-0.21902558912823478
Tango,37,veryfast,cache-references,58867530748.0,68537.0,-58867462211.0,-0.9999988357418915
TimeLapse,37,veryfast,cache-references,61725643294.0,72988.0,-61725570306.0,-0.9999988175416876
ToddlerFountain,37,veryfast,cache-references,18085923362.0,68677.0,-18085854685.0,-0.9999962027374204
TreesAndGrass_1920_1080,37,veryfast,cache-references,19747275287.0,69471.0,-19747205816.0,-0.9999964819956683
TunnelFlag,37,veryfast,cache-references,16535113871.0,67642.0,-16535046229.0,-0.9999959091905548
Vertical_Carnaby,37,veryfast,cache-references,11539255780.0,62445.0,-11539193335.0,-0.9999945884724986
Vertical_bees,37,veryfast,cache-references,16307414267.0,67939.0,-16307346328.0,-0.999995833858214
WalkingInStreet,37,veryfast,cache-references,14330554454.0,62865.0,-14330491589.0,-0.999995613219279
WorldCup_1920x1080_30p,37,veryfast,cache-references,14489051363.0,72211.0,-14488979152.0,-0.9999950161678504
WorldCup_far_1920x1080_30p,37,veryfast,cache-references,18013065191.0,70496.0,-18012994695.0,-0.9999960863962212
Aerial3200,22,fast,cycles,610551073915.0,3896954.0,-610547176961.0,-0.9999936173169347
Boat,22,fast,cycles,615381740365.0,2096471.0,-615379643894.0,-0.9999965932187088
BoxingPractice,22,fast,cycles,1751450458505.0,4773974.0,-1751445684531.0,-0.99999727427403
Crosswalk,22,fast,cycles,1712028138214.0,3105160.0,-1712025033054.0,-0.999998186268128
CrowdRun,22,fast,cycles,736022027234.0,2481291.0,-736019545943.0,-0.9999966287816013
DinnerSceneCropped,22,fast,cycles,606739361797.0,4562686.0,-606734799111.0,-0.9999924799901122
FoodMarket,22,fast,cycles,576273647170.0,5028258.0,-576268618912.0,-0.9999912745307291
FoodMarket2,22,fast,cycles,1828413872471.0,2562327.0,-1828411310144.0,-0.999998598606673
MeridianTalk_sdr,22,fast,cycles,434448472201.0,2306687.0,-434446165514.0,-0.9999946905395056
Motorcycle,22,fast,cycles,542884909120.0,2410544.0,-542882498576.0,-0.999995559751322
MountainBike,22,fast,cycles,564389995490.0,2458680.0,-564387536810.0,-0.9999956436506323
Neon1224,22,fast,cycles,1413855255540.0,2356595.0,-1413852898945.0,-0.9999983332133959
NocturneDance_3840x2160p_8bit,22,fast,cycles,1340211297722.0,2363963.0,-1340208933759.0,-0.9999982361266436
OldTownCross,22,fast,cycles,727555886978.0,2372362.0,-727553514616.0,-0.9999967392717969
PedestrianArea,22,fast,cycles,458808469802.0,2425181.0,-458806044621.0,-0.99999471417561
PierSeaSide,22,fast,cycles,1613277828780.0,2245606.0,-1613275583174.0,-0.9999986080475664
RitualDance,22,fast,cycles,338470156657.0,2901288.0,-338467255369.0,-0.999991428230989
Riverbed,22,fast,cycles,539247849097.0,2387397.0,-539245461700.0,-0.9999955727278208
RushFieldCuts,22,fast,cycles,554213073096.0,2537106.0,-554210535990.0,-0.9999954221469627
Skater227,22,fast,cycles,2077173.0,4879741.0,2802568.0,1.3492222361835051
Tango,22,fast,cycles,1999335727515.0,2691267.0,-1999333036248.0,-0.9999986539194179
TimeLapse,22,fast,cycles,1672303363034.0,2794889.0,-1672300568145.0,-0.9999983287189025
ToddlerFountain,22,fast,cycles,613218714440.0,2645936.0,-613216068504.0,-0.9999956851675631
TreesAndGrass_1920_1080,22,fast,cycles,689923878580.0,2859085.0,-689921019495.0,-0.9999958559413744
TunnelFlag,22,fast,cycles,489426169163.0,2569813.0,-489423599350.0,-0.9999947493347068
Vertical_Carnaby,22,fast,cycles,277360720630.0,2366478.0,-277358354152.0,-0.9999914678690096
Vertical_bees,22,fast,cycles,383726969578.0,2773385.0,-383724196193.0,-0.9999927725043589
WalkingInStreet,22,fast,cycles,548771809224.0,1512720.0,-548770296504.0,-0.999997243444407
WorldCup_1920x1080_30p,22,fast,cycles,334309762469.0,3119584.0,-334306642885.0,-0.999990668582404
WorldCup_far_1920x1080_30p,22,fast,cycles,480575108865.0,3464256.0,-480571644609.0,-0.9999927914368928
Aerial3200,27,fast,cycles,509499854584.0,2716136.0,-509497138448.0,-0.9999946690151615
Boat,27,fast,cycles,522565723596.0,1634730.0,-522564088866.0,-0.9999968717236394
BoxingPractice,27,fast,cycles,1338899727434.0,5101634.0,-1338894625800.0,-0.9999961896817996
Crosswalk,27,fast,cycles,1246211969405.0,2754681.0,-1246209214724.0,-0.9999977895566182
CrowdRun,27,fast,cycles,597210503492.0,2585753.0,-597207917739.0,-0.9999956702821118
DinnerSceneCropped,27,fast,cycles,427067862690.0,3875175.0,-427063987515.0,-0.9999909260908194
FoodMarket,27,fast,cycles,420253390550.0,1602649.0,-420251787901.0,-0.9999961864697917
FoodMarket2,27,fast,cycles,1466367268096.0,2348407.0,-1466364919689.0,-0.9999983984864835
MeridianTalk_sdr,27,fast,cycles,314903311657.0,2297987.0,-314901013670.0,-0.9999927025632473
Motorcycle,27,fast,cycles,470999640741.0,3036701.0,-470996604040.0,-0.9999935526468869
MountainBike,27,fast,cycles,488033694290.0,2448675.0,-488031245615.0,-0.9999949825697925
Neon1224,27,fast,cycles,1210503893105.0,2793597.0,-1210501099508.0,-0.999997692203209
NocturneDance_3840x2160p_8bit,27,fast,cycles,1121078782648.0,2399577.0,-1121076383071.0,-0.9999978595821836
OldTownCross,27,fast,cycles,541082616144.0,2421105.0,-541080195039.0,-0.9999955254430142
PedestrianArea,27,fast,cycles,341447065945.0,2269150.0,-341444796795.0,-0.9999933543139586
PierSeaSide,27,fast,cycles,1271218402025.0,5530765.0,-1271212871260.0,-0.9999956492409241
RitualDance,27,fast,cycles,289504823746.0,2712877.0,-289502110869.0,-0.9999906292511299
Riverbed,27,fast,cycles,419199178023.0,1577511.0,-419197600512.0,-0.9999962368461517
RushFieldCuts,27,fast,cycles,469134137312.0,2481289.0,-469131656023.0,-0.9999947109178321
Skater227,27,fast,cycles,5719395.0,2296666.0,-3422729.0,-0.5984424926062984
Tango,27,fast,cycles,1412142274192.0,2300342.0,-1412139973850.0,-0.9999983710267428
TimeLapse,27,fast,cycles,1358395949832.0,2356660.0,-1358393593172.0,-0.9999982651155576
ToddlerFountain,27,fast,cycles,494040354294.0,2392852.0,-494037961442.0,-0.999995156565695
TreesAndGrass_1920_1080,27,fast,cycles,611733281504.0,2428467.0,-611730853037.0,-0.9999960301865642
TunnelFlag,27,fast,cycles,397457642966.0,1551755.0,-397456091211.0,-0.9999960957978102
Vertical_Carnaby,27,fast,cycles,240848726561.0,2344816.0,-240846381745.0,-0.9999902643620604
Vertical_bees,27,fast,cycles,333967180055.0,2450402.0,-333964729653.0,-0.999992662746083
WalkingInStreet,27,fast,cycles,489958272790.0,2817629.0,-489955455161.0,-0.9999942492470145
WorldCup_1920x1080_30p,27,fast,cycles,286502663787.0,3223411.0,-286499440376.0,-0.9999887491063525
WorldCup_far_1920x1080_30p,27,fast,cycles,410929363816.0,2760585.0,-410926603231.0,-0.9999932820936076
Aerial3200,32,fast,cycles,431929734132.0,4239149.0,-431925494983.0,-0.9999901855587494
Boat,32,fast,cycles,436773709353.0,2808222.0,-436770901131.0,-0.9999935705333451
BoxingPractice,32,fast,cycles,1100636301287.0,2503277.0,-1100633798010.0,-0.9999977256092707
Crosswalk,32,fast,cycles,1036669387209.0,3515077.0,-1036665872132.0,-0.9999966092593807
CrowdRun,32,fast,cycles,476669003903.0,2890964.0,-476666112939.0,-0.9999939350702975
DinnerSceneCropped,32,fast,cycles,295279851910.0,3949796.0,-295275902114.0,-0.999986623550593
FoodMarket,32,fast,cycles,328533178528.0,5911141.0,-328527267387.0,-0.9999820074763027
FoodMarket2,32,fast,cycles,1238774786833.0,2701854.0,-1238772084979.0,-0.9999978189304233
MeridianTalk_sdr,32,fast,cycles,261697384684.0,2343457.0,-261695041227.0,-0.999991045164617
Motorcycle,32,fast,cycles,403779438583.0,2607951.0,-403776830632.0,-0.9999935411495713
MountainBike,32,fast,cycles,415269615500.0,2506214.0,-415267109286.0,-0.9999939648510113
Neon1224,32,fast,cycles,1047700745754.0,2919359.0,-1047697826395.0,-0.999997213556436
NocturneDance_3840x2160p_8bit,32,fast,cycles,939760342610.0,2330512.0,-939758012098.0,-0.9999975200996527
OldTownCross,32,fast,cycles,377250098105.0,2382434.0,-377247715671.0,-0.9999936847359034
PedestrianArea,32,fast,cycles,282708372460.0,2780851.0,-282705591609.0,-0.9999901635350386
PierSeaSide,32,fast,cycles,1069940868900.0,2456063.0,-1069938412837.0,-0.9999977044871624
RitualDance,32,fast,cycles,255178118886.0,2462588.0,-255175656298.0,-0.9999903495330604
Riverbed,32,fast,cycles,344882881844.0,2449459.0,-344880432385.0,-0.9999928977078048
RushFieldCuts,32,fast,cycles,387950245282.0,2248718.0,-387947996564.0,-0.9999942035917561
Skater227,32,fast,cycles,1936380.0,2333383.0,397003.0,0.20502329088298785
Tango,32,fast,cycles,1114713660490.0,2307289.0,-1114711353201.0,-0.9999979301509601
TimeLapse,32,fast,cycles,1167722601576.0,2885960.0,-1167719715616.0,-0.9999975285568712
ToddlerFountain,32,fast,cycles,397254140906.0,2864336.0,-397251276570.0,-0.9999927896635804
TreesAndGrass_1920_1080,32,fast,cycles,524205069439.0,2676839.0,-524202392600.0,-0.999994893527064
TunnelFlag,32,fast,cycles,326785020449.0,1565328.0,-326783455121.0,-0.9999952099150755
Vertical_Carnaby,32,fast,cycles,213159393494.0,2366745.0,-213157026749.0,-0.9999888968299205
Vertical_bees,32,fast,cycles,293435459991.0,2438133.0,-293433021858.0,-0.9999916910757818
WalkingInStreet,32,fast,cycles,415371181107.0,2375419.0,-415368805688.0,-0.999994281213748
WorldCup_1920x1080_30p,32,fast,cycles,254215077552.0,4456122.0,-254210621430.0,-0.9999824710554428
WorldCup_far_1920x1080_30p,32,fast,cycles,350357921534.0,2683836.0,-350355237698.0,-0.9999923397307866
Aerial3200,37,fast,cycles,371284122800.0,3019996.0,-371281102804.0,-0.9999918660782551
Boat,37,fast,cycles,367372265348.0,2631765.0,-367369633583.0,-0.9999928362447352
BoxingPractice,37,fast,cycles,963181749416.0,2921401.0,-963178828015.0,-0.9999969669265414
Crosswalk,37,fast,cycles,937901663302.0,2597129.0,-937899066173.0,-0.9999972309154557
CrowdRun,37,fast,cycles,387782798156.0,2303353.0,-387780494803.0,-0.9999940601981033
DinnerSceneCropped,37,fast,cycles,236234172656.0,3992868.0,-236230179788.0,-0.9999830978390843
FoodMarket,37,fast,cycles,280752947776.0,4718820.0,-280748228956.0,-0.9999831922690843
FoodMarket2,37,fast,cycles,1094797785734.0,2269065.0,-1094795516669.0,-0.9999979274117745
MeridianTalk_sdr,37,fast,cycles,233856942761.0,2320644.0,-233854622117.0,-0.9999900766512527
Motorcycle,37,fast,cycles,344650413529.0,2473733.0,-344647939796.0,-0.999992822486488
MountainBike,37,fast,cycles,354327977498.0,3425772.0,-354324551726.0,-0.99999033163561
Neon1224,37,fast,cycles,934910317539.0,2671060.0,-934907646479.0,-0.9999971429772997
NocturneDance_3840x2160p_8bit,37,fast,cycles,818064022929.0,2373472.0,-818061649457.0,-0.9999970986720679
OldTownCross,37,fast,cycles,300147314837.0,2663365.0,-300144651472.0,-0.9999911264740068
PedestrianArea,37,fast,cycles,250867183938.0,1803323.0,-250865380615.0,-0.9999928116425126
PierSeaSide,37,fast,cycles,941721554164.0,2585709.0,-941718968455.0,-0.999997254274378
RitualDance,37,fast,cycles,229284323865.0,1548363.0,-229282775502.0,-0.9999932469740019
Riverbed,37,fast,cycles,300265625085.0,2545887.0,-300263079198.0,-0.999991521217258
RushFieldCuts,37,fast,cycles,327101965084.0,2402525.0,-327099562559.0,-0.9999926551190257
Skater227,37,fast,cycles,2563110.0,2552412.0,-10698.0,-0.004173835691796295
Tango,37,fast,cycles,979915430503.0,2387811.0,-979913042692.0,-0.9999975632478828
TimeLapse,37,fast,cycles,1007619688250.0,2425804.0,-1007617262446.0,-0.9999975925400939
ToddlerFountain,37,fast,cycles,322847223852.0,2396352.0,-322844827500.0,-0.9999925774427564
TreesAndGrass_1920_1080,37,fast,cycles,442256771772.0,3986358.0,-442252785414.0,-0.9999909863268254
TunnelFlag,37,fast,cycles,279846298531.0,2289823.0,-279844008708.0,-0.9999918175691013
Vertical_Carnaby,37,fast,cycles,193759328250.0,2337869.0,-193756990381.0,-0.9999879341602744
Vertical_bees,37,fast,cycles,264149922161.0,3092149.0,-264146830012.0,-0.9999882939621004
WalkingInStreet,37,fast,cycles,348210408019.0,2315122.0,-348208092897.0,-0.9999933513704741
WorldCup_1920x1080_30p,37,fast,cycles,230026393059.0,5197125.0,-230021195934.0,-0.9999774063970187
WorldCup_far_1920x1080_30p,37,fast,cycles,304679235247.0,2961986.0,-304676273261.0,-0.9999902783463481
Aerial3200,22,faster,cycles,605394059543.0,3794350.0,-605390265193.0,-0.9999937324294149
Boat,22,faster,cycles,618144854345.0,2309179.0,-618142545166.0,-0.9999962643400107
BoxingPractice,22,faster,cycles,1745692181826.0,3665173.0,-1745688516653.0,-0.9999979004471474
Crosswalk,22,faster,cycles,1708483899355.0,2548085.0,-1708481351270.0,-0.9999985085694978
CrowdRun,22,faster,cycles,736093974928.0,1568592.0,-736092406336.0,-0.9999978690329585
DinnerSceneCropped,22,faster,cycles,607793621252.0,1609959.0,-607792011293.0,-0.9999973511419934
FoodMarket,22,faster,cycles,576708466316.0,4155320.0,-576704310996.0,-0.9999927947650455
FoodMarket2,22,faster,cycles,1828874716218.0,2598353.0,-1828872117865.0,-0.9999985792613475
MeridianTalk_sdr,22,faster,cycles,434692667615.0,1774753.0,-434690892862.0,-0.9999959172235185
Motorcycle,22,faster,cycles,542407751037.0,2726302.0,-542405024735.0,-0.999994973703833
MountainBike,22,faster,cycles,565069111161.0,2740201.0,-565066370960.0,-0.9999951506798976
Neon1224,22,faster,cycles,1415762170756.0,2400306.0,-1415759770450.0,-0.9999983045838845
NocturneDance_3840x2160p_8bit,22,faster,cycles,1340967075092.0,2347627.0,-1340964727465.0,-0.9999982493030265
OldTownCross,22,faster,cycles,727542886114.0,2315962.0,-727540570152.0,-0.9999968167347325
PedestrianArea,22,faster,cycles,460283105204.0,2241153.0,-460280864051.0,-0.9999951309249141
PierSeaSide,22,faster,cycles,1613897081621.0,2529624.0,-1613894551997.0,-0.9999984325989378
RitualDance,22,faster,cycles,337772593361.0,2487773.0,-337770105588.0,-0.9999926347695198
Riverbed,22,faster,cycles,538958322292.0,2050092.0,-538956272200.0,-0.99999619619567
RushFieldCuts,22,faster,cycles,552680845955.0,2399637.0,-552678446318.0,-0.9999956581867862
Skater227,22,faster,cycles,2293040.0,1735063.0,-557977.0,-0.2433350486690158
Tango,22,faster,cycles,2010696235489.0,2252032.0,-2010693983457.0,-0.9999988799740308
TimeLapse,22,faster,cycles,1674731318331.0,1611383.0,-1674729706948.0,-0.9999990378259591
ToddlerFountain,22,faster,cycles,615559768078.0,2423740.0,-615557344338.0,-0.9999960625431913
TreesAndGrass_1920_1080,22,faster,cycles,690565244940.0,2727714.0,-690562517226.0,-0.9999960500271047
TunnelFlag,22,faster,cycles,491996408633.0,5144767.0,-491991263866.0,-0.9999895430801735
Vertical_Carnaby,22,faster,cycles,323816882190.0,2451546.0,-323814430644.0,-0.9999924292211592
Vertical_bees,22,faster,cycles,382838603708.0,2459159.0,-382836144549.0,-0.999993576512462
WalkingInStreet,22,faster,cycles,549250238216.0,2454990.0,-549247783226.0,-0.9999955302886933
WorldCup_1920x1080_30p,22,faster,cycles,281028937961.0,1534411.0,-281027403550.0,-0.999994540024913
WorldCup_far_1920x1080_30p,22,faster,cycles,482967203784.0,4720087.0,-482962483697.0,-0.9999902268995431
Aerial3200,27,faster,cycles,512738039961.0,4065727.0,-512733974234.0,-0.9999920705571206
Boat,27,faster,cycles,522789745450.0,2736129.0,-522787009321.0,-0.9999947662917572
BoxingPractice,27,faster,cycles,1340730785401.0,2918959.0,-1340727866442.0,-0.9999978228597182
Crosswalk,27,faster,cycles,1245525228665.0,2763563.0,-1245522465102.0,-0.999997781206726
CrowdRun,27,faster,cycles,596548419646.0,1920895.0,-596546498751.0,-0.9999967799847644
DinnerSceneCropped,27,faster,cycles,428366716529.0,2395204.0,-428364321325.0,-0.9999944085198322
FoodMarket,27,faster,cycles,421179400189.0,4209194.0,-421175190995.0,-0.9999900061731459
FoodMarket2,27,faster,cycles,1468946536502.0,2658184.0,-1468943878318.0,-0.9999981904147401
MeridianTalk_sdr,27,faster,cycles,313482552301.0,2462688.0,-313480089613.0,-0.9999921440986685
Motorcycle,27,faster,cycles,471685264566.0,2331628.0,-471682932938.0,-0.9999950568139919
MountainBike,27,faster,cycles,488450298229.0,2621726.0,-488447676503.0,-0.9999946325634164
Neon1224,27,faster,cycles,1214187931554.0,2311788.0,-1214185619766.0,-0.9999980960212667
NocturneDance_3840x2160p_8bit,27,faster,cycles,1120420459913.0,2461519.0,-1120417998394.0,-0.9999978030399408
OldTownCross,27,faster,cycles,536926706845.0,2217104.0,-536924489741.0,-0.9999958707511254
PedestrianArea,27,faster,cycles,341765315280.0,2181961.0,-341763133319.0,-0.9999936156160311
PierSeaSide,27,faster,cycles,1273502033245.0,2518044.0,-1273499515201.0,-0.9999980227404949
RitualDance,27,faster,cycles,288895414482.0,2417968.0,-288892996514.0,-0.999991630299829
Riverbed,27,faster,cycles,422147646452.0,2522880.0,-422145123572.0,-0.9999940237023203
RushFieldCuts,27,faster,cycles,468161718716.0,3397635.0,-468158321081.0,-0.9999927426039674
Skater227,27,faster,cycles,2780630.0,1885091.0,-895539.0,-0.32206334535698744
Tango,27,faster,cycles,1411112608685.0,2213838.0,-1411110394847.0,-0.9999984311400902
TimeLapse,27,faster,cycles,1358991725269.0,2781085.0,-1358988944184.0,-0.9999979535673778
ToddlerFountain,27,faster,cycles,496395482741.0,4002077.0,-496391480664.0,-0.9999919377247797
TreesAndGrass_1920_1080,27,faster,cycles,610597418100.0,2423879.0,-610594994221.0,-0.9999960303156742
TunnelFlag,27,faster,cycles,400419303138.0,1608953.0,-400417694185.0,-0.9999959818295787
Vertical_Carnaby,27,faster,cycles,283332977849.0,2350515.0,-283330627334.0,-0.9999917040542974
Vertical_bees,27,faster,cycles,332740781459.0,2394387.0,-332738387072.0,-0.9999928040470738
WalkingInStreet,27,faster,cycles,489944046724.0,2347207.0,-489941699517.0,-0.9999952092345734
WorldCup_1920x1080_30p,27,faster,cycles,241931002296.0,3450245.0,-241927552051.0,-0.9999857387231597
WorldCup_far_1920x1080_30p,27,faster,cycles,412643006675.0,4507004.0,-412638499671.0,-0.9999890777162654
Aerial3200,32,faster,cycles,432773546342.0,4832477.0,-432768713865.0,-0.9999888337052002
Boat,32,faster,cycles,436780017300.0,2507900.0,-436777509400.0,-0.9999942582080208
BoxingPractice,32,faster,cycles,1102552563220.0,3547194.0,-1102549016026.0,-0.9999967827438634
Crosswalk,32,faster,cycles,1049906212447.0,2494983.0,-1049903717464.0,-0.9999976236134519
CrowdRun,32,faster,cycles,477263300081.0,3190948.0,-477260109133.0,-0.9999933140721287
DinnerSceneCropped,32,faster,cycles,296059947346.0,2415226.0,-296057532120.0,-0.9999918421048789
FoodMarket,32,faster,cycles,329006467217.0,7198764.0,-328999268453.0,-0.9999781196884642
FoodMarket2,32,faster,cycles,1246901463639.0,2824257.0,-1246898639382.0,-0.999997734979802
MeridianTalk_sdr,32,faster,cycles,261684446439.0,2407343.0,-261682039096.0,-0.9999908005881406
Motorcycle,32,faster,cycles,403630140371.0,3391116.0,-403626749255.0,-0.9999915984569515
MountainBike,32,faster,cycles,415658666084.0,2530248.0,-415656135836.0,-0.9999939126783429
Neon1224,32,faster,cycles,1047424445966.0,2763060.0,-1047421682906.0,-0.9999973620436198
NocturneDance_3840x2160p_8bit,32,faster,cycles,940165963520.0,2363365.0,-940163600155.0,-0.9999974862257391
OldTownCross,32,faster,cycles,377198391719.0,3041121.0,-377195350598.0,-0.9999919376087842
PedestrianArea,32,faster,cycles,284315849091.0,1708839.0,-284314140252.0,-0.9999939896456512
PierSeaSide,32,faster,cycles,1068791241165.0,2863132.0,-1068788378033.0,-0.9999973211494539
RitualDance,32,faster,cycles,257129734692.0,2986799.0,-257126747893.0,-0.9999883840777747
Riverbed,32,faster,cycles,347705271503.0,2633936.0,-347702637567.0,-0.9999924248027975
RushFieldCuts,32,faster,cycles,388518108384.0,2472185.0,-388515636199.0,-0.9999936368860378
Skater227,32,faster,cycles,1709007.0,2085753.0,376746.0,0.22044731238666665
Tango,32,faster,cycles,1112368327300.0,2763153.0,-1112365564147.0,-0.9999975159729632
TimeLapse,32,faster,cycles,1144730961489.0,1616799.0,-1144729344690.0,-0.9999985876166065
ToddlerFountain,32,faster,cycles,398023445232.0,5000109.0,-398018445123.0,-0.9999874376520783
TreesAndGrass_1920_1080,32,faster,cycles,524900695961.0,2338247.0,-524898357714.0,-0.9999955453535917
TunnelFlag,32,faster,cycles,327915674807.0,2219830.0,-327913454977.0,-0.9999932304852419
Vertical_Carnaby,32,faster,cycles,213542971732.0,2372642.0,-213540599090.0,-0.9999888891590262
Vertical_bees,32,faster,cycles,293148929428.0,2775092.0,-293146154336.0,-0.9999905335079837
WalkingInStreet,32,faster,cycles,414920329355.0,2680145.0,-414917649210.0,-0.999993540579214
WorldCup_1920x1080_30p,32,faster,cycles,259458903857.0,2508443.0,-259456395414.0,-0.9999903320219014
WorldCup_far_1920x1080_30p,32,faster,cycles,351052235366.0,4958536.0,-351047276830.0,-0.9999858752188407
Aerial3200,37,faster,cycles,372161498719.0,3141169.0,-372158357550.0,-0.9999915596615695
Boat,37,faster,cycles,367544660503.0,2839252.0,-367541821251.0,-0.9999922750829896
BoxingPractice,37,faster,cycles,978452566890.0,4378822.0,-978448188068.0,-0.9999955247478026
Crosswalk,37,faster,cycles,942381916258.0,4316226.0,-942377600032.0,-0.9999954198760338
CrowdRun,37,faster,cycles,388478793956.0,2372122.0,-388476421834.0,-0.9999938938185639
DinnerSceneCropped,37,faster,cycles,236286664511.0,4617501.0,-236282047010.0,-0.9999804580550089
FoodMarket,37,faster,cycles,281725150178.0,4405583.0,-281720744595.0,-0.9999843621238742
FoodMarket2,37,faster,cycles,1099287024940.0,2860091.0,-1099284164849.0,-0.9999973982309123
MeridianTalk_sdr,37,faster,cycles,232975127045.0,3041178.0,-232972085867.0,-0.999986946340416
Motorcycle,37,faster,cycles,344327774097.0,2823592.0,-344324950505.0,-0.9999917996972292
MountainBike,37,faster,cycles,353318332390.0,2924647.0,-353315407743.0,-0.9999917223457379
Neon1224,37,faster,cycles,930244443095.0,2251375.0,-930242191720.0,-0.9999975798027962
NocturneDance_3840x2160p_8bit,37,faster,cycles,818193932848.0,2343706.0,-818191589142.0,-0.9999971355128584
OldTownCross,37,faster,cycles,300749966820.0,2816926.0,-300747149894.0,-0.999990633661477
PedestrianArea,37,faster,cycles,250724060683.0,2444288.0,-250721616395.0,-0.9999902510832294
PierSeaSide,37,faster,cycles,943900880205.0,2554670.0,-943898325535.0,-0.9999972934975975
RitualDance,37,faster,cycles,231410714851.0,2712438.0,-231408002413.0,-0.999988278684495
Riverbed,37,faster,cycles,298823771545.0,2308613.0,-298821462932.0,-0.9999922743328348
RushFieldCuts,37,faster,cycles,327234246654.0,2296673.0,-327231949981.0,-0.99999298156283
Skater227,37,faster,cycles,2589221.0,2247125.0,-342096.0,-0.13212313664998082
Tango,37,faster,cycles,979149370156.0,2551102.0,-979146819054.0,-0.9999973945732105
TimeLapse,37,faster,cycles,1004646797858.0,3248012.0,-1004643549846.0,-0.9999967670110461
ToddlerFountain,37,faster,cycles,326656799170.0,2700841.0,-326654098329.0,-0.9999917318696354
TreesAndGrass_1920_1080,37,faster,cycles,440575078907.0,2755738.0,-440572323169.0,-0.999993745134185
TunnelFlag,37,faster,cycles,279423578878.0,2492959.0,-279421085919.0,-0.9999910782081812
Vertical_Carnaby,37,faster,cycles,194044663320.0,2365093.0,-194042298227.0,-0.9999878116050216
Vertical_bees,37,faster,cycles,262804718941.0,1544825.0,-262803174116.0,-0.9999941217760235
WalkingInStreet,37,faster,cycles,348292945719.0,2371559.0,-348290574160.0,-0.9999931909071684
WorldCup_1920x1080_30p,37,faster,cycles,234109111409.0,2416374.0,-234106695035.0,-0.9999896784282104
WorldCup_far_1920x1080_30p,37,faster,cycles,305910041011.0,3029143.0,-305907011868.0,-0.9999900979288225
Aerial3200,22,superfast,cycles,588892737451.0,4108790.0,-588888628661.0,-0.9999930228550317
Boat,22,superfast,cycles,595688019374.0,2436074.0,-595685583300.0,-0.9999959104868308
BoxingPractice,22,superfast,cycles,1687116272820.0,2328744.0,-1687113944076.0,-0.9999986196896814
Crosswalk,22,superfast,cycles,1635442680814.0,2342428.0,-1635440338386.0,-0.9999985677101206
CrowdRun,22,superfast,cycles,706467162701.0,1615023.0,-706465547678.0,-0.9999977139447023
DinnerSceneCropped,22,superfast,cycles,581744086214.0,3038493.0,-581741047721.0,-0.9999947769249882
FoodMarket,22,superfast,cycles,553663228496.0,4505564.0,-553658722932.0,-0.9999918622661428
FoodMarket2,22,superfast,cycles,1785226531336.0,2829291.0,-1785223702045.0,-0.999998415164154
MeridianTalk_sdr,22,superfast,cycles,420496944471.0,2283433.0,-420494661038.0,-0.9999945696799227
Motorcycle,22,superfast,cycles,528473097995.0,2478743.0,-528470619252.0,-0.9999953096136598
MountainBike,22,superfast,cycles,547423233668.0,1878300.0,-547421355368.0,-0.9999965688339763
Neon1224,22,superfast,cycles,1385755580621.0,2910487.0,-1385752670134.0,-0.9999978997111463
NocturneDance_3840x2160p_8bit,22,superfast,cycles,1314818838095.0,2521974.0,-1314816316121.0,-0.9999980818847989
OldTownCross,22,superfast,cycles,698011886501.0,2461767.0,-698009424734.0,-0.9999964731732401
PedestrianArea,22,superfast,cycles,445760958281.0,3009861.0,-445757948420.0,-0.9999932478137799
PierSeaSide,22,superfast,cycles,1571895662974.0,2368741.0,-1571893294233.0,-0.9999984930672844
RitualDance,22,superfast,cycles,332608415469.0,2760670.0,-332605654799.0,-0.9999916999394134
Riverbed,22,superfast,cycles,519040162110.0,2268504.0,-519037893606.0,-0.9999956294249163
RushFieldCuts,22,superfast,cycles,532926310224.0,2283137.0,-532924027087.0,-0.9999957158485964
Skater227,22,superfast,cycles,5539986.0,4510639.0,-1029347.0,-0.18580317711994218
Tango,22,superfast,cycles,1914638166755.0,2555255.0,-1914635611500.0,-0.999998665411019
