sequence,qp,preset,metric,A_value,B_value,delta_B_minus_A,relative_change_B_over_A
Aerial3200,22,superfast,l1d_miss_rate,0.011401804815615106,0.007722132364748867,-0.0036796724508662395,-0.3227271919114788
Boat,22,superfast,l1d_miss_rate,0.01351715705459597,0.0064280772375621105,-0.00708907981703386,-0.524450503045942
BoxingPractice,22,superfast,l1d_miss_rate,0.016441884187545653,0.00645028766161498,-0.009991596525930672,-0.6076916983455628
Crosswalk,22,superfast,l1d_miss_rate,0.01655638969563519,0.0070375117291862155,-0.009518877966448975,-0.5749368154192738
CrowdRun,22,superfast,l1d_miss_rate,0.012662750980667478,0.007334383593662323,-0.005328367387005155,-0.42079066350906685
DinnerSceneCropped,22,superfast,l1d_miss_rate,0.013427016744079184,0.006686918397013093,-0.006740098347066091,-0.5019803337951615
FoodMarket,22,superfast,l1d_miss_rate,0.014000033754212058,0.008460194680096551,-0.005539839074115507,-0.39570183696512784
FoodMarket2,22,superfast,l1d_miss_rate,0.015870426197315095,0.007937249986733345,-0.00793317621058175,-0.49987165511181153
MeridianTalk_sdr,22,superfast,l1d_miss_rate,0.015899500520435584,0.006479752235923787,-0.009419748284511798,-0.5924556103133316
Motorcycle,22,superfast,l1d_miss_rate,0.01445318932549737,0.006860564229433899,-0.007592625096063471,-0.5253252361863868
MountainBike,22,superfast,l1d_miss_rate,0.014073488924586167,0.006149986102912342,-0.007923502821673825,-0.5630091347023117
Neon1224,22,superfast,l1d_miss_rate,0.018454007697233397,0.0066888316678898425,-0.011765176029343554,-0.6375404314536715
NocturneDance_3840x2160p_8bit,22,superfast,l1d_miss_rate,0.017317862088965772,0.0074899717827278224,-0.00982789030623795,-0.5675002061888388
OldTownCross,22,superfast,l1d_miss_rate,0.012391961572402969,0.00663939519037909,-0.005752566382023878,-0.4642175775330764
PedestrianArea,22,superfast,l1d_miss_rate,0.015573050130846498,0.007596877555273415,-0.007976172575573082,-0.5121779297283701
PierSeaSide,22,superfast,l1d_miss_rate,0.016886503193379466,0.006566780606203126,-0.010319722587176339,-0.6111225319415032
RitualDance,22,superfast,l1d_miss_rate,0.017713954199309326,0.006835486489466933,-0.010878467709842393,-0.6141185410915507
Riverbed,22,superfast,l1d_miss_rate,0.014580845357449803,0.006680805406814672,-0.00790003995063513,-0.541809460080362
RushFieldCuts,22,superfast,l1d_miss_rate,0.01422365290752795,0.006792212826584192,-0.007431440080943758,-0.5224705727324537
Skater227,22,superfast,l1d_miss_rate,0.011099122302318798,0.007643742934994031,-0.0034553793673247667,-0.31132005515453043
Tango,22,superfast,l1d_miss_rate,0.014940328077056099,0.006664622269831972,-0.008275705807224126,-0.5539172744093317
TimeLapse,22,superfast,l1d_miss_rate,0.016732278228623314,0.006371312394201549,-0.010360965834421766,-0.6192202695205982
ToddlerFountain,22,superfast,l1d_miss_rate,0.013472533132992365,0.006830579346734216,-0.00664195378625815,-0.4929996252889463
TreesAndGrass_1920_1080,22,superfast,l1d_miss_rate,0.012819651509761125,0.013953067639587213,0.0011334161298260873,0.08841239786924651
TunnelFlag,22,superfast,l1d_miss_rate,0.015045582323241598,0.0022461935988114627,-0.012799388724430136,-0.8507074335473434
Vertical_Carnaby,22,superfast,l1d_miss_rate,0.015086339974555222,0.006155755425582431,-0.008930584548972791,-0.5919649539938254
Vertical_bees,22,superfast,l1d_miss_rate,0.014562546817324967,0.007931029577996266,-0.006631517239328701,-0.45538169404813367
WalkingInStreet,22,superfast,l1d_miss_rate,0.011590166288598684,0.006631218083313892,-0.004958948205284792,-0.42785824480904466
WorldCup_1920x1080_30p,22,superfast,l1d_miss_rate,0.018784722636991942,0.007638425258343902,-0.01114629737864804,-0.5933703464270544
WorldCup_far_1920x1080_30p,22,superfast,l1d_miss_rate,0.015185008079832625,0.007900494051329079,-0.007284514028503546,-0.4797174944001636
Aerial3200,27,superfast,l1d_miss_rate,0.012497511788151278,0.007605266640866225,-0.004892245147285053,-0.3914575341247787
Boat,27,superfast,l1d_miss_rate,0.014695082696294302,0.007980828441753383,-0.006714254254540919,-0.4569048295477827
BoxingPractice,27,superfast,l1d_miss_rate,0.019001186223007675,0.0066306936374114995,-0.012370492585596176,-0.6510379110235396
Crosswalk,27,superfast,l1d_miss_rate,0.01933501527455177,0.008056802295636819,-0.011278212978914952,-0.583305097966953
CrowdRun,27,superfast,l1d_miss_rate,0.013556597299829257,0.007121352864913992,-0.006435244434915265,-0.47469466655886544
DinnerSceneCropped,27,superfast,l1d_miss_rate,0.01624085500590579,0.007365664390581533,-0.008875190615324258,-0.5464731143832576
FoodMarket,27,superfast,l1d_miss_rate,0.01645926748644656,0.007754684632189834,-0.008704582854256727,-0.5288560296759589
FoodMarket2,27,superfast,l1d_miss_rate,0.01784983669951348,0.007616493881576893,-0.010233342817936586,-0.5733017612545166
MeridianTalk_sdr,27,superfast,l1d_miss_rate,0.018870117041861707,0.006467620876535914,-0.012402496165325794,-0.6572559215086975
Motorcycle,27,superfast,l1d_miss_rate,0.015235695955777603,0.0070022687984370125,-0.00823342715734059,-0.5404037453384827
MountainBike,27,superfast,l1d_miss_rate,0.01529532024411199,0.007208071031502994,-0.008087249212608998,-0.5287401037400459
Neon1224,27,superfast,l1d_miss_rate,0.019392422489430294,0.008399950247418244,-0.01099247224201205,-0.566843685877998
NocturneDance_3840x2160p_8bit,27,superfast,l1d_miss_rate,0.01863752699520456,0.007635953470608417,-0.011001573524596141,-0.590291487031882
OldTownCross,27,superfast,l1d_miss_rate,0.014288983515438726,0.006706963511749075,-0.007582020003689651,-0.5306199699578038
PedestrianArea,27,superfast,l1d_miss_rate,0.01795417610351325,0.00787234717084395,-0.010081828932669299,-0.5615311376330157
PierSeaSide,27,superfast,l1d_miss_rate,0.01867142467144103,0.007706750320281615,-0.010964674351159415,-0.587243584466829
RitualDance,27,superfast,l1d_miss_rate,0.019042858960774477,0.006701134424254593,-0.012341724536519882,-0.6481025019374477
Riverbed,27,superfast,l1d_miss_rate,0.016615269758163555,0.0069478725487079,-0.009667397209455655,-0.5818381133839725
RushFieldCuts,27,superfast,l1d_miss_rate,0.015687038171698576,0.006787704779598041,-0.008899333392100535,-0.5673048853897781
Skater227,27,superfast,l1d_miss_rate,0.01163079930352771,0.007882307459575756,-0.003748491843951955,-0.3222901320990904
Tango,27,superfast,l1d_miss_rate,0.01802925713312488,0.007824244594002027,-0.010205012539122852,-0.5660251259256455
TimeLapse,27,superfast,l1d_miss_rate,0.018534889091578924,0.006929067260954312,-0.011605821830624613,-0.6261608458125364
ToddlerFountain,27,superfast,l1d_miss_rate,0.015025066181247519,0.0078483210120497,-0.007176745169197819,-0.47765148470061114
TreesAndGrass_1920_1080,27,superfast,l1d_miss_rate,0.013636842718146722,0.006592652706083144,-0.007044190012063578,-0.5165557862370725
TunnelFlag,27,superfast,l1d_miss_rate,0.016438093397599926,0.008087204949198767,-0.008350888448401159,-0.5080205013082871
Vertical_Carnaby,27,superfast,l1d_miss_rate,0.01611410087167088,0.012447519076172312,-0.0036665817954985684,-0.22753871436566095
Vertical_bees,27,superfast,l1d_miss_rate,0.015804600215470452,0.007816287468945375,-0.007988312746525077,-0.5054422533703609
WalkingInStreet,27,superfast,l1d_miss_rate,0.01230683114485315,0.006315426693519277,-0.005991404451333873,-0.4868356753102559
WorldCup_1920x1080_30p,27,superfast,l1d_miss_rate,0.019359360059021974,0.00767014716327357,-0.011689212895748403,-0.6038016163814733
WorldCup_far_1920x1080_30p,27,superfast,l1d_miss_rate,0.016258116831274757,0.0066204345200767175,-0.00963768231119804,-0.5927920441965709
Aerial3200,32,superfast,l1d_miss_rate,0.014015240297450729,0.0075723127024939565,-0.006442927594956772,-0.4597086784254919
Boat,32,superfast,l1d_miss_rate,0.01614062844601615,0.005957829567787762,-0.01018279887822839,-0.6308799506962023
BoxingPractice,32,superfast,l1d_miss_rate,0.020456929160302798,0.0076858881513029225,-0.012771041008999874,-0.6242892522589564
Crosswalk,32,superfast,l1d_miss_rate,0.020737741354367047,0.006731362023808627,-0.01400637933055842,-0.6754052474286885
CrowdRun,32,superfast,l1d_miss_rate,0.015300081823417215,0.007254512407183684,-0.008045569416233531,-0.5258513979918431
DinnerSceneCropped,32,superfast,l1d_miss_rate,0.01907284341784011,0.006903343180945705,-0.012169500236894403,-0.6380538009089644
FoodMarket,32,superfast,l1d_miss_rate,0.01852679844028756,0.0070801370899065425,-0.011446661350381018,-0.6178434653604052
FoodMarket2,32,superfast,l1d_miss_rate,0.019534349082060188,0.006634464148229835,-0.012899884933830354,-0.6603693258290985
MeridianTalk_sdr,32,superfast,l1d_miss_rate,0.019995713392014183,0.0063731886892938,-0.013622524702720382,-0.6812722524899211
Motorcycle,32,superfast,l1d_miss_rate,0.016820010573634008,0.011472050918334155,-0.005347959655299854,-0.3179522172050819
MountainBike,32,superfast,l1d_miss_rate,0.016707671819393845,0.006777215448072,-0.009930456371321845,-0.5943650604744835
Neon1224,32,superfast,l1d_miss_rate,0.021083759779232585,0.006960040074231462,-0.014123719705001123,-0.6698861992780305
NocturneDance_3840x2160p_8bit,32,superfast,l1d_miss_rate,0.02089302424329191,0.00630625643163256,-0.014586767811659351,-0.6981644993947059
OldTownCross,32,superfast,l1d_miss_rate,0.017105814331182693,0.006688940789214565,-0.010416873541968127,-0.6089668308265747
PedestrianArea,32,superfast,l1d_miss_rate,0.01949604969436158,0.007804393503975358,-0.011691656190386222,-0.5996935981224722
PierSeaSide,32,superfast,l1d_miss_rate,0.020884161148045186,0.006876537810525051,-0.014007623337520134,-0.6707295178495252
RitualDance,32,superfast,l1d_miss_rate,0.020160368175359,0.008576550291140966,-0.011583817884218034,-0.574583647652643
Riverbed,32,superfast,l1d_miss_rate,0.01833340459566034,0.006739617842920724,-0.011593786752739617,-0.6323859102244411
RushFieldCuts,32,superfast,l1d_miss_rate,0.017261770422222676,0.007271857734372051,-0.009989912687850626,-0.578730480332984
Skater227,32,superfast,l1d_miss_rate,0.011472714000369,0.006790789107946002,-0.004681924892422998,-0.4080921822223069
Tango,32,superfast,l1d_miss_rate,0.019975787407873098,0.007164367511238388,-0.01281141989663471,-0.641347429017257
TimeLapse,32,superfast,l1d_miss_rate,0.020426058120668333,0.007992609613349471,-0.012433448507318862,-0.6087052349438847
ToddlerFountain,32,superfast,l1d_miss_rate,0.017015556289764797,0.007398271665677376,-0.009617284624087421,-0.5652054191065392
TreesAndGrass_1920_1080,32,superfast,l1d_miss_rate,0.015005754137271872,0.006889699572969094,-0.00811605456430278,-0.5408628243577448
TunnelFlag,32,superfast,l1d_miss_rate,0.01808512935771738,0.007770776899869005,-0.010314352457848373,-0.5703222937383624
Vertical_Carnaby,32,superfast,l1d_miss_rate,0.017046179532276707,0.006397972455164921,-0.010648207077111786,-0.6246682464507399
Vertical_bees,32,superfast,l1d_miss_rate,0.01634618735573079,0.007701148749791163,-0.008645038605939627,-0.5288718658243431
WalkingInStreet,32,superfast,l1d_miss_rate,0.013611324096417934,0.007278168388246138,-0.0063331557081717955,-0.4652857916915284
WorldCup_1920x1080_30p,32,superfast,l1d_miss_rate,0.020421303983891862,0.0074656646907635205,-0.012955639293128342,-0.6344178267630526
WorldCup_far_1920x1080_30p,32,superfast,l1d_miss_rate,0.018018961734605654,0.007872827405644055,-0.010146134328961599,-0.5630809631764639
Aerial3200,37,superfast,l1d_miss_rate,0.014773730691421145,0.007002119777456802,-0.0077716109139643426,-0.5260425464826691
Boat,37,superfast,l1d_miss_rate,0.017636633347483832,0.008197275348016668,-0.009439357999467164,-0.5352131449063576
BoxingPractice,37,superfast,l1d_miss_rate,0.02179992330053784,0.007748017531112876,-0.014051905769424965,-0.644585101319062
Crosswalk,37,superfast,l1d_miss_rate,0.021629172544522006,0.007579487402012407,-0.014049685142509599,-0.6495710880103892
CrowdRun,37,superfast,l1d_miss_rate,0.01676642621121271,0.008119123208917708,-0.008647303002295003,-0.5157511143616303
DinnerSceneCropped,37,superfast,l1d_miss_rate,0.020188414299815813,0.006371249133525133,-0.01381716516629068,-0.6844106209181936
FoodMarket,37,superfast,l1d_miss_rate,0.019543206173341748,0.0071190092266106425,-0.012424196946731105,-0.6357297178637223
FoodMarket2,37,superfast,l1d_miss_rate,0.020978249107369694,0.007141582309187026,-0.013836666798182667,-0.6595720513835363
MeridianTalk_sdr,37,superfast,l1d_miss_rate,0.02075532361178601,0.0064510236390944884,-0.01430429997269152,-0.6891870365523357
Motorcycle,37,superfast,l1d_miss_rate,0.01764311591696736,0.006533426492676253,-0.011109689424291108,-0.629689759823373
MountainBike,37,superfast,l1d_miss_rate,0.01787339092203074,0.011512501662455113,-0.006360889259575626,-0.3558859808596921
Neon1224,37,superfast,l1d_miss_rate,0.02251490086833093,0.007385794709070455,-0.015129106159260473,-0.6719597056072679
NocturneDance_3840x2160p_8bit,37,superfast,l1d_miss_rate,0.02209574176474303,0.006964361955948464,-0.015131379808794566,-0.6848097687735871
OldTownCross,37,superfast,l1d_miss_rate,0.018683384332721226,0.0070859981745907035,-0.011597386158130524,-0.6207326227197174
PedestrianArea,37,superfast,l1d_miss_rate,0.02036171497016389,0.00668625418834207,-0.01367546078182182,-0.6716261769630177
PierSeaSide,37,superfast,l1d_miss_rate,0.022361214149165507,0.007627790003143666,-0.014733424146021842,-0.6588830126906
RitualDance,37,superfast,l1d_miss_rate,0.020868257688224222,0.006491043415132873,-0.01437721427309135,-0.6889513484014665
Riverbed,37,superfast,l1d_miss_rate,0.01939037982353311,0.007598277155249183,-0.011792102668283927,-0.6081419124122807
RushFieldCuts,37,superfast,l1d_miss_rate,0.018586696737622796,0.007122676405705505,-0.01146402033191729,-0.6167863226988616
Skater227,37,superfast,l1d_miss_rate,0.011407929043691254,0.006390595592555342,-0.005017333451135912,-0.4398110675408319
Tango,37,superfast,l1d_miss_rate,0.021738567577359934,0.006380940027532187,-0.015357627549827748,-0.7064691587969327
TimeLapse,37,superfast,l1d_miss_rate,0.02176726998842353,0.006990713369957287,-0.014776556618466243,-0.6788428969882235
ToddlerFountain,37,superfast,l1d_miss_rate,0.01842973954826108,0.007945634071202384,-0.010484105477058695,-0.5688688898508016
TreesAndGrass_1920_1080,37,superfast,l1d_miss_rate,0.016054696888167456,0.007709017209001323,-0.008345679679166135,-0.5198279193496964
TunnelFlag,37,superfast,l1d_miss_rate,0.01921815468427922,0.006648788793696958,-0.012569365890582263,-0.6540360454515552
Vertical_Carnaby,37,superfast,l1d_miss_rate,0.0175983275648544,0.006410847670129482,-0.011187479894724918,-0.6357126751673506
Vertical_bees,37,superfast,l1d_miss_rate,0.016879417942546195,0.007435593422854569,-0.009443824519691627,-0.5594875695261718
WalkingInStreet,37,superfast,l1d_miss_rate,0.015067652996584592,0.006643980297661918,-0.008423672698922673,-0.5590567224259864
WorldCup_1920x1080_30p,37,superfast,l1d_miss_rate,0.021158547166914378,0.007415847592120881,-0.013742699574793498,-0.6495105484502716
WorldCup_far_1920x1080_30p,37,superfast,l1d_miss_rate,0.018968470960924223,0.007023114855742208,-0.011945356105182017,-0.6297479712407978
Aerial3200,22,veryfast,l1d_miss_rate,0.01202520198028511,0.007673929024928156,-0.004351272955356953,-0.3618461429995696
Boat,22,veryfast,l1d_miss_rate,0.012204129839183692,0.006784217121879416,-0.0054199127173042766,-0.44410480621917103
BoxingPractice,22,veryfast,l1d_miss_rate,0.014127691608611775,0.007669573761815956,-0.006458117846795819,-0.457124774924954
Crosswalk,22,veryfast,l1d_miss_rate,0.014435441987025776,0.006787112199448547,-0.007648329787577229,-0.5298299694911567
CrowdRun,22,veryfast,l1d_miss_rate,0.010728964824177277,0.006391571465774152,-0.004337393358403125,-0.4042695105709536
DinnerSceneCropped,22,veryfast,l1d_miss_rate,0.011646784428503825,0.007847525182013171,-0.0037992592464906536,-0.32620671137284163
FoodMarket,22,veryfast,l1d_miss_rate,0.012155967835858686,0.007577366035679238,-0.004578601800179449,-0.3766546491405734
FoodMarket2,22,veryfast,l1d_miss_rate,0.013707614185953811,0.007011034226053248,-0.006696579959900563,-0.48852994175766534
MeridianTalk_sdr,22,veryfast,l1d_miss_rate,0.014348933057456464,0.006077172568295048,-0.008271760489161416,-0.5764721638911662
Motorcycle,22,veryfast,l1d_miss_rate,0.013060719376367597,0.006725123444548483,-0.006335595931819114,-0.48508782320849075
MountainBike,22,veryfast,l1d_miss_rate,0.012924863042755834,0.007717769248891793,-0.005207093793864041,-0.40287419500220767
Neon1224,22,veryfast,l1d_miss_rate,0.015928775528820494,0.008603650058663148,-0.007325125470157345,-0.45986745540507734
NocturneDance_3840x2160p_8bit,22,veryfast,l1d_miss_rate,0.01478026724749638,0.007203252821159504,-0.007577014426336876,-0.5126439393455718
OldTownCross,22,veryfast,l1d_miss_rate,0.010957528755144733,0.007010313783392901,-0.003947214971751832,-0.3602285752522942
PedestrianArea,22,veryfast,l1d_miss_rate,0.013841828471172548,0.00786763375991589,-0.005974194711256658,-0.4316044461682728
PierSeaSide,22,veryfast,l1d_miss_rate,0.01475711048286138,0.006730178731361728,-0.008026931751499652,-0.5439365491518122
RitualDance,22,veryfast,l1d_miss_rate,0.016386194764966278,0.006797766042577504,-0.009588428722388773,-0.5851528594600167
Riverbed,22,veryfast,l1d_miss_rate,0.012955051679712046,0.00723205658149023,-0.005722995098221816,-0.44175779763072487
RushFieldCuts,22,veryfast,l1d_miss_rate,0.01304273012686259,0.007501380223801509,-0.005541349903061082,-0.42486119463962607
Skater227,22,veryfast,l1d_miss_rate,0.011611153352203387,0.006386251650415233,-0.005224901701788154,-0.44998989706708614
Tango,22,veryfast,l1d_miss_rate,0.013211733238241607,0.007563556981139656,-0.00564817625710195,-0.4275121329844293
TimeLapse,22,veryfast,l1d_miss_rate,0.014537632771965731,0.0067873378877851345,-0.007750294884180596,-0.5331194566371363
ToddlerFountain,22,veryfast,l1d_miss_rate,0.012249142676802199,0.007924180795780462,-0.004324961881021737,-0.3530828234381237
TreesAndGrass_1920_1080,22,veryfast,l1d_miss_rate,0.011343035223438856,0.006988837042504305,-0.00435419818093455,-0.3838653495439374
TunnelFlag,22,veryfast,l1d_miss_rate,0.013501425573846986,0.0064240130787296375,-0.007077412495117349,-0.5241974231837185
Vertical_Carnaby,22,veryfast,l1d_miss_rate,0.01610421505419486,0.00749304660162217,-0.008611168452572688,-0.5347151924880458
Vertical_bees,22,veryfast,l1d_miss_rate,0.015780631269125666,0.002381624474107229,-0.013399006795018438,-0.8490792647334201
WalkingInStreet,22,veryfast,l1d_miss_rate,0.010697327765314582,0.006166374858982083,-0.004530952906332499,-0.42355932301371857
WorldCup_1920x1080_30p,22,veryfast,l1d_miss_rate,0.01672618988928817,0.007717852761093893,-0.009008337128194276,-0.5385767582349056
WorldCup_far_1920x1080_30p,22,veryfast,l1d_miss_rate,0.013722951191385993,0.007837512040001427,-0.005885439151384566,-0.4288756164256347
Aerial3200,27,veryfast,l1d_miss_rate,0.013166545160837189,0.007079572636482941,-0.006086972524354248,-0.462305977004465
Boat,27,veryfast,l1d_miss_rate,0.012939989867729266,0.007798973942774547,-0.005141015924954719,-0.3972967504229487
BoxingPractice,27,veryfast,l1d_miss_rate,0.01613204269882482,0.006753415799950131,-0.00937862689887469,-0.5813663572535609
Crosswalk,27,veryfast,l1d_miss_rate,0.016727238180134767,0.007163801510034278,-0.009563436670100489,-0.5717283730351856
CrowdRun,27,veryfast,l1d_miss_rate,0.011988727610062047,0.007429833060130704,-0.0045588945499313435,-0.3802650871894944
DinnerSceneCropped,27,veryfast,l1d_miss_rate,0.014033152800245932,0.007099763063038251,-0.006933389737207681,-0.49407213303386627
FoodMarket,27,veryfast,l1d_miss_rate,0.014089159081660557,0.006528467934882632,-0.007560691146777925,-0.5366318247211399
FoodMarket2,27,veryfast,l1d_miss_rate,0.01569275406702141,0.0070621705436741036,-0.008630583523347305,-0.5499725214890498
MeridianTalk_sdr,27,veryfast,l1d_miss_rate,0.016493919977034147,0.004919521310211752,-0.011574398666822396,-0.7017372876149751
Motorcycle,27,veryfast,l1d_miss_rate,0.014108850679809333,0.006403211801565619,-0.007705638878243714,-0.5461563846069315
MountainBike,27,veryfast,l1d_miss_rate,0.013523261328679126,0.006031455886251073,-0.007491805442428052,-0.5539939856475293
Neon1224,27,veryfast,l1d_miss_rate,0.0172118440317558,0.007588691256821437,-0.009623152774934363,-0.5591006261258047
NocturneDance_3840x2160p_8bit,27,veryfast,l1d_miss_rate,0.016264851366004824,0.007027151429786632,-0.009237699936218192,-0.5679547712022696
OldTownCross,27,veryfast,l1d_miss_rate,0.01247674480691915,0.007737622804852834,-0.004739122002066315,-0.3798364136964772
PedestrianArea,27,veryfast,l1d_miss_rate,0.01596787542889461,0.006473627358214079,-0.009494248070680531,-0.5945843022735667
PierSeaSide,27,veryfast,l1d_miss_rate,0.01636777505972831,0.006737152980890588,-0.009630622078837723,-0.5883892003460599
RitualDance,27,veryfast,l1d_miss_rate,0.016989249700852332,0.006814726959891753,-0.01017452274096058,-0.5988800518041791
Riverbed,27,veryfast,l1d_miss_rate,0.014323140022344425,0.0066075727785456125,-0.007715567243798812,-0.5386784763510202
RushFieldCuts,27,veryfast,l1d_miss_rate,0.013655633920946658,0.006546322831923015,-0.007109311089023643,-0.5206137723213657
Skater227,27,veryfast,l1d_miss_rate,0.010190472687614239,0.007750813455884462,-0.002439659231729777,-0.2394058947525566
Tango,27,veryfast,l1d_miss_rate,0.01559230610673965,0.008401393770330013,-0.007190912336409637,-0.46118337385009534
TimeLapse,27,veryfast,l1d_miss_rate,0.016133761005776893,0.00681846058718069,-0.009315300418596203,-0.5773793485140102
ToddlerFountain,27,veryfast,l1d_miss_rate,0.013085161882055876,0.008014643538098356,-0.00507051834395752,-0.38750138436658493
TreesAndGrass_1920_1080,27,veryfast,l1d_miss_rate,0.012029167812184268,0.007486714941198111,-0.004542452870986157,-0.37761987711112777
TunnelFlag,27,veryfast,l1d_miss_rate,0.015198769265580496,0.007317737761700022,-0.007881031503880474,-0.5185308998491115
Vertical_Carnaby,27,veryfast,l1d_miss_rate,0.01702425813002591,0.008810689310276076,-0.008213568819749835,-0.48246265752182493
Vertical_bees,27,veryfast,l1d_miss_rate,0.01629567291998827,0.006672103628378937,-0.009623569291609332,-0.5905597970001634
WalkingInStreet,27,veryfast,l1d_miss_rate,0.011421870013988398,0.0060418716918903105,-0.005379998322098087,-0.4710260505074202
WorldCup_1920x1080_30p,27,veryfast,l1d_miss_rate,0.017528247601920642,0.007683187060316476,-0.009845060541604167,-0.5616682719911718
WorldCup_far_1920x1080_30p,27,veryfast,l1d_miss_rate,0.01461173140395119,0.007961214977769013,-0.006650516426182177,-0.45514910193214997
Aerial3200,32,veryfast,l1d_miss_rate,0.014601564538117307,0.006906701654989342,-0.007694862883127965,-0.5269889307437272
Boat,32,veryfast,l1d_miss_rate,0.014454162791520318,0.006177687120604378,-0.00827647567091594,-0.5726015259611866
BoxingPractice,32,veryfast,l1d_miss_rate,0.0177388390892802,0.00686366647013493,-0.01087517261914527,-0.6130712705837256
Crosswalk,32,veryfast,l1d_miss_rate,0.017726444021368654,0.006644168337879534,-0.01108227568348912,-0.6251832386760591
CrowdRun,32,veryfast,l1d_miss_rate,0.013900963953885714,0.006931846215552643,-0.006969117738333071,-0.5013406092881066
DinnerSceneCropped,32,veryfast,l1d_miss_rate,0.016641055729944558,0.007058638025057494,-0.009582417704887065,-0.5758299149040221
FoodMarket,32,veryfast,l1d_miss_rate,0.01644506473719966,0.006641492818114497,-0.009803571919085164,-0.5961406705142932
FoodMarket2,32,veryfast,l1d_miss_rate,0.016903827174889592,0.007577322389520031,-0.00932650478536956,-0.5517392415857136
MeridianTalk_sdr,32,veryfast,l1d_miss_rate,0.018398963683244993,0.008221804713442587,-0.010177158969802405,-0.5531376193252792
Motorcycle,32,veryfast,l1d_miss_rate,0.014999623784697744,0.007196246919028431,-0.007803376865669313,-0.5202381724820412
MountainBike,32,veryfast,l1d_miss_rate,0.015237980144464295,0.007803299729026427,-0.007434680415437867,-0.4879045874159879
Neon1224,32,veryfast,l1d_miss_rate,0.018347324157566663,0.006971951354680316,-0.011375372802886346,-0.6200017345959957
NocturneDance_3840x2160p_8bit,32,veryfast,l1d_miss_rate,0.017443084559380515,0.0066070564432782865,-0.01083602811610223,-0.62122201375644
OldTownCross,32,veryfast,l1d_miss_rate,0.015189992087523408,0.0075660584703667565,-0.007623933617156652,-0.5019050420321625
PedestrianArea,32,veryfast,l1d_miss_rate,0.017770323961697088,0.007604998790399202,-0.010165325171297885,-0.5720393839306847
PierSeaSide,32,veryfast,l1d_miss_rate,0.017631132528794325,0.007688771010963261,-0.009942361517831063,-0.5639094086323537
RitualDance,32,veryfast,l1d_miss_rate,0.01863776303687328,0.006645700764664991,-0.011992062272208288,-0.643428197283278
Riverbed,32,veryfast,l1d_miss_rate,0.016163774479374896,0.006960303788952932,-0.009203470690421964,-0.5693887094357611
RushFieldCuts,32,veryfast,l1d_miss_rate,0.015440060298610201,0.006869233558166638,-0.008570826740443564,-0.5551031909645486
Skater227,32,veryfast,l1d_miss_rate,0.011551961971621193,0.006753929578238653,-0.00479803239338254,-0.4153435065982292
Tango,32,veryfast,l1d_miss_rate,0.017393142415536845,0.006576940482376012,-0.010816201933160833,-0.6218658868393442
TimeLapse,32,veryfast,l1d_miss_rate,0.017536779257250817,0.006641114157105628,-0.01089566510014519,-0.6213036578903296
ToddlerFountain,32,veryfast,l1d_miss_rate,0.01496423772709817,0.006878051847350001,-0.00808618587974817,-0.5403673763552421
TreesAndGrass_1920_1080,32,veryfast,l1d_miss_rate,0.013188416731190651,0.007123706682975704,-0.006064710048214947,-0.4598512597703928
TunnelFlag,32,veryfast,l1d_miss_rate,0.016489626471994957,0.006349980459029098,-0.01013964601296586,-0.614910594256726
Vertical_Carnaby,32,veryfast,l1d_miss_rate,0.018456518329786363,0.007083193349275047,-0.011373324980511315,-0.6162226687227506
Vertical_bees,32,veryfast,l1d_miss_rate,0.01779302561381821,0.007184047824322103,-0.010608977789496106,-0.5962436080155523
WalkingInStreet,32,veryfast,l1d_miss_rate,0.012429715016844731,0.0061638079650223054,-0.006265907051822426,-0.5041070566244582
WorldCup_1920x1080_30p,32,veryfast,l1d_miss_rate,0.01929618120895795,0.007808386054036751,-0.0114877951549212,-0.5953403437975681
WorldCup_far_1920x1080_30p,32,veryfast,l1d_miss_rate,0.016355996715834837,0.007983846327563531,-0.008372150388271306,-0.5118703881962706
Aerial3200,37,veryfast,l1d_miss_rate,0.015559434258355102,0.007107407123093817,-0.008452027135261286,-0.5432091549680039
Boat,37,veryfast,l1d_miss_rate,0.01574220295549451,0.0066574489625033555,-0.009084753992991156,-0.5770954687012404
BoxingPractice,37,veryfast,l1d_miss_rate,0.018591539502740197,0.007833738429356618,-0.01075780107338358,-0.5786396049556839
Crosswalk,37,veryfast,l1d_miss_rate,0.01893385086229546,0.007385667640775441,-0.011548183221520018,-0.6099225828654259
CrowdRun,37,veryfast,l1d_miss_rate,0.01515704317316993,0.006442457998816227,-0.008714585174353702,-0.574952850288091
DinnerSceneCropped,37,veryfast,l1d_miss_rate,0.018294414079113912,0.0078065819905022435,-0.010487832088611669,-0.5732805676780465
FoodMarket,37,veryfast,l1d_miss_rate,0.017221474497980612,0.0077203504537362395,-0.009501124044244372,-0.5517021231462191
FoodMarket2,37,veryfast,l1d_miss_rate,0.018027772716897893,0.007836611827664779,-0.010191160889233114,-0.5653033821355357
MeridianTalk_sdr,37,veryfast,l1d_miss_rate,0.01957960156377919,0.006659883142943548,-0.01291971842083564,-0.6598560434823231
Motorcycle,37,veryfast,l1d_miss_rate,0.016579743118360784,0.009627298955551653,-0.006952444162809131,-0.4193336478844378
MountainBike,37,veryfast,l1d_miss_rate,0.015945555903723853,0.007863336009594227,-0.008082219894129626,-0.5068634761264197
