sequence,qp,preset,metric,A_value,B_value,delta_B_minus_A,relative_change_B_over_A
Vertical_bees,27,veryfast,qp,27.0,27.0,0.0,0.0
WalkingInStreet,27,veryfast,qp,27.0,27.0,0.0,0.0
WorldCup_1920x1080_30p,27,veryfast,qp,27.0,27.0,0.0,0.0
WorldCup_far_1920x1080_30p,27,veryfast,qp,27.0,27.0,0.0,0.0
Aerial3200,32,veryfast,qp,32.0,32.0,0.0,0.0
Boat,32,veryfast,qp,32.0,32.0,0.0,0.0
BoxingPractice,32,veryfast,qp,32.0,32.0,0.0,0.0
Crosswalk,32,veryfast,qp,32.0,32.0,0.0,0.0
CrowdRun,32,veryfast,qp,32.0,32.0,0.0,0.0
DinnerSceneCropped,32,veryfast,qp,32.0,32.0,0.0,0.0
FoodMarket,32,veryfast,qp,32.0,32.0,0.0,0.0
FoodMarket2,32,veryfast,qp,32.0,32.0,0.0,0.0
MeridianTalk_sdr,32,veryfast,qp,32.0,32.0,0.0,0.0
Motorcycle,32,veryfast,qp,32.0,32.0,0.0,0.0
MountainBike,32,veryfast,qp,32.0,32.0,0.0,0.0
Neon1224,32,veryfast,qp,32.0,32.0,0.0,0.0
NocturneDance_3840x2160p_8bit,32,veryfast,qp,32.0,32.0,0.0,0.0
OldTownCross,32,veryfast,qp,32.0,32.0,0.0,0.0
PedestrianArea,32,veryfast,qp,32.0,32.0,0.0,0.0
PierSeaSide,32,veryfast,qp,32.0,32.0,0.0,0.0
RitualDance,32,veryfast,qp,32.0,32.0,0.0,0.0
Riverbed,32,veryfast,qp,32.0,32.0,0.0,0.0
RushFieldCuts,32,veryfast,qp,32.0,32.0,0.0,0.0
Skater227,32,veryfast,qp,32.0,32.0,0.0,0.0
Tango,32,veryfast,qp,32.0,32.0,0.0,0.0
TimeLapse,32,veryfast,qp,32.0,32.0,0.0,0.0
ToddlerFountain,32,veryfast,qp,32.0,32.0,0.0,0.0
TreesAndGrass_1920_1080,32,veryfast,qp,32.0,32.0,0.0,0.0
TunnelFlag,32,veryfast,qp,32.0,32.0,0.0,0.0
Vertical_Carnaby,32,veryfast,qp,32.0,32.0,0.0,0.0
Vertical_bees,32,veryfast,qp,32.0,32.0,0.0,0.0
WalkingInStreet,32,veryfast,qp,32.0,32.0,0.0,0.0
WorldCup_1920x1080_30p,32,veryfast,qp,32.0,32.0,0.0,0.0
WorldCup_far_1920x1080_30p,32,veryfast,qp,32.0,32.0,0.0,0.0
Aerial3200,37,veryfast,qp,37.0,37.0,0.0,0.0
Boat,37,veryfast,qp,37.0,37.0,0.0,0.0
BoxingPractice,37,veryfast,qp,37.0,37.0,0.0,0.0
Crosswalk,37,veryfast,qp,37.0,37.0,0.0,0.0
CrowdRun,37,veryfast,qp,37.0,37.0,0.0,0.0
DinnerSceneCropped,37,veryfast,qp,37.0,37.0,0.0,0.0
FoodMarket,37,veryfast,qp,37.0,37.0,0.0,0.0
FoodMarket2,37,veryfast,qp,37.0,37.0,0.0,0.0
MeridianTalk_sdr,37,veryfast,qp,37.0,37.0,0.0,0.0
Motorcycle,37,veryfast,qp,37.0,37.0,0.0,0.0
MountainBike,37,veryfast,qp,37.0,37.0,0.0,0.0
Neon1224,37,veryfast,qp,37.0,37.0,0.0,0.0
NocturneDance_3840x2160p_8bit,37,veryfast,qp,37.0,37.0,0.0,0.0
OldTownCross,37,veryfast,qp,37.0,37.0,0.0,0.0
PedestrianArea,37,veryfast,qp,37.0,37.0,0.0,0.0
PierSeaSide,37,veryfast,qp,37.0,37.0,0.0,0.0
RitualDance,37,veryfast,qp,37.0,37.0,0.0,0.0
Riverbed,37,veryfast,qp,37.0,37.0,0.0,0.0
RushFieldCuts,37,veryfast,qp,37.0,37.0,0.0,0.0
Skater227,37,veryfast,qp,37.0,37.0,0.0,0.0
Tango,37,veryfast,qp,37.0,37.0,0.0,0.0
TimeLapse,37,veryfast,qp,37.0,37.0,0.0,0.0
ToddlerFountain,37,veryfast,qp,37.0,37.0,0.0,0.0
TreesAndGrass_1920_1080,37,veryfast,qp,37.0,37.0,0.0,0.0
TunnelFlag,37,veryfast,qp,37.0,37.0,0.0,0.0
Vertical_Carnaby,37,veryfast,qp,37.0,37.0,0.0,0.0
Vertical_bees,37,veryfast,qp,37.0,37.0,0.0,0.0
WalkingInStreet,37,veryfast,qp,37.0,37.0,0.0,0.0
WorldCup_1920x1080_30p,37,veryfast,qp,37.0,37.0,0.0,0.0
WorldCup_far_1920x1080_30p,37,veryfast,qp,37.0,37.0,0.0,0.0
Aerial3200,22,fast,branch-instructions,130287133883.0,,,
Boat,22,fast,branch-instructions,133411332113.0,,,
BoxingPractice,22,fast,branch-instructions,409854496352.0,,,
Crosswalk,22,fast,branch-instructions,408504391339.0,,,
CrowdRun,22,fast,branch-instructions,160181546178.0,,,
DinnerSceneCropped,22,fast,branch-instructions,140410347172.0,,,
FoodMarket,22,fast,branch-instructions,129703373039.0,,,
FoodMarket2,22,fast,branch-instructions,420725441863.0,,,
MeridianTalk_sdr,22,fast,branch-instructions,106299287944.0,,,
Motorcycle,22,fast,branch-instructions,117318376619.0,,,
MountainBike,22,fast,branch-instructions,122596282108.0,,,
Neon1224,22,fast,branch-instructions,350328083200.0,,,
NocturneDance_3840x2160p_8bit,22,fast,branch-instructions,364065713685.0,,,
OldTownCross,22,fast,branch-instructions,160695213337.0,,,
PedestrianArea,22,fast,branch-instructions,106243019084.0,,,
PierSeaSide,22,fast,branch-instructions,387857719234.0,,,
RitualDance,22,fast,branch-instructions,80816457665.0,,,
Riverbed,22,fast,branch-instructions,120829346612.0,,,
RushFieldCuts,22,fast,branch-instructions,123855959426.0,,,
Skater227,22,fast,branch-instructions,,,,
Tango,22,fast,branch-instructions,470502363300.0,,,
TimeLapse,22,fast,branch-instructions,393083118544.0,,,
ToddlerFountain,22,fast,branch-instructions,133407762205.0,,,
TreesAndGrass_1920_1080,22,fast,branch-instructions,147501439727.0,,,
TunnelFlag,22,fast,branch-instructions,110929362468.0,,,
Vertical_Carnaby,22,fast,branch-instructions,79968556231.0,,,
Vertical_bees,22,fast,branch-instructions,89867645445.0,,,
WalkingInStreet,22,fast,branch-instructions,141252310812.0,,,
WorldCup_1920x1080_30p,22,fast,branch-instructions,77729100304.0,,,
WorldCup_far_1920x1080_30p,22,fast,branch-instructions,105050406147.0,,,
Aerial3200,27,fast,branch-instructions,113781241016.0,,,
Boat,27,fast,branch-instructions,116598418066.0,,,
BoxingPractice,27,fast,branch-instructions,327570839560.0,,,
Crosswalk,27,fast,branch-instructions,321930726514.0,,,
CrowdRun,27,fast,branch-instructions,134322451553.0,,,
DinnerSceneCropped,27,fast,branch-instructions,102773767134.0,,,
FoodMarket,27,fast,branch-instructions,99732594623.0,,,
FoodMarket2,27,fast,branch-instructions,353362325923.0,,,
MeridianTalk_sdr,27,fast,branch-instructions,82875105292.0,,,
Motorcycle,27,fast,branch-instructions,105883891615.0,,,
MountainBike,27,fast,branch-instructions,108965113119.0,,,
Neon1224,27,fast,branch-instructions,299369055150.0,,,
NocturneDance_3840x2160p_8bit,27,fast,branch-instructions,317751344771.0,,,
OldTownCross,27,fast,branch-instructions,122045293808.0,,,
PedestrianArea,27,fast,branch-instructions,83812462322.0,,,
PierSeaSide,27,fast,branch-instructions,321433683981.0,,,
RitualDance,27,fast,branch-instructions,74642690443.0,,,
Riverbed,27,fast,branch-instructions,98664963590.0,,,
RushFieldCuts,27,fast,branch-instructions,106964850689.0,,,
Skater227,27,fast,branch-instructions,,,,
Tango,27,fast,branch-instructions,365781989167.0,,,
TimeLapse,27,fast,branch-instructions,332750004552.0,,,
ToddlerFountain,27,fast,branch-instructions,112367361511.0,,,
TreesAndGrass_1920_1080,27,fast,branch-instructions,130598090929.0,,,
TunnelFlag,27,fast,branch-instructions,95273962731.0,,,
Vertical_Carnaby,27,fast,branch-instructions,70857895373.0,,,
Vertical_bees,27,fast,branch-instructions,79073345657.0,,,
WalkingInStreet,27,fast,branch-instructions,127874054233.0,,,
WorldCup_1920x1080_30p,27,fast,branch-instructions,71127803217.0,,,
WorldCup_far_1920x1080_30p,27,fast,branch-instructions,95587716114.0,,,
Aerial3200,32,fast,branch-instructions,99375197415.0,,,
Boat,32,fast,branch-instructions,100972230536.0,,,
BoxingPractice,32,fast,branch-instructions,279997975086.0,,,
Crosswalk,32,fast,branch-instructions,285405115045.0,,,
CrowdRun,32,fast,branch-instructions,109804824305.0,,,
DinnerSceneCropped,32,fast,branch-instructions,78619623416.0,,,
FoodMarket,32,fast,branch-instructions,80910577425.0,,,
FoodMarket2,32,fast,branch-instructions,311038381173.0,,,
MeridianTalk_sdr,32,fast,branch-instructions,70110729768.0,,,
Motorcycle,32,fast,branch-instructions,93407923808.0,,,
MountainBike,32,fast,branch-instructions,95912868448.0,,,
Neon1224,32,fast,branch-instructions,267868082778.0,,,
NocturneDance_3840x2160p_8bit,32,fast,branch-instructions,285568369220.0,,,
OldTownCross,32,fast,branch-instructions,91660889206.0,,,
PedestrianArea,32,fast,branch-instructions,72538120158.0,,,
PierSeaSide,32,fast,branch-instructions,280813644165.0,,,
RitualDance,32,fast,branch-instructions,66769706973.0,,,
Riverbed,32,fast,branch-instructions,83368758053.0,,,
RushFieldCuts,32,fast,branch-instructions,91412593150.0,,,
Skater227,32,fast,branch-instructions,,,,
Tango,32,fast,branch-instructions,295071730633.0,,,
TimeLapse,32,fast,branch-instructions,292031383192.0,,,
ToddlerFountain,32,fast,branch-instructions,94628948770.0,,,
TreesAndGrass_1920_1080,32,fast,branch-instructions,117104558387.0,,,
TunnelFlag,32,fast,branch-instructions,80181703838.0,,,
Vertical_Carnaby,32,fast,branch-instructions,65100028511.0,,,
Vertical_bees,32,fast,branch-instructions,73006592808.0,,,
WalkingInStreet,32,fast,branch-instructions,109185768086.0,,,
WorldCup_1920x1080_30p,32,fast,branch-instructions,65120223533.0,,,
WorldCup_far_1920x1080_30p,32,fast,branch-instructions,81624438345.0,,,
Aerial3200,37,fast,branch-instructions,88163419044.0,,,
Boat,37,fast,branch-instructions,88463043456.0,,,
BoxingPractice,37,fast,branch-instructions,261084152409.0,,,
Crosswalk,37,fast,branch-instructions,267886494081.0,,,
CrowdRun,37,fast,branch-instructions,93152825305.0,,,
DinnerSceneCropped,37,fast,branch-instructions,66663775190.0,,,
FoodMarket,37,fast,branch-instructions,71677738694.0,,,
FoodMarket2,37,fast,branch-instructions,283566920484.0,,,
MeridianTalk_sdr,37,fast,branch-instructions,64214875883.0,,,
Motorcycle,37,fast,branch-instructions,82957764177.0,,,
MountainBike,37,fast,branch-instructions,84883055119.0,,,
Neon1224,37,fast,branch-instructions,249701195828.0,,,
NocturneDance_3840x2160p_8bit,37,fast,branch-instructions,254375142972.0,,,
OldTownCross,37,fast,branch-instructions,76229224713.0,,,
PedestrianArea,37,fast,branch-instructions,66747854634.0,,,
PierSeaSide,37,fast,branch-instructions,260400996619.0,,,
RitualDance,37,fast,branch-instructions,61936647029.0,,,
Riverbed,37,fast,branch-instructions,76346353407.0,,,
RushFieldCuts,37,fast,branch-instructions,80076323858.0,,,
Skater227,37,fast,branch-instructions,,,,
Tango,37,fast,branch-instructions,277414690335.0,,,
TimeLapse,37,fast,branch-instructions,265624691968.0,,,
ToddlerFountain,37,fast,branch-instructions,78990933388.0,,,
TreesAndGrass_1920_1080,37,fast,branch-instructions,101154996981.0,,,
TunnelFlag,37,fast,branch-instructions,73110375257.0,,,
Vertical_Carnaby,37,fast,branch-instructions,61164611760.0,,,
Vertical_bees,37,fast,branch-instructions,67530655340.0,,,
WalkingInStreet,37,fast,branch-instructions,97268407566.0,,,
WorldCup_1920x1080_30p,37,fast,branch-instructions,59826108024.0,,,
WorldCup_far_1920x1080_30p,37,fast,branch-instructions,74814442710.0,,,
Aerial3200,22,faster,branch-instructions,130272854038.0,,,
Boat,22,faster,branch-instructions,133342576645.0,,,
BoxingPractice,22,faster,branch-instructions,409800471188.0,,,
Crosswalk,22,faster,branch-instructions,408580629123.0,,,
CrowdRun,22,faster,branch-instructions,158087518312.0,,,
DinnerSceneCropped,22,faster,branch-instructions,136846656406.0,,,
FoodMarket,22,faster,branch-instructions,129500115470.0,,,
FoodMarket2,22,faster,branch-instructions,428603895012.0,,,
MeridianTalk_sdr,22,faster,branch-instructions,106281044993.0,,,
Motorcycle,22,faster,branch-instructions,118827300329.0,,,
MountainBike,22,faster,branch-instructions,122550088936.0,,,
Neon1224,22,faster,branch-instructions,343502181949.0,,,
NocturneDance_3840x2160p_8bit,22,faster,branch-instructions,364072862239.0,,,
OldTownCross,22,faster,branch-instructions,160663600545.0,,,
PedestrianArea,22,faster,branch-instructions,106202726576.0,,,
PierSeaSide,22,faster,branch-instructions,387883539081.0,,,
RitualDance,22,faster,branch-instructions,82296780356.0,,,
Riverbed,22,faster,branch-instructions,120818146273.0,,,
RushFieldCuts,22,faster,branch-instructions,121772420808.0,,,
Skater227,22,faster,branch-instructions,,,,
Tango,22,faster,branch-instructions,470398634374.0,,,
TimeLapse,22,faster,branch-instructions,399994863296.0,,,
ToddlerFountain,22,faster,branch-instructions,135350071577.0,,,
TreesAndGrass_1920_1080,22,faster,branch-instructions,147380794363.0,,,
TunnelFlag,22,faster,branch-instructions,112904169575.0,,,
Vertical_Carnaby,22,faster,branch-instructions,80027670471.0,,,
Vertical_bees,22,faster,branch-instructions,88310868088.0,,,
WalkingInStreet,22,faster,branch-instructions,142901051810.0,,,
WorldCup_1920x1080_30p,22,faster,branch-instructions,79099884684.0,,,
WorldCup_far_1920x1080_30p,22,faster,branch-instructions,106582023482.0,,,
Aerial3200,27,faster,branch-instructions,113732426852.0,,,
Boat,27,faster,branch-instructions,116404026102.0,,,
BoxingPractice,27,faster,branch-instructions,327585231588.0,,,
Crosswalk,27,faster,branch-instructions,327995574262.0,,,
CrowdRun,27,faster,branch-instructions,132115232706.0,,,
DinnerSceneCropped,27,faster,branch-instructions,101303876133.0,,,
FoodMarket,27,faster,branch-instructions,101451131249.0,,,
FoodMarket2,27,faster,branch-instructions,353393423288.0,,,
MeridianTalk_sdr,27,faster,branch-instructions,81207159024.0,,,
Motorcycle,27,faster,branch-instructions,107609566062.0,,,
MountainBike,27,faster,branch-instructions,108961317706.0,,,
Neon1224,27,faster,branch-instructions,304547037253.0,,,
NocturneDance_3840x2160p_8bit,27,faster,branch-instructions,312324701178.0,,,
OldTownCross,27,faster,branch-instructions,123567640984.0,,,
PedestrianArea,27,faster,branch-instructions,83874982147.0,,,
PierSeaSide,27,faster,branch-instructions,321645298556.0,,,
RitualDance,27,faster,branch-instructions,73208562011.0,,,
Riverbed,27,faster,branch-instructions,98716979332.0,,,
RushFieldCuts,27,faster,branch-instructions,106874094887.0,,,
Skater227,27,faster,branch-instructions,,,,
Tango,27,faster,branch-instructions,358733605343.0,,,
TimeLapse,27,faster,branch-instructions,339527648705.0,,,
ToddlerFountain,27,faster,branch-instructions,110713481640.0,,,
TreesAndGrass_1920_1080,27,faster,branch-instructions,134039646110.0,,,
TunnelFlag,27,faster,branch-instructions,93465046542.0,,,
Vertical_Carnaby,27,faster,branch-instructions,70803304268.0,,,
Vertical_bees,27,faster,branch-instructions,79117966526.0,,,
WalkingInStreet,27,faster,branch-instructions,127779706625.0,,,
WorldCup_1920x1080_30p,27,faster,branch-instructions,71076399766.0,,,
WorldCup_far_1920x1080_30p,27,faster,branch-instructions,95705167740.0,,,
Aerial3200,32,faster,branch-instructions,99418311776.0,,,
Boat,32,faster,branch-instructions,100957754823.0,,,
BoxingPractice,32,faster,branch-instructions,285495518821.0,,,
Crosswalk,32,faster,branch-instructions,285060393827.0,,,
CrowdRun,32,faster,branch-instructions,111812465220.0,,,
DinnerSceneCropped,32,faster,branch-instructions,77257807199.0,,,
FoodMarket,32,faster,branch-instructions,82151851297.0,,,
FoodMarket2,32,faster,branch-instructions,310940132702.0,,,
MeridianTalk_sdr,32,faster,branch-instructions,70146891023.0,,,
Motorcycle,32,faster,branch-instructions,93457185072.0,,,
MountainBike,32,faster,branch-instructions,95838186352.0,,,
Neon1224,32,faster,branch-instructions,273254642192.0,,,
NocturneDance_3840x2160p_8bit,32,faster,branch-instructions,279486976426.0,,,
OldTownCross,32,faster,branch-instructions,93183030162.0,,,
PedestrianArea,32,faster,branch-instructions,72640553605.0,,,
PierSeaSide,32,faster,branch-instructions,281147744929.0,,,
RitualDance,32,faster,branch-instructions,66761213150.0,,,
Riverbed,32,faster,branch-instructions,84854184750.0,,,
RushFieldCuts,32,faster,branch-instructions,90058489589.0,,,
Skater227,32,faster,branch-instructions,,,,
Tango,32,faster,branch-instructions,300927772949.0,,,
TimeLapse,32,faster,branch-instructions,292148987641.0,,,
ToddlerFountain,32,faster,branch-instructions,94692033311.0,,,
TreesAndGrass_1920_1080,32,faster,branch-instructions,116989614551.0,,,
TunnelFlag,32,faster,branch-instructions,81772383481.0,,,
Vertical_Carnaby,32,faster,branch-instructions,64987585217.0,,,
Vertical_bees,32,faster,branch-instructions,73002745722.0,,,
WalkingInStreet,32,faster,branch-instructions,110697550086.0,,,
WorldCup_1920x1080_30p,32,faster,branch-instructions,65088776271.0,,,
WorldCup_far_1920x1080_30p,32,faster,branch-instructions,83063766135.0,,,
Aerial3200,37,faster,branch-instructions,88174681565.0,,,
Boat,37,faster,branch-instructions,88439292610.0,,,
BoxingPractice,37,faster,branch-instructions,260955721607.0,,,
Crosswalk,37,faster,branch-instructions,262175481763.0,,,
CrowdRun,37,faster,branch-instructions,95048057432.0,,,
DinnerSceneCropped,37,faster,branch-instructions,66536031577.0,,,
FoodMarket,37,faster,branch-instructions,73047812027.0,,,
FoodMarket2,37,faster,branch-instructions,283891634007.0,,,
MeridianTalk_sdr,37,faster,branch-instructions,64259796952.0,,,
Motorcycle,37,faster,branch-instructions,82884639923.0,,,
MountainBike,37,faster,branch-instructions,84926565157.0,,,
Neon1224,37,faster,branch-instructions,249755675043.0,,,
NocturneDance_3840x2160p_8bit,37,faster,branch-instructions,254121316288.0,,,
OldTownCross,37,faster,branch-instructions,76054127566.0,,,
PedestrianArea,37,faster,branch-instructions,66689084530.0,,,
PierSeaSide,37,faster,branch-instructions,260453913169.0,,,
RitualDance,37,faster,branch-instructions,60455099833.0,,,
Riverbed,37,faster,branch-instructions,76441159382.0,,,
RushFieldCuts,37,faster,branch-instructions,78561656872.0,,,
Skater227,37,faster,branch-instructions,,,,
Tango,37,faster,branch-instructions,271424963793.0,,,
TimeLapse,37,faster,branch-instructions,265771736173.0,,,
ToddlerFountain,37,faster,branch-instructions,80535953229.0,,,
TreesAndGrass_1920_1080,37,faster,branch-instructions,101060856951.0,,,
TunnelFlag,37,faster,branch-instructions,71486894462.0,,,
Vertical_Carnaby,37,faster,branch-instructions,59891375019.0,,,
Vertical_bees,37,faster,branch-instructions,67440760505.0,,,
WalkingInStreet,37,faster,branch-instructions,95638180989.0,,,
WorldCup_1920x1080_30p,37,faster,branch-instructions,61127129726.0,,,
WorldCup_far_1920x1080_30p,37,faster,branch-instructions,74860200891.0,,,
Aerial3200,22,superfast,branch-instructions,128093352232.0,,,
Boat,22,superfast,branch-instructions,130430624492.0,,,
BoxingPractice,22,superfast,branch-instructions,395342023361.0,,,
Crosswalk,22,superfast,branch-instructions,390487528004.0,,,
CrowdRun,22,superfast,branch-instructions,151588277523.0,,,
DinnerSceneCropped,22,superfast,branch-instructions,129831061678.0,,,
FoodMarket,22,superfast,branch-instructions,123894086040.0,,,
FoodMarket2,22,superfast,branch-instructions,407314417611.0,,,
MeridianTalk_sdr,22,superfast,branch-instructions,101727463893.0,,,
Motorcycle,22,superfast,branch-instructions,115410184114.0,,,
MountainBike,22,superfast,branch-instructions,117094799565.0,,,
Neon1224,22,superfast,branch-instructions,334436420563.0,,,
NocturneDance_3840x2160p_8bit,22,superfast,branch-instructions,348928786261.0,,,
OldTownCross,22,superfast,branch-instructions,153609605688.0,,,
PedestrianArea,22,superfast,branch-instructions,102611881901.0,,,
PierSeaSide,22,superfast,branch-instructions,375135176623.0,,,
RitualDance,22,superfast,branch-instructions,80099757493.0,,,
Riverbed,22,superfast,branch-instructions,116485174040.0,,,
RushFieldCuts,22,superfast,branch-instructions,117313760940.0,,,
Skater227,22,superfast,branch-instructions,,,,
Tango,22,superfast,branch-instructions,454858169143.0,,,
TimeLapse,22,superfast,branch-instructions,374604277499.0,,,
ToddlerFountain,22,superfast,branch-instructions,128084285437.0,,,
TreesAndGrass_1920_1080,22,superfast,branch-instructions,142858265087.0,,,
TunnelFlag,22,superfast,branch-instructions,109424574940.0,,,
Vertical_Carnaby,22,superfast,branch-instructions,78403487114.0,,,
Vertical_bees,22,superfast,branch-instructions,87841503331.0,,,
WalkingInStreet,22,superfast,branch-instructions,139695273405.0,,,
WorldCup_1920x1080_30p,22,superfast,branch-instructions,77555315687.0,,,
WorldCup_far_1920x1080_30p,22,superfast,branch-instructions,104386575334.0,,,
Aerial3200,27,superfast,branch-instructions,112171841061.0,,,
Boat,27,superfast,branch-instructions,114016993159.0,,,
BoxingPractice,27,superfast,branch-instructions,322918217798.0,,,
Crosswalk,27,superfast,branch-instructions,315249607717.0,,,
CrowdRun,27,superfast,branch-instructions,128424884300.0,,,
DinnerSceneCropped,27,superfast,branch-instructions,96684005361.0,,,
FoodMarket,27,superfast,branch-instructions,94013749229.0,,,
FoodMarket2,27,superfast,branch-instructions,337925291278.0,,,
MeridianTalk_sdr,27,superfast,branch-instructions,78587208996.0,,,
Motorcycle,27,superfast,branch-instructions,102894744563.0,,,
MountainBike,27,superfast,branch-instructions,105582579462.0,,,
Neon1224,27,superfast,branch-instructions,298845387928.0,,,
NocturneDance_3840x2160p_8bit,27,superfast,branch-instructions,316591528741.0,,,
OldTownCross,27,superfast,branch-instructions,118185592576.0,,,
PedestrianArea,27,superfast,branch-instructions,81749164592.0,,,
PierSeaSide,27,superfast,branch-instructions,320805646871.0,,,
RitualDance,27,superfast,branch-instructions,71732015953.0,,,
Riverbed,27,superfast,branch-instructions,95071633506.0,,,
RushFieldCuts,27,superfast,branch-instructions,103194886855.0,,,
Skater227,27,superfast,branch-instructions,,,,
Tango,27,superfast,branch-instructions,337656712835.0,,,
TimeLapse,27,superfast,branch-instructions,323768488589.0,,,
ToddlerFountain,27,superfast,branch-instructions,107998193597.0,,,
TreesAndGrass_1920_1080,27,superfast,branch-instructions,126370237010.0,,,
TunnelFlag,27,superfast,branch-instructions,91268115303.0,,,
Vertical_Carnaby,27,superfast,branch-instructions,71202233559.0,,,
Vertical_bees,27,superfast,branch-instructions,79081959410.0,,,
WalkingInStreet,27,superfast,branch-instructions,125136009436.0,,,
WorldCup_1920x1080_30p,27,superfast,branch-instructions,70079381930.0,,,
WorldCup_far_1920x1080_30p,27,superfast,branch-instructions,91813268231.0,,,
Aerial3200,32,superfast,branch-instructions,98218416946.0,,,
Boat,32,superfast,branch-instructions,98965374124.0,,,
BoxingPractice,32,superfast,branch-instructions,281260596339.0,,,
Crosswalk,32,superfast,branch-instructions,280515232580.0,,,
CrowdRun,32,superfast,branch-instructions,107164724899.0,,,
DinnerSceneCropped,32,superfast,branch-instructions,77209950660.0,,,
FoodMarket,32,superfast,branch-instructions,79727316411.0,,,
FoodMarket2,32,superfast,branch-instructions,304295962457.0,,,
MeridianTalk_sdr,32,superfast,branch-instructions,69077684357.0,,,
Motorcycle,32,superfast,branch-instructions,91003448020.0,,,
MountainBike,32,superfast,branch-instructions,93043072318.0,,,
Neon1224,32,superfast,branch-instructions,269548966264.0,,,
NocturneDance_3840x2160p_8bit,32,superfast,branch-instructions,274482253410.0,,,
OldTownCross,32,superfast,branch-instructions,89289617452.0,,,
PedestrianArea,32,superfast,branch-instructions,71449963719.0,,,
PierSeaSide,32,superfast,branch-instructions,271274843963.0,,,
RitualDance,32,superfast,branch-instructions,64322018170.0,,,
Riverbed,32,superfast,branch-instructions,83518513893.0,,,
RushFieldCuts,32,superfast,branch-instructions,88798570701.0,,,
Skater227,32,superfast,branch-instructions,,,,
Tango,32,superfast,branch-instructions,288385753174.0,,,
TimeLapse,32,superfast,branch-instructions,291029845965.0,,,
ToddlerFountain,32,superfast,branch-instructions,91578021294.0,,,
TreesAndGrass_1920_1080,32,superfast,branch-instructions,111807360374.0,,,
TunnelFlag,32,superfast,branch-instructions,78864521015.0,,,
Vertical_Carnaby,32,superfast,branch-instructions,64299832634.0,,,
Vertical_bees,32,superfast,branch-instructions,70612926110.0,,,
WalkingInStreet,32,superfast,branch-instructions,109351196544.0,,,
WorldCup_1920x1080_30p,32,superfast,branch-instructions,63148990481.0,,,
WorldCup_far_1920x1080_30p,32,superfast,branch-instructions,81519709760.0,,,
Aerial3200,37,superfast,branch-instructions,87370009211.0,,,
Boat,37,superfast,branch-instructions,85605172874.0,,,
BoxingPractice,37,superfast,branch-instructions,258300305040.0,,,
Crosswalk,37,superfast,branch-instructions,260476816875.0,,,
CrowdRun,37,superfast,branch-instructions,91579608044.0,,,
DinnerSceneCropped,37,superfast,branch-instructions,65952991521.0,,,
FoodMarket,37,superfast,branch-instructions,71419113767.0,,,
FoodMarket2,37,superfast,branch-instructions,279010644235.0,,,
MeridianTalk_sdr,37,superfast,branch-instructions,64996165199.0,,,
Motorcycle,37,superfast,branch-instructions,81059720583.0,,,
MountainBike,37,superfast,branch-instructions,82693102196.0,,,
Neon1224,37,superfast,branch-instructions,247786131278.0,,,
NocturneDance_3840x2160p_8bit,37,superfast,branch-instructions,245954462501.0,,,
OldTownCross,37,superfast,branch-instructions,75952264410.0,,,
PedestrianArea,37,superfast,branch-instructions,64421777971.0,,,
PierSeaSide,37,superfast,branch-instructions,251720209389.0,,,
RitualDance,37,superfast,branch-instructions,59926380787.0,,,
Riverbed,37,superfast,branch-instructions,72537085843.0,,,
RushFieldCuts,37,superfast,branch-instructions,76854822744.0,,,
Skater227,37,superfast,branch-instructions,,,,
Tango,37,superfast,branch-instructions,268953229919.0,,,
TimeLapse,37,superfast,branch-instructions,261376619611.0,,,
ToddlerFountain,37,superfast,branch-instructions,78378865450.0,,,
TreesAndGrass_1920_1080,37,superfast,branch-instructions,98336578549.0,,,
TunnelFlag,37,superfast,branch-instructions,72067746175.0,,,
Vertical_Carnaby,37,superfast,branch-instructions,59420028323.0,,,
Vertical_bees,37,superfast,branch-instructions,66865334048.0,,,
WalkingInStreet,37,superfast,branch-instructions,93037475366.0,,,
WorldCup_1920x1080_30p,37,superfast,branch-instructions,60643375304.0,,,
WorldCup_far_1920x1080_30p,37,superfast,branch-instructions,73587165121.0,,,
