video_name,qp,preset,bitrate_kbps,psnr_y,psnr_u,psnr_v
Boat_2k,27,veryfast,118836.86,38.4456,40.3034,41.5314
Boat_2k,32,veryfast,71262.56,34.7798,38.3280,39.7025
Boat_2k,37,veryfast,41005.48,31.4238,36.9810,38.3116
Boat_2k,22,faster,189912.52,42.2805,43.2186,44.1424
Boat_2k,27,faster,118836.86,38.4456,40.3034,41.5314
Boat_2k,32,faster,71262.56,34.7798,38.3280,39.7025
Boat_2k,37,faster,41005.48,31.4238,36.9810,38.3116
Boat_2k,22,fast,189913.92,42.2805,43.2186,44.1424
Boat_2k,27,fast,118838.28,38.4456,40.3034,41.5314
Boat_2k,32,fast,71263.98,34.7798,38.3280,39.7025
Boat_2k,37,fast,41006.89,31.4238,36.9810,38.3116
Boat_2k,22,medium,189808.20,42.2954,43.2148,44.1436
Boat_2k,27,medium,118765.12,38.4541,40.3020,41.5275
Boat_2k,32,medium,71223.86,34.7868,38.3253,39.7025
Boat_2k,37,medium,41078.63,31.4306,36.9837,38.3214
Boat_2k,22,slow,178380.61,42.1920,42.7192,43.6315
Boat_2k,27,slow,109477.10,38.2296,39.7090,41.0003
Boat_2k,32,slow,64491.73,34.4940,37.7557,39.2492
Boat_2k,37,slow,36194.85,31.0198,36.5125,37.8691
Boat_2k,22,slower,178322.56,42.2017,42.7251,43.6384
Boat_2k,27,slower,109275.55,38.2358,39.7103,41.0069
Boat_2k,32,slower,64485.59,34.4995,37.7655,39.2478
Boat_2k,37,slower,36276.04,31.0300,36.5298,37.8908
Boat_2k,22,veryslow,178323.97,42.2017,42.7251,43.6384
Boat_2k,27,veryslow,109276.98,38.2358,39.7103,41.0069
Boat_2k,32,veryslow,64487.00,34.4995,37.7655,39.2478
Boat_2k,37,veryslow,36277.45,31.0300,36.5298,37.8908
Boat_2k,22,placebo,178311.22,42.2034,42.7405,43.6478
Boat_2k,27,placebo,109491.73,38.2370,39.7121,41.0100
Boat_2k,32,placebo,64567.25,34.5034,37.7671,39.2570
Boat_2k,37,placebo,36248.19,31.0240,36.5361,37.9028
FoodMarket_2k,22,ultrafast,98697.09,41.4159,44.6908,45.2470
FoodMarket_2k,27,ultrafast,44836.70,38.9598,42.8466,43.7718
FoodMarket_2k,32,ultrafast,23200.69,36.9026,41.4926,42.5112
FoodMarket_2k,37,ultrafast,12557.56,34.8164,40.4468,41.4157
FoodMarket_2k,22,superfast,96871.87,41.5957,44.7455,45.2678
FoodMarket_2k,27,superfast,43134.66,39.0952,42.8493,43.7193
FoodMarket_2k,32,superfast,22441.24,37.0801,41.4656,42.4255
FoodMarket_2k,37,superfast,12246.98,34.9917,40.4311,41.3215
FoodMarket_2k,22,veryfast,97006.86,41.6162,44.7578,45.2908
FoodMarket_2k,27,veryfast,43048.76,39.1304,42.8587,43.7343
FoodMarket_2k,32,veryfast,22462.95,37.1189,41.4723,42.4260
FoodMarket_2k,37,veryfast,12168.16,35.0054,40.4235,41.3133
FoodMarket_2k,22,faster,97006.86,41.6162,44.7578,45.2908
FoodMarket_2k,27,faster,43048.76,39.1304,42.8587,43.7343
FoodMarket_2k,32,faster,22462.95,37.1189,41.4723,42.4260
FoodMarket_2k,37,faster,12168.16,35.0054,40.4235,41.3133
FoodMarket_2k,22,fast,97008.28,41.6162,44.7578,45.2908
FoodMarket_2k,27,fast,43050.18,39.1304,42.8587,43.7343
FoodMarket_2k,32,fast,22464.37,37.1189,41.4723,42.4260
FoodMarket_2k,37,fast,12169.58,35.0054,40.4235,41.3133
FoodMarket_2k,22,medium,96907.73,41.6230,44.7585,45.2895
FoodMarket_2k,27,medium,43006.28,39.1341,42.8581,43.7393
FoodMarket_2k,32,medium,22370.44,37.1238,41.4734,42.4341
FoodMarket_2k,37,medium,12123.32,35.0076,40.4285,41.3197
FoodMarket_2k,22,slow,76702.36,41.0589,44.3344,44.9799
FoodMarket_2k,27,slow,36950.99,38.8610,42.4945,43.5084
FoodMarket_2k,32,slow,19625.76,36.8317,41.0773,42.0997
FoodMarket_2k,37,slow,10435.45,34.6399,39.9990,40.9528
