encoder,resolution,video_name,qp,preset,bpp,bitrate_kbps,psnr_y,psnr_u,psnr_v,psnr_yuv
x265,1080p,RushFieldCuts_2k,32,placebo,0.371890,23111.380000,35.728600,39.509400,40.913200,36.288937
x265,1080p,RushFieldCuts_2k,37,placebo,0.216012,13424.220000,32.606700,37.624900,39.258800,33.336094
x265,1080p,ToddlerFountain_2k,22,ultrafast,1.330841,82706.150000,41.208300,45.757200,43.543800,41.638575
x265,1080p,ToddlerFountain_2k,27,ultrafast,0.767317,47685.520000,37.538700,44.420200,41.732100,38.230881
x265,1080p,ToddlerFountain_2k,32,ultrafast,0.400310,24877.590000,34.215300,43.240500,40.502300,35.172312
x265,1080p,ToddlerFountain_2k,37,ultrafast,0.195464,12147.290000,31.467400,42.266600,39.644700,32.653431
x265,1080p,ToddlerFountain_2k,22,superfast,1.271637,79026.860000,41.806000,45.698600,43.610100,42.162044
x265,1080p,ToddlerFountain_2k,27,superfast,0.733222,45566.660000,38.031100,44.040900,41.599400,38.629731
x265,1080p,ToddlerFountain_2k,32,superfast,0.387804,24100.390000,34.650600,42.691200,40.244000,35.502725
x265,1080p,ToddlerFountain_2k,37,superfast,0.193019,11995.330000,31.783400,41.754200,39.398500,32.882519
x265,1080p,ToddlerFountain_2k,22,veryfast,1.271913,79044.030000,41.858600,45.731800,43.628700,42.211306
x265,1080p,ToddlerFountain_2k,27,veryfast,0.733005,45553.200000,38.107100,44.090900,41.624800,38.700944
x265,1080p,ToddlerFountain_2k,32,veryfast,0.388349,24134.270000,34.713300,42.778900,40.285300,35.565650
x265,1080p,ToddlerFountain_2k,37,veryfast,0.192971,11992.310000,31.816200,41.858400,39.448800,32.920875
x265,1080p,ToddlerFountain_2k,22,faster,1.271913,79044.030000,41.858600,45.731800,43.628700,42.211306
x265,1080p,ToddlerFountain_2k,27,faster,0.733005,45553.200000,38.107100,44.090900,41.624800,38.700944
x265,1080p,ToddlerFountain_2k,32,faster,0.388349,24134.270000,34.713300,42.778900,40.285300,35.565650
x265,1080p,ToddlerFountain_2k,37,faster,0.192971,11992.310000,31.816200,41.858400,39.448800,32.920875
x265,1080p,ToddlerFountain_2k,22,fast,1.271924,79044.730000,41.858600,45.731800,43.628700,42.211306
x265,1080p,ToddlerFountain_2k,27,fast,0.733017,45553.900000,38.107100,44.090900,41.624800,38.700944
x265,1080p,ToddlerFountain_2k,32,fast,0.388360,24134.960000,34.713300,42.778900,40.285300,35.565650
x265,1080p,ToddlerFountain_2k,37,fast,0.192982,11993.010000,31.816200,41.858400,39.448800,32.920875
x265,1080p,ToddlerFountain_2k,22,medium,1.271013,78988.110000,41.875600,45.722200,43.625500,42.225381
x265,1080p,ToddlerFountain_2k,27,medium,0.732875,45545.080000,38.117600,44.063200,41.617900,38.707969
x265,1080p,ToddlerFountain_2k,32,medium,0.387584,24086.710000,34.721000,42.758800,40.271200,35.570250
x265,1080p,ToddlerFountain_2k,37,medium,0.192829,11983.500000,31.818200,41.833700,39.430100,32.919913
x265,1080p,ToddlerFountain_2k,22,slow,1.188339,73850.240000,41.681100,45.447600,43.167900,42.009431
x265,1080p,ToddlerFountain_2k,27,slow,0.666048,41392.050000,37.776100,43.822000,41.225300,38.369544
x265,1080p,ToddlerFountain_2k,32,slow,0.337350,20964.910000,34.295300,42.507900,39.886800,35.158056
x265,1080p,ToddlerFountain_2k,37,slow,0.159831,9932.850000,31.344600,41.545200,39.080100,32.465606
x265,1080p,ToddlerFountain_2k,22,slower,1.183579,73554.450000,41.685900,45.468500,43.176400,42.015469
x265,1080p,ToddlerFountain_2k,27,slower,0.663330,41223.150000,37.784900,43.840100,41.232200,38.378806
x265,1080p,ToddlerFountain_2k,32,slower,0.338138,21013.870000,34.306300,42.523700,39.908800,35.170044
x265,1080p,ToddlerFountain_2k,37,slower,0.159600,9918.460000,31.363800,41.556900,39.098700,32.484300
x265,1080p,ToddlerFountain_2k,22,veryslow,1.183590,73555.140000,41.685900,45.468500,43.176400,42.015469
x265,1080p,ToddlerFountain_2k,27,veryslow,0.663341,41223.850000,37.784900,43.840100,41.232200,38.378806
x265,1080p,ToddlerFountain_2k,32,veryslow,0.338149,21014.560000,34.306300,42.523700,39.908800,35.170044
x265,1080p,ToddlerFountain_2k,37,veryslow,0.159611,9919.160000,31.363800,41.556900,39.098700,32.484300
x265,1080p,ToddlerFountain_2k,22,placebo,1.185214,73656.050000,41.693100,45.473800,43.191900,42.023069
x265,1080p,ToddlerFountain_2k,27,placebo,0.664091,41270.480000,37.789900,43.839800,41.240000,38.383650
x265,1080p,ToddlerFountain_2k,32,placebo,0.336846,20933.590000,34.305600,42.526900,39.910400,35.169731
x265,1080p,ToddlerFountain_2k,37,placebo,0.160223,9957.210000,31.356200,41.570300,39.095700,32.478300
x265,1080p,TreesAndGrass_2k,22,ultrafast,2.660918,165530.410000,40.642600,43.409100,45.464300,41.116862
x265,1080p,TreesAndGrass_2k,27,ultrafast,1.839626,114439.450000,36.279200,40.374000,43.256500,36.971206
x265,1080p,TreesAndGrass_2k,32,ultrafast,1.173661,73011.120000,32.010300,38.119500,41.656300,32.995000
x265,1080p,TreesAndGrass_2k,37,ultrafast,0.678538,42210.480000,28.187400,36.480800,40.497700,29.475131
x265,1080p,TreesAndGrass_2k,22,superfast,2.552732,158800.330000,41.375700,43.519700,45.441800,41.763831
x265,1080p,TreesAndGrass_2k,27,superfast,1.768202,109996.330000,36.850700,40.376000,43.119200,37.462812
x265,1080p,TreesAndGrass_2k,32,superfast,1.137766,70778.160000,32.475800,38.000700,41.380400,33.377644
x265,1080p,TreesAndGrass_2k,37,superfast,0.665424,41394.720000,28.543800,36.301800,40.131900,29.752931
x265,1080p,TreesAndGrass_2k,22,veryfast,2.555482,158971.450000,41.424400,43.546400,45.478400,41.810400
x265,1080p,TreesAndGrass_2k,27,veryfast,1.770579,110144.160000,36.907300,40.398700,43.160800,37.516356
x265,1080p,TreesAndGrass_2k,32,veryfast,1.138947,70851.610000,32.539300,38.008200,41.414600,33.435812
x265,1080p,TreesAndGrass_2k,37,veryfast,0.666416,41456.400000,28.607700,36.307600,40.173900,29.811831
x265,1080p,TreesAndGrass_2k,22,faster,2.555482,158971.450000,41.424400,43.546400,45.478400,41.810400
x265,1080p,TreesAndGrass_2k,27,faster,1.770579,110144.160000,36.907300,40.398700,43.160800,37.516356
x265,1080p,TreesAndGrass_2k,32,faster,1.138947,70851.610000,32.539300,38.008200,41.414600,33.435812
x265,1080p,TreesAndGrass_2k,37,faster,0.666416,41456.400000,28.607700,36.307600,40.173900,29.811831
x265,1080p,TreesAndGrass_2k,22,fast,2.555494,158972.170000,41.424400,43.546400,45.478400,41.810400
x265,1080p,TreesAndGrass_2k,27,fast,1.770590,110144.880000,36.907300,40.398700,43.160800,37.516356
x265,1080p,TreesAndGrass_2k,32,fast,1.138958,70852.330000,32.539300,38.008200,41.414600,33.435812
x265,1080p,TreesAndGrass_2k,37,fast,0.666427,41457.120000,28.607700,36.307600,40.173900,29.811831
x265,1080p,TreesAndGrass_2k,22,medium,2.557990,159127.440000,41.467100,43.536400,45.464000,41.846238
x265,1080p,TreesAndGrass_2k,27,medium,1.771671,110212.090000,36.933600,40.386700,43.148600,37.537856
x265,1080p,TreesAndGrass_2k,32,medium,1.139718,70899.600000,32.555200,37.997400,41.399800,33.448125
x265,1080p,TreesAndGrass_2k,37,medium,0.665999,41430.480000,28.613700,36.296100,40.158300,29.815388
x265,1080p,TreesAndGrass_2k,22,slow,2.489479,154865.520000,41.507500,43.175500,45.169300,41.840613
x265,1080p,TreesAndGrass_2k,27,slow,1.709633,106352.880000,36.894000,39.892900,42.811800,37.451294
x265,1080p,TreesAndGrass_2k,32,slow,1.080756,67231.690000,32.403100,37.395000,41.072100,33.256906
x265,1080p,TreesAndGrass_2k,37,slow,0.604363,37596.240000,28.285200,35.673700,39.876600,29.471444
x265,1080p,TreesAndGrass_2k,22,slower,2.489310,154854.970000,41.540900,43.158300,45.194000,41.870306
x265,1080p,TreesAndGrass_2k,27,slower,1.708804,106301.290000,36.914500,39.883400,42.857600,37.471500
x265,1080p,TreesAndGrass_2k,32,slower,1.080536,67218.000000,32.413500,37.417400,41.133300,33.271231
x265,1080p,TreesAndGrass_2k,37,slower,0.604718,37618.320000,28.294600,35.712300,39.943600,29.486269
x265,1080p,TreesAndGrass_2k,22,veryslow,2.489321,154855.690000,41.540900,43.158300,45.194000,41.870306
x265,1080p,TreesAndGrass_2k,27,veryslow,1.708816,106302.010000,36.914500,39.883400,42.857600,37.471500
x265,1080p,TreesAndGrass_2k,32,veryslow,1.080548,67218.720000,32.413500,37.417400,41.133300,33.271231
x265,1080p,TreesAndGrass_2k,37,veryslow,0.604730,37619.040000,28.294600,35.712300,39.943600,29.486269
x265,1080p,TreesAndGrass_2k,22,placebo,2.491096,154966.080000,41.545700,43.164200,45.196700,41.875044
x265,1080p,TreesAndGrass_2k,27,placebo,1.710201,106388.160000,36.913500,39.886400,42.866500,37.471369
x265,1080p,TreesAndGrass_2k,32,placebo,1.080506,67216.090000,32.411800,37.421000,41.151700,33.271119
x265,1080p,TreesAndGrass_2k,37,placebo,0.604302,37592.400000,28.290400,35.724800,39.944400,29.483425
x265,1080p,Aerial3200_2k,22,ultrafast,1.377838,171253.880000,41.704500,43.517100,43.334900,41.919688
x265,1080p,Aerial3200_2k,27,ultrafast,0.756200,93989.360000,38.344800,41.257400,41.447900,38.720781
x265,1080p,Aerial3200_2k,32,ultrafast,0.380781,47327.910000,35.249100,39.708100,40.197700,35.837075
x265,1080p,Aerial3200_2k,37,ultrafast,0.184271,22903.330000,32.593900,38.612600,39.249700,33.386056
x265,1080p,Aerial3200_2k,22,superfast,1.351730,168008.880000,41.993500,43.611300,43.449100,42.185588
x265,1080p,Aerial3200_2k,27,superfast,0.738454,91783.710000,38.592800,41.245200,41.467300,38.938231
x265,1080p,Aerial3200_2k,32,superfast,0.373577,46432.530000,35.503900,39.589400,40.097200,36.046325
x265,1080p,Aerial3200_2k,37,superfast,0.182630,22699.430000,32.802100,38.479100,39.131600,33.552506
x265,1080p,Aerial3200_2k,22,veryfast,1.352555,168111.310000,42.015600,43.629500,43.472400,42.207519
x265,1080p,Aerial3200_2k,27,veryfast,0.738819,91829.020000,38.641200,41.259000,41.480900,38.982294
x265,1080p,Aerial3200_2k,32,veryfast,0.373190,46384.390000,35.550200,39.588300,40.101700,36.087050
x265,1080p,Aerial3200_2k,37,veryfast,0.182482,22681.020000,32.821900,38.475600,39.134300,33.569781
x265,1080p,Aerial3200_2k,22,faster,1.352555,168111.310000,42.015600,43.629500,43.472400,42.207519
x265,1080p,Aerial3200_2k,27,faster,0.738819,91829.020000,38.641200,41.259000,41.480900,38.982294
x265,1080p,Aerial3200_2k,32,faster,0.373190,46384.390000,35.550200,39.588300,40.101700,36.087050
x265,1080p,Aerial3200_2k,37,faster,0.182482,22681.020000,32.821900,38.475600,39.134300,33.569781
x265,1080p,Aerial3200_2k,22,fast,1.352566,168112.720000,42.015600,43.629500,43.472400,42.207519
x265,1080p,Aerial3200_2k,27,fast,0.738830,91830.440000,38.641200,41.259000,41.480900,38.982294
x265,1080p,Aerial3200_2k,32,fast,0.373201,46385.800000,35.550200,39.588300,40.101700,36.087050
x265,1080p,Aerial3200_2k,37,fast,0.182494,22682.430000,32.821900,38.475600,39.134300,33.569781
x265,1080p,Aerial3200_2k,22,medium,1.352049,168048.520000,42.027400,43.626100,43.473200,42.217681
x265,1080p,Aerial3200_2k,27,medium,0.738674,91811.090000,38.647000,41.258600,41.481500,38.987381
x265,1080p,Aerial3200_2k,32,medium,0.373372,46407.040000,35.556800,39.587100,40.100300,36.092662
x265,1080p,Aerial3200_2k,37,medium,0.182015,22622.960000,32.824500,38.485200,39.139500,33.572981
x265,1080p,Aerial3200_2k,22,slow,1.241344,154288.780000,41.820300,43.165200,42.997300,41.977919
x265,1080p,Aerial3200_2k,27,slow,0.651890,81024.470000,38.307700,40.773300,41.138500,38.638725
x265,1080p,Aerial3200_2k,32,slow,0.320078,39782.990000,35.166300,39.161600,39.810700,35.706281
x265,1080p,Aerial3200_2k,37,slow,0.150879,18753.030000,32.385700,38.121100,38.859600,33.148781
x265,1080p,Aerial3200_2k,22,slower,1.241542,154313.330000,41.829400,43.164900,43.003200,41.986231
x265,1080p,Aerial3200_2k,27,slower,0.650952,80907.880000,38.313600,40.782900,41.145700,38.644938
x265,1080p,Aerial3200_2k,32,slower,0.319675,39732.960000,35.178900,39.172900,39.825600,35.718944
x265,1080p,Aerial3200_2k,37,slower,0.150754,18737.460000,32.404800,38.132800,38.865700,33.166606
x265,1080p,Aerial3200_2k,22,veryslow,1.241553,154314.750000,41.829400,43.164900,43.003200,41.986231
x265,1080p,Aerial3200_2k,27,veryslow,0.650963,80909.300000,38.313600,40.782900,41.145700,38.644938
x265,1080p,Aerial3200_2k,32,veryslow,0.319686,39734.380000,35.178900,39.172900,39.825600,35.718944
x265,1080p,Aerial3200_2k,37,veryslow,0.150765,18738.870000,32.404800,38.132800,38.865700,33.166606
x265,1080p,Aerial3200_2k,22,placebo,1.242293,154406.780000,41.829100,43.172700,43.005900,41.986625
x265,1080p,Aerial3200_2k,27,placebo,0.652076,81047.600000,38.312600,40.788500,41.149700,38.644663
x265,1080p,Aerial3200_2k,32,placebo,0.319102,39661.690000,35.172500,39.182900,39.829800,35.714231
x265,1080p,Aerial3200_2k,37,placebo,0.151099,18780.410000,32.393500,38.144500,38.868600,33.157631
x265,1080p,CrowdRun_1080p50,22,ultrafast,2.090494,216742.410000,40.466700,41.138300,41.572200,40.577769
x265,1080p,CrowdRun_1080p50,27,ultrafast,1.242897,128863.610000,36.693300,38.130600,38.765800,36.912662
x265,1080p,CrowdRun_1080p50,32,ultrafast,0.716134,74248.800000,33.189700,36.156800,36.871100,33.605231
x265,1080p,CrowdRun_1080p50,37,ultrafast,0.396790,41139.200000,30.032100,34.847900,35.539900,30.677325
x265,1080p,CrowdRun_1080p50,22,superfast,1.977516,205028.810000,40.936900,41.449300,41.878200,41.027756
x265,1080p,CrowdRun_1080p50,27,superfast,1.160478,120318.410000,37.138700,38.420700,39.014300,37.336050
x265,1080p,CrowdRun_1080p50,32,superfast,0.671752,69647.200000,33.697200,36.305700,36.977200,34.065231
x265,1080p,CrowdRun_1080p50,37,superfast,0.378264,39218.400000,30.538300,34.836000,35.481900,31.115881
x265,1080p,CrowdRun_1080p50,22,veryfast,1.979877,205273.610000,40.959500,41.471100,41.904900,41.050562
x265,1080p,CrowdRun_1080p50,27,veryfast,1.163503,120632.010000,37.196600,38.479600,39.071200,37.393950
x265,1080p,CrowdRun_1080p50,32,veryfast,0.671597,69631.200000,33.765300,36.344600,37.021300,34.130006
x265,1080p,CrowdRun_1080p50,37,veryfast,0.378302,39222.400000,30.594600,34.850600,35.510500,31.167844
x265,1080p,CrowdRun_1080p50,22,faster,1.979877,205273.610000,40.959500,41.471100,41.904900,41.050562
x265,1080p,CrowdRun_1080p50,27,faster,1.163503,120632.010000,37.196600,38.479600,39.071200,37.393950
x265,1080p,CrowdRun_1080p50,32,faster,0.671597,69631.200000,33.765300,36.344600,37.021300,34.130006
x265,1080p,CrowdRun_1080p50,37,faster,0.378302,39222.400000,30.594600,34.850600,35.510500,31.167844
x265,1080p,CrowdRun_1080p50,22,fast,1.979888,205274.810000,40.959500,41.471100,41.904900,41.050562
x265,1080p,CrowdRun_1080p50,27,fast,1.163515,120633.200000,37.196600,38.479600,39.071200,37.393950
x265,1080p,CrowdRun_1080p50,32,fast,0.671609,69632.410000,33.765300,36.344600,37.021300,34.130006
x265,1080p,CrowdRun_1080p50,37,fast,0.378314,39223.600000,30.594600,34.850600,35.510500,31.167844
x265,1080p,CrowdRun_1080p50,22,medium,1.978916,205174.000000,40.977300,41.472200,41.907300,41.066356
x265,1080p,CrowdRun_1080p50,27,medium,1.163013,120581.200000,37.207600,38.480100,39.071600,37.403631
x265,1080p,CrowdRun_1080p50,32,medium,0.671659,69637.600000,33.775800,36.343800,37.017100,34.138881
x265,1080p,CrowdRun_1080p50,37,medium,0.377967,39187.600000,30.603600,34.845100,35.501500,31.174813
x265,1080p,CrowdRun_1080p50,22,slow,1.832782,190022.810000,40.724600,41.121100,41.583600,40.803069
x265,1080p,CrowdRun_1080p50,27,slow,1.064676,110385.610000,36.969400,37.992800,38.641200,37.137850
x265,1080p,CrowdRun_1080p50,32,slow,0.602998,62518.800000,33.457300,35.797100,36.528400,33.795481
x265,1080p,CrowdRun_1080p50,37,slow,0.330471,34263.200000,30.205200,34.328600,35.010900,30.763269
x265,1080p,CrowdRun_1080p50,22,slower,1.830957,189833.610000,40.734600,41.126100,41.591800,40.812644
x265,1080p,CrowdRun_1080p50,27,slower,1.063874,110302.410000,36.977100,38.007400,38.659000,37.146612
x265,1080p,CrowdRun_1080p50,32,slower,0.601790,62393.600000,33.465400,35.821200,36.554800,33.805725
x265,1080p,CrowdRun_1080p50,37,slower,0.330559,34272.400000,30.217500,34.368200,35.048100,30.778831
x265,1080p,CrowdRun_1080p50,22,veryslow,1.830968,189834.810000,40.734600,41.126100,41.591800,40.812644
x265,1080p,CrowdRun_1080p50,27,veryslow,1.063885,110303.600000,36.977100,38.007400,38.659000,37.146612
x265,1080p,CrowdRun_1080p50,32,veryslow,0.601802,62394.800000,33.465400,35.821200,36.554800,33.805725
x265,1080p,CrowdRun_1080p50,37,veryslow,0.330571,34273.600000,30.217500,34.368200,35.048100,30.778831
x265,1080p,CrowdRun_1080p50,22,placebo,1.834803,190232.410000,40.738500,41.169000,41.634200,40.821388
x265,1080p,CrowdRun_1080p50,27,placebo,1.065992,110522.010000,36.980700,38.037700,38.677900,37.152837
x265,1080p,CrowdRun_1080p50,32,placebo,0.601022,62314.000000,33.467700,35.826800,36.555600,33.808138
x265,1080p,CrowdRun_1080p50,37,placebo,0.329576,34170.400000,30.214800,34.366600,35.040800,30.775913
x265,1080p,DinnerSceneCropped_2k,22,ultrafast,0.745575,46334.350000,40.707900,42.982900,47.030200,41.245231
x265,1080p,DinnerSceneCropped_2k,27,ultrafast,0.192489,11962.380000,38.077500,41.045500,45.741500,38.742000
x265,1080p,DinnerSceneCropped_2k,32,ultrafast,0.043712,2716.490000,37.211900,40.094800,45.024900,37.880394
x265,1080p,DinnerSceneCropped_2k,37,ultrafast,0.026587,1652.300000,36.793400,39.705800,44.402600,37.451000
x265,1080p,DinnerSceneCropped_2k,22,superfast,0.768567,47763.230000,40.927400,43.035600,47.033700,41.440806
x265,1080p,DinnerSceneCropped_2k,27,superfast,0.192579,11967.950000,38.099900,41.037600,45.703100,38.758706
x265,1080p,DinnerSceneCropped_2k,32,superfast,0.043413,2697.930000,37.239200,40.110800,45.033700,37.905831
x265,1080p,DinnerSceneCropped_2k,37,superfast,0.026726,1660.890000,36.825900,39.733400,44.442100,37.483631
x265,1080p,DinnerSceneCropped_2k,22,veryfast,0.770893,47907.770000,40.986100,43.029900,47.032700,41.491750
x265,1080p,DinnerSceneCropped_2k,27,veryfast,0.192952,11991.150000,38.113700,41.031000,45.693400,38.769762
x265,1080p,DinnerSceneCropped_2k,32,veryfast,0.042860,2663.590000,37.244600,40.112500,45.037400,37.910894
x265,1080p,DinnerSceneCropped_2k,37,veryfast,0.026087,1621.220000,36.824500,39.732300,44.461800,37.483569
x265,1080p,DinnerSceneCropped_2k,22,faster,0.770893,47907.770000,40.986100,43.029900,47.032700,41.491750
x265,1080p,DinnerSceneCropped_2k,27,faster,0.192952,11991.150000,38.113700,41.031000,45.693400,38.769762
x265,1080p,DinnerSceneCropped_2k,32,faster,0.042860,2663.590000,37.244600,40.112500,45.037400,37.910894
x265,1080p,DinnerSceneCropped_2k,37,faster,0.026087,1621.220000,36.824500,39.732300,44.461800,37.483569
x265,1080p,DinnerSceneCropped_2k,22,fast,0.770904,47908.470000,40.986100,43.029900,47.032700,41.491750
x265,1080p,DinnerSceneCropped_2k,27,fast,0.192963,11991.850000,38.113700,41.031000,45.693400,38.769762
x265,1080p,DinnerSceneCropped_2k,32,fast,0.042872,2664.290000,37.244600,40.112500,45.037400,37.910894
x265,1080p,DinnerSceneCropped_2k,37,fast,0.026098,1621.910000,36.824500,39.732300,44.461800,37.483569
x265,1080p,DinnerSceneCropped_2k,22,medium,0.769198,47802.440000,40.990300,43.026000,47.030800,41.495062
x265,1080p,DinnerSceneCropped_2k,27,medium,0.192474,11961.460000,38.116900,41.044500,45.713800,38.774681
x265,1080p,DinnerSceneCropped_2k,32,medium,0.042961,2669.860000,37.245800,40.112500,45.027300,37.911312
x265,1080p,DinnerSceneCropped_2k,37,medium,0.026042,1618.430000,36.827800,39.730600,44.435400,37.484700
x265,1080p,DinnerSceneCropped_2k,22,slow,0.605212,37611.380000,40.430400,42.502300,46.700300,40.951762
x265,1080p,DinnerSceneCropped_2k,27,slow,0.077877,4839.750000,37.585600,40.570600,45.604700,38.273356
x265,1080p,DinnerSceneCropped_2k,32,slow,0.034177,2123.960000,37.178800,39.918600,44.899300,37.832569
x265,1080p,DinnerSceneCropped_2k,37,slow,0.023579,1465.310000,36.727300,39.579100,44.185000,37.371644
x265,1080p,DinnerSceneCropped_2k,22,slower,0.610326,37929.220000,40.456700,42.481600,46.727300,40.975169
x265,1080p,DinnerSceneCropped_2k,27,slower,0.077739,4831.170000,37.591200,40.579300,45.606200,38.278894
x265,1080p,DinnerSceneCropped_2k,32,slower,0.034741,2158.990000,37.182400,39.923900,44.904900,37.836400
x265,1080p,DinnerSceneCropped_2k,37,slower,0.023665,1470.650000,36.735300,39.587700,44.225200,37.381694
x265,1080p,DinnerSceneCropped_2k,22,veryslow,0.610338,37929.910000,40.456700,42.481600,46.727300,40.975169
x265,1080p,DinnerSceneCropped_2k,27,veryslow,0.077750,4831.860000,37.591200,40.579300,45.606200,38.278894
x265,1080p,DinnerSceneCropped_2k,32,veryslow,0.034752,2159.690000,37.182400,39.923900,44.904900,37.836400
x265,1080p,DinnerSceneCropped_2k,37,veryslow,0.023676,1471.340000,36.735300,39.587700,44.225200,37.381694
x265,1080p,DinnerSceneCropped_2k,22,placebo,0.613384,38119.230000,40.471600,42.480200,46.736700,40.988706
x265,1080p,DinnerSceneCropped_2k,27,placebo,0.079513,4941.370000,37.590200,40.577800,45.608900,38.278094
x265,1080p,DinnerSceneCropped_2k,32,placebo,0.034379,2136.490000,37.181400,39.922600,44.902700,37.835306
x265,1080p,DinnerSceneCropped_2k,37,placebo,0.023747,1475.750000,36.732100,39.588400,44.233200,37.379438
x265,1080p,Motorcycle_2k,22,ultrafast,1.560664,97085.770000,42.224700,44.890200,45.623400,42.603713
x265,1080p,Motorcycle_2k,27,ultrafast,1.020548,63486.240000,38.243800,41.910400,42.961400,38.767812
x265,1080p,Motorcycle_2k,32,ultrafast,0.626115,38949.360000,34.360900,39.550400,40.846500,35.090594
x265,1080p,Motorcycle_2k,37,ultrafast,0.358395,22295.040000,30.864500,37.748900,39.209700,31.816350
x265,1080p,Motorcycle_2k,22,superfast,1.332608,82898.880000,43.684800,45.213700,45.842400,43.915206
x265,1080p,Motorcycle_2k,27,superfast,0.883735,54975.360000,39.627800,41.969100,42.919700,39.979875
x265,1080p,Motorcycle_2k,32,superfast,0.559610,34812.240000,35.565900,39.338700,40.527400,36.111794
x265,1080p,Motorcycle_2k,37,superfast,0.333835,20767.200000,31.803500,37.395500,38.760300,32.587800
x265,1080p,Motorcycle_2k,22,veryfast,1.331890,82854.240000,43.777000,45.300400,45.926700,44.006569
x265,1080p,Motorcycle_2k,27,veryfast,0.884572,55027.440000,39.756800,42.069600,43.021200,40.105375
x265,1080p,Motorcycle_2k,32,veryfast,0.559174,34785.120000,35.701200,39.406300,40.599200,36.238894
x265,1080p,Motorcycle_2k,37,veryfast,0.333418,20741.280000,31.914200,37.431500,38.791200,32.688844
x265,1080p,Motorcycle_2k,22,faster,1.331890,82854.240000,43.777000,45.300400,45.926700,44.006569
x265,1080p,Motorcycle_2k,27,faster,0.884572,55027.440000,39.756800,42.069600,43.021200,40.105375
x265,1080p,Motorcycle_2k,32,faster,0.559174,34785.120000,35.701200,39.406300,40.599200,36.238894
x265,1080p,Motorcycle_2k,37,faster,0.333418,20741.280000,31.914200,37.431500,38.791200,32.688844
x265,1080p,Motorcycle_2k,22,fast,1.331902,82854.960000,43.777000,45.300400,45.926700,44.006569
x265,1080p,Motorcycle_2k,27,fast,0.884583,55028.160000,39.756800,42.069600,43.021200,40.105375
x265,1080p,Motorcycle_2k,32,fast,0.559186,34785.840000,35.701200,39.406300,40.599200,36.238894
x265,1080p,Motorcycle_2k,37,fast,0.333430,20742.000000,31.914200,37.431500,38.791200,32.688844
x265,1080p,Motorcycle_2k,22,medium,1.331508,82830.480000,43.793700,45.300100,45.926300,44.021138
x265,1080p,Motorcycle_2k,27,medium,0.883040,54932.160000,39.774600,42.061300,43.013000,40.119919
x265,1080p,Motorcycle_2k,32,medium,0.559676,34816.320000,35.718600,39.389000,40.587700,36.252319
x265,1080p,Motorcycle_2k,37,medium,0.333090,20720.880000,31.926500,37.406800,38.776700,32.697156
x265,1080p,Motorcycle_2k,22,slow,1.271991,79128.000000,43.692800,44.993700,45.636000,43.895556
x265,1080p,Motorcycle_2k,27,slow,0.836609,52043.760000,39.579500,41.565100,42.599600,39.892356
x265,1080p,Motorcycle_2k,32,slow,0.519279,32303.280000,35.402800,38.774600,40.170400,35.911512
x265,1080p,Motorcycle_2k,37,slow,0.298187,18549.600000,31.470500,36.756500,38.395500,32.233688
x265,1080p,Motorcycle_2k,22,slower,1.268696,78923.040000,43.696800,45.006800,45.654400,43.901025
x265,1080p,Motorcycle_2k,27,slower,0.833368,51842.160000,39.588600,41.596100,42.640700,39.904825
x265,1080p,Motorcycle_2k,32,slower,0.517658,32202.480000,35.418500,38.822300,40.233800,35.932194
x265,1080p,Motorcycle_2k,37,slower,0.296917,18470.640000,31.492600,36.833100,38.469100,32.262412
x265,1080p,Motorcycle_2k,22,veryslow,1.268708,78923.770000,43.696800,45.006800,45.654400,43.901025
x265,1080p,Motorcycle_2k,27,veryslow,0.833380,51842.880000,39.588600,41.596100,42.640700,39.904825
x265,1080p,Motorcycle_2k,32,veryslow,0.517670,32203.200000,35.418500,38.822300,40.233800,35.932194
x265,1080p,Motorcycle_2k,37,veryslow,0.296929,18471.360000,31.492600,36.833100,38.469100,32.262412
x265,1080p,Motorcycle_2k,22,placebo,1.269525,78974.640000,43.716800,45.022900,45.660400,43.919906
x265,1080p,Motorcycle_2k,27,placebo,0.834931,51939.360000,39.611500,41.610400,42.648800,39.926263
x265,1080p,Motorcycle_2k,32,placebo,0.518661,32264.880000,35.438400,38.824800,40.237800,35.950012
x265,1080p,Motorcycle_2k,37,placebo,0.297323,18495.840000,31.496000,36.837600,38.481900,32.266469
x265,1080p,MountainBike_2k,22,ultrafast,1.415031,88026.250000,42.259700,46.488500,46.280300,42.775288
x265,1080p,MountainBike_2k,27,ultrafast,0.911694,56714.640000,38.499700,43.832900,43.611600,39.152519
x265,1080p,MountainBike_2k,32,ultrafast,0.547847,34080.480000,34.933400,41.649800,41.406000,35.757712
x265,1080p,MountainBike_2k,37,ultrafast,0.309205,19235.040000,31.740700,39.938000,39.656000,32.747737
x265,1080p,MountainBike_2k,22,superfast,1.286478,80029.200000,43.559300,46.606000,46.362800,43.924937
x265,1080p,MountainBike_2k,27,superfast,0.847967,52750.320000,39.625100,43.679400,43.400500,40.114456
x265,1080p,MountainBike_2k,32,superfast,0.521582,32446.560000,35.822800,41.275200,40.935400,36.483112
x265,1080p,MountainBike_2k,37,superfast,0.301682,18767.040000,32.393700,39.544800,39.196400,33.265813
x265,1080p,MountainBike_2k,22,veryfast,1.285498,79968.240000,43.666900,46.706700,46.446300,44.030600
