encoder,resolution,video_name,qp,preset,bpp,bitrate_kbps,psnr_y,psnr_u,psnr_v,psnr_yuv
x265,1080p,TunnelFlag_2k,22,superfast,0.762663,94792.710000,42.849500,45.409200,46.698300,43.250031
x265,1080p,TunnelFlag_2k,27,superfast,0.449406,55857.430000,39.832500,42.617800,44.051600,40.270275
x265,1080p,TunnelFlag_2k,32,superfast,0.259321,32231.460000,36.872700,40.320100,41.779900,37.394863
x265,1080p,TunnelFlag_2k,37,superfast,0.154396,19190.110000,34.088500,38.736000,40.142100,34.757319
x265,1080p,TunnelFlag_2k,22,veryfast,0.762409,94761.090000,42.931400,45.506600,46.843500,43.336856
x265,1080p,TunnelFlag_2k,27,veryfast,0.447610,55634.170000,39.953400,42.691200,44.163200,40.387625
x265,1080p,TunnelFlag_2k,32,veryfast,0.258508,32130.460000,37.006500,40.381400,41.849300,37.520106
x265,1080p,TunnelFlag_2k,37,veryfast,0.153955,19135.350000,34.199000,38.761500,40.150700,34.856137
x265,1080p,TunnelFlag_2k,22,faster,0.762409,94761.090000,42.931400,45.506600,46.843500,43.336856
x265,1080p,TunnelFlag_2k,27,faster,0.447610,55634.170000,39.953400,42.691200,44.163200,40.387625
x265,1080p,TunnelFlag_2k,32,faster,0.258508,32130.460000,37.006500,40.381400,41.849300,37.520106
x265,1080p,TunnelFlag_2k,37,faster,0.153955,19135.350000,34.199000,38.761500,40.150700,34.856137
x265,1080p,TunnelFlag_2k,22,fast,0.762420,94762.500000,42.931400,45.506600,46.843500,43.336856
x265,1080p,TunnelFlag_2k,27,fast,0.447621,55635.590000,39.953400,42.691200,44.163200,40.387625
x265,1080p,TunnelFlag_2k,32,fast,0.258520,32131.870000,37.006500,40.381400,41.849300,37.520106
x265,1080p,TunnelFlag_2k,37,fast,0.153967,19136.770000,34.199000,38.761500,40.150700,34.856137
x265,1080p,TunnelFlag_2k,22,medium,0.762713,94798.850000,42.934300,45.505900,46.846100,43.339512
x265,1080p,TunnelFlag_2k,27,medium,0.447655,55639.840000,39.954700,42.691300,44.161100,40.388638
x265,1080p,TunnelFlag_2k,32,medium,0.258808,32167.740000,37.000600,40.359800,41.839700,37.512994
x265,1080p,TunnelFlag_2k,37,medium,0.153575,19088.150000,34.202000,38.745000,40.142500,34.857219
x265,1080p,TunnelFlag_2k,22,slow,0.691608,85961.110000,42.627400,44.930500,46.386100,43.006263
x265,1080p,TunnelFlag_2k,27,slow,0.396263,49252.260000,39.548500,41.973600,43.608300,39.953806
x265,1080p,TunnelFlag_2k,32,slow,0.226176,28111.850000,36.587100,39.613500,41.283300,37.069762
x265,1080p,TunnelFlag_2k,37,slow,0.135682,16864.090000,33.743900,38.126400,39.605100,34.384131
x265,1080p,TunnelFlag_2k,22,slower,0.688953,85631.190000,42.623900,44.934900,46.392500,43.003875
x265,1080p,TunnelFlag_2k,27,slower,0.393461,48903.930000,39.544200,42.002300,43.631100,39.953262
x265,1080p,TunnelFlag_2k,32,slower,0.224293,27877.740000,36.590800,39.668200,41.348200,37.080475
x265,1080p,TunnelFlag_2k,37,slower,0.134633,16733.820000,33.759700,38.185900,39.661400,34.405194
x265,1080p,TunnelFlag_2k,22,veryslow,0.688965,85632.600000,42.623900,44.934900,46.392500,43.003875
x265,1080p,TunnelFlag_2k,27,veryslow,0.393472,48905.340000,39.544200,42.002300,43.631100,39.953262
x265,1080p,TunnelFlag_2k,32,veryslow,0.224304,27879.150000,36.590800,39.668200,41.348200,37.080475
x265,1080p,TunnelFlag_2k,37,veryslow,0.134645,16735.230000,33.759700,38.185900,39.661400,34.405194
x265,1080p,TunnelFlag_2k,22,placebo,0.690643,85841.230000,42.630500,44.944000,46.402900,43.010869
x265,1080p,TunnelFlag_2k,27,placebo,0.394000,48970.950000,39.548600,41.994700,43.634100,39.956825
x265,1080p,TunnelFlag_2k,32,placebo,0.224016,27843.280000,36.589400,39.665500,41.348900,37.079125
x265,1080p,TunnelFlag_2k,37,placebo,0.136016,16905.620000,33.750600,38.172300,39.658900,34.396225
x265,1080p,Vertical_bees_2k,22,ultrafast,0.525449,32654.470000,45.339900,48.089800,49.205400,45.753362
x265,1080p,Vertical_bees_2k,27,ultrafast,0.333595,20731.520000,42.460800,45.466600,46.943900,42.928856
x265,1080p,Vertical_bees_2k,32,ultrafast,0.209706,13032.370000,39.335700,42.971800,44.837900,39.906844
x265,1080p,Vertical_bees_2k,37,ultrafast,0.131747,8187.510000,36.235600,40.874000,43.131000,36.956462
x265,1080p,Vertical_bees_2k,22,superfast,0.497619,30924.910000,45.709600,47.909600,49.155700,46.062481
x265,1080p,Vertical_bees_2k,27,superfast,0.312727,19434.640000,42.814900,45.142600,46.789000,43.208762
x265,1080p,Vertical_bees_2k,32,superfast,0.197372,12265.840000,39.736600,42.498500,44.551000,40.210119
x265,1080p,Vertical_bees_2k,37,superfast,0.125602,7805.640000,36.626700,40.382800,42.805500,37.247631
x265,1080p,Vertical_bees_2k,22,veryfast,0.497223,30900.310000,45.792300,47.982100,49.253800,46.145506
x265,1080p,Vertical_bees_2k,27,veryfast,0.312499,19420.490000,42.925800,45.196400,46.872700,43.314394
x265,1080p,Vertical_bees_2k,32,veryfast,0.196629,12219.670000,39.841100,42.537300,44.606100,40.307425
x265,1080p,Vertical_bees_2k,37,veryfast,0.124351,7727.920000,36.708700,40.398200,42.832600,37.322037
x265,1080p,Vertical_bees_2k,22,faster,0.497223,30900.310000,45.792300,47.982100,49.253800,46.145506
x265,1080p,Vertical_bees_2k,27,faster,0.312499,19420.490000,42.925800,45.196400,46.872700,43.314394
x265,1080p,Vertical_bees_2k,32,faster,0.196629,12219.670000,39.841100,42.537300,44.606100,40.307425
x265,1080p,Vertical_bees_2k,37,faster,0.124351,7727.920000,36.708700,40.398200,42.832600,37.322037
x265,1080p,Vertical_bees_2k,22,fast,0.497234,30901.010000,45.792300,47.982100,49.253800,46.145506
x265,1080p,Vertical_bees_2k,27,fast,0.312510,19421.190000,42.925800,45.196400,46.872700,43.314394
x265,1080p,Vertical_bees_2k,32,fast,0.196640,12220.370000,39.841100,42.537300,44.606100,40.307425
x265,1080p,Vertical_bees_2k,37,fast,0.124363,7728.620000,36.708700,40.398200,42.832600,37.322037
x265,1080p,Vertical_bees_2k,22,medium,0.496667,30865.750000,45.805500,47.976800,49.251400,46.156575
x265,1080p,Vertical_bees_2k,27,medium,0.311259,19343.460000,42.933400,45.195500,46.861900,43.320312
x265,1080p,Vertical_bees_2k,32,medium,0.195957,12177.910000,39.850700,42.530800,44.605700,40.315394
x265,1080p,Vertical_bees_2k,37,medium,0.123885,7698.920000,36.715600,40.386800,42.818900,37.326506
x265,1080p,Vertical_bees_2k,22,slow,0.463498,28804.430000,45.642500,47.750800,49.063600,45.988087
x265,1080p,Vertical_bees_2k,27,slow,0.290428,18048.900000,42.697200,44.858700,46.629200,43.078044
x265,1080p,Vertical_bees_2k,32,slow,0.181387,11272.420000,39.540800,42.053900,44.329700,39.997175
x265,1080p,Vertical_bees_2k,37,slow,0.113096,7028.440000,36.301300,39.811700,42.565300,36.912200
x265,1080p,Vertical_bees_2k,22,slower,0.462236,28726.010000,45.650100,47.736600,49.063800,45.993862
x265,1080p,Vertical_bees_2k,27,slower,0.289447,17987.890000,42.701500,44.856500,46.640600,43.082381
x265,1080p,Vertical_bees_2k,32,slower,0.181428,11274.970000,39.547300,42.069500,44.353000,40.005294
x265,1080p,Vertical_bees_2k,37,slower,0.112562,6995.260000,36.318100,39.843400,42.571800,36.929288
x265,1080p,Vertical_bees_2k,22,veryslow,0.462247,28726.710000,45.650100,47.736600,49.063800,45.993862
x265,1080p,Vertical_bees_2k,27,veryslow,0.289458,17988.580000,42.701500,44.856500,46.640600,43.082381
x265,1080p,Vertical_bees_2k,32,veryslow,0.181439,11275.660000,39.547300,42.069500,44.353000,40.005294
x265,1080p,Vertical_bees_2k,37,veryslow,0.112573,6995.960000,36.318100,39.843400,42.571800,36.929288
x265,1080p,Vertical_bees_2k,22,placebo,0.463669,28815.100000,45.654700,47.748700,49.071600,45.999131
x265,1080p,Vertical_bees_2k,27,placebo,0.289282,17977.680000,42.708900,44.859700,46.672300,43.091037
x265,1080p,Vertical_bees_2k,32,placebo,0.181887,11303.500000,39.556400,42.079700,44.365000,40.014644
x265,1080p,Vertical_bees_2k,37,placebo,0.112618,6998.740000,36.312700,39.841400,42.577100,36.924769
x265,1080p,Vertical_Carnaby_2k,22,ultrafast,0.222895,27704.040000,47.657000,50.191800,50.157300,47.971694
x265,1080p,Vertical_Carnaby_2k,27,ultrafast,0.133035,16535.110000,45.343100,47.698500,47.665700,45.635475
x265,1080p,Vertical_Carnaby_2k,32,ultrafast,0.085118,10579.410000,42.900600,45.421600,45.402400,43.214525
x265,1080p,Vertical_Carnaby_2k,37,ultrafast,0.057616,7161.180000,40.286000,43.576300,43.533800,40.694631
x265,1080p,Vertical_Carnaby_2k,22,superfast,0.219253,27251.390000,48.050500,50.137900,50.096000,48.308806
x265,1080p,Vertical_Carnaby_2k,27,superfast,0.129416,16085.290000,45.599800,47.604500,47.559000,45.847544
x265,1080p,Vertical_Carnaby_2k,32,superfast,0.083242,10346.240000,43.108500,45.298500,45.249700,43.379200
x265,1080p,Vertical_Carnaby_2k,37,superfast,0.057240,7114.460000,40.448600,43.446900,43.384900,40.819513
x265,1080p,Vertical_Carnaby_2k,22,veryfast,0.219637,27299.060000,48.175700,50.193600,50.148100,48.425094
x265,1080p,Vertical_Carnaby_2k,27,veryfast,0.129549,16101.810000,45.701500,47.634300,47.582600,45.939869
x265,1080p,Vertical_Carnaby_2k,32,veryfast,0.082702,10279.220000,43.184300,45.302300,45.264500,43.446687
x265,1080p,Vertical_Carnaby_2k,37,veryfast,0.056697,7046.960000,40.468000,43.434100,43.381500,40.835475
x265,1080p,Vertical_Carnaby_2k,22,faster,0.219637,27299.060000,48.175700,50.193600,50.148100,48.425094
x265,1080p,Vertical_Carnaby_2k,27,faster,0.129549,16101.810000,45.701500,47.634300,47.582600,45.939869
x265,1080p,Vertical_Carnaby_2k,32,faster,0.082702,10279.220000,43.184300,45.302300,45.264500,43.446687
x265,1080p,Vertical_Carnaby_2k,37,faster,0.056697,7046.960000,40.468000,43.434100,43.381500,40.835475
x265,1080p,Vertical_Carnaby_2k,22,fast,0.219648,27300.480000,48.175700,50.193600,50.148100,48.425094
x265,1080p,Vertical_Carnaby_2k,27,fast,0.129560,16103.220000,45.701500,47.634300,47.582600,45.939869
x265,1080p,Vertical_Carnaby_2k,32,fast,0.082714,10280.630000,43.184300,45.302300,45.264500,43.446687
x265,1080p,Vertical_Carnaby_2k,37,fast,0.056708,7048.380000,40.468000,43.434100,43.381500,40.835475
x265,1080p,Vertical_Carnaby_2k,22,medium,0.219341,27262.250000,48.187400,50.225600,50.170600,48.438737
x265,1080p,Vertical_Carnaby_2k,27,medium,0.129438,16088.120000,45.711100,47.655500,47.589800,45.950044
x265,1080p,Vertical_Carnaby_2k,32,medium,0.082406,10242.400000,43.189100,45.317100,45.275300,43.452488
x265,1080p,Vertical_Carnaby_2k,37,medium,0.056500,7022.420000,40.482500,43.460200,43.409600,40.851550
x265,1080p,Vertical_Carnaby_2k,22,slow,0.199233,24763.010000,47.903900,49.976800,49.929900,48.160081
x265,1080p,Vertical_Carnaby_2k,27,slow,0.117207,14567.810000,45.430500,47.361300,47.279500,45.666738
x265,1080p,Vertical_Carnaby_2k,32,slow,0.076045,9451.800000,42.904800,44.962700,44.884700,43.157162
x265,1080p,Vertical_Carnaby_2k,37,slow,0.052337,6505.100000,40.139000,43.082700,42.965800,40.499656
x265,1080p,Vertical_Carnaby_2k,22,slower,0.199396,24783.310000,47.927500,49.954900,49.915800,48.178481
x265,1080p,Vertical_Carnaby_2k,27,slower,0.117415,14593.770000,45.454100,47.354600,47.287800,45.687487
x265,1080p,Vertical_Carnaby_2k,32,slower,0.076083,9456.520000,42.929900,44.987500,44.889500,43.180975
x265,1080p,Vertical_Carnaby_2k,37,slower,0.052448,6518.790000,40.176600,43.079300,42.970900,40.532663
x265,1080p,Vertical_Carnaby_2k,22,veryslow,0.199408,24784.720000,47.927500,49.954900,49.915800,48.178481
x265,1080p,Vertical_Carnaby_2k,27,veryslow,0.117427,14595.180000,45.454100,47.354600,47.287800,45.687487
x265,1080p,Vertical_Carnaby_2k,32,veryslow,0.076095,9457.940000,42.929900,44.987500,44.889500,43.180975
x265,1080p,Vertical_Carnaby_2k,37,veryslow,0.052459,6520.210000,40.176600,43.079300,42.970900,40.532663
x265,1080p,Vertical_Carnaby_2k,22,placebo,0.199214,24760.650000,47.923700,49.962100,49.911200,48.175319
x265,1080p,Vertical_Carnaby_2k,27,placebo,0.117488,14602.740000,45.453200,47.347900,47.285100,45.686113
x265,1080p,Vertical_Carnaby_2k,32,placebo,0.076000,9446.140000,42.920800,44.984300,44.911000,43.174156
x265,1080p,Vertical_Carnaby_2k,37,placebo,0.052489,6523.980000,40.167300,43.093300,42.977500,40.525812
x265,1080p,WalkingInStreet_2k,22,ultrafast,3.285930,204411.120000,39.844800,41.300400,41.659600,40.049200
x265,1080p,WalkingInStreet_2k,27,ultrafast,2.184248,135877.690000,35.511700,37.723700,38.710400,35.849869
x265,1080p,WalkingInStreet_2k,32,ultrafast,1.348318,83876.160000,31.551800,35.205500,36.876900,32.112975
x265,1080p,WalkingInStreet_2k,37,ultrafast,0.794456,49421.520000,28.098500,33.414000,35.666800,28.903738
x265,1080p,WalkingInStreet_2k,22,superfast,3.137832,195198.250000,40.615000,41.490200,41.789100,40.743081
x265,1080p,WalkingInStreet_2k,27,superfast,2.074136,129027.840000,35.952100,37.614700,38.320100,36.204013
x265,1080p,WalkingInStreet_2k,32,superfast,1.289402,80211.120000,31.862700,34.907200,36.057400,32.315150
x265,1080p,WalkingInStreet_2k,37,superfast,0.767215,47726.880000,28.313000,33.075000,34.831700,29.018044
x265,1080p,WalkingInStreet_2k,22,veryfast,3.134429,194986.560000,40.797400,41.738500,41.890500,40.924538
x265,1080p,WalkingInStreet_2k,27,veryfast,2.069383,128732.170000,36.183800,37.833700,38.451000,36.428619
x265,1080p,WalkingInStreet_2k,32,veryfast,1.285147,79946.410000,32.072700,35.052800,36.154800,32.514087
x265,1080p,WalkingInStreet_2k,37,veryfast,0.761169,47350.800000,28.483300,33.065700,34.617300,29.153075
x265,1080p,WalkingInStreet_2k,22,faster,3.134429,194986.560000,40.797400,41.738500,41.890500,40.924538
x265,1080p,WalkingInStreet_2k,27,faster,2.069383,128732.170000,36.183800,37.833700,38.451000,36.428619
x265,1080p,WalkingInStreet_2k,32,faster,1.285147,79946.410000,32.072700,35.052800,36.154800,32.514087
x265,1080p,WalkingInStreet_2k,37,faster,0.761169,47350.800000,28.483300,33.065700,34.617300,29.153075
x265,1080p,WalkingInStreet_2k,22,fast,3.134441,194987.280000,40.797400,41.738500,41.890500,40.924538
x265,1080p,WalkingInStreet_2k,27,fast,2.069394,128732.880000,36.183800,37.833700,38.451000,36.428619
x265,1080p,WalkingInStreet_2k,32,fast,1.285158,79947.120000,32.072700,35.052800,36.154800,32.514087
x265,1080p,WalkingInStreet_2k,37,fast,0.761181,47351.520000,28.483300,33.065700,34.617300,29.153075
x265,1080p,WalkingInStreet_2k,22,medium,3.134638,194999.530000,40.802200,41.738100,41.885200,40.928381
x265,1080p,WalkingInStreet_2k,27,medium,2.068137,128654.650000,36.185800,37.821200,38.444500,36.429181
x265,1080p,WalkingInStreet_2k,32,medium,1.282890,79806.010000,32.071700,35.030400,36.122600,32.509800
x265,1080p,WalkingInStreet_2k,37,medium,0.759306,47234.880000,28.477400,33.035300,34.556500,29.142212
x265,1080p,WalkingInStreet_2k,22,slow,3.036516,188895.610000,40.924700,41.481200,41.492500,40.994969
x265,1080p,WalkingInStreet_2k,27,slow,1.926802,119862.480000,35.920700,37.488000,37.944500,36.145144
x265,1080p,WalkingInStreet_2k,32,slow,1.175216,73107.840000,31.788900,34.637600,35.573700,32.203494
x265,1080p,WalkingInStreet_2k,37,slow,0.663619,41282.400000,28.108600,32.530400,34.173100,28.763994
x265,1080p,WalkingInStreet_2k,22,slower,3.009371,187206.970000,40.892000,41.524200,41.563200,40.973463
x265,1080p,WalkingInStreet_2k,27,slower,1.900069,118199.520000,35.895700,37.488500,38.028700,36.128562
x265,1080p,WalkingInStreet_2k,32,slower,1.151482,71631.370000,31.749900,34.642900,35.596700,32.171138
x265,1080p,WalkingInStreet_2k,37,slower,0.653245,40637.040000,28.083700,32.558100,34.045700,28.735975
x265,1080p,WalkingInStreet_2k,22,veryslow,3.009383,187207.690000,40.892000,41.524200,41.563200,40.973463
x265,1080p,WalkingInStreet_2k,27,veryslow,1.900081,118200.250000,35.895700,37.488500,38.028700,36.128562
x265,1080p,WalkingInStreet_2k,32,veryslow,1.151493,71632.090000,31.749900,34.642900,35.596700,32.171138
x265,1080p,WalkingInStreet_2k,37,veryslow,0.653256,40637.760000,28.083700,32.558100,34.045700,28.735975
x265,1080p,WalkingInStreet_2k,22,placebo,3.022562,188027.530000,40.910400,41.646900,41.681100,41.004600
x265,1080p,WalkingInStreet_2k,27,placebo,1.907716,118675.200000,35.905100,37.571400,38.153000,36.149738
x265,1080p,WalkingInStreet_2k,32,placebo,1.157296,71993.040000,31.784300,34.696900,35.688600,32.210356
x265,1080p,WalkingInStreet_2k,37,placebo,0.656609,40846.320000,28.112100,32.618700,34.127200,28.769706
x265,1080p,WorldCup_2k,22,ultrafast,0.343360,21359.760000,46.497200,50.747100,50.758900,47.029175
x265,1080p,WorldCup_2k,27,ultrafast,0.208522,12971.760000,43.725500,48.305900,48.399500,44.303900
x265,1080p,WorldCup_2k,32,ultrafast,0.129001,8024.880000,40.769700,46.108400,46.282900,41.447944
x265,1080p,WorldCup_2k,37,ultrafast,0.080810,5027.040000,37.835300,44.285400,44.503400,38.655187
x265,1080p,WorldCup_2k,22,superfast,0.297461,18504.480000,47.246500,50.609800,50.670100,47.670681
x265,1080p,WorldCup_2k,27,superfast,0.179938,11193.600000,44.535000,47.923600,48.098800,44.969525
x265,1080p,WorldCup_2k,32,superfast,0.113576,7065.360000,41.638400,45.691700,45.922300,42.159475
x265,1080p,WorldCup_2k,37,superfast,0.073198,4553.520000,38.643400,43.864700,44.108000,39.311269
x265,1080p,WorldCup_2k,22,veryfast,0.296404,18438.720000,47.348100,50.712500,50.765600,47.771969
x265,1080p,WorldCup_2k,27,veryfast,0.180015,11198.400000,44.646900,48.032400,48.204300,45.080831
x265,1080p,WorldCup_2k,32,veryfast,0.113484,7059.600000,41.730300,45.750600,45.986100,42.247556
x265,1080p,WorldCup_2k,37,veryfast,0.072998,4541.040000,38.694500,43.928000,44.191000,39.365125
x265,1080p,WorldCup_2k,22,faster,0.296404,18438.720000,47.348100,50.712500,50.765600,47.771969
x265,1080p,WorldCup_2k,27,faster,0.180015,11198.400000,44.646900,48.032400,48.204300,45.080831
x265,1080p,WorldCup_2k,32,faster,0.113484,7059.600000,41.730300,45.750600,45.986100,42.247556
x265,1080p,WorldCup_2k,37,faster,0.072998,4541.040000,38.694500,43.928000,44.191000,39.365125
x265,1080p,WorldCup_2k,22,fast,0.296416,18439.440000,47.348100,50.712500,50.765600,47.771969
x265,1080p,WorldCup_2k,27,fast,0.180027,11199.120000,44.646900,48.032400,48.204300,45.080831
x265,1080p,WorldCup_2k,32,fast,0.113495,7060.320000,41.730300,45.750600,45.986100,42.247556
x265,1080p,WorldCup_2k,37,fast,0.073009,4541.760000,38.694500,43.928000,44.191000,39.365125
x265,1080p,WorldCup_2k,22,medium,0.296644,18453.600000,47.357800,50.726000,50.772100,47.781706
x265,1080p,WorldCup_2k,27,medium,0.179769,11183.040000,44.655200,48.013400,48.171300,45.084844
x265,1080p,WorldCup_2k,32,medium,0.113075,7034.160000,41.737700,45.711600,45.966400,42.250362
x265,1080p,WorldCup_2k,37,medium,0.072905,4535.280000,38.690900,43.877800,44.140300,39.355669
x265,1080p,WorldCup_2k,22,slow,0.271034,16860.480000,47.105600,50.411200,50.492600,47.523888
x265,1080p,WorldCup_2k,27,slow,0.164896,10257.840000,44.329500,47.618800,47.848100,44.754994
x265,1080p,WorldCup_2k,32,slow,0.103515,6439.440000,41.322500,45.179100,45.454100,41.821762
x265,1080p,WorldCup_2k,37,slow,0.066215,4119.120000,38.170900,43.347400,43.646600,38.836663
x265,1080p,WorldCup_2k,22,slower,0.268978,16732.560000,47.119800,50.420600,50.500300,47.537381
x265,1080p,WorldCup_2k,27,slower,0.163993,10201.680000,44.350600,47.669900,47.880300,44.778663
x265,1080p,WorldCup_2k,32,slower,0.103515,6439.440000,41.353000,45.217600,45.505200,41.854050
x265,1080p,WorldCup_2k,37,slower,0.065590,4080.240000,38.216200,43.396900,43.698400,38.882631
x265,1080p,WorldCup_2k,22,veryslow,0.268989,16733.280000,47.119800,50.420600,50.500300,47.537381
x265,1080p,WorldCup_2k,27,veryslow,0.164005,10202.400000,44.350600,47.669900,47.880300,44.778663
x265,1080p,WorldCup_2k,32,veryslow,0.103526,6440.160000,41.353000,45.217600,45.505200,41.854050
x265,1080p,WorldCup_2k,37,veryslow,0.065602,4080.960000,38.216200,43.396900,43.698400,38.882631
x265,1080p,WorldCup_2k,22,placebo,0.269707,16777.920000,47.122000,50.428100,50.506000,47.540131
x265,1080p,WorldCup_2k,27,placebo,0.164668,10243.680000,44.350000,47.669800,47.884100,44.778369
x265,1080p,WorldCup_2k,32,placebo,0.103785,6456.240000,41.343100,45.216700,45.504000,41.845256
x265,1080p,WorldCup_2k,37,placebo,0.065845,4096.080000,38.197100,43.370700,43.718000,38.865506
x265,1080p,WorldCup_far_2k,22,ultrafast,1.132485,70449.600000,43.182400,44.696000,46.904300,43.509619
x265,1080p,WorldCup_far_2k,27,ultrafast,0.693839,43162.320000,39.775200,41.634600,44.261800,40.171825
x265,1080p,WorldCup_far_2k,32,ultrafast,0.414444,25781.760000,36.411800,39.270000,42.045500,36.942544
x265,1080p,WorldCup_far_2k,37,ultrafast,0.244051,15181.920000,33.272400,37.484200,40.279400,33.973575
x265,1080p,WorldCup_far_2k,22,superfast,1.036617,64485.840000,43.869900,44.946600,46.906700,44.126994
x265,1080p,WorldCup_far_2k,27,superfast,0.621354,38653.200000,40.405900,41.698300,44.040600,40.713844
x265,1080p,WorldCup_far_2k,32,superfast,0.376871,23444.400000,37.034600,39.113500,41.666000,37.453994
x265,1080p,WorldCup_far_2k,37,superfast,0.226817,14109.840000,33.806600,37.218700,39.832000,34.396444
x265,1080p,WorldCup_far_2k,22,veryfast,1.037967,64569.840000,43.916600,45.007500,47.025000,44.179056
x265,1080p,WorldCup_far_2k,27,veryfast,0.621034,38633.280000,40.484900,41.775700,44.157200,40.795094
x265,1080p,WorldCup_far_2k,32,veryfast,0.376829,23441.760000,37.116500,39.167900,41.751400,37.534394
x265,1080p,WorldCup_far_2k,37,veryfast,0.226481,14088.960000,33.860700,37.230800,39.869100,34.446856
x265,1080p,WorldCup_far_2k,22,faster,1.037967,64569.840000,43.916600,45.007500,47.025000,44.179056
x265,1080p,WorldCup_far_2k,27,faster,0.621034,38633.280000,40.484900,41.775700,44.157200,40.795094
x265,1080p,WorldCup_far_2k,32,faster,0.376829,23441.760000,37.116500,39.167900,41.751400,37.534394
x265,1080p,WorldCup_far_2k,37,faster,0.226481,14088.960000,33.860700,37.230800,39.869100,34.446856
x265,1080p,WorldCup_far_2k,22,fast,1.037978,64570.560000,43.916600,45.007500,47.025000,44.179056
x265,1080p,WorldCup_far_2k,27,fast,0.621046,38634.000000,40.484900,41.775700,44.157200,40.795094
x265,1080p,WorldCup_far_2k,32,fast,0.376840,23442.480000,37.116500,39.167900,41.751400,37.534394
x265,1080p,WorldCup_far_2k,37,fast,0.226493,14089.680000,33.860700,37.230800,39.869100,34.446856
x265,1080p,WorldCup_far_2k,22,medium,1.036624,64486.320000,43.928100,44.998600,47.016700,44.188044
x265,1080p,WorldCup_far_2k,27,medium,0.620305,38587.920000,40.493300,41.767100,44.143700,40.801063
x265,1080p,WorldCup_far_2k,32,medium,0.375772,23376.000000,37.121800,39.151500,41.722700,37.536213
x265,1080p,WorldCup_far_2k,37,medium,0.227079,14126.160000,33.869200,37.229700,39.857400,34.453494
x265,1080p,WorldCup_far_2k,22,slow,0.957967,59593.200000,43.711900,44.589200,46.775900,43.958231
x265,1080p,WorldCup_far_2k,27,slow,0.572288,35600.880000,40.190400,41.147000,43.831200,40.477737
x265,1080p,WorldCup_far_2k,32,slow,0.340451,21178.800000,36.735100,38.437300,41.368300,37.131063
x265,1080p,WorldCup_far_2k,37,slow,0.199082,12384.480000,33.355700,36.496400,39.474600,33.934425
x265,1080p,WorldCup_far_2k,22,slower,0.952971,59282.400000,43.712500,44.591900,46.791500,43.959900
x265,1080p,WorldCup_far_2k,27,slower,0.569255,35412.240000,40.193100,41.167100,43.855500,40.482875
x265,1080p,WorldCup_far_2k,32,slower,0.339371,21111.600000,36.743200,38.474800,41.404600,37.142762
x265,1080p,WorldCup_far_2k,37,slower,0.198854,12370.320000,33.371000,36.533000,39.529300,33.953519
x265,1080p,WorldCup_far_2k,22,veryslow,0.952982,59283.120000,43.712500,44.591900,46.791500,43.959900
x265,1080p,WorldCup_far_2k,27,veryslow,0.569267,35412.960000,40.193100,41.167100,43.855500,40.482875
x265,1080p,WorldCup_far_2k,32,veryslow,0.339383,21112.320000,36.743200,38.474800,41.404600,37.142762
x265,1080p,WorldCup_far_2k,37,veryslow,0.198866,12371.040000,33.371000,36.533000,39.529300,33.953519
x265,1080p,WorldCup_far_2k,22,placebo,0.955236,59423.290000,43.720200,44.599300,46.801700,43.967737
x265,1080p,WorldCup_far_2k,27,placebo,0.570328,35478.960000,40.200600,41.170200,43.857200,40.489738
x265,1080p,WorldCup_far_2k,32,placebo,0.339174,21099.360000,36.746600,38.471500,41.407100,37.145688
x265,1080p,WorldCup_far_2k,37,placebo,0.199684,12421.920000,33.370200,36.539800,39.522500,33.952819
x265,720p,ControlledBurn_720p,22,ultrafast,1.459748,40359.120000,41.847500,47.977400,47.480700,42.582694
x265,720p,ControlledBurn_720p,27,ultrafast,0.954679,26394.960000,38.009700,45.584800,45.040800,38.922587
x265,720p,ControlledBurn_720p,32,ultrafast,0.577439,15965.040000,34.237300,43.461300,43.014400,35.362369
x265,720p,ControlledBurn_720p,37,ultrafast,0.322083,8904.960000,30.843200,41.778800,41.474900,32.191156
x265,720p,ControlledBurn_720p,22,superfast,1.386840,38343.360000,42.361800,47.817200,47.338400,43.013800
x265,720p,ControlledBurn_720p,27,superfast,0.905668,25039.920000,38.495900,45.157900,44.685500,39.299125
x265,720p,ControlledBurn_720p,32,superfast,0.553733,15309.600000,34.707200,42.818200,42.461400,35.698775
x265,720p,ControlledBurn_720p,37,superfast,0.313932,8679.600000,31.250800,41.062700,40.874500,32.465525
x265,720p,ControlledBurn_720p,22,veryfast,1.387214,38353.680000,42.397200,47.882800,47.384900,43.051781
x265,720p,ControlledBurn_720p,27,veryfast,0.905425,25033.200000,38.553200,45.213700,44.738200,39.356044
x265,720p,ControlledBurn_720p,32,veryfast,0.554019,15317.520000,34.779400,42.872700,42.506100,35.768150
x265,720p,ControlledBurn_720p,37,veryfast,0.314245,8688.240000,31.313300,41.108600,40.904400,32.524950
x265,720p,ControlledBurn_720p,22,faster,1.387214,38353.680000,42.397200,47.882800,47.384900,43.051781
x265,720p,ControlledBurn_720p,27,faster,0.905425,25033.200000,38.553200,45.213700,44.738200,39.356044
x265,720p,ControlledBurn_720p,32,faster,0.554019,15317.520000,34.779400,42.872700,42.506100,35.768150
x265,720p,ControlledBurn_720p,37,faster,0.314245,8688.240000,31.313300,41.108600,40.904400,32.524950
