video_name,qp,preset,E_process_single_J,P_process_W,t_process_single_s,E_load_total_J,t_load_total_s,P_load_W,E_idle_total_J,t_idle_total_s,P_idle_W
RushFieldCuts_2k,22,3,7.0193,3.51,2.000,19.9127,2.000,9.96,12.8935,2.000,6.45
RushFieldCuts_2k,22,4,7.0231,3.51,2.001,19.9250,2.001,9.96,12.9018,2.001,6.45
RushFieldCuts_2k,27,1,4.9589,3.55,1.400,29.6950,2.801,10.60,19.7772,2.801,7.05
RushFieldCuts_2k,27,2,5.3571,3.26,1.649,34.7742,3.298,10.54,24.0599,3.298,7.29
RushFieldCuts_2k,27,3,7.0303,3.51,2.000,19.9096,2.000,9.95,12.8793,2.000,6.44
RushFieldCuts_2k,27,4,7.0206,3.51,2.001,19.9057,2.001,9.95,12.8851,2.001,6.44
RushFieldCuts_2k,32,1,4.6592,3.73,1.250,26.5065,2.500,10.60,17.1880,2.500,6.87
RushFieldCuts_2k,32,2,5.0063,3.34,1.501,31.4967,3.001,10.49,21.4841,3.001,7.16
RushFieldCuts_2k,32,3,7.0428,3.52,2.001,19.9338,2.001,9.96,12.8910,2.001,6.44
RushFieldCuts_2k,32,4,7.0422,3.52,2.000,19.9265,2.000,9.96,12.8843,2.000,6.44
RushFieldCuts_2k,37,1,4.6269,3.70,1.249,26.4333,2.498,10.58,17.1796,2.498,6.88
RushFieldCuts_2k,37,2,5.0723,3.38,1.501,31.6046,3.001,10.53,21.4601,3.001,7.15
RushFieldCuts_2k,37,3,6.3338,4.22,1.500,14.9291,1.500,9.95,8.5953,1.500,5.73
RushFieldCuts_2k,37,4,6.3248,4.22,1.501,14.9259,1.501,9.95,8.6011,1.501,5.73
ToddlerFountain_2k,22,1,5.3030,3.54,1.500,32.1144,3.000,10.70,21.5083,3.000,7.17
ToddlerFountain_2k,22,2,5.4689,3.29,1.667,35.3053,3.334,10.59,24.3675,3.334,7.30
ToddlerFountain_2k,22,3,7.0450,3.52,2.001,19.9687,2.001,9.98,12.9237,2.001,6.46
ToddlerFountain_2k,22,4,7.1011,3.55,1.999,19.9862,1.999,10.00,12.8852,1.999,6.45
ToddlerFountain_2k,27,1,4.6675,3.73,1.250,26.5257,2.500,10.61,17.1908,2.500,6.88
ToddlerFountain_2k,27,2,5.0981,3.40,1.500,31.6626,3.001,10.55,21.4664,3.001,7.15
ToddlerFountain_2k,27,3,6.9924,3.50,2.000,19.9125,2.000,9.96,12.9201,2.000,6.46
ToddlerFountain_2k,27,4,7.0285,3.51,2.001,19.9450,2.001,9.97,12.9165,2.001,6.46
ToddlerFountain_2k,32,1,4.6359,3.71,1.250,26.4982,2.499,10.60,17.2264,2.499,6.89
ToddlerFountain_2k,32,2,5.0479,3.36,1.501,31.6093,3.001,10.53,21.5135,3.001,7.17
ToddlerFountain_2k,32,3,6.6225,3.95,1.700,16.9440,1.700,9.97,10.3215,1.700,6.02
ToddlerFountain_2k,32,4,6.6525,3.96,1.700,16.9539,1.700,9.97,10.3014,1.700,6.01
ToddlerFountain_2k,37,1,4.7035,3.76,1.250,26.5797,2.500,10.63,17.1726,2.500,6.87
ToddlerFountain_2k,37,2,5.1176,3.41,1.500,31.6732,3.000,10.56,21.4379,3.000,7.15
ToddlerFountain_2k,37,3,6.3926,4.26,1.500,14.9714,1.500,9.98,8.5788,1.500,5.72
ToddlerFountain_2k,37,4,6.3507,4.24,1.499,14.9258,1.499,9.95,8.5751,1.499,5.72
TreesAndGrass_2k,22,1,5.6878,3.25,1.752,37.1091,3.504,10.59,25.7335,3.504,7.34
TreesAndGrass_2k,22,2,5.6647,3.24,1.750,37.0638,3.500,10.59,25.7345,3.500,7.35
TreesAndGrass_2k,22,3,7.2037,3.60,2.000,20.0778,2.000,10.04,12.8741,2.000,6.44
TreesAndGrass_2k,22,4,7.2048,3.60,2.000,20.0793,2.000,10.04,12.8745,2.000,6.44
TreesAndGrass_2k,27,1,5.3057,3.54,1.500,32.0695,3.000,10.69,21.4581,3.000,7.15
TreesAndGrass_2k,27,2,5.1842,3.46,1.499,31.8293,2.998,10.62,21.4610,2.998,7.16
TreesAndGrass_2k,27,3,7.1516,3.58,2.000,20.0203,2.000,10.01,12.8687,2.000,6.43
TreesAndGrass_2k,27,4,7.1124,3.56,2.000,20.0091,2.000,10.01,12.8967,2.000,6.45
TreesAndGrass_2k,32,1,4.7360,3.79,1.250,26.6368,2.500,10.66,17.1649,2.500,6.87
TreesAndGrass_2k,32,2,5.2077,3.47,1.501,31.8858,3.002,10.62,21.4704,3.002,7.15
TreesAndGrass_2k,32,3,7.1161,3.56,2.000,19.9805,2.000,9.99,12.8644,2.000,6.43
TreesAndGrass_2k,32,4,7.0828,3.54,2.000,19.9680,2.000,9.98,12.8852,2.000,6.44
TreesAndGrass_2k,37,1,4.7496,3.80,1.250,26.6705,2.501,10.66,17.1712,2.501,6.87
TreesAndGrass_2k,37,2,5.1618,3.44,1.500,31.7767,3.001,10.59,21.4532,3.001,7.15
TreesAndGrass_2k,37,3,6.3974,4.26,1.500,14.9829,1.500,9.99,8.5855,1.500,5.72
TreesAndGrass_2k,37,4,6.3948,4.26,1.500,14.9745,1.500,9.98,8.5797,1.500,5.72
Aerial3200_2k,22,1,4.7232,3.78,1.250,26.6066,2.500,10.64,17.1602,2.500,6.86
Aerial3200_2k,22,2,5.1750,3.45,1.500,31.7965,3.000,10.60,21.4464,3.000,7.15
Aerial3200_2k,22,3,7.0922,3.55,1.999,19.9640,1.999,9.98,12.8718,1.999,6.44
Aerial3200_2k,22,4,7.1671,3.58,2.002,19.9868,2.002,9.99,12.8197,2.002,6.40
Aerial3200_2k,27,1,4.6971,3.76,1.250,26.5772,2.500,10.63,17.1831,2.500,6.87
Aerial3200_2k,27,2,5.0766,3.38,1.500,31.5941,3.000,10.53,21.4408,3.000,7.15
Aerial3200_2k,27,3,6.3578,4.24,1.500,14.9298,1.500,9.95,8.5720,1.500,5.72
Aerial3200_2k,27,4,6.3714,4.25,1.501,14.9485,1.501,9.96,8.5771,1.501,5.72
Aerial3200_2k,32,1,4.7421,3.79,1.251,26.6367,2.503,10.64,17.1526,2.503,6.85
Aerial3200_2k,32,2,5.1109,3.41,1.500,31.6359,3.000,10.55,21.4140,3.000,7.14
Aerial3200_2k,32,3,6.3767,4.25,1.499,14.9464,1.499,9.97,8.5697,1.499,5.72
Aerial3200_2k,32,4,6.3725,4.24,1.501,14.9486,1.501,9.96,8.5762,1.501,5.71
Aerial3200_2k,37,1,4.7185,3.77,1.251,26.5957,2.502,10.63,17.1587,2.502,6.86
Aerial3200_2k,37,2,5.1012,3.40,1.499,31.6423,2.999,10.55,21.4399,2.999,7.15
Aerial3200_2k,37,3,6.4064,4.27,1.500,14.9740,1.500,9.98,8.5675,1.500,5.71
Aerial3200_2k,37,4,6.3831,4.25,1.501,14.9516,1.501,9.96,8.5684,1.501,5.71
CrowdRun_1080p50,22,1,5.6809,3.25,1.750,37.0630,3.500,10.59,25.7012,3.500,7.34
CrowdRun_1080p50,22,2,5.6528,3.23,1.750,37.0251,3.500,10.58,25.7194,3.500,7.35
CrowdRun_1080p50,22,3,7.1661,3.58,2.000,20.0307,2.000,10.01,12.8646,2.000,6.43
CrowdRun_1080p50,22,4,7.2255,3.61,2.000,20.0465,2.000,10.02,12.8210,2.000,6.41
CrowdRun_1080p50,27,1,5.3161,3.54,1.501,32.0745,3.001,10.69,21.4423,3.001,7.14
CrowdRun_1080p50,27,2,5.1208,3.41,1.500,31.6913,3.000,10.56,21.4497,3.000,7.15
CrowdRun_1080p50,27,3,7.0757,3.54,2.000,19.9601,2.000,9.98,12.8844,2.000,6.44
CrowdRun_1080p50,27,4,7.0286,3.51,2.000,19.9111,2.000,9.96,12.8825,2.000,6.44
CrowdRun_1080p50,32,1,4.7195,3.77,1.250,26.5943,2.501,10.64,17.1554,2.501,6.86
CrowdRun_1080p50,32,2,5.0857,3.39,1.498,31.6362,2.996,10.56,21.4649,2.996,7.16
CrowdRun_1080p50,32,3,7.0147,3.51,2.000,19.9066,2.000,9.96,12.8919,2.000,6.45
CrowdRun_1080p50,32,4,7.0720,3.54,2.000,19.9337,2.000,9.97,12.8616,2.000,6.43
CrowdRun_1080p50,37,1,4.6826,3.75,1.250,26.4867,2.500,10.60,17.1215,2.500,6.85
CrowdRun_1080p50,37,2,5.0574,3.37,1.501,31.5671,3.002,10.52,21.4524,3.002,7.15
CrowdRun_1080p50,37,3,6.3572,4.24,1.500,14.9336,1.500,9.95,8.5764,1.500,5.72
CrowdRun_1080p50,37,4,6.3421,4.23,1.500,14.9119,1.500,9.94,8.5698,1.500,5.71
DinnerSceneCropped_2k,22,1,4.6858,3.75,1.250,26.5138,2.500,10.61,17.1421,2.500,6.86
DinnerSceneCropped_2k,22,2,5.1225,3.41,1.500,31.6863,3.001,10.56,21.4412,3.001,7.15
DinnerSceneCropped_2k,22,3,6.3698,4.25,1.500,14.9476,1.500,9.97,8.5778,1.500,5.72
DinnerSceneCropped_2k,22,4,6.3792,4.25,1.500,14.9670,1.500,9.98,8.5877,1.500,5.72
DinnerSceneCropped_2k,27,1,4.7130,3.77,1.250,26.5915,2.500,10.63,17.1655,2.500,6.87
DinnerSceneCropped_2k,27,2,5.1102,3.41,1.500,31.6564,3.001,10.55,21.4361,3.001,7.14
DinnerSceneCropped_2k,27,3,6.3566,4.24,1.500,14.9288,1.500,9.95,8.5721,1.500,5.71
DinnerSceneCropped_2k,27,4,6.3581,4.24,1.500,14.9271,1.500,9.95,8.5690,1.500,5.71
DinnerSceneCropped_2k,32,1,4.7352,3.79,1.250,26.6048,2.500,10.64,17.1345,2.500,6.85
DinnerSceneCropped_2k,32,2,4.8077,3.53,1.367,28.7454,2.734,10.51,19.1299,2.734,6.98
DinnerSceneCropped_2k,32,3,6.3393,4.23,1.500,14.9088,1.500,9.94,8.5695,1.500,5.71
DinnerSceneCropped_2k,32,4,6.2705,4.18,1.500,14.8546,1.500,9.90,8.5841,1.500,5.72
DinnerSceneCropped_2k,37,1,4.5384,3.91,1.167,24.7818,2.334,10.62,15.7050,2.334,6.71
DinnerSceneCropped_2k,37,2,5.0555,3.37,1.500,31.5289,3.000,10.51,21.4179,3.000,7.14
DinnerSceneCropped_2k,37,3,6.3313,4.22,1.500,14.9007,1.500,9.93,8.5694,1.500,5.71
DinnerSceneCropped_2k,37,4,6.3238,4.22,1.500,14.8861,1.500,9.92,8.5623,1.500,5.71
Motorcycle_2k,22,1,5.1475,3.43,1.500,31.7042,3.000,10.57,21.4093,3.000,7.14
Motorcycle_2k,22,2,5.5706,3.19,1.748,36.8327,3.497,10.53,25.6914,3.497,7.35
Motorcycle_2k,22,3,7.0373,3.52,2.000,19.9086,2.000,9.95,12.8713,2.000,6.44
Motorcycle_2k,22,4,7.0665,3.53,2.000,19.9073,2.000,9.95,12.8408,2.000,6.42
Motorcycle_2k,27,1,5.2190,3.48,1.500,31.8508,3.000,10.62,21.4128,3.000,7.14
Motorcycle_2k,27,2,5.0690,3.38,1.500,31.5497,3.001,10.51,21.4117,3.001,7.14
Motorcycle_2k,27,3,6.9818,3.49,2.000,19.8660,2.000,9.93,12.8842,2.000,6.44
Motorcycle_2k,27,4,7.0063,3.50,2.000,19.8553,2.000,9.93,12.8491,2.000,6.42
Motorcycle_2k,32,1,4.6554,3.72,1.250,26.4542,2.501,10.58,17.1433,2.501,6.86
Motorcycle_2k,32,2,5.0241,3.35,1.500,31.4958,3.001,10.50,21.4476,3.001,7.15
Motorcycle_2k,32,3,6.9985,3.50,2.000,19.8414,2.000,9.92,12.8429,2.000,6.42
Motorcycle_2k,32,4,7.0665,3.53,2.002,19.8984,2.002,9.94,12.8319,2.002,6.41
Motorcycle_2k,37,1,4.6692,3.74,1.250,26.4771,2.500,10.59,17.1387,2.500,6.86
Motorcycle_2k,37,2,5.0375,3.36,1.500,31.5058,3.000,10.50,21.4308,3.000,7.14
Motorcycle_2k,37,3,6.3244,4.22,1.500,14.8847,1.500,9.92,8.5603,1.500,5.71
Motorcycle_2k,37,4,6.3269,4.22,1.500,14.8906,1.500,9.93,8.5637,1.500,5.71
MountainBike_2k,22,1,5.2380,3.49,1.500,31.8776,2.999,10.63,21.4015,2.999,7.14
MountainBike_2k,22,2,5.6228,3.21,1.750,36.9237,3.500,10.55,25.6780,3.500,7.34
MountainBike_2k,22,3,7.0627,3.53,2.000,19.9060,2.000,9.95,12.8433,2.000,6.42
MountainBike_2k,22,4,7.0957,3.55,2.001,19.9269,2.001,9.96,12.8312,2.001,6.41
MountainBike_2k,27,1,4.9207,3.66,1.351,28.6720,2.701,10.62,18.8305,2.701,6.96
MountainBike_2k,27,2,5.0723,3.38,1.501,31.5494,3.001,10.51,21.4048,3.001,7.13
MountainBike_2k,27,3,7.0601,3.53,2.000,19.8994,2.000,9.95,12.8393,2.000,6.42
MountainBike_2k,27,4,7.0351,3.52,2.000,19.8988,2.000,9.95,12.8637,2.000,6.43
MountainBike_2k,32,1,4.7009,3.76,1.250,26.4831,2.500,10.59,17.0813,2.500,6.83
MountainBike_2k,32,2,5.0772,3.39,1.500,31.5475,3.000,10.52,21.3931,3.000,7.13
MountainBike_2k,32,3,7.0150,3.51,1.999,19.8472,1.999,9.93,12.8322,1.999,6.42
MountainBike_2k,32,4,6.9826,3.49,2.000,19.8241,2.000,9.91,12.8416,2.000,6.42
MountainBike_2k,37,1,4.6848,3.75,1.250,26.5150,2.499,10.61,17.1454,2.499,6.86
MountainBike_2k,37,2,5.0316,3.36,1.499,31.5103,2.997,10.51,21.4471,2.997,7.16
MountainBike_2k,37,3,6.3376,4.23,1.500,14.8922,1.500,9.93,8.5545,1.500,5.70
MountainBike_2k,37,4,6.3469,4.23,1.500,14.9185,1.500,9.94,8.5716,1.500,5.71
OldTownCross_1080p50,22,1,5.2048,3.47,1.499,31.8371,2.999,10.62,21.4274,2.999,7.15
OldTownCross_1080p50,22,2,5.7095,3.26,1.750,37.1658,3.500,10.62,25.7469,3.500,7.36
OldTownCross_1080p50,22,3,7.1022,3.55,2.003,19.9962,2.003,9.98,12.8939,2.003,6.44
OldTownCross_1080p50,22,4,7.1316,3.57,1.999,19.9998,1.999,10.01,12.8682,1.999,6.44
OldTownCross_1080p50,27,1,4.7173,3.78,1.249,26.6200,2.498,10.66,17.1854,2.498,6.88
OldTownCross_1080p50,27,2,5.1177,3.41,1.500,31.7466,3.000,10.58,21.5113,3.000,7.17
OldTownCross_1080p50,27,3,7.0837,3.54,1.999,19.9679,1.999,9.99,12.8842,1.999,6.44
OldTownCross_1080p50,27,4,7.1214,3.56,2.000,19.9675,2.000,9.99,12.8461,2.000,6.42
OldTownCross_1080p50,32,1,4.7739,3.81,1.252,26.6773,2.504,10.65,17.1295,2.504,6.84
OldTownCross_1080p50,32,2,5.1081,3.41,1.499,31.6255,2.999,10.55,21.4093,2.999,7.14
OldTownCross_1080p50,32,3,6.3645,4.24,1.500,14.9287,1.500,9.95,8.5642,1.500,5.71
OldTownCross_1080p50,32,4,6.3166,4.21,1.500,14.8866,1.500,9.93,8.5700,1.500,5.72
OldTownCross_1080p50,37,1,4.7197,3.78,1.249,26.5892,2.498,10.64,17.1499,2.498,6.87
OldTownCross_1080p50,37,2,5.0810,3.39,1.499,31.6240,2.999,10.55,21.4621,2.999,7.16
OldTownCross_1080p50,37,3,6.3306,4.22,1.500,14.9051,1.500,9.94,8.5745,1.500,5.72
OldTownCross_1080p50,37,4,6.3815,4.26,1.500,14.9474,1.500,9.97,8.5659,1.500,5.71
PedestrianArea_1080p25,22,1,4.7063,3.77,1.250,26.5600,2.499,10.63,17.1474,2.499,6.86
PedestrianArea_1080p25,22,2,5.1058,3.40,1.500,31.6158,3.000,10.54,21.4042,3.000,7.14
PedestrianArea_1080p25,22,3,6.3067,4.21,1.499,14.8712,1.499,9.92,8.5645,1.499,5.71
PedestrianArea_1080p25,22,4,6.3747,4.24,1.503,14.9330,1.503,9.94,8.5583,1.503,5.70
PedestrianArea_1080p25,27,1,4.6923,3.76,1.249,26.5053,2.498,10.61,17.1207,2.498,6.85
PedestrianArea_1080p25,27,2,5.0991,3.40,1.501,31.6507,3.003,10.54,21.4525,3.003,7.14
PedestrianArea_1080p25,27,3,6.3402,4.23,1.500,14.9231,1.500,9.95,8.5829,1.500,5.72
PedestrianArea_1080p25,27,4,6.3449,4.23,1.500,14.9377,1.500,9.96,8.5928,1.500,5.73
PedestrianArea_1080p25,32,1,4.7536,3.80,1.250,26.6402,2.499,10.66,17.1330,2.499,6.85
PedestrianArea_1080p25,32,2,5.1796,3.45,1.500,31.7870,2.999,10.60,21.4277,2.999,7.14
PedestrianArea_1080p25,32,3,6.3283,4.22,1.499,14.8970,1.499,9.94,8.5687,1.499,5.72
PedestrianArea_1080p25,32,4,6.3590,4.24,1.499,14.9279,1.499,9.96,8.5689,1.499,5.72
PedestrianArea_1080p25,37,1,4.8138,3.85,1.250,26.7847,2.500,10.71,17.1571,2.500,6.86
PedestrianArea_1080p25,37,2,4.9234,3.57,1.384,29.2949,2.768,10.58,19.4482,2.768,7.01
PedestrianArea_1080p25,37,3,6.3310,4.22,1.499,14.9008,1.499,9.94,8.5698,1.499,5.72
PedestrianArea_1080p25,37,4,6.3598,4.24,1.500,14.9414,1.500,9.96,8.5816,1.500,5.72
RitualDance_2k,22,1,4.6833,3.74,1.251,26.5493,2.502,10.61,17.1827,2.502,6.87
RitualDance_2k,22,2,5.0397,3.36,1.500,31.6092,3.000,10.53,21.5297,3.000,7.18
RitualDance_2k,22,3,6.2780,4.19,1.500,14.8772,1.500,9.92,8.5991,1.500,5.73
RitualDance_2k,22,4,6.3007,4.20,1.499,14.9047,1.499,9.94,8.6039,1.499,5.74
RitualDance_2k,27,1,4.7352,3.79,1.250,26.6795,2.499,10.68,17.2090,2.499,6.89
RitualDance_2k,27,2,5.0756,3.38,1.500,31.6224,3.000,10.54,21.4713,3.000,7.16
RitualDance_2k,27,3,6.3363,4.22,1.500,14.9324,1.500,9.96,8.5961,1.500,5.73
RitualDance_2k,27,4,6.3314,4.22,1.500,14.9362,1.500,9.96,8.6048,1.500,5.74
RitualDance_2k,32,1,4.7126,3.77,1.250,26.6533,2.500,10.66,17.2281,2.500,6.89
RitualDance_2k,32,2,5.1175,3.41,1.502,31.7624,3.003,10.58,21.5274,3.003,7.17
RitualDance_2k,32,3,6.3432,4.23,1.500,14.9595,1.500,9.97,8.6164,1.500,5.74
RitualDance_2k,32,4,6.3146,4.21,1.500,14.9291,1.500,9.96,8.6145,1.500,5.74
RitualDance_2k,37,1,4.7814,3.83,1.250,26.7600,2.500,10.71,17.1971,2.500,6.88
RitualDance_2k,37,2,5.0987,3.40,1.500,31.6657,2.999,10.56,21.4683,2.999,7.16
RitualDance_2k,37,3,6.3387,4.23,1.500,14.9288,1.500,9.96,8.5901,1.500,5.73
RitualDance_2k,37,4,6.3482,4.23,1.500,14.9448,1.500,9.96,8.5966,1.500,5.73
Riverbed_1080p25,22,1,4.7924,3.83,1.250,26.8065,2.500,10.72,17.2217,2.500,6.89
Riverbed_1080p25,22,2,5.1603,3.44,1.500,31.8747,3.000,10.63,21.5541,3.000,7.19
Riverbed_1080p25,22,3,6.4107,4.27,1.500,15.0386,1.500,10.03,8.6279,1.500,5.75
Riverbed_1080p25,22,4,6.4294,4.29,1.500,15.0127,1.500,10.01,8.5833,1.500,5.72
Riverbed_1080p25,27,1,4.8124,3.85,1.250,26.8317,2.499,10.73,17.2069,2.499,6.88
Riverbed_1080p25,27,2,5.1799,3.45,1.500,31.9007,3.001,10.63,21.5409,3.001,7.18
Riverbed_1080p25,27,3,6.3854,4.25,1.501,14.9955,1.501,9.99,8.6102,1.501,5.74
Riverbed_1080p25,27,4,6.4041,4.27,1.499,15.0107,1.499,10.01,8.6066,1.499,5.74
Riverbed_1080p25,32,1,4.8533,3.88,1.250,26.9112,2.499,10.77,17.2046,2.499,6.88
Riverbed_1080p25,32,2,5.2115,3.47,1.500,31.9437,3.000,10.65,21.5207,3.000,7.17
Riverbed_1080p25,32,3,6.4318,4.29,1.501,15.0388,1.501,10.02,8.6070,1.501,5.74
Riverbed_1080p25,32,4,6.3958,4.26,1.500,15.0081,1.500,10.00,8.6123,1.500,5.74
Riverbed_1080p25,37,1,4.8148,3.85,1.251,26.8569,2.501,10.74,17.2274,2.501,6.89
Riverbed_1080p25,37,2,4.9893,3.53,1.417,30.0711,2.833,10.61,20.0925,2.833,7.08
Riverbed_1080p25,37,3,6.4101,4.27,1.500,15.0160,1.500,10.01,8.6059,1.500,5.74
Riverbed_1080p25,37,4,6.3620,4.25,1.498,14.9564,1.498,9.99,8.5943,1.498,5.74
Skater227_2k,22,1,4.7736,3.82,1.250,26.7446,2.500,10.70,17.1973,2.500,6.88
Skater227_2k,22,2,4.9986,3.50,1.434,30.3489,2.868,10.58,20.3518,2.868,7.09
Skater227_2k,22,3,6.3438,4.23,1.501,14.9546,1.501,9.97,8.6108,1.501,5.74
Skater227_2k,22,4,6.3206,4.21,1.501,14.9286,1.501,9.95,8.6080,1.501,5.74
Skater227_2k,27,1,4.7652,3.81,1.250,26.7515,2.500,10.70,17.2211,2.500,6.89
Skater227_2k,27,2,4.7948,3.57,1.349,28.5511,2.698,10.58,18.9615,2.698,7.01
Skater227_2k,27,3,6.3444,4.23,1.500,14.9589,1.500,9.97,8.6145,1.500,5.74
Skater227_2k,27,4,6.3504,4.23,1.500,14.9606,1.500,9.97,8.6102,1.500,5.74
Skater227_2k,32,1,4.7896,3.83,1.250,26.8358,2.501,10.73,17.2566,2.501,6.90
Skater227_2k,32,2,4.8190,3.58,1.349,28.5796,2.698,10.59,18.9416,2.698,7.01
Skater227_2k,32,3,6.3926,4.26,1.500,15.0151,1.500,10.01,8.6225,1.500,5.75
Skater227_2k,32,4,6.3241,4.22,1.500,14.9534,1.500,9.97,8.6293,1.500,5.75
Skater227_2k,37,1,4.7455,3.80,1.250,26.6159,2.500,10.65,17.1248,2.500,6.85
Skater227_2k,37,2,4.5547,3.64,1.250,26.2047,2.499,10.48,17.0953,2.499,6.84
Skater227_2k,37,3,6.3189,4.21,1.501,14.8561,1.501,9.90,8.5372,1.501,5.69
Skater227_2k,37,4,6.2943,4.19,1.501,14.8572,1.501,9.90,8.5629,1.501,5.71
