video_name,qp,preset,E_process_single_J,P_process_W,t_process_single_s,E_load_total_J,t_load_total_s,P_load_W,E_idle_total_J,t_idle_total_s,P_idle_W
Vertical_Carnaby_2k,22,3,6.3650,4.24,1.500,14.9653,1.500,9.97,8.6002,1.500,5.73
Vertical_Carnaby_2k,22,4,6.3739,4.25,1.500,14.9679,1.500,9.98,8.5940,1.500,5.73
Vertical_Carnaby_2k,27,1,2.9456,4.42,0.667,21.7609,2.000,10.88,12.9243,2.000,6.46
Vertical_Carnaby_2k,27,2,3.6898,4.92,0.750,15.9755,1.499,10.65,8.5959,1.499,5.73
Vertical_Carnaby_2k,27,3,6.3827,4.25,1.501,14.9725,1.501,9.98,8.5899,1.501,5.72
Vertical_Carnaby_2k,27,4,6.3609,4.24,1.500,14.9555,1.500,9.97,8.5946,1.500,5.73
Vertical_Carnaby_2k,32,1,2.9637,4.45,0.667,21.7896,2.000,10.90,12.8986,2.000,6.45
Vertical_Carnaby_2k,32,2,3.7049,4.94,0.750,16.0066,1.500,10.67,8.5968,1.500,5.73
Vertical_Carnaby_2k,32,3,6.3965,4.26,1.500,14.9700,1.500,9.98,8.5735,1.500,5.71
Vertical_Carnaby_2k,32,4,6.3564,4.24,1.500,14.9557,1.500,9.97,8.5993,1.500,5.73
Vertical_Carnaby_2k,37,1,2.9713,4.46,0.667,21.8161,2.000,10.91,12.9024,2.000,6.45
Vertical_Carnaby_2k,37,2,3.7154,4.95,0.750,16.0378,1.501,10.69,8.6070,1.501,5.73
Vertical_Carnaby_2k,37,3,6.3787,4.25,1.500,14.9721,1.500,9.98,8.5934,1.500,5.73
Vertical_Carnaby_2k,37,4,6.3728,4.25,1.500,14.9687,1.500,9.98,8.5959,1.500,5.73
WalkingInStreet_2k,22,1,4.5881,3.67,1.250,26.3621,2.500,10.54,17.1859,2.500,6.87
WalkingInStreet_2k,22,2,4.6376,3.71,1.250,26.5069,2.500,10.60,17.2318,2.500,6.89
WalkingInStreet_2k,22,3,7.2635,3.63,2.000,20.1634,2.000,10.08,12.9000,2.000,6.45
WalkingInStreet_2k,22,4,7.2686,3.64,2.000,20.1568,2.000,10.08,12.8882,2.000,6.45
WalkingInStreet_2k,27,1,4.2964,4.30,1.000,21.4858,2.000,10.74,12.8930,2.000,6.45
WalkingInStreet_2k,27,2,4.4220,4.41,1.002,21.7344,2.004,10.85,12.8904,2.004,6.43
WalkingInStreet_2k,27,3,7.1847,3.59,2.000,20.0872,2.000,10.04,12.9025,2.000,6.45
WalkingInStreet_2k,27,4,7.2100,3.61,2.000,20.0977,2.000,10.05,12.8876,2.000,6.44
WalkingInStreet_2k,32,1,3.0182,4.53,0.667,21.9397,2.000,10.97,12.8851,2.000,6.44
WalkingInStreet_2k,32,2,3.8162,5.09,0.750,16.2363,1.500,10.82,8.6039,1.500,5.74
WalkingInStreet_2k,32,3,7.1281,3.56,2.000,20.0397,2.000,10.02,12.9117,2.000,6.46
WalkingInStreet_2k,32,4,7.1742,3.59,2.001,20.0722,2.001,10.03,12.8979,2.001,6.45
WalkingInStreet_2k,37,1,3.0115,4.52,0.667,21.9236,2.000,10.96,12.8890,2.000,6.44
WalkingInStreet_2k,37,2,3.7695,5.03,0.750,16.1519,1.500,10.77,8.6129,1.500,5.74
WalkingInStreet_2k,37,3,6.4140,4.28,1.500,15.0348,1.500,10.02,8.6208,1.500,5.75
WalkingInStreet_2k,37,4,6.4365,4.29,1.500,15.0588,1.500,10.04,8.6223,1.500,5.75
WorldCup_2k,22,1,2.8267,4.24,0.667,21.3873,2.000,10.69,12.9074,2.000,6.45
WorldCup_2k,22,2,3.5907,4.79,0.750,15.7969,1.500,10.53,8.6155,1.500,5.75
WorldCup_2k,22,3,6.3130,4.21,1.500,14.9104,1.500,9.94,8.5974,1.500,5.73
WorldCup_2k,22,4,6.3042,4.20,1.500,14.9015,1.500,9.94,8.5972,1.500,5.73
WorldCup_2k,27,1,2.8457,4.27,0.667,21.4337,2.000,10.72,12.8965,2.000,6.45
WorldCup_2k,27,2,3.6083,4.81,0.750,15.8158,1.500,10.54,8.5992,1.500,5.73
WorldCup_2k,27,3,6.3019,4.20,1.500,14.8994,1.500,9.93,8.5975,1.500,5.73
WorldCup_2k,27,4,6.2989,4.20,1.500,14.8906,1.500,9.93,8.5917,1.500,5.73
WorldCup_2k,32,1,2.8668,4.30,0.667,21.4930,2.000,10.75,12.8925,2.000,6.45
WorldCup_2k,32,2,3.6283,4.84,0.750,15.8511,1.500,10.57,8.5946,1.500,5.73
WorldCup_2k,32,3,6.3037,4.20,1.500,14.8906,1.500,9.93,8.5870,1.500,5.73
WorldCup_2k,32,4,6.2961,4.20,1.500,14.8849,1.500,9.92,8.5888,1.500,5.73
WorldCup_2k,37,1,2.8922,4.34,0.667,21.5668,2.000,10.78,12.8903,2.000,6.45
WorldCup_2k,37,2,3.6413,4.85,0.750,15.8680,1.500,10.58,8.5854,1.500,5.72
WorldCup_2k,37,3,6.3070,4.20,1.500,14.8893,1.500,9.93,8.5823,1.500,5.72
WorldCup_2k,37,4,6.3014,4.20,1.500,14.8887,1.500,9.93,8.5874,1.500,5.72
WorldCup_far_2k,22,1,3.7545,5.01,0.750,16.0971,1.500,10.73,8.5880,1.500,5.73
WorldCup_far_2k,22,2,4.1781,4.18,1.000,21.2422,2.000,10.62,12.8860,2.000,6.44
WorldCup_far_2k,22,3,7.0229,3.51,2.000,19.9133,2.000,9.96,12.8904,2.000,6.44
WorldCup_far_2k,22,4,7.0214,3.51,2.000,19.9081,2.000,9.95,12.8867,2.000,6.44
WorldCup_far_2k,27,1,2.8521,4.28,0.667,21.4436,2.000,10.72,12.8874,2.000,6.44
WorldCup_far_2k,27,2,3.6221,4.83,0.750,15.8396,1.501,10.56,8.5955,1.501,5.73
WorldCup_far_2k,27,3,7.0530,3.53,2.000,19.9445,2.000,9.97,12.8915,2.000,6.45
WorldCup_far_2k,27,4,7.0476,3.52,2.000,19.9389,2.000,9.97,12.8914,2.000,6.45
WorldCup_far_2k,32,1,2.8452,4.27,0.667,21.4345,2.001,10.71,12.8989,2.001,6.45
WorldCup_far_2k,32,2,3.6287,4.84,0.750,15.8423,1.499,10.57,8.5849,1.499,5.73
WorldCup_far_2k,32,3,6.3790,4.25,1.500,14.9269,1.500,9.95,8.5479,1.500,5.70
WorldCup_far_2k,32,4,6.3377,4.22,1.501,14.9458,1.501,9.96,8.6082,1.501,5.74
WorldCup_far_2k,37,1,2.8672,4.30,0.667,21.5000,2.000,10.75,12.8983,2.000,6.45
WorldCup_far_2k,37,2,3.6368,4.85,0.750,15.8861,1.500,10.59,8.6124,1.500,5.74
WorldCup_far_2k,37,3,6.3753,4.25,1.500,14.9400,1.500,9.96,8.5647,1.500,5.71
WorldCup_far_2k,37,4,6.3493,4.23,1.500,14.9386,1.500,9.96,8.5893,1.500,5.73
