video_name,qp,preset,E_process_single_J,P_process_W,t_process_single_s,E_load_total_J,t_load_total_s,P_load_W,E_idle_total_J,t_idle_total_s,P_idle_W
SnowMountain_360p,27,1,0.8718,4.65,0.187,15.5822,1.500,10.39,8.6082,1.500,5.74
SnowMountain_360p,27,2,1.0046,6.03,0.167,10.3365,1.000,10.34,4.3089,1.000,4.31
SnowMountain_360p,27,3,1.2855,4.28,0.300,15.0502,1.500,10.03,8.6229,1.500,5.75
SnowMountain_360p,27,4,1.2880,4.29,0.300,15.0498,1.500,10.03,8.6096,1.500,5.74
SnowMountain_360p,32,1,0.6936,4.62,0.150,15.5444,1.501,10.36,8.6083,1.501,5.74
SnowMountain_360p,32,2,0.8626,4.60,0.188,15.5412,1.501,10.35,8.6401,1.501,5.76
SnowMountain_360p,32,3,1.1262,3.95,0.289,17.4001,1.733,10.04,10.6428,1.733,6.09
SnowMountain_360p,32,4,1.2837,4.28,0.300,15.0322,1.501,10.02,8.6138,1.501,5.74
SnowMountain_360p,37,1,0.8509,5.96,0.143,10.2669,1.000,10.27,4.3108,1.000,4.31
SnowMountain_360p,37,2,0.9976,5.98,0.167,10.2960,1.000,10.29,4.3104,1.000,4.31
SnowMountain_360p,37,3,1.2781,4.26,0.300,15.0161,1.500,10.01,8.6257,1.500,5.75
SnowMountain_360p,37,4,1.2819,4.27,0.300,15.0354,1.500,10.02,8.6258,1.500,5.75
SpeedBag_360p,22,1,0.7553,4.53,0.167,15.4214,1.500,10.28,8.6240,1.500,5.75
SpeedBag_360p,22,2,0.9985,5.99,0.167,10.3057,1.000,10.30,4.3148,1.000,4.31
SpeedBag_360p,22,3,1.2778,4.26,0.300,15.0036,1.500,10.01,8.6148,1.500,5.75
SpeedBag_360p,22,4,1.2757,4.26,0.300,15.0073,1.499,10.01,8.6288,1.499,5.76
SpeedBag_360p,27,1,0.8543,5.98,0.143,10.2903,1.000,10.29,4.3105,1.000,4.31
SpeedBag_360p,27,2,0.7657,4.59,0.167,15.5028,1.500,10.33,8.6117,1.500,5.74
SpeedBag_360p,27,3,1.2763,4.25,0.300,14.9988,1.501,10.00,8.6175,1.501,5.74
SpeedBag_360p,27,4,1.2778,4.26,0.300,15.0015,1.500,10.00,8.6123,1.500,5.74
SpeedBag_360p,32,1,0.8547,5.98,0.143,10.2985,1.001,10.29,4.3160,1.001,4.31
SpeedBag_360p,32,2,0.8551,5.99,0.143,10.2920,1.000,10.29,4.3065,1.000,4.31
SpeedBag_360p,32,3,1.2747,4.25,0.300,14.9956,1.500,10.00,8.6221,1.500,5.75
SpeedBag_360p,32,4,1.2714,4.24,0.300,14.9849,1.499,10.00,8.6281,1.499,5.76
SpeedBag_360p,37,1,0.7508,4.50,0.167,15.3772,1.500,10.25,8.6202,1.500,5.75
SpeedBag_360p,37,2,0.8564,6.00,0.143,10.3042,1.000,10.31,4.3093,1.000,4.31
SpeedBag_360p,37,3,1.2757,4.25,0.300,15.0030,1.501,10.00,8.6247,1.501,5.75
SpeedBag_360p,37,4,1.0680,4.27,0.250,15.0047,1.500,10.00,8.5969,1.500,5.73
Stockholm_360p,22,1,0.8649,4.61,0.188,15.5448,1.501,10.36,8.6253,1.501,5.75
Stockholm_360p,22,2,1.0056,6.03,0.167,10.3463,1.000,10.34,4.3126,1.000,4.31
Stockholm_360p,22,3,1.4260,5.70,0.250,10.0138,1.000,10.01,4.3096,1.000,4.31
Stockholm_360p,22,4,1.2858,4.29,0.300,15.0435,1.500,10.03,8.6144,1.500,5.74
Stockholm_360p,27,1,0.7711,4.63,0.167,15.5352,1.499,10.36,8.5952,1.499,5.73
Stockholm_360p,27,2,0.8638,4.61,0.187,15.5134,1.500,10.34,8.6028,1.500,5.74
Stockholm_360p,27,3,1.2749,4.25,0.300,14.9865,1.500,9.99,8.6122,1.500,5.74
Stockholm_360p,27,4,1.2780,4.26,0.300,15.0059,1.501,10.00,8.6159,1.501,5.74
Stockholm_360p,32,1,0.9914,5.95,0.167,10.2510,1.000,10.25,4.3024,1.000,4.30
Stockholm_360p,32,2,0.8546,4.56,0.188,15.4424,1.501,10.29,8.6054,1.501,5.73
Stockholm_360p,32,3,1.2776,4.26,0.300,14.9924,1.500,9.99,8.6045,1.500,5.73
Stockholm_360p,32,4,1.2744,4.25,0.300,14.9747,1.500,9.98,8.6025,1.500,5.73
Stockholm_360p,37,1,0.7532,4.52,0.167,15.3866,1.500,10.26,8.6080,1.500,5.74
Stockholm_360p,37,2,0.8559,4.57,0.187,15.4445,1.500,10.30,8.5970,1.500,5.73
Stockholm_360p,37,3,1.2736,4.25,0.300,14.9695,1.500,9.98,8.6017,1.500,5.74
Stockholm_360p,37,4,1.2732,4.24,0.300,14.9714,1.500,9.98,8.6053,1.500,5.74
TouchdownPass_360p,22,1,0.7724,4.64,0.167,15.5544,1.499,10.37,8.6026,1.499,5.74
TouchdownPass_360p,22,2,1.0008,6.01,0.167,10.3071,1.000,10.31,4.3022,1.000,4.30
TouchdownPass_360p,22,3,1.4229,5.69,0.250,9.9976,1.000,10.00,4.3060,1.000,4.31
TouchdownPass_360p,22,4,1.2803,4.27,0.300,15.0241,1.499,10.02,8.6228,1.499,5.75
TouchdownPass_360p,27,1,0.7582,4.55,0.167,15.4388,1.499,10.30,8.6150,1.499,5.75
TouchdownPass_360p,27,2,0.9948,5.97,0.167,10.2742,0.999,10.28,4.3052,0.999,4.31
TouchdownPass_360p,27,3,1.2806,4.27,0.300,15.0079,1.501,10.00,8.6050,1.501,5.73
TouchdownPass_360p,27,4,1.2790,4.26,0.300,14.9999,1.500,10.00,8.6050,1.500,5.74
TouchdownPass_360p,32,1,0.8486,5.94,0.143,10.2495,1.000,10.25,4.3094,1.000,4.31
TouchdownPass_360p,32,2,0.9936,5.96,0.167,10.2603,1.000,10.27,4.2989,1.000,4.30
TouchdownPass_360p,32,3,1.2894,3.96,0.419,20.1410,2.095,9.89,13.6940,2.095,5.94
TouchdownPass_360p,32,4,1.2778,4.26,0.300,14.9870,1.500,9.99,8.5983,1.500,5.73
TouchdownPass_360p,37,1,0.7538,4.52,0.167,15.3881,1.500,10.26,8.6041,1.500,5.74
TouchdownPass_360p,37,2,0.8559,4.57,0.187,15.4484,1.498,10.31,8.6014,1.498,5.74
TouchdownPass_360p,37,3,1.2731,4.24,0.300,14.9740,1.501,9.98,8.6086,1.501,5.74
TouchdownPass_360p,37,4,1.0596,4.24,0.250,14.9690,1.500,9.98,8.6117,1.500,5.74
