video_name,qp,preset,E_process_single_J,P_process_W,t_process_single_s,E_load_total_J,t_load_total_s,P_load_W,E_idle_total_J,t_idle_total_s,P_idle_W
KristenAndSara_720p,32,3,3.1417,4.19,0.750,14.8628,1.500,9.91,8.5795,1.500,5.72
KristenAndSara_720p,32,4,3.1427,4.19,0.750,14.8697,1.500,9.91,8.5843,1.500,5.72
KristenAndSara_720p,37,1,1.8182,4.85,0.375,15.8525,1.500,10.57,8.5797,1.500,5.72
KristenAndSara_720p,37,2,1.7672,4.71,0.375,15.6591,1.500,10.44,8.5902,1.500,5.73
KristenAndSara_720p,37,3,3.1430,4.19,0.750,14.8644,1.499,9.92,8.5785,1.499,5.72
KristenAndSara_720p,37,4,3.1564,4.21,0.750,14.8900,1.500,9.92,8.5772,1.500,5.72
RollerCoaster_720p,22,1,1.7955,4.79,0.375,15.7603,1.500,10.51,8.5785,1.500,5.72
RollerCoaster_720p,22,2,2.3600,4.72,0.500,15.6736,1.500,10.45,8.5936,1.500,5.73
RollerCoaster_720p,22,3,3.1368,4.18,0.750,14.8884,1.499,9.93,8.6147,1.499,5.75
RollerCoaster_720p,22,4,3.1579,4.21,0.750,14.8989,1.500,9.93,8.5831,1.500,5.72
RollerCoaster_720p,27,1,1.7988,4.80,0.374,15.7539,1.498,10.52,8.5588,1.498,5.72
RollerCoaster_720p,27,2,2.3687,4.74,0.500,15.6840,1.500,10.46,8.5781,1.500,5.72
RollerCoaster_720p,27,3,3.1600,4.21,0.750,14.9000,1.500,9.93,8.5800,1.500,5.72
RollerCoaster_720p,27,4,3.1503,4.20,0.750,14.8819,1.500,9.92,8.5812,1.500,5.72
RollerCoaster_720p,32,1,1.8077,4.82,0.375,15.8136,1.500,10.54,8.5830,1.500,5.72
RollerCoaster_720p,32,2,1.7606,4.70,0.375,15.6270,1.500,10.42,8.5844,1.500,5.72
RollerCoaster_720p,32,3,3.1636,4.22,0.750,14.9051,1.500,9.94,8.5779,1.500,5.72
RollerCoaster_720p,32,4,3.1554,4.21,0.750,14.8897,1.500,9.93,8.5789,1.500,5.72
RollerCoaster_720p,37,1,1.4591,4.87,0.300,15.8841,1.499,10.59,8.5884,1.499,5.73
RollerCoaster_720p,37,2,1.7784,4.74,0.375,15.6941,1.500,10.47,8.5805,1.500,5.72
RollerCoaster_720p,37,3,3.1678,4.23,0.750,14.9163,1.499,9.95,8.5807,1.499,5.72
RollerCoaster_720p,37,4,3.1681,4.22,0.751,14.9309,1.501,9.95,8.5947,1.501,5.73
Vidyo3_720p,22,1,1.8047,4.81,0.375,15.8139,1.500,10.54,8.5951,1.500,5.73
Vidyo3_720p,22,2,2.3566,4.71,0.500,15.6785,1.501,10.45,8.6088,1.501,5.74
Vidyo3_720p,22,3,3.1530,4.20,0.750,14.9016,1.500,9.94,8.5957,1.500,5.73
Vidyo3_720p,22,4,3.1507,4.20,0.750,14.8847,1.500,9.93,8.5832,1.500,5.72
Vidyo3_720p,27,1,1.8057,4.81,0.375,15.8164,1.500,10.54,8.5936,1.500,5.73
Vidyo3_720p,27,2,1.7655,4.71,0.375,15.6421,1.499,10.43,8.5803,1.499,5.72
Vidyo3_720p,27,3,3.1540,4.21,0.750,14.8936,1.500,9.93,8.5856,1.500,5.72
Vidyo3_720p,27,4,3.1563,4.21,0.750,14.8960,1.500,9.93,8.5834,1.500,5.72
Vidyo3_720p,32,1,1.4571,4.86,0.300,15.8668,1.500,10.58,8.5814,1.500,5.72
Vidyo3_720p,32,2,1.7769,4.74,0.375,15.6938,1.500,10.46,8.5862,1.500,5.72
Vidyo3_720p,32,3,3.1510,4.20,0.750,14.8881,1.500,9.92,8.5861,1.500,5.72
Vidyo3_720p,32,4,3.1386,4.19,0.750,14.8675,1.499,9.92,8.5902,1.499,5.73
Vidyo3_720p,37,1,1.8192,4.85,0.375,15.8659,1.501,10.57,8.5891,1.501,5.72
Vidyo3_720p,37,2,1.7694,4.72,0.375,15.6525,1.499,10.44,8.5747,1.499,5.72
Vidyo3_720p,37,3,3.1603,4.21,0.750,14.9101,1.500,9.94,8.5895,1.500,5.73
Vidyo3_720p,37,4,3.1698,4.23,0.750,14.9417,1.499,9.97,8.6020,1.499,5.74
Vidyo4_720p,22,1,1.8032,4.81,0.375,15.8312,1.500,10.56,8.6184,1.500,5.75
Vidyo4_720p,22,2,2.0083,4.02,0.500,20.9242,2.000,10.46,12.8910,2.000,6.45
Vidyo4_720p,22,3,3.1580,4.21,0.750,14.9274,1.500,9.95,8.6113,1.500,5.74
Vidyo4_720p,22,4,3.1415,4.19,0.750,14.8960,1.499,9.94,8.6129,1.499,5.74
Vidyo4_720p,27,1,1.8084,4.82,0.375,15.8295,1.501,10.55,8.5959,1.501,5.73
Vidyo4_720p,27,2,1.7642,4.70,0.375,15.6502,1.500,10.43,8.5933,1.500,5.73
Vidyo4_720p,27,3,3.1607,4.21,0.750,14.9129,1.500,9.94,8.5916,1.500,5.73
Vidyo4_720p,27,4,3.1571,4.21,0.749,14.9008,1.499,9.94,8.5866,1.499,5.73
Vidyo4_720p,32,1,1.8245,4.86,0.375,15.9037,1.502,10.59,8.6059,1.502,5.73
Vidyo4_720p,32,2,1.7778,4.74,0.375,15.7079,1.501,10.47,8.5965,1.501,5.73
Vidyo4_720p,32,3,3.1532,4.20,0.750,14.8989,1.500,9.93,8.5926,1.500,5.73
Vidyo4_720p,32,4,3.1690,4.22,0.750,14.9453,1.500,9.96,8.6074,1.500,5.74
Vidyo4_720p,37,1,1.8211,4.86,0.375,15.8798,1.499,10.59,8.5956,1.499,5.73
Vidyo4_720p,37,2,1.7715,4.72,0.375,15.6883,1.500,10.46,8.6023,1.500,5.73
Vidyo4_720p,37,3,3.1413,4.19,0.750,14.8902,1.500,9.93,8.6076,1.500,5.74
Vidyo4_720p,37,4,3.1673,4.22,0.750,14.9421,1.500,9.96,8.6075,1.500,5.74
WestWindEasy_720p,22,1,1.7944,4.79,0.375,15.7790,1.499,10.52,8.6012,1.499,5.74
WestWindEasy_720p,22,2,2.3419,4.69,0.500,15.6506,1.499,10.44,8.6248,1.499,5.75
WestWindEasy_720p,22,3,3.1448,4.19,0.750,14.8946,1.500,9.93,8.6050,1.500,5.74
WestWindEasy_720p,22,4,3.1388,4.19,0.750,14.8713,1.500,9.91,8.5936,1.500,5.73
WestWindEasy_720p,27,1,1.7997,4.80,0.375,15.7930,1.500,10.53,8.5944,1.500,5.73
WestWindEasy_720p,27,2,1.9941,3.99,0.500,20.8697,2.000,10.44,12.8933,2.000,6.45
WestWindEasy_720p,27,3,3.1465,4.19,0.750,14.8852,1.501,9.92,8.5923,1.501,5.73
WestWindEasy_720p,27,4,3.1407,4.19,0.750,14.8632,1.500,9.91,8.5819,1.500,5.72
WestWindEasy_720p,32,1,1.7966,4.79,0.375,15.7760,1.500,10.52,8.5896,1.500,5.73
WestWindEasy_720p,32,2,1.9825,3.96,0.501,20.8017,2.002,10.39,12.8716,2.002,6.43
WestWindEasy_720p,32,3,3.1331,4.18,0.750,14.8556,1.500,9.90,8.5895,1.500,5.72
WestWindEasy_720p,32,4,3.1380,4.18,0.750,14.8572,1.500,9.90,8.5811,1.500,5.72
WestWindEasy_720p,37,1,1.7965,4.79,0.375,15.7723,1.500,10.51,8.5864,1.500,5.72
WestWindEasy_720p,37,2,1.7598,4.69,0.375,15.6296,1.500,10.42,8.5906,1.500,5.73
WestWindEasy_720p,37,3,3.1530,4.20,0.750,14.8932,1.500,9.93,8.5871,1.500,5.73
WestWindEasy_720p,37,4,3.1533,4.20,0.750,14.8844,1.500,9.92,8.5779,1.500,5.72
