video_name,comparison,bd_rate_change_perc,bd_psnr_y_db,bd_psnr_u_db,bd_psnr_v_db,bd_psnr_avg_db
DrivingPOV_720p,veryfast_vs_medium,0.0588,-0.0041,0.0173,0.0147,0.0093
DrivingPOV_720p,faster_vs_medium,0.0588,-0.0041,0.0173,0.0147,0.0093
DrivingPOV_720p,fast_vs_medium,0.0636,-0.0044,0.0172,0.0146,0.0091
DrivingPOV_720p,slow_vs_medium,-3.8679,0.2352,-0.1631,-0.0566,0.0052
DrivingPOV_720p,slower_vs_medium,-4.3942,0.2668,-0.1155,-0.0236,0.0426
DrivingPOV_720p,veryslow_vs_medium,-4.3893,0.2665,-0.1157,-0.0237,0.0424
DrivingPOV_720p,placebo_vs_medium,-4.3806,0.2672,-0.1154,-0.0191,0.0442
Johnny_720p,ultrafast_vs_medium,26.6964,-1.1218,-0.2411,-0.1674,-0.5101
Johnny_720p,superfast_vs_medium,1.9465,-0.0885,-0.1093,-0.1087,-0.1022
Johnny_720p,veryfast_vs_medium,0.5584,-0.0247,-0.0080,-0.0080,-0.0136
Johnny_720p,faster_vs_medium,0.5584,-0.0247,-0.0080,-0.0080,-0.0136
Johnny_720p,fast_vs_medium,0.5742,-0.0255,-0.0085,-0.0085,-0.0142
Johnny_720p,slow_vs_medium,-3.7513,0.1847,-0.0028,0.0155,0.0658
Johnny_720p,slower_vs_medium,-4.6747,0.2295,0.0596,0.0946,0.1279
Johnny_720p,veryslow_vs_medium,-4.6585,0.2288,0.0590,0.0939,0.1272
Johnny_720p,placebo_vs_medium,-4.1321,0.2034,0.0387,0.0658,0.1027
KristenAndSara_720p,ultrafast_vs_medium,32.3057,-1.6173,-0.5055,-0.4642,-0.8623
KristenAndSara_720p,superfast_vs_medium,1.9533,-0.1109,-0.0892,-0.1176,-0.1059
KristenAndSara_720p,veryfast_vs_medium,0.4460,-0.0258,-0.0079,-0.0066,-0.0134
KristenAndSara_720p,faster_vs_medium,0.4460,-0.0258,-0.0079,-0.0066,-0.0134
KristenAndSara_720p,fast_vs_medium,0.4591,-0.0266,-0.0084,-0.0071,-0.0140
KristenAndSara_720p,slow_vs_medium,-3.4890,0.2056,-0.0504,0.0299,0.0617
KristenAndSara_720p,slower_vs_medium,-4.1696,0.2464,0.0118,0.0846,0.1142
KristenAndSara_720p,veryslow_vs_medium,-4.1563,0.2456,0.0112,0.0840,0.1136
KristenAndSara_720p,placebo_vs_medium,-3.7349,0.2204,0.0019,0.0931,0.1051
RollerCoaster_720p,ultrafast_vs_medium,15.9330,-0.8485,-0.3606,-0.2861,-0.4984
RollerCoaster_720p,superfast_vs_medium,1.7811,-0.1035,-0.0936,-0.0708,-0.0893
RollerCoaster_720p,veryfast_vs_medium,0.2779,-0.0162,0.0001,0.0019,-0.0047
RollerCoaster_720p,faster_vs_medium,0.2779,-0.0162,0.0001,0.0019,-0.0047
RollerCoaster_720p,fast_vs_medium,0.2873,-0.0168,-0.0003,0.0016,-0.0052
RollerCoaster_720p,slow_vs_medium,-3.9269,0.2348,-0.0957,-0.0494,0.0299
RollerCoaster_720p,slower_vs_medium,-4.3861,0.2628,-0.0559,-0.0072,0.0666
RollerCoaster_720p,veryslow_vs_medium,-4.3766,0.2622,-0.0563,-0.0076,0.0661
RollerCoaster_720p,placebo_vs_medium,-4.3979,0.2638,-0.0511,-0.0082,0.0682
Vidyo3_720p,ultrafast_vs_medium,26.7196,-1.2625,-0.0372,-0.1534,-0.4843
Vidyo3_720p,superfast_vs_medium,2.1658,-0.1118,-0.0568,-0.0451,-0.0712
Vidyo3_720p,veryfast_vs_medium,0.1703,-0.0094,0.0169,0.0114,0.0063
Vidyo3_720p,faster_vs_medium,0.1703,-0.0094,0.0169,0.0114,0.0063
Vidyo3_720p,fast_vs_medium,0.1835,-0.0101,0.0166,0.0110,0.0058
Vidyo3_720p,slow_vs_medium,-5.5590,0.3087,-0.0111,-0.1512,0.0488
Vidyo3_720p,slower_vs_medium,-5.7189,0.3183,0.0110,-0.1026,0.0756
Vidyo3_720p,veryslow_vs_medium,-5.7056,0.3175,0.0106,-0.1031,0.0750
Vidyo3_720p,placebo_vs_medium,-5.5679,0.3092,0.0127,-0.1162,0.0686
Vidyo4_720p,ultrafast_vs_medium,20.5587,-0.9691,0.0378,-0.0164,-0.3159
Vidyo4_720p,superfast_vs_medium,1.8576,-0.0953,-0.0545,-0.0786,-0.0762
Vidyo4_720p,veryfast_vs_medium,0.5906,-0.0303,0.0005,-0.0028,-0.0109
Vidyo4_720p,faster_vs_medium,0.5906,-0.0303,0.0005,-0.0028,-0.0109
Vidyo4_720p,fast_vs_medium,0.6051,-0.0310,0.0000,-0.0033,-0.0114
Vidyo4_720p,slow_vs_medium,-3.8321,0.2052,0.0206,0.0170,0.0809
Vidyo4_720p,slower_vs_medium,-4.4267,0.2365,0.0624,0.0544,0.1178
Vidyo4_720p,veryslow_vs_medium,-4.4120,0.2357,0.0618,0.0539,0.1172
Vidyo4_720p,placebo_vs_medium,-4.1059,0.2191,0.0491,0.0438,0.1040
WestWindEasy_720p,ultrafast_vs_medium,46.8362,-2.8744,-0.9675,-0.6520,-1.4980
WestWindEasy_720p,superfast_vs_medium,2.5161,-0.1846,-0.0792,-0.0719,-0.1119
WestWindEasy_720p,veryfast_vs_medium,0.2225,-0.0163,-0.0052,0.0053,-0.0054
WestWindEasy_720p,faster_vs_medium,0.2225,-0.0163,-0.0052,0.0053,-0.0054
WestWindEasy_720p,fast_vs_medium,0.2283,-0.0167,-0.0055,0.0051,-0.0057
WestWindEasy_720p,slow_vs_medium,-3.4655,0.2589,-0.1260,-0.0060,0.0423
WestWindEasy_720p,slower_vs_medium,-3.7184,0.2784,-0.0690,0.0412,0.0835
WestWindEasy_720p,veryslow_vs_medium,-3.7125,0.2779,-0.0693,0.0410,0.0832
WestWindEasy_720p,placebo_vs_medium,-3.9817,0.2986,-0.0624,0.0609,0.0990
BlueSky_360p,ultrafast_vs_medium,22.5137,-1.8842,-0.9250,-0.8061,-1.2051
BlueSky_360p,superfast_vs_medium,2.2284,-0.2147,-0.0758,-0.0829,-0.1245
BlueSky_360p,veryfast_vs_medium,0.1130,-0.0112,0.0078,0.0047,0.0004
BlueSky_360p,faster_vs_medium,0.1130,-0.0112,0.0078,0.0047,0.0004
BlueSky_360p,fast_vs_medium,0.1263,-0.0125,0.0069,0.0040,-0.0005
BlueSky_360p,slow_vs_medium,-4.5366,0.4429,-0.1404,-0.1970,0.0352
BlueSky_360p,slower_vs_medium,-4.9748,0.4880,-0.1065,-0.1592,0.0741
BlueSky_360p,veryslow_vs_medium,-4.9614,0.4867,-0.1074,-0.1599,0.0731
BlueSky_360p,placebo_vs_medium,-4.9612,0.4867,-0.0378,-0.0939,0.1184
RedKayak_360p,ultrafast_vs_medium,24.6449,-1.4921,0.1049,0.1426,-0.4149
RedKayak_360p,superfast_vs_medium,1.6773,-0.1205,-0.0352,-0.2175,-0.1244
RedKayak_360p,veryfast_vs_medium,0.3024,-0.0234,0.0152,-0.0042,-0.0041
RedKayak_360p,faster_vs_medium,0.3024,-0.0234,0.0152,-0.0042,-0.0041
RedKayak_360p,fast_vs_medium,0.3181,-0.0245,0.0147,-0.0046,-0.0048
RedKayak_360p,slow_vs_medium,-3.5028,0.2520,-0.1673,0.0320,0.0389
RedKayak_360p,slower_vs_medium,-4.2099,0.3061,-0.1196,0.0512,0.0792
RedKayak_360p,veryslow_vs_medium,-4.1940,0.3049,-0.1201,0.0509,0.0786
RedKayak_360p,placebo_vs_medium,-4.3979,0.3217,-0.1366,0.0449,0.0767
SnowMountain_360p,ultrafast_vs_medium,17.4741,-1.7406,-0.0455,0.0711,-0.5717
SnowMountain_360p,superfast_vs_medium,1.2498,-0.1431,-0.1507,-0.2533,-0.1824
SnowMountain_360p,veryfast_vs_medium,0.1921,-0.0216,0.0148,0.0144,0.0025
SnowMountain_360p,faster_vs_medium,0.1921,-0.0216,0.0148,0.0144,0.0025
SnowMountain_360p,fast_vs_medium,0.2011,-0.0226,0.0144,0.0141,0.0020
SnowMountain_360p,slow_vs_medium,-2.4650,0.2757,-0.1834,-0.0741,0.0061
SnowMountain_360p,slower_vs_medium,-2.5838,0.2901,-0.1709,-0.0811,0.0127
SnowMountain_360p,veryslow_vs_medium,-2.5748,0.2891,-0.1712,-0.0814,0.0122
SnowMountain_360p,placebo_vs_medium,-2.8924,0.3251,-0.1700,-0.0763,0.0263
SpeedBag_360p,ultrafast_vs_medium,23.5848,-1.5779,-0.3408,-0.3021,-0.7403
SpeedBag_360p,superfast_vs_medium,1.2702,-0.1026,-0.0328,-0.0715,-0.0690
SpeedBag_360p,veryfast_vs_medium,0.3376,-0.0278,-0.0167,-0.0131,-0.0192
SpeedBag_360p,faster_vs_medium,0.3376,-0.0278,-0.0167,-0.0131,-0.0192
SpeedBag_360p,fast_vs_medium,0.3811,-0.0313,-0.0190,-0.0151,-0.0218
SpeedBag_360p,slow_vs_medium,-2.6022,0.2093,-0.1454,0.0356,0.0332
SpeedBag_360p,slower_vs_medium,-3.0450,0.2521,-0.0812,0.0649,0.0786
SpeedBag_360p,veryslow_vs_medium,-3.0012,0.2485,-0.0837,0.0628,0.0759
SpeedBag_360p,placebo_vs_medium,-3.6494,0.3007,-0.0649,0.0784,0.1048
Stockholm_360p,ultrafast_vs_medium,23.0176,-1.4254,-0.2922,-0.2928,-0.6701
Stockholm_360p,superfast_vs_medium,0.9529,-0.0680,-0.0283,-0.0335,-0.0433
Stockholm_360p,veryfast_vs_medium,0.1490,-0.0101,0.0097,0.0101,0.0032
Stockholm_360p,faster_vs_medium,0.1490,-0.0101,0.0097,0.0101,0.0032
Stockholm_360p,fast_vs_medium,0.1621,-0.0110,0.0092,0.0096,0.0026
Stockholm_360p,slow_vs_medium,-4.1473,0.2990,-0.2049,-0.2169,-0.0409
Stockholm_360p,slower_vs_medium,-4.4644,0.3223,-0.1743,-0.1863,-0.0127
Stockholm_360p,veryslow_vs_medium,-4.4512,0.3214,-0.1748,-0.1868,-0.0134
Stockholm_360p,placebo_vs_medium,-4.4148,0.3186,-0.1630,-0.1837,-0.0094
TouchdownPass_360p,ultrafast_vs_medium,26.9598,-1.1348,-0.3282,-0.6092,-0.6907
TouchdownPass_360p,superfast_vs_medium,1.2028,-0.0524,-0.0305,-0.0437,-0.0422
TouchdownPass_360p,veryfast_vs_medium,-0.1742,0.0091,0.0150,0.0223,0.0155
TouchdownPass_360p,faster_vs_medium,-0.1742,0.0091,0.0150,0.0223,0.0155
TouchdownPass_360p,fast_vs_medium,-0.1561,0.0083,0.0145,0.0217,0.0148
TouchdownPass_360p,slow_vs_medium,-4.6398,0.2210,0.0439,0.0412,0.1020
TouchdownPass_360p,slower_vs_medium,-4.8314,0.2308,0.0576,0.0553,0.1146
TouchdownPass_360p,veryslow_vs_medium,-4.8133,0.2299,0.0571,0.0547,0.1139
TouchdownPass_360p,placebo_vs_medium,-4.9899,0.2389,0.0596,0.0980,0.1322
FourPeople_270p,ultrafast_vs_medium,32.1140,-2.5975,-0.8190,-0.8041,-1.4069
FourPeople_270p,superfast_vs_medium,0.9297,-0.0934,-0.0893,-0.1247,-0.1024
FourPeople_270p,veryfast_vs_medium,0.2265,-0.0231,-0.0002,-0.0003,-0.0079
FourPeople_270p,faster_vs_medium,0.2265,-0.0231,-0.0002,-0.0003,-0.0079
FourPeople_270p,fast_vs_medium,0.2491,-0.0253,-0.0014,-0.0017,-0.0095
FourPeople_270p,slow_vs_medium,-2.2169,0.2258,-0.2302,-0.1753,-0.0599
FourPeople_270p,slower_vs_medium,-2.8884,0.2960,-0.1698,-0.1220,0.0014
FourPeople_270p,veryslow_vs_medium,-2.8657,0.2937,-0.1711,-0.1233,-0.0003
FourPeople_270p,placebo_vs_medium,-3.2135,0.3301,-0.1675,-0.1092,0.0178
ParkJoy_270p,ultrafast_vs_medium,12.7027,-1.1197,-0.3260,0.0500,-0.4652
ParkJoy_270p,superfast_vs_medium,0.7576,-0.0739,-0.0086,-0.0248,-0.0358
ParkJoy_270p,veryfast_vs_medium,0.2918,-0.0293,0.0060,0.0110,-0.0041
ParkJoy_270p,faster_vs_medium,0.2918,-0.0293,0.0060,0.0110,-0.0041
ParkJoy_270p,fast_vs_medium,0.3089,-0.0309,0.0051,0.0104,-0.0051
ParkJoy_270p,slow_vs_medium,-3.7974,0.3688,-0.2962,-0.1288,-0.0187
ParkJoy_270p,slower_vs_medium,-4.3020,0.4229,-0.2451,-0.0738,0.0346
ParkJoy_270p,veryslow_vs_medium,-4.2848,0.4212,-0.2461,-0.0744,0.0336
ParkJoy_270p,placebo_vs_medium,-4.4188,0.4371,-0.2262,-0.0670,0.0480
SparksElevator_270p,ultrafast_vs_medium,14.9861,-0.9477,0.0931,-0.1657,-0.3401
SparksElevator_270p,superfast_vs_medium,0.9931,-0.0693,-0.0526,-0.0554,-0.0591
SparksElevator_270p,veryfast_vs_medium,0.2214,-0.0156,0.0010,0.0035,-0.0037
SparksElevator_270p,faster_vs_medium,0.2214,-0.0156,0.0010,0.0035,-0.0037
SparksElevator_270p,fast_vs_medium,0.2472,-0.0175,0.0001,0.0026,-0.0049
SparksElevator_270p,slow_vs_medium,-4.3650,0.3161,-0.0304,-0.1176,0.0560
SparksElevator_270p,slower_vs_medium,-4.4399,0.3216,-0.0203,-0.0953,0.0687
SparksElevator_270p,veryslow_vs_medium,-4.4140,0.3197,-0.0212,-0.0963,0.0674
SparksElevator_270p,placebo_vs_medium,-4.2908,0.3109,-0.0291,-0.0991,0.0609
Vertical_Bayshore_270p,ultrafast_vs_medium,18.0636,-1.1497,0.0552,0.0300,-0.3548
Vertical_Bayshore_270p,superfast_vs_medium,1.4431,-0.1038,-0.2311,-0.2049,-0.1799
Vertical_Bayshore_270p,veryfast_vs_medium,0.0717,-0.0076,0.0040,0.0313,0.0092
Vertical_Bayshore_270p,faster_vs_medium,0.0717,-0.0076,0.0040,0.0313,0.0092
Vertical_Bayshore_270p,fast_vs_medium,0.1055,-0.0100,0.0026,0.0299,0.0075
Vertical_Bayshore_270p,slow_vs_medium,-1.6602,0.1167,-0.1815,-0.2104,-0.0918
Vertical_Bayshore_270p,slower_vs_medium,-2.3634,0.1692,-0.0670,-0.1191,-0.0056
Vertical_Bayshore_270p,veryslow_vs_medium,-2.3290,0.1668,-0.0685,-0.1206,-0.0074
Vertical_Bayshore_270p,placebo_vs_medium,-2.6444,0.1878,-0.0441,-0.0884,0.0184
