encoder,resolution,VideoName,QP,Preset,bpp,bitrate_kbps,psnr_y,psnr_u,psnr_v,psnr_yuv,Validated_Mean_Energy_J,Std_Dev_J,Avg_Time_per_Measurement_s,Measurements_Count_Used
x265,1080p,MeridianTalk_sdr_2k,37,superfast,0.043573,5415.73,38.6197,42.9676,45.4642,39.319225,519.99120725,0.991853481151786,11.72172424025,4
x265,1080p,MeridianTalk_sdr_2k,37,ultrafast,0.045031,5596.98,38.4323,43.0045,45.5987,39.165962,149.454736,0.812337792877323,3.42693404116667,6
x265,1080p,MeridianTalk_sdr_2k,37,veryfast,0.043094,5356.26,38.6356,42.9841,45.475,39.334844,535.81913975,0.647855384248869,12.04110311775,4
x265,1080p,Motorcycle_2k,22,fast,1.331902,82854.96,43.777,45.3004,45.9267,44.006569,1059.0398915,1.55723288481428,25.94745645625,4
x265,1080p,Motorcycle_2k,22,faster,1.33189,82854.24,43.777,45.3004,45.9267,44.006569,1059.9987998,3.00007374918704,26.041738531,5
x265,1080p,Motorcycle_2k,22,medium,1.331508,82830.48,43.7937,45.3001,45.9263,44.021138,1116.0315426,2.38154507692964,27.3986328004,5
x265,1080p,Motorcycle_2k,22,superfast,1.332608,82898.88,43.6848,45.2137,45.8424,43.915206,1008.1934185,2.10146695471275,24.447436739,4
x265,1080p,Motorcycle_2k,22,ultrafast,1.560664,97085.77,42.2247,44.8902,45.6234,42.603713,286.931770833333,0.833415369658711,7.06605557883333,6
x265,1080p,Motorcycle_2k,22,veryfast,1.33189,82854.24,43.777,45.3004,45.9267,44.006569,1059.0306508,3.40390712506323,26.0338892724,5
x265,1080p,Motorcycle_2k,27,fast,0.884583,55028.16,39.7568,42.0696,43.0212,40.105375,944.24156,0.409254433994306,22.9164114243333,3
x265,1080p,Motorcycle_2k,27,faster,0.884572,55027.44,39.7568,42.0696,43.0212,40.105375,942.2318776,3.53462203110747,22.9827813146,5
x265,1080p,Motorcycle_2k,27,medium,0.88304,54932.16,39.7746,42.0613,43.013,40.119919,988.73055,2.14886812423157,24.1385539904,5
x265,1080p,Motorcycle_2k,27,superfast,0.883735,54975.36,39.6278,41.9691,42.9197,39.979875,897.5597994,3.72760561914794,21.529897849,5
x265,1080p,Motorcycle_2k,27,ultrafast,1.020548,63486.24,38.2438,41.9104,42.9614,38.767812,256.1525796,0.731779691975529,6.200299774,5
x265,1080p,Motorcycle_2k,27,veryfast,0.884572,55027.44,39.7568,42.0696,43.0212,40.105375,941.16134775,1.70122328912313,22.8581683705,4
x265,1080p,Motorcycle_2k,32,fast,0.559186,34785.84,35.7012,39.4063,40.5992,36.238894,825.9976292,2.90298261259738,19.8764014892,5
x265,1080p,Motorcycle_2k,32,faster,0.559174,34785.12,35.7012,39.4063,40.5992,36.238894,827.390057,3.57012511990266,19.8800907436,5
x265,1080p,Motorcycle_2k,32,medium,0.559676,34816.32,35.7186,39.389,40.5877,36.252319,871.3483066,2.50218457877787,21.0165411808,5
x265,1080p,Motorcycle_2k,32,superfast,0.55961,34812.24,35.5659,39.3387,40.5274,36.111794,791.003535888889,1.43700774633111,18.8125964948889,9
x265,1080p,Motorcycle_2k,32,ultrafast,0.626115,38949.36,34.3609,39.5504,40.8465,35.090594,225.279676333333,1.25317136217114,5.39850103583333,6
x265,1080p,Motorcycle_2k,32,veryfast,0.559174,34785.12,35.7012,39.4063,40.5992,36.238894,829.5781685,1.70429274013993,19.89481045025,4
x265,1080p,Motorcycle_2k,37,fast,0.33343,20742,31.9142,37.4315,38.7912,32.688844,733.0071322,1.23230121173019,17.2945869492,5
x265,1080p,Motorcycle_2k,37,faster,0.333418,20741.28,31.9142,37.4315,38.7912,32.688844,734.6031362,2.10191144264184,17.3226864554,5
x265,1080p,Motorcycle_2k,37,medium,0.33309,20720.88,31.9265,37.4068,38.7767,32.697156,770.009266625,2.34353027541552,18.167908061125,8
x265,1080p,Motorcycle_2k,37,superfast,0.333835,20767.2,31.8035,37.3955,38.7603,32.5878,700.9294905,3.14791591359622,16.3920936143333,6
x265,1080p,Motorcycle_2k,37,ultrafast,0.358395,22295.04,30.8645,37.7489,39.2097,31.81635,201.1109232,0.634595763938115,4.7259745402,5
x265,1080p,Motorcycle_2k,37,veryfast,0.333418,20741.28,31.9142,37.4315,38.7912,32.688844,733.423452,2.15501836425308,17.3554652922,5
x265,1080p,MountainBike_2k,22,fast,1.285509,79968.96,43.6669,46.7067,46.4463,44.0306,1095.9025905,6.1288318604023,26.884905185,6
x265,1080p,MountainBike_2k,22,faster,1.285498,79968.24,43.6669,46.7067,46.4463,44.0306,1091.8589116,2.28884499164978,26.7902085576,5
x265,1080p,MountainBike_2k,22,medium,1.285907,79993.68,43.6868,46.704,46.4455,44.047794,1158.993484,7.41842451905142,28.493150884,7
x265,1080p,MountainBike_2k,22,superfast,1.286478,80029.2,43.5593,46.606,46.3628,43.924937,1040.2241922,4.32216506765558,25.233925017,5
x265,1080p,MountainBike_2k,22,ultrafast,1.415031,88026.25,42.2597,46.4885,46.2803,42.775288,292.9822925,0.32650647413229,7.20624307516667,6
x265,1080p,MountainBike_2k,22,veryfast,1.285498,79968.24,43.6669,46.7067,46.4463,44.0306,1094.3732116,3.51460496416799,26.8258055804,5
x265,1080p,MountainBike_2k,27,fast,0.846373,52651.2,39.7784,43.8063,43.5075,40.263213,976.3125026,2.91584151265793,23.6494353252,5
x265,1080p,MountainBike_2k,27,faster,0.846362,52650.48,39.7784,43.8063,43.5075,40.263213,976.7390765,2.24479679292262,23.62029875275,4
x265,1080p,MountainBike_2k,27,medium,0.84593,52623.6,39.7945,43.7966,43.4949,40.275906,1031.5236534,2.10233409777533,24.9642437882,5
x265,1080p,MountainBike_2k,27,superfast,0.847967,52750.32,39.6251,43.6794,43.4005,40.114456,930.6409042,3.37585280293168,22.2043842672,5
x265,1080p,MountainBike_2k,27,ultrafast,0.911694,56714.64,38.4997,43.8329,43.6116,39.152519,259.1311114,1.20603918621672,6.267896414,5
x265,1080p,MountainBike_2k,27,veryfast,0.846362,52650.48,39.7784,43.8063,43.5075,40.263213,980.266940333333,0.361694658562071,23.5221249316667,3
x265,1080p,MountainBike_2k,32,fast,0.519811,32336.4,35.9767,41.368,41.0078,36.6281,860.9458548,3.67761437245685,20.4741279182,5
x265,1080p,MountainBike_2k,32,faster,0.519799,32335.68,35.9767,41.368,41.0078,36.6281,860.6277038,2.33024044658254,20.3592764878,5
x265,1080p,MountainBike_2k,32,medium,0.52027,32364.96,35.9945,41.3574,40.9958,36.642263,905.057957909091,4.62869775498112,21.6235883262727,11
x265,1080p,MountainBike_2k,32,superfast,0.521582,32446.56,35.8228,41.2752,40.9354,36.483112,818.14422225,0.436528603738919,19.37449708525,4
x265,1080p,MountainBike_2k,32,ultrafast,0.547847,34080.48,34.9334,41.6498,41.406,35.757712,228.446385833333,1.3254510282079,5.44467323716667,6
x265,1080p,MountainBike_2k,32,veryfast,0.519799,32335.68,35.9767,41.368,41.0078,36.6281,858.43032825,2.01933498622977,20.438258664,4
x265,1080p,MountainBike_2k,37,fast,0.301574,18760.32,32.5109,39.6004,39.2196,33.373287,756.9159824,2.07445807188813,17.7527413062,5
x265,1080p,MountainBike_2k,37,faster,0.301563,18759.6,32.5109,39.6004,39.2196,33.373287,755.62712425,0.734232964673736,17.6690450705,4
x265,1080p,MountainBike_2k,37,medium,0.301393,18749.04,32.5235,39.5685,39.1967,33.380887,795.469623166667,4.31028057206324,18.6523288026667,6
x265,1080p,MountainBike_2k,37,superfast,0.301682,18767.04,32.3937,39.5448,39.1964,33.265813,717.6970514,1.85564502809651,16.7704449358,5
x265,1080p,MountainBike_2k,37,ultrafast,0.309205,19235.04,31.7407,39.938,39.656,32.747737,201.94568025,0.23101462324187,4.7374864275,4
x265,1080p,MountainBike_2k,37,veryfast,0.301563,18759.6,32.5109,39.6004,39.2196,33.373287,754.743197,1.94076641481491,17.7162502822,5
x265,4K,Neon1224_4k,22,fast,0.341563,84906.91,46.6795,50.0856,49.8628,47.091337,3039.20735985714,20.1311364714381,71.1189548845714,7
x265,4K,Neon1224_4k,22,faster,0.341561,84906.2,46.6795,50.0856,49.8628,47.091337,3023.9279522,3.74406209168935,70.6260356594,5
x265,4K,Neon1224_4k,22,medium,0.340888,84738.94,46.69,50.0941,49.8696,47.101481,3185.928465,12.3523999614769,74.2461228488,5
x265,4K,Neon1224_4k,22,superfast,0.340246,84579.31,46.6216,49.9449,49.7329,47.023762,2907.94675933333,8.62911292902949,67.6253815498333,6
x265,4K,Neon1224_4k,22,ultrafast,0.359183,89286.83,45.8222,50.1035,49.8174,46.339481,786.618304142857,5.10873951104847,18.443270519,7
x265,4K,Neon1224_4k,22,veryfast,0.341561,84906.2,46.6795,50.0856,49.8628,47.091337,3022.47937333333,9.57002043787447,70.8513376768333,6
x265,4K,Neon1224_4k,27,fast,0.185376,46081.47,43.8882,47.4381,47.1071,44.31125,2668.4070732,7.98169797344921,61.4334213136,5
x265,4K,Neon1224_4k,27,faster,0.185374,46080.77,43.8882,47.4381,47.1071,44.31125,2664.70227811111,6.89429153176732,61.4209797038889,9
x265,4K,Neon1224_4k,27,medium,0.185227,46044.35,43.8975,47.4313,47.1059,44.318888,2779.5796214,7.80889286537243,64.0190022419,10
x265,4K,Neon1224_4k,27,superfast,0.185451,46100.03,43.8235,47.3072,46.9884,44.239037,2557.2648396,7.79848349482249,58.836654287,5
x265,4K,Neon1224_4k,27,ultrafast,0.19708,48990.75,43.1674,47.5818,47.1766,43.693875,710.251102285714,4.38759594566078,16.356950759,7
x265,4K,Neon1224_4k,27,veryfast,0.185374,46080.77,43.8882,47.4381,47.1071,44.31125,2659.9947892,9.30634836074611,61.4252444268,5
x265,4K,Neon1224_4k,32,fast,0.103597,25752.46,41.2516,44.9347,44.5541,41.6882,2337.144514125,5.45877867944963,53.463863149625,8
x265,4K,Neon1224_4k,32,faster,0.103594,25751.77,41.2516,44.9347,44.5541,41.6882,2336.948717,4.10051117009428,53.4565163494,5
x265,4K,Neon1224_4k,32,medium,0.10325,25666.16,41.2569,44.9361,44.5529,41.69285,2422.7020499,9.3644958972188,55.3254009649,10
x265,4K,Neon1224_4k,32,superfast,0.103702,25778.45,41.1929,44.8312,44.4551,41.624181,2269.1769705,10.434079289205,51.6822528908333,6
x265,4K,Neon1224_4k,32,ultrafast,0.11109,27615.19,40.6754,45.2021,44.7769,41.214662,647.72368375,3.27050645905649,14.783879495875,8
x265,4K,Neon1224_4k,32,veryfast,0.103594,25751.77,41.2516,44.9347,44.5541,41.6882,2343.7935974,5.70020218668635,53.5081157498,5
x265,4K,Neon1224_4k,37,fast,0.061506,15289.26,38.7534,42.8686,42.4179,39.239631,2102.87346166667,7.39086129665034,47.7274183147778,9
x265,4K,Neon1224_4k,37,faster,0.061503,15288.57,38.7534,42.8686,42.4179,39.239631,2101.6413484,5.21854138867105,47.7157604742,5
x265,4K,Neon1224_4k,37,medium,0.061449,15275.11,38.7575,42.8714,42.4189,39.243456,2161.5150844,8.95421791136592,49.063000673,5
x265,4K,Neon1224_4k,37,superfast,0.061798,15361.88,38.7103,42.8137,42.3765,39.1959,2040.72035166667,9.59594574757096,46.2125058241667,6
x265,4K,Neon1224_4k,37,ultrafast,0.065994,16404.95,38.2811,43.1642,42.696,38.862225,599.962662714286,3.44502935059465,13.6427553901429,7
x265,4K,Neon1224_4k,37,veryfast,0.061503,15288.57,38.7534,42.8686,42.4179,39.239631,2094.7036344,4.29238822186755,47.6209277752,5
x265,4K,NocturneDance_4k,22,fast,0.417883,207965.28,47.3971,44.5561,47.6715,47.236688,3297.720928,7.99430116988543,77.0727667374,5
x265,4K,NocturneDance_4k,22,faster,0.41788,207963.86,47.3971,44.5561,47.6715,47.236688,3308.9387824,13.3857353552283,77.1512036038,5
x265,4K,NocturneDance_4k,22,medium,0.41764,207844.34,47.4078,44.5567,47.6704,47.246019,3460.9285182,6.97646289746937,80.7704432054,5
x265,4K,NocturneDance_4k,22,superfast,0.417378,207714.25,47.3319,44.5219,47.6278,47.174769,3164.6293496,10.7858830916346,73.6208878958,5
x265,4K,NocturneDance_4k,22,ultrafast,0.43337,215672.66,47.0425,44.2395,47.3587,46.887075,860.525695545454,6.56548836235079,19.9516064685454,11
x265,4K,NocturneDance_4k,22,veryfast,0.41788,207963.86,47.3971,44.5561,47.6715,47.236688,3312.852078,11.4507532477929,76.9355664696,5
x265,4K,NocturneDance_4k,27,fast,0.233801,116354.41,44.4751,41.609,45.3653,44.351606,2842.985093,1.37681819570608,65.731712136,4
x265,4K,NocturneDance_4k,27,faster,0.233798,116352.96,44.4751,41.609,45.3653,44.351606,2838.04199025,2.6450609487132,65.601685057,4
x265,4K,NocturneDance_4k,27,medium,0.233636,116272.33,44.4807,41.6112,45.3641,44.356569,2974.90074442857,5.26902770666347,68.7125566411429,7
x265,4K,NocturneDance_4k,27,superfast,0.233738,116323.2,44.4222,41.5817,45.3315,44.3015,2752.27859928571,19.2725515609312,62.9474840738571,7
x265,4K,NocturneDance_4k,27,ultrafast,0.241513,120192.48,44.1384,41.3676,45.1915,44.031044,764.9462045,7.26127108502571,17.5422721337,10
x265,4K,NocturneDance_4k,27,veryfast,0.233798,116352.96,44.4751,41.609,45.3653,44.351606,2845.0796428,24.9669139704437,65.6720054788,10
x265,4K,NocturneDance_4k,32,fast,0.128364,63882.25,41.4313,39.4619,43.7517,41.453238,2447.2494358,8.98852735043342,56.1116076434,5
x265,4K,NocturneDance_4k,32,faster,0.128361,63880.8,41.4313,39.4619,43.7517,41.453238,2442.87399533333,6.73617925772698,55.926853198,9
x265,4K,NocturneDance_4k,32,medium,0.128146,63773.76,41.4368,39.4614,43.7472,41.457738,2556.3108386,3.82972879519364,58.5667518626,5
x265,4K,NocturneDance_4k,32,superfast,0.128222,63811.68,41.3846,39.4446,43.7278,41.4098,2377.42527966667,10.1839740119392,54.0709881413333,6
x265,4K,NocturneDance_4k,32,ultrafast,0.130262,64826.88,41.079,39.2908,43.6617,41.128656,691.471084375,5.22922288019549,15.7557100875,8
x265,4K,NocturneDance_4k,32,veryfast,0.128361,63880.8,41.4313,39.4619,43.7517,41.453238,2461.5935274,6.07949448124503,56.0128036764,5
x265,4K,NocturneDance_4k,37,fast,0.068368,34024.32,38.4352,37.9863,42.7081,38.6742,2185.1799044,8.8149835988524,49.4912926674,5
x265,4K,NocturneDance_4k,37,faster,0.068365,34022.88,38.4352,37.9863,42.7081,38.6742,2180.2704195,2.93669554267269,49.434095546,4
x265,4K,NocturneDance_4k,37,medium,0.068032,33857.28,38.437,37.9841,42.7116,38.675856,2263.0015615,6.19674563495003,51.2621687901667,6
x265,4K,NocturneDance_4k,37,superfast,0.068305,33993.12,38.4014,37.978,42.6968,38.6434,2112.55344475,10.9986509507016,47.804738793625,8
x265,4K,NocturneDance_4k,37,ultrafast,0.068332,34006.56,38.1522,37.8804,42.6696,38.41755,629.196204333333,5.37613009278763,14.2248988342222,9
x265,4K,NocturneDance_4k,37,veryfast,0.068365,34022.88,38.4352,37.9863,42.7081,38.6742,2182.5602698,6.13946398519335,49.5859663772,5
x265,1080p,OldTownCross_1080p50,22,fast,1.50912,156465.61,40.5276,40.6964,42.0582,40.633813,1396.369167,3.97458700233647,34.7274761126,5
x265,1080p,OldTownCross_1080p50,22,faster,1.509109,156464.41,40.5276,40.6964,42.0582,40.633813,1387.015416,2.25060491036195,34.6459350655,4
x265,1080p,OldTownCross_1080p50,22,medium,1.510073,156564.41,40.5407,40.6961,42.0587,40.645288,1485.53953133333,0.640318204443957,37.3277668856667,3
x265,1080p,OldTownCross_1080p50,22,superfast,1.506709,156215.61,40.5029,40.6762,42.0394,40.609762,1305.1289586,5.08497182823173,32.4208753784,5
x265,1080p,OldTownCross_1080p50,22,ultrafast,1.525478,158161.61,40.1557,40.556,41.9008,40.289788,347.814486857143,1.2562166723069,8.80656363571429,7
x265,1080p,OldTownCross_1080p50,22,veryfast,1.509109,156464.41,40.5276,40.6964,42.0582,40.633813,1386.46679642857,5.60663745627332,34.7901183078571,7
x265,1080p,OldTownCross_1080p50,27,fast,0.638252,66174.01,36.9297,38.5931,40.3503,37.24745,1097.2454092,3.84608676865976,26.4820965654,5
x265,1080p,OldTownCross_1080p50,27,faster,0.638241,66172.8,36.9297,38.5931,40.3503,37.24745,1095.7211879,3.26773067501359,26.514170416,10
x265,1080p,OldTownCross_1080p50,27,medium,0.639391,66292.01,36.9352,38.5951,40.3466,37.252156,1174.6965288,3.18141820390713,28.4335798228,5
x265,1080p,OldTownCross_1080p50,27,superfast,0.638468,66196.41,36.8894,38.5789,40.3307,37.210075,1027.9488944,5.23139134946644,24.7280686084,10
x265,1080p,OldTownCross_1080p50,27,ultrafast,0.675309,70016,36.7249,38.5579,40.2689,37.060963,274.20259875,2.17952743628441,6.706130532125,8
x265,1080p,OldTownCross_1080p50,27,veryfast,0.638241,66172.8,36.9297,38.5931,40.3503,37.24745,1095.2727395,0.605575311635968,26.4641848025,4
x265,1080p,OldTownCross_1080p50,32,fast,0.298272,30924.8,34.7493,37.8204,39.107,35.2136,803.175782857143,1.37633947537898,18.9862277348571,7
x265,1080p,OldTownCross_1080p50,32,faster,0.29826,30923.6,34.7493,37.8204,39.107,35.2136,803.7578912,2.369785797045,19.0109287158,5
x265,1080p,OldTownCross_1080p50,32,medium,0.298113,30908.4,34.7537,37.8153,39.0954,35.216406,859.6404382,3.90207062977878,20.2461179476,5
x265,1080p,OldTownCross_1080p50,32,superfast,0.298654,30964.4,34.7125,37.8036,39.0817,35.178769,759.0467998,2.85679622394348,17.849637718,5
x265,1080p,OldTownCross_1080p50,32,ultrafast,0.315062,32665.6,34.4359,37.8678,39.1541,34.945281,203.090805857143,1.26284364955107,4.81537454242857,7
x265,1080p,OldTownCross_1080p50,32,veryfast,0.29826,30923.6,34.7493,37.8204,39.107,35.2136,805.071169,1.8938003745073,18.9916145502,5
x265,1080p,OldTownCross_1080p50,37,fast,0.161574,16752,32.6555,37.2233,38.1395,33.283738,663.01067775,0.654732323108905,15.3196194495,4
x265,1080p,OldTownCross_1080p50,37,faster,0.161562,16750.8,32.6555,37.2233,38.1395,33.283738,663.728498222222,2.49777990999046,15.3219782916667,9
x265,1080p,OldTownCross_1080p50,37,medium,0.161667,16761.6,32.6604,37.2151,38.1284,33.286819,696.682562666667,2.34256703135784,16.11692491,6
x265,1080p,OldTownCross_1080p50,37,superfast,0.161775,16772.8,32.6288,37.212,38.1056,33.25755,636.2406196,2.95836177396153,14.6420195448,5
x265,1080p,OldTownCross_1080p50,37,ultrafast,0.165775,17187.6,32.3274,37.3205,38.2526,33.009794,172.8435975,0.161008151455136,4.00176071375,4
x265,1080p,OldTownCross_1080p50,37,veryfast,0.161562,16750.8,32.6555,37.2233,38.1395,33.283738,663.8365208,2.33400890616707,15.3047986896,5
x265,270p,ParkJoy_270p,22,fast,2.133519,13825.2,42.4834,42.9756,43.9975,42.608794,90.005537,0.479917820810188,3.37765726466667,6
x265,270p,ParkJoy_270p,22,faster,2.133333,13824,42.4834,42.9756,43.9975,42.608794,90.1905853333333,0.429871890782669,3.38820601883333,6
x265,270p,ParkJoy_270p,22,medium,2.141852,13879.2,42.5178,42.9733,44.0005,42.638937,96.6117642,0.173941884564069,3.6471104024,5
x265,270p,ParkJoy_270p,22,superfast,2.136667,13845.6,42.4439,42.9454,43.9735,42.570844,83.7143242857143,0.564634719690147,2.25366570814286,7
x265,270p,ParkJoy_270p,22,ultrafast,2.237531,14499.2,41.4568,42.4892,43.7556,41.665,23.6063739090909,0.107268192620604,0.647893290090909,11
x265,270p,ParkJoy_270p,22,veryfast,2.133333,13824,42.4834,42.9756,43.9975,42.608794,90.3938118333333,0.404119134548423,3.39693308216667,6
x265,270p,ParkJoy_270p,27,fast,1.449877,9395.2,38.0224,39.1404,41.3683,38.301394,82.315341,0.228151037640638,3.0620411902,5
x265,270p,ParkJoy_270p,27,faster,1.449691,9394,38.0224,39.1404,41.3683,38.301394,81.9280132,0.095528985411235,3.0750814328,5
x265,270p,ParkJoy_270p,27,medium,1.449815,9394.8,38.0575,39.1421,41.3568,38.331494,88.6214873333333,0.503475794596986,3.3154609165,6
x265,270p,ParkJoy_270p,27,superfast,1.447531,9380,37.9708,39.104,41.3033,38.249906,75.962566125,0.552813929224043,2.031555221375,8
x265,270p,ParkJoy_270p,27,ultrafast,1.508642,9776,37.0766,38.7899,41.3286,37.449431,20.9247399090909,0.097163331090957,0.579636755272727,11
x265,270p,ParkJoy_270p,27,veryfast,1.449691,9394,38.0224,39.1404,41.3683,38.301394,81.760545,0.310503375197436,3.0672437662,5
x265,270p,ParkJoy_270p,32,fast,0.922037,5974.8,33.7255,36.3644,39.7714,34.2683,72.0669333333333,0.416980182961573,2.65434651533333,6
x265,270p,ParkJoy_270p,32,faster,0.921852,5973.6,33.7255,36.3644,39.7714,34.2683,71.954772,0.215057294636801,2.6509387344,5
x265,270p,ParkJoy_270p,32,medium,0.919198,5956.4,33.7461,36.3518,39.7546,34.284487,77.3627376666667,0.422359677961174,2.84266531416667,6
x265,270p,ParkJoy_270p,32,superfast,0.918827,5954,33.6539,36.3211,39.7335,34.200575,66.3028641818182,0.351673743710792,1.74722158427273,11
x265,270p,ParkJoy_270p,32,ultrafast,0.936543,6068.8,32.8365,36.248,39.9761,33.495944,17.9520870833333,0.125208654820996,0.488034276833333,12
x265,270p,ParkJoy_270p,32,veryfast,0.921852,5973.6,33.7255,36.3644,39.7714,34.2683,71.7302968,0.3328175210182,2.656167408,5
x265,270p,ParkJoy_270p,37,fast,0.549321,3559.6,29.8518,34.5713,38.6747,30.6982,60.5866124,0.17600680884926,2.2138550952,5
x265,270p,ParkJoy_270p,37,faster,0.549136,3558.4,29.8518,34.5713,38.6747,30.6982,60.7795688333333,0.268430727765967,2.2120868265,6
x265,270p,ParkJoy_270p,37,medium,0.550556,3567.6,29.8612,34.5761,38.667,30.706244,65.2489218571429,0.393472058951675,2.37555838564286,14
x265,270p,ParkJoy_270p,37,superfast,0.549444,3560.4,29.7883,34.5495,38.6473,30.639563,56.2338978461538,0.482091486889651,1.45318452307692,13
x265,270p,ParkJoy_270p,37,ultrafast,0.553765,3588.4,29.1735,34.6359,39.0611,30.132875,15.0039571333333,0.143030127378748,0.402730830933333,15
x265,270p,ParkJoy_270p,37,veryfast,0.549136,3558.4,29.8518,34.5713,38.6747,30.6982,60.4046716666667,0.024930075337498,2.21590625366667,3
x265,1080p,PedestrianArea_1080p25,22,fast,0.349124,18098.6,43.6225,46.7424,48.7718,44.139325,951.288397,0.280147988520353,22.6356277566667,3
x265,1080p,PedestrianArea_1080p25,22,faster,0.349113,18098,43.6225,46.7424,48.7718,44.139325,954.2270006,2.0769001033907,22.6328529426,5
x265,1080p,PedestrianArea_1080p25,22,medium,0.348615,18072.2,43.6264,46.7365,48.7715,44.14235,1005.6095472,3.94911427270454,23.9183008728,5
x265,1080p,PedestrianArea_1080p25,22,superfast,0.34983,18135.2,43.5868,46.7118,48.7307,44.103606,904.6375766,4.2218481965209,21.3524750978,5
x265,1080p,PedestrianArea_1080p25,22,ultrafast,0.364522,18896.8,43.4554,46.7443,48.7823,43.993887,241.498683333333,1.57317805808592,5.76000989888889,9
x265,1080p,PedestrianArea_1080p25,22,veryfast,0.349113,18098,43.6225,46.7424,48.7718,44.139325,955.0472984,3.90250122396974,22.7599717254,5
x265,1080p,PedestrianArea_1080p25,27,fast,0.161481,8371.2,41.8955,44.767,46.591,42.368438,744.823521,2.61783150064858,17.280097095,5
x265,1080p,PedestrianArea_1080p25,27,faster,0.16147,8370.6,41.8955,44.767,46.591,42.368438,743.72119525,1.63836684547171,17.27605152125,4
x265,1080p,PedestrianArea_1080p25,27,medium,0.161281,8360.8,41.8964,44.7586,46.5922,42.368775,779.8501274,1.87043634088274,18.1035333472,5
x265,1080p,PedestrianArea_1080p25,27,superfast,0.161184,8355.8,41.8413,44.7346,46.5418,42.315912,714.537192333333,3.97169727756307,16.4958721041667,6
x265,1080p,PedestrianArea_1080p25,27,ultrafast,0.168549,8737.6,41.6678,44.8352,46.6713,42.178481,193.50631,0.225276350292998,4.4938917965,4
x265,1080p,PedestrianArea_1080p25,27,veryfast,0.16147,8370.6,41.8955,44.767,46.591,42.368438,742.3509194,1.5760310060528,17.2330281078,5
x265,1080p,PedestrianArea_1080p25,32,fast,0.09711,5034.2,40.1017,43.0738,44.6328,40.57065,631.779108,2.36918467141726,14.4484851786,5
x265,1080p,PedestrianArea_1080p25,32,faster,0.097099,5033.6,40.1017,43.0738,44.6328,40.57065,633.81457,3.74436209647739,14.478339100375,8
x265,1080p,PedestrianArea_1080p25,32,medium,0.096447,4999.8,40.1061,43.0787,44.6376,40.575106,657.9572146,1.52964602145294,15.0659456894,5
x265,1080p,PedestrianArea_1080p25,32,superfast,0.09684,5020.2,40.0409,43.0555,44.6017,40.514363,613.24807925,1.10211211115215,14.008409839,4
x265,1080p,PedestrianArea_1080p25,32,ultrafast,0.099595,5163,39.838,43.1894,44.773,40.3559,172.076952166667,0.801259439658696,3.95521492583333,6
x265,1080p,PedestrianArea_1080p25,32,veryfast,0.097099,5033.6,40.1017,43.0738,44.6328,40.57065,629.945201,1.58870122859146,14.4322642546,5
x265,1080p,PedestrianArea_1080p25,37,fast,0.061686,3197.8,37.9764,41.686,42.9917,38.521706,569.1365558,2.53745194700181,12.908371314,10
x265,1080p,PedestrianArea_1080p25,37,faster,0.061674,3197.2,37.9764,41.686,42.9917,38.521706,572.0947882,1.69426511244852,12.910682509,5
x265,1080p,PedestrianArea_1080p25,37,medium,0.061184,3171.8,37.9749,41.6804,42.9912,38.520012,590.7096326,1.99837600743624,13.3819187688,5
x265,1080p,PedestrianArea_1080p25,37,superfast,0.061609,3193.8,37.9375,41.6754,42.9764,38.48605,553.8958594,1.69384141553432,12.5133477358,5
x265,1080p,PedestrianArea_1080p25,37,ultrafast,0.062539,3242,37.7678,41.7891,43.109,38.352956,159.2600416,0.700467856328397,3.6456423046,5
x265,1080p,PedestrianArea_1080p25,37,veryfast,0.061674,3197.2,37.9764,41.686,42.9917,38.521706,571.7425914,1.44151881754048,12.9026940688,5
x265,4K,PierSeaSide_4k,22,fast,0.197289,49042.71,45.878,47.7139,45.8498,45.990981,3407.424883,14.4547735460149,80.3234811972,5
x265,4K,PierSeaSide_4k,22,faster,0.197286,49042.02,45.878,47.7139,45.8498,45.990981,3409.821776,4.20515409248373,80.264273577,4
x265,4K,PierSeaSide_4k,22,medium,0.196816,48925.09,45.8808,47.7189,45.8525,45.993912,3595.4953974,7.24533002247712,84.9171084378,5
x265,4K,PierSeaSide_4k,22,superfast,0.197729,49151.99,45.8454,47.6834,45.831,45.959375,3259.279488,12.2761692465566,76.3820681456667,6
x265,4K,PierSeaSide_4k,22,ultrafast,0.205136,50993.37,45.7171,47.691,45.7925,45.845181,865.676388,2.33134639669576,20.332150822,8
x265,4K,PierSeaSide_4k,22,veryfast,0.197286,49042.02,45.878,47.7139,45.8498,45.990981,3411.592178,1.33156648524548,80.1415963086667,3
x265,4K,PierSeaSide_4k,27,fast,0.106618,26503.45,44.1986,45.8447,44.1416,44.297919,2778.199552625,13.9474347760714,64.350883845,8
x265,4K,PierSeaSide_4k,27,faster,0.106615,26502.75,44.1986,45.8447,44.1416,44.297919,2775.6427482,10.2232503022824,64.2886226426,5
x265,4K,PierSeaSide_4k,27,medium,0.10651,26476.54,44.2018,45.8406,44.1378,44.300225,2902.04293133333,8.32182118935516,67.1079276775556,9
x265,4K,PierSeaSide_4k,27,superfast,0.106953,26586.74,44.1472,45.8228,44.1244,44.2505,2661.58314342857,14.9675453415363,61.6021278015714,7
