encoder,resolution,VideoName,QP,Preset,bpp,bitrate_kbps,psnr_y,psnr_u,psnr_v,psnr_yuv,Validated_Mean_Energy_J,Std_Dev_J,Avg_Time_per_Measurement_s,Measurements_Count_Used
x265,1080p,DinnerSceneCropped_2k,27,faster,0.192952,11991.15,38.1137,41.031,45.6934,38.769762,917.7501528,3.56470539999664,21.5616728962,5
x265,1080p,DinnerSceneCropped_2k,27,medium,0.192474,11961.46,38.1169,41.0445,45.7138,38.774681,991.4395026,7.89214871125092,23.2991960645,10
x265,1080p,DinnerSceneCropped_2k,27,superfast,0.192579,11967.95,38.0999,41.0376,45.7031,38.758706,866.699136666667,0.810273131684208,20.1809029506667,3
x265,1080p,DinnerSceneCropped_2k,27,ultrafast,0.192489,11962.38,38.0775,41.0455,45.7415,38.742,228.1346452,1.04675273511976,5.3563283032,5
x265,1080p,DinnerSceneCropped_2k,27,veryfast,0.192952,11991.15,38.1137,41.031,45.6934,38.769762,917.05652075,1.32181980205205,21.50587385025,4
x265,1080p,DinnerSceneCropped_2k,32,fast,0.042872,2664.29,37.2446,40.1125,45.0374,37.910894,663.7721045,1.48331040784153,15.1620141325,4
x265,1080p,DinnerSceneCropped_2k,32,faster,0.04286,2663.59,37.2446,40.1125,45.0374,37.910894,664.693550166667,1.2010769716063,15.234998788,6
x265,1080p,DinnerSceneCropped_2k,32,medium,0.042961,2669.86,37.2458,40.1125,45.0273,37.911312,718.018288,1.83461281184687,16.354686248,4
x265,1080p,DinnerSceneCropped_2k,32,superfast,0.043413,2697.93,37.2392,40.1108,45.0337,37.905831,632.862613,1.66823606555442,14.438473366,5
x265,1080p,DinnerSceneCropped_2k,32,ultrafast,0.043712,2716.49,37.2119,40.0948,45.0249,37.880394,168.961420166667,0.851419056967699,3.87464443033333,6
x265,1080p,DinnerSceneCropped_2k,32,veryfast,0.04286,2663.59,37.2446,40.1125,45.0374,37.910894,662.9883235,1.09232893615263,15.160479994,4
x265,1080p,DinnerSceneCropped_2k,37,fast,0.026098,1621.91,36.8245,39.7323,44.4618,37.483569,539.8805026,0.871572157049719,12.1174284926,5
x265,1080p,DinnerSceneCropped_2k,37,faster,0.026087,1621.22,36.8245,39.7323,44.4618,37.483569,537.718105666667,0.047004803173009,12.0721077176667,3
x265,1080p,DinnerSceneCropped_2k,37,medium,0.026042,1618.43,36.8278,39.7306,44.4354,37.4847,561.8167626,2.43195107247212,12.6576806348,5
x265,1080p,DinnerSceneCropped_2k,37,superfast,0.026726,1660.89,36.8259,39.7334,44.4421,37.483631,524.0932868,1.60136142618935,11.8146275994,5
x265,1080p,DinnerSceneCropped_2k,37,ultrafast,0.026587,1652.3,36.7934,39.7058,44.4026,37.451,143.2311705,0.757243451348838,3.25740071083333,6
x265,1080p,DinnerSceneCropped_2k,37,veryfast,0.026087,1621.22,36.8245,39.7323,44.4618,37.483569,538.6460454,2.60246584864246,12.1365098394,5
x265,720p,DrivingPOV_720p,22,fast,1.303092,71983.78,42.2255,44.7992,43.8685,42.489044,505.48434725,0.76225337255726,12.6616633735,4
x265,720p,DrivingPOV_720p,22,faster,1.303066,71982.36,42.2255,44.7992,43.8685,42.489044,504.651631625,2.983055391149,12.69736424025,8
x265,720p,DrivingPOV_720p,22,medium,1.30469,72072.05,42.2402,44.7927,43.8688,42.501519,532.5655556,1.79443446513304,13.3098382222,5
x265,720p,DrivingPOV_720p,22,superfast,1.301776,71911.09,42.1804,44.7291,43.8211,42.442237,475.039226,1.95215587702007,11.6642486612,5
x265,720p,DrivingPOV_720p,22,ultrafast,1.420065,78445.46,41.4411,44.6219,43.7413,41.783662,131.836135777778,0.615246710818672,3.28890570511111,9
x265,720p,DrivingPOV_720p,22,veryfast,1.303066,71982.36,42.2255,44.7992,43.8685,42.489044,502.313277,1.15643428513383,12.7536605604,5
x265,720p,DrivingPOV_720p,27,fast,0.768263,42439.41,38.4574,42.1655,41.9591,38.908012,425.1353862,1.08837503251324,10.4873346658,5
x265,720p,DrivingPOV_720p,27,faster,0.768237,42437.99,38.4574,42.1655,41.9591,38.908012,427.206743,0.685710392782915,10.5057392296,5
x265,720p,DrivingPOV_720p,27,medium,0.769664,42516.82,38.4679,42.1619,41.9459,38.91615,451.466632,2.1974463211362,11.1907257386154,13
x265,720p,DrivingPOV_720p,27,superfast,0.76734,42388.43,38.3845,42.0909,41.8909,38.8353,403.8738438,1.1086780599634,9.762076282,5
x265,720p,DrivingPOV_720p,27,ultrafast,0.837293,46252.7,37.7025,42.1854,42.0129,38.252081,110.736096857143,0.6239802841606,2.72313012257143,7
x265,720p,DrivingPOV_720p,27,veryfast,0.768237,42437.99,38.4574,42.1655,41.9591,38.908012,427.2833542,1.67875513485446,10.479636013,5
x265,720p,DrivingPOV_720p,32,fast,0.431433,23832.7,35.0308,40.1178,40.564,35.694562,360.7785074,0.700505375164102,8.7015174738,5
x265,720p,DrivingPOV_720p,32,faster,0.431408,23831.28,35.0308,40.1178,40.564,35.694562,360.707487,1.10153116724494,8.7600720758,5
x265,720p,DrivingPOV_720p,32,medium,0.431177,23818.54,35.0382,40.094,40.544,35.6983,381.7673698,0.394296593890564,9.207450174,5
x265,720p,DrivingPOV_720p,32,superfast,0.431519,23837.42,34.9456,40.0277,40.4846,35.609419,341.84058,1.23136305096405,8.1331392538,5
x265,720p,DrivingPOV_720p,32,ultrafast,0.461416,25488.95,34.3116,40.3646,40.8016,35.095537,93.9730255,0.094860915423582,2.27214664175,4
x265,720p,DrivingPOV_720p,32,veryfast,0.431408,23831.28,35.0308,40.1178,40.564,35.694562,360.366399,1.55814703747223,8.7042318422,5
x265,720p,DrivingPOV_720p,37,fast,0.233092,12876.16,31.985,38.6246,39.4614,32.86725,308.1463426,0.827738982051286,7.2876345222,5
x265,720p,DrivingPOV_720p,37,faster,0.233066,12874.74,31.985,38.6246,39.4614,32.86725,308.2069135,0.65733191661874,7.3262938045,4
x265,720p,DrivingPOV_720p,37,medium,0.233639,12906.37,31.9941,38.61,39.4306,32.872375,323.4087664,1.43896911759575,7.7026221106,5
x265,720p,DrivingPOV_720p,37,superfast,0.233433,12895.04,31.9193,38.5661,39.3885,32.80155,294.4509672,1.25584662987711,6.8508579864,5
x265,720p,DrivingPOV_720p,37,ultrafast,0.243114,13429.82,31.4278,38.9645,39.8288,32.423906,81.7358134,0.319622436754368,1.9390151324,5
x265,720p,DrivingPOV_720p,37,veryfast,0.233066,12874.74,31.985,38.6246,39.4614,32.86725,308.886951,0.743221428087664,7.308581681,4
x265,4K,FoodMarket2_4k,22,fast,0.380252,189048.75,44.553,48.2226,48.2891,45.015856,3835.8069404,13.8130703689683,89.9387034848,5
x265,4K,FoodMarket2_4k,22,faster,0.380249,189047.34,44.553,48.2226,48.2891,45.015856,3827.3610715,16.7825377857517,89.9115315308333,6
x265,4K,FoodMarket2_4k,22,medium,0.379781,188814.64,44.5605,48.2322,48.2962,45.023463,4009.875835125,7.69838188034024,94.466396773,8
x265,4K,FoodMarket2_4k,22,superfast,0.38032,189082.73,44.5237,48.1778,48.2401,44.984356,3637.5438035,7.87393453323074,85.257240802,4
x265,4K,FoodMarket2_4k,22,ultrafast,0.383622,190724.36,44.4462,48.1455,48.2223,44.913412,958.708764846154,3.4630302718223,22.4087052277692,13
x265,4K,FoodMarket2_4k,22,veryfast,0.380249,189047.34,44.553,48.2226,48.2891,45.015856,3817.55225425,4.08757636928342,89.76130782025,4
x265,4K,FoodMarket2_4k,27,fast,0.212446,105621.34,42.6577,45.7833,45.9785,43.0606,3159.244745,10.9898883603232,73.3861669968,5
x265,4K,FoodMarket2_4k,27,faster,0.212444,105619.91,42.6577,45.7833,45.9785,43.0606,3166.143494,11.2150529662516,73.3175506026,5
x265,4K,FoodMarket2_4k,27,medium,0.212053,105425.93,42.6636,45.7974,45.9968,43.067788,3330.5765202,15.763624169773,77.0559512184,5
x265,4K,FoodMarket2_4k,27,superfast,0.212915,105854.03,42.6196,45.7761,45.9689,43.026212,3058.79621,13.3030802933997,70.399008326,5
x265,4K,FoodMarket2_4k,27,ultrafast,0.214659,106721.09,42.5368,45.7804,45.991,42.955413,806.817575888889,4.35457997532484,18.554406383,9
x265,4K,FoodMarket2_4k,27,veryfast,0.212444,105619.91,42.6577,45.7833,45.9785,43.0606,3172.35341,1.03673724625529,73.4268192846667,3
x265,4K,FoodMarket2_4k,32,fast,0.123057,61179.7,40.4372,43.6941,44.0079,40.863925,2753.09683375,3.05954114980513,63.38928933825,4
x265,4K,FoodMarket2_4k,32,faster,0.123054,61178.28,40.4372,43.6941,44.0079,40.863925,2739.661037,2.11491986419911,63.031585608,3
x265,4K,FoodMarket2_4k,32,medium,0.122667,60986.18,40.4462,43.7108,44.0262,40.873987,2882.843755,11.4461850492651,66.141428734,5
x265,4K,FoodMarket2_4k,32,superfast,0.123432,61366.14,40.4003,43.6975,44.0105,40.832012,2648.084908,7.98841002525559,60.7431825578,5
x265,4K,FoodMarket2_4k,32,ultrafast,0.123974,61635.65,40.3034,43.714,44.0341,40.749731,726.320205,6.97010510725433,16.5807403769,10
x265,4K,FoodMarket2_4k,32,veryfast,0.123054,61178.28,40.4372,43.6941,44.0079,40.863925,2742.1394645,7.24810901061756,63.0266025035,6
x265,4K,FoodMarket2_4k,37,fast,0.073335,36459.64,37.909,42.0857,42.4544,38.454131,2458.8746866,2.58619782628404,56.1681915142,5
x265,4K,FoodMarket2_4k,37,faster,0.073332,36458.23,37.909,42.0857,42.4544,38.454131,2453.36397891667,11.9185704847966,56.3292610535,12
x265,4K,FoodMarket2_4k,37,medium,0.07327,36427.55,37.9174,42.1048,42.4688,38.463575,2568.46072475,4.37019758537669,58.877515171,4
x265,4K,FoodMarket2_4k,37,superfast,0.073887,36734.34,37.9031,42.1074,42.4689,38.451231,2382.50484314286,5.44425851431709,54.3923671044286,7
x265,4K,FoodMarket2_4k,37,ultrafast,0.073927,36754.17,37.8166,42.116,42.4767,38.376569,675.768097571429,3.33037495029368,15.3214249994286,7
x265,4K,FoodMarket2_4k,37,veryfast,0.073332,36458.23,37.909,42.0857,42.4544,38.454131,2454.6797264,4.26325531353845,56.259666973,5
x265,1080p,FoodMarket_2k,22,fast,0.780489,97008.28,41.6162,44.7578,45.2908,42.042212,1148.950977,2.97251952068216,28.0164295522,5
x265,1080p,FoodMarket_2k,22,faster,0.780477,97006.86,41.6162,44.7578,45.2908,42.042212,1150.3966642,3.29595813728454,27.928746568,5
x265,1080p,FoodMarket_2k,22,medium,0.77968,96907.73,41.623,44.7585,45.2895,42.048125,1235.965891,2.1303976684832,30.05756449475,4
x265,1080p,FoodMarket_2k,22,superfast,0.779391,96871.87,41.5957,44.7455,45.2678,42.022069,1083.08253925,1.8489008672851,26.2196173645,4
x265,1080p,FoodMarket_2k,22,ultrafast,0.794076,98697.09,41.4159,44.6908,45.247,41.860025,283.291345428571,1.97647816054271,6.994124355,7
x265,1080p,FoodMarket_2k,22,veryfast,0.780477,97006.86,41.6162,44.7578,45.2908,42.042212,1150.1959328,4.16368757844176,28.0196241692,5
x265,1080p,FoodMarket_2k,27,fast,0.346364,43050.18,39.1304,42.8587,43.7343,39.651162,890.01365125,0.737243065191472,20.9220612795,4
x265,1080p,FoodMarket_2k,27,faster,0.346353,43048.76,39.1304,42.8587,43.7343,39.651162,888.14370675,0.726872306253937,20.94068567025,4
x265,1080p,FoodMarket_2k,27,medium,0.346011,43006.28,39.1341,42.8581,43.7393,39.654675,952.6900455,4.93357900636342,22.4226938831667,6
x265,1080p,FoodMarket_2k,27,superfast,0.347044,43134.66,39.0952,42.8493,43.7193,39.618837,841.4255926,3.4448538587336,19.7403616298,5
x265,1080p,FoodMarket_2k,27,ultrafast,0.360738,44836.7,38.9598,42.8466,43.7718,39.503475,220.9684286,0.325763102829802,5.2195495404,5
x265,1080p,FoodMarket_2k,27,veryfast,0.346353,43048.76,39.1304,42.8587,43.7343,39.651162,891.637622,3.4607372621003,20.9228090832,5
x265,1080p,FoodMarket_2k,32,fast,0.180739,22464.37,37.1189,41.4723,42.426,37.722681,719.6839364,2.44172291193622,16.6249604072,5
x265,1080p,FoodMarket_2k,32,faster,0.180728,22462.95,37.1189,41.4723,42.426,37.722681,717.177409,1.39944693561064,16.63468000125,4
x265,1080p,FoodMarket_2k,32,medium,0.179983,22370.44,37.1238,41.4734,42.4341,37.727544,762.8354256,3.21871565123549,17.6745523598,5
x265,1080p,FoodMarket_2k,32,superfast,0.180553,22441.24,37.0801,41.4656,42.4255,37.688281,688.1750202,1.52331460105511,15.8253641328,5
x265,1080p,FoodMarket_2k,32,ultrafast,0.186663,23200.69,36.9026,41.4926,42.5112,37.540013,185.767397666667,1.0968710043763,4.28080956833333,6
x265,1080p,FoodMarket_2k,32,veryfast,0.180728,22462.95,37.1189,41.4723,42.426,37.722681,719.370799333333,0.296051621271246,16.6297003586667,3
x265,1080p,FoodMarket_2k,37,fast,0.097911,12169.58,35.0054,40.4235,41.3133,35.738275,627.08291325,1.32218303362769,14.34474278225,4
x265,1080p,FoodMarket_2k,37,faster,0.0979,12168.16,35.0054,40.4235,41.3133,35.738275,626.62238875,1.77452652056229,14.3071039175,4
x265,1080p,FoodMarket_2k,37,medium,0.097539,12123.32,35.0076,40.4285,41.3197,35.740913,662.784308454545,5.3849572672579,15.1864237256364,11
x265,1080p,FoodMarket_2k,37,superfast,0.098534,12246.98,34.9917,40.4311,41.3215,35.727275,600.8869965,0.197931559293442,13.7329160935,4
x265,1080p,FoodMarket_2k,37,ultrafast,0.101033,12557.56,34.8164,40.4468,41.4157,35.580756,166.929489,1.266757773985,3.822083828875,8
x265,1080p,FoodMarket_2k,37,veryfast,0.0979,12168.16,35.0054,40.4235,41.3133,35.738275,627.3369405,0.738206552510203,14.333130254,4
x265,270p,FourPeople_270p,22,fast,1.504877,11701.92,43.083,44.8873,45.7606,43.363119,66.5524784,0.285005911508516,2.5490812634,5
x265,270p,FourPeople_270p,22,faster,1.504691,11700.48,43.083,44.8873,45.7606,43.363119,66.297303,0.222824783943573,2.5528599776,5
x265,270p,FourPeople_270p,22,medium,1.505185,11704.32,43.1043,44.8916,45.7616,43.382088,69.98001525,0.075636416495297,2.70077037025,4
x265,270p,FourPeople_270p,22,superfast,1.504444,11698.56,43.0337,44.8191,45.6561,43.309188,62.8495644,0.590477106066348,1.6832394099,10
x265,270p,FourPeople_270p,22,ultrafast,1.81216,14091.36,41.8121,44.6515,45.3874,42.213019,18.6209683636364,0.117882684381781,0.515897334,11
x265,270p,FourPeople_270p,22,veryfast,1.504691,11700.48,43.083,44.8873,45.7606,43.363119,66.3464484,0.194899190949578,2.5522585092,5
x265,270p,FourPeople_270p,27,fast,1.049321,8159.52,39.1573,42.0617,42.826,39.568119,58.6951928333333,0.349082545757542,2.26193777283333,6
x265,270p,FourPeople_270p,27,faster,1.049136,8158.08,39.1573,42.0617,42.826,39.568119,59.2685555,0.09222004983191,2.2625582525,4
x265,270p,FourPeople_270p,27,medium,1.047099,8142.24,39.1688,42.0532,42.8348,39.5782,61.682447,0.176533985957379,2.3948517148,5
x265,270p,FourPeople_270p,27,superfast,1.047037,8141.76,39.0558,41.9507,42.6935,39.464087,55.9947044166667,0.578272951068557,1.487011591,12
x265,270p,FourPeople_270p,27,ultrafast,1.232531,9584.16,37.7557,41.927,42.614,38.32005,16.21516604,0.242610836439499,0.4538342272,25
x265,270p,FourPeople_270p,27,veryfast,1.049136,8158.08,39.1573,42.0617,42.826,39.568119,59.2570012,0.208891212101419,2.2657780874,5
x265,270p,FourPeople_270p,32,fast,0.712901,5543.52,35.1875,39.7179,40.4746,35.801094,51.550985,0.309830080177506,1.96950718933333,6
x265,270p,FourPeople_270p,32,faster,0.712716,5542.08,35.1875,39.7179,40.4746,35.801094,52.0881338333333,0.273523449811102,1.97182333116667,6
x265,270p,FourPeople_270p,32,medium,0.711667,5533.92,35.2106,39.7189,40.4564,35.820231,54.5420585,0.280807619895594,2.080331306125,8
x265,270p,FourPeople_270p,32,superfast,0.709938,5520.48,35.0899,39.6132,40.3284,35.700012,49.3179015714286,0.328736894307518,1.30081948385714,7
x265,270p,FourPeople_270p,32,ultrafast,0.798519,6209.28,33.8436,39.7158,40.563,34.630575,14.3463292857143,0.085947099439515,0.387564148642857,14
x265,270p,FourPeople_270p,32,veryfast,0.712716,5542.08,35.1875,39.7179,40.4746,35.801094,52.1405034,0.178631682504252,1.9713800694,5
x265,270p,FourPeople_270p,37,fast,0.477654,3714.24,31.4947,38.0162,38.6878,32.351863,46.0137616,0.176576162678602,1.7063814996,5
x265,270p,FourPeople_270p,37,faster,0.477469,3712.8,31.4947,38.0162,38.6878,32.351863,46.1164851428571,0.258125466871202,1.70858721014286,7
x265,270p,FourPeople_270p,37,medium,0.478642,3721.92,31.5048,37.9916,38.6292,32.3555,48.3531718,0.224246252663673,1.798680576,5
x265,270p,FourPeople_270p,37,superfast,0.476728,3707.04,31.4039,37.9212,38.5364,32.257013,43.7175008181818,0.247737292127293,1.13528335118182,11
x265,270p,FourPeople_270p,37,ultrafast,0.506914,3941.76,30.405,38.0703,38.8712,31.413219,12.6106549166667,0.090807094089572,0.341008479166667,12
x265,270p,FourPeople_270p,37,veryfast,0.477469,3712.8,31.4947,38.0162,38.6878,32.351863,45.9459516,0.182759546498398,1.7104668886,5
x265,720p,Johnny_720p,22,fast,0.413212,22848.96,44.2058,48.2107,48.6789,44.735675,385.8300544,1.60336458849315,9.1629216296,5
x265,720p,Johnny_720p,22,faster,0.413186,22847.52,44.2058,48.2107,48.6789,44.735675,384.3907274,1.42061170475707,9.1613362742,5
x265,720p,Johnny_720p,22,medium,0.412083,22786.56,44.2116,48.2057,48.6807,44.74055,408.389274,0.143615188963424,9.64047313833333,3
x265,720p,Johnny_720p,22,superfast,0.413837,22883.52,44.1717,48.1357,48.5704,44.694369,363.9029744,0.850204789209223,8.58955173,5
x265,720p,Johnny_720p,22,ultrafast,0.467752,25864.8,43.907,48.2182,48.6997,44.475994,97.6335699,0.491489820824727,2.33971526,10
x265,720p,Johnny_720p,22,veryfast,0.413186,22847.52,44.2058,48.2107,48.6789,44.735675,384.293462,0.837372944593984,9.1420100746,5
x265,720p,Johnny_720p,27,fast,0.23375,12925.44,42.0617,46.3891,46.8643,42.632325,313.41475525,0.361083797768491,7.3265347885,4
x265,720p,Johnny_720p,27,faster,0.233724,12924,42.0617,46.3891,46.8643,42.632325,314.57582425,0.667650575106203,7.331081708875,8
x265,720p,Johnny_720p,27,medium,0.233472,12910.08,42.0666,46.3877,46.8653,42.636588,328.8079716,1.2390787622019,7.6582125254,5
x265,720p,Johnny_720p,27,superfast,0.233941,12936,42.0065,46.2947,46.7629,42.571787,301.046795666667,1.42410907174425,6.9438363805,6
x265,720p,Johnny_720p,27,ultrafast,0.268446,14844,41.6231,46.5712,47.1042,42.274925,81.0533611666667,0.189020046729882,1.91937028033333,6
x265,720p,Johnny_720p,27,veryfast,0.233724,12924,42.0617,46.3891,46.8643,42.632325,313.5689755,0.311622778290783,7.32677604075,4
x265,720p,Johnny_720p,32,fast,0.143229,7920,39.7768,44.4323,44.8627,40.385638,273.1678928,0.468066039624966,6.2797666942,5
x265,720p,Johnny_720p,32,faster,0.143203,7918.56,39.7768,44.4323,44.8627,40.385638,272.634446,0.556480691337534,6.2701380514,5
x265,720p,Johnny_720p,32,medium,0.141918,7847.52,39.782,44.4218,44.8267,40.387281,283.42200325,0.303123679676987,6.5032531215,4
x265,720p,Johnny_720p,32,superfast,0.143672,7944.48,39.7093,44.3111,44.77,40.313206,264.8117734,0.738423729653442,6.0635308778,5
x265,720p,Johnny_720p,32,ultrafast,0.162179,8967.84,39.1756,44.7307,45.2503,39.902462,73.1289874,0.259585715746842,1.7129752134,5
x265,720p,Johnny_720p,32,veryfast,0.143203,7918.56,39.7768,44.4323,44.8627,40.385638,272.44511825,0.265615909060903,6.26438460525,4
x265,720p,Johnny_720p,37,fast,0.092813,5132.16,37.2693,42.7781,43.1848,37.983319,246.0184988,0.709237479776485,5.5936028766,5
x265,720p,Johnny_720p,37,faster,0.092786,5130.72,37.2693,42.7781,43.1848,37.983319,247.4961682,1.07864057594048,5.6324834182,5
x265,720p,Johnny_720p,37,medium,0.092682,5124.96,37.275,42.7349,43.1647,37.98435,253.9207006,0.134610225788385,5.7904061602,5
x265,720p,Johnny_720p,37,superfast,0.092969,5140.8,37.2164,42.6399,43.0514,37.920056,237.42272,0.716399873358797,5.400655219,5
x265,720p,Johnny_720p,37,ultrafast,0.101128,5592,36.6595,43.095,43.4796,37.487975,67.5803749,0.504045433343827,1.5840432316,10
x265,720p,Johnny_720p,37,veryfast,0.092786,5130.72,37.2693,42.7781,43.1848,37.983319,245.599567,0.379174805304888,5.60761124,5
x265,720p,KristenAndSara_720p,22,fast,0.45612,25221.6,44.6016,47.6788,48.4348,45.0335,385.3747706,1.53058830072404,9.1500176024,5
x265,720p,KristenAndSara_720p,22,faster,0.456094,25220.16,44.6016,47.6788,48.4348,45.0335,386.8315902,1.26633017254415,9.1765054758,5
x265,720p,KristenAndSara_720p,22,medium,0.45566,25196.16,44.6054,47.6776,48.4227,45.035994,406.2654085,0.802957495766121,9.69949270625,4
x265,720p,KristenAndSara_720p,22,superfast,0.456406,25237.44,44.5472,47.5981,48.3322,44.974444,365.8639682,0.279151388560401,8.6210298414,5
x265,720p,KristenAndSara_720p,22,ultrafast,0.533889,29521.92,44.1419,47.6283,48.3318,44.621669,98.648541,0.754501495168348,2.36388377066667,12
x265,720p,KristenAndSara_720p,22,veryfast,0.456094,25220.16,44.6016,47.6788,48.4348,45.0335,387.40226775,0.656905311287898,9.17275884625,4
x265,720p,KristenAndSara_720p,27,fast,0.276233,15274.56,42.2675,45.6486,46.467,42.741287,321.993548,1.06259491149567,7.487161834,5
x265,720p,KristenAndSara_720p,27,faster,0.276207,15273.12,42.2675,45.6486,46.467,42.741287,320.632009142857,0.292968618624037,7.45296938257143,7
x265,720p,KristenAndSara_720p,27,medium,0.274635,15186.24,42.271,45.6496,46.4629,42.744156,337.396506,0.474962015397021,7.84885346875,4
x265,720p,KristenAndSara_720p,27,superfast,0.27599,15261.12,42.1878,45.585,46.3737,42.661744,306.6456136,1.12715606396821,7.1335212726,5
x265,720p,KristenAndSara_720p,27,ultrafast,0.326076,18030.72,41.6322,45.7231,46.5432,42.194819,83.71027325,0.570480049260207,1.979636040375,8
x265,720p,KristenAndSara_720p,27,veryfast,0.276207,15273.12,42.2675,45.6486,46.467,42.741287,319.2584295,1.21796758398724,7.471907636875,8
x265,720p,KristenAndSara_720p,32,fast,0.17467,9658.56,39.6304,43.6325,44.507,40.185319,283.9913506,1.18700781261342,6.5236677186,5
x265,720p,KristenAndSara_720p,32,faster,0.174644,9657.12,39.6304,43.6325,44.507,40.185319,283.0080406,1.04606450366854,6.4954756016,5
x265,720p,KristenAndSara_720p,32,medium,0.173906,9616.32,39.6314,43.6116,44.4968,40.18425,293.12432625,0.453460160697993,6.72228790325,4
x265,720p,KristenAndSara_720p,32,superfast,0.174913,9672,39.5426,43.5516,44.3653,40.094581,274.0039866,1.09376763963527,6.2717788732,5
x265,720p,KristenAndSara_720p,32,ultrafast,0.204019,11281.44,38.8659,43.8169,44.7624,39.543869,75.4880066666667,0.447350535401788,1.76874465116667,6
x265,720p,KristenAndSara_720p,32,veryfast,0.174644,9657.12,39.6304,43.6325,44.507,40.185319,281.9663072,0.650179568369923,6.4958198526,5
x265,720p,KristenAndSara_720p,37,fast,0.114392,6325.44,36.8029,42.0021,42.8032,37.502869,253.66123125,0.482611387205327,5.79387471,4
x265,720p,KristenAndSara_720p,37,faster,0.114366,6324,36.8029,42.0021,42.8032,37.502869,253.8222262,0.736845837251389,5.7934786654,5
x265,720p,KristenAndSara_720p,37,medium,0.114332,6322.08,36.8045,41.9551,42.7792,37.499831,261.380159625,0.448276063885044,5.98907464775,8
x265,720p,KristenAndSara_720p,37,superfast,0.115165,6368.16,36.7252,41.9047,42.6861,37.421475,246.8041654,0.925133603516973,5.6004330548,5
x265,720p,KristenAndSara_720p,37,ultrafast,0.129913,7183.68,36.0115,42.3007,43.162,36.851481,70.6339256,0.311372843744923,1.6454150288,5
x265,720p,KristenAndSara_720p,37,veryfast,0.114366,6324,36.8029,42.0021,42.8032,37.502869,253.860922333333,0.101332302038064,5.79816942566667,3
x265,1080p,MeridianTalk_sdr_2k,22,fast,0.30346,37717.52,43.1971,45.9309,50.2955,43.811612,921.569214444444,1.65220443456924,21.7615789154444,9
x265,1080p,MeridianTalk_sdr_2k,22,faster,0.303448,37716.11,43.1971,45.9309,50.2955,43.811612,919.68937225,1.64445198217793,21.7492267085,4
x265,1080p,MeridianTalk_sdr_2k,22,medium,0.302613,37612.27,43.1997,45.9348,50.2953,43.814119,983.7939054,2.97895734089971,23.3135241336,5
x265,1080p,MeridianTalk_sdr_2k,22,superfast,0.304174,37806.26,43.1677,45.8953,50.2145,43.7786,872.152827,0.668469465684609,20.4977898455,4
x265,1080p,MeridianTalk_sdr_2k,22,ultrafast,0.319686,39734.38,43.0265,45.8941,50.3189,43.6615,233.397290636364,1.38195069915075,5.51620717645455,11
x265,1080p,MeridianTalk_sdr_2k,22,veryfast,0.303448,37716.11,43.1971,45.9309,50.2955,43.811612,921.1659615,0.76138002117843,21.760302632,4
x265,1080p,MeridianTalk_sdr_2k,27,fast,0.124798,15511.34,41.7142,44.9508,48.6509,42.350031,701.481450166667,3.52699595390465,16.1205251353333,6
x265,1080p,MeridianTalk_sdr_2k,27,faster,0.124786,15509.92,41.7142,44.9508,48.6509,42.350031,700.6817634,1.32077516817012,16.1138792026,5
x265,1080p,MeridianTalk_sdr_2k,27,medium,0.124327,15452.81,41.7178,44.9457,48.6347,42.35185,741.498284666667,1.52182484710333,17.0630658151667,6
x265,1080p,MeridianTalk_sdr_2k,27,superfast,0.125576,15608.1,41.6739,44.9284,48.6028,42.310363,667.045676,0.470058105492289,15.3425163976667,3
x265,1080p,MeridianTalk_sdr_2k,27,ultrafast,0.134189,16678.59,41.5104,44.9919,48.8062,42.183981,180.401919,0.812596247272285,4.1877918246,5
x265,1080p,MeridianTalk_sdr_2k,27,veryfast,0.124786,15509.92,41.7142,44.9508,48.6509,42.350031,698.6893835,3.86499506909806,16.1336486336667,6
x265,1080p,MeridianTalk_sdr_2k,32,fast,0.070053,8706.98,40.3082,43.9102,46.9365,40.947594,589.992080666667,0.138822132192001,13.4640693053333,3
x265,1080p,MeridianTalk_sdr_2k,32,faster,0.070041,8705.57,40.3082,43.9102,46.9365,40.947594,592.059153166667,2.78568625683837,13.4458801165,6
x265,1080p,MeridianTalk_sdr_2k,32,medium,0.069958,8695.18,40.3098,43.899,46.9239,40.947506,616.078623,2.10984067190238,14.04598188,5
x265,1080p,MeridianTalk_sdr_2k,32,superfast,0.070752,8793.83,40.2728,43.8997,46.9458,40.916544,574.7525576,1.44485109701876,13.022703985,5
x265,1080p,MeridianTalk_sdr_2k,32,ultrafast,0.074405,9247.9,40.0737,43.9795,47.0941,40.756588,160.5565714,0.423508773049981,3.6596141468,5
x265,1080p,MeridianTalk_sdr_2k,32,veryfast,0.070041,8705.57,40.3082,43.9102,46.9365,40.947594,589.9685698,2.39829927037457,13.426123201,5
x265,1080p,MeridianTalk_sdr_2k,37,fast,0.043106,5357.67,38.6356,42.9841,45.475,39.334844,535.2510714,1.56757164961121,12.061721459,5
x265,1080p,MeridianTalk_sdr_2k,37,faster,0.043094,5356.26,38.6356,42.9841,45.475,39.334844,535.339206,0.981562302249837,12.03582853475,4
x265,1080p,MeridianTalk_sdr_2k,37,medium,0.042828,5323.22,38.6386,42.9572,45.4047,39.331394,554.95559575,0.547828000726734,12.5106642645,4
