VideoName,QP,Preset,Validated_Mean_Energy_J,Std_Dev_J,Avg_Time_per_Measurement_s,Measurements_Count_Used,Passed_Validation
DinnerSceneCropped_2k,32,superfast,632.862613,1.66823606555442,14.438473366,5,True
DinnerSceneCropped_2k,32,ultrafast,168.961420166667,0.851419056967699,3.87464443033333,6,True
DinnerSceneCropped_2k,32,veryfast,662.9883235,1.09232893615263,15.160479994,4,True
DinnerSceneCropped_2k,37,fast,539.8805026,0.871572157049719,12.1174284926,5,True
DinnerSceneCropped_2k,37,faster,537.718105666667,0.047004803173009,12.0721077176667,3,True
DinnerSceneCropped_2k,37,medium,561.8167626,2.43195107247212,12.6576806348,5,True
DinnerSceneCropped_2k,37,superfast,524.0932868,1.60136142618935,11.8146275994,5,True
DinnerSceneCropped_2k,37,ultrafast,143.2311705,0.757243451348838,3.25740071083333,6,True
DinnerSceneCropped_2k,37,veryfast,538.6460454,2.60246584864246,12.1365098394,5,True
DrivingPOV_720p,22,fast,505.48434725,0.76225337255726,12.6616633735,4,True
DrivingPOV_720p,22,faster,504.651631625,2.983055391149,12.69736424025,8,True
DrivingPOV_720p,22,medium,532.5655556,1.79443446513304,13.3098382222,5,True
DrivingPOV_720p,22,superfast,475.039226,1.95215587702007,11.6642486612,5,True
DrivingPOV_720p,22,ultrafast,131.836135777778,0.615246710818672,3.28890570511111,9,True
DrivingPOV_720p,22,veryfast,502.313277,1.15643428513383,12.7536605604,5,True
DrivingPOV_720p,27,fast,425.1353862,1.08837503251324,10.4873346658,5,True
DrivingPOV_720p,27,faster,427.206743,0.685710392782915,10.5057392296,5,True
DrivingPOV_720p,27,medium,451.466632,2.1974463211362,11.1907257386154,13,True
DrivingPOV_720p,27,superfast,403.8738438,1.1086780599634,9.762076282,5,True
DrivingPOV_720p,27,ultrafast,110.736096857143,0.6239802841606,2.72313012257143,7,True
DrivingPOV_720p,27,veryfast,427.2833542,1.67875513485446,10.479636013,5,True
DrivingPOV_720p,32,fast,360.7785074,0.700505375164102,8.7015174738,5,True
DrivingPOV_720p,32,faster,360.707487,1.10153116724494,8.7600720758,5,True
DrivingPOV_720p,32,medium,381.7673698,0.394296593890564,9.207450174,5,True
DrivingPOV_720p,32,superfast,341.84058,1.23136305096405,8.1331392538,5,True
DrivingPOV_720p,32,ultrafast,93.9730255,0.094860915423582,2.27214664175,4,True
DrivingPOV_720p,32,veryfast,360.366399,1.55814703747223,8.7042318422,5,True
DrivingPOV_720p,37,fast,308.1463426,0.827738982051286,7.2876345222,5,True
DrivingPOV_720p,37,faster,308.2069135,0.65733191661874,7.3262938045,4,True
DrivingPOV_720p,37,medium,323.4087664,1.43896911759575,7.7026221106,5,True
DrivingPOV_720p,37,superfast,294.4509672,1.25584662987711,6.8508579864,5,True
DrivingPOV_720p,37,ultrafast,81.7358134,0.319622436754368,1.9390151324,5,True
DrivingPOV_720p,37,veryfast,308.886951,0.743221428087664,7.308581681,4,True
FoodMarket2_4k,22,fast,3835.8069404,13.8130703689683,89.9387034848,5,True
FoodMarket2_4k,22,faster,3827.3610715,16.7825377857517,89.9115315308333,6,True
FoodMarket2_4k,22,medium,4009.875835125,7.69838188034024,94.466396773,8,True
FoodMarket2_4k,22,superfast,3637.5438035,7.87393453323074,85.257240802,4,True
FoodMarket2_4k,22,ultrafast,958.708764846154,3.4630302718223,22.4087052277692,13,True
FoodMarket2_4k,22,veryfast,3817.55225425,4.08757636928342,89.76130782025,4,True
FoodMarket2_4k,27,fast,3159.244745,10.9898883603232,73.3861669968,5,True
FoodMarket2_4k,27,faster,3166.143494,11.2150529662516,73.3175506026,5,True
FoodMarket2_4k,27,medium,3330.5765202,15.763624169773,77.0559512184,5,True
FoodMarket2_4k,27,superfast,3058.79621,13.3030802933997,70.399008326,5,True
FoodMarket2_4k,27,ultrafast,806.817575888889,4.35457997532484,18.554406383,9,True
FoodMarket2_4k,27,veryfast,3172.35341,1.03673724625529,73.4268192846667,3,True
FoodMarket2_4k,32,fast,2753.09683375,3.05954114980513,63.38928933825,4,True
FoodMarket2_4k,32,faster,2739.661037,2.11491986419911,63.031585608,3,True
FoodMarket2_4k,32,medium,2882.843755,11.4461850492651,66.141428734,5,True
FoodMarket2_4k,32,superfast,2648.084908,7.98841002525559,60.7431825578,5,True
FoodMarket2_4k,32,ultrafast,726.320205,6.97010510725433,16.5807403769,10,True
FoodMarket2_4k,32,veryfast,2742.1394645,7.24810901061756,63.0266025035,6,True
FoodMarket2_4k,37,fast,2458.8746866,2.58619782628404,56.1681915142,5,True
FoodMarket2_4k,37,faster,2453.36397891667,11.9185704847966,56.3292610535,12,True
FoodMarket2_4k,37,medium,2568.46072475,4.37019758537669,58.877515171,4,True
FoodMarket2_4k,37,superfast,2382.50484314286,5.44425851431709,54.3923671044286,7,True
FoodMarket2_4k,37,ultrafast,675.768097571429,3.33037495029368,15.3214249994286,7,True
FoodMarket2_4k,37,veryfast,2454.6797264,4.26325531353845,56.259666973,5,True
FoodMarket_2k,22,fast,1148.950977,2.97251952068216,28.0164295522,5,True
FoodMarket_2k,22,faster,1150.3966642,3.29595813728454,27.928746568,5,True
FoodMarket_2k,22,medium,1235.965891,2.1303976684832,30.05756449475,4,True
FoodMarket_2k,22,superfast,1083.08253925,1.8489008672851,26.2196173645,4,True
FoodMarket_2k,22,ultrafast,283.291345428571,1.97647816054271,6.994124355,7,True
FoodMarket_2k,22,veryfast,1150.1959328,4.16368757844176,28.0196241692,5,True
FoodMarket_2k,27,fast,890.01365125,0.737243065191472,20.9220612795,4,True
FoodMarket_2k,27,faster,888.14370675,0.726872306253937,20.94068567025,4,True
FoodMarket_2k,27,medium,952.6900455,4.93357900636342,22.4226938831667,6,True
FoodMarket_2k,27,superfast,841.4255926,3.4448538587336,19.7403616298,5,True
FoodMarket_2k,27,ultrafast,220.9684286,0.325763102829802,5.2195495404,5,True
FoodMarket_2k,27,veryfast,891.637622,3.4607372621003,20.9228090832,5,True
FoodMarket_2k,32,fast,719.6839364,2.44172291193622,16.6249604072,5,True
FoodMarket_2k,32,faster,717.177409,1.39944693561064,16.63468000125,4,True
FoodMarket_2k,32,medium,762.8354256,3.21871565123549,17.6745523598,5,True
FoodMarket_2k,32,superfast,688.1750202,1.52331460105511,15.8253641328,5,True
FoodMarket_2k,32,ultrafast,185.767397666667,1.0968710043763,4.28080956833333,6,True
FoodMarket_2k,32,veryfast,719.370799333333,0.296051621271246,16.6297003586667,3,True
FoodMarket_2k,37,fast,627.08291325,1.32218303362769,14.34474278225,4,True
FoodMarket_2k,37,faster,626.62238875,1.77452652056229,14.3071039175,4,True
FoodMarket_2k,37,medium,662.784308454545,5.3849572672579,15.1864237256364,11,True
FoodMarket_2k,37,superfast,600.8869965,0.197931559293442,13.7329160935,4,True
FoodMarket_2k,37,ultrafast,166.929489,1.266757773985,3.822083828875,8,True
FoodMarket_2k,37,veryfast,627.3369405,0.738206552510203,14.333130254,4,True
FourPeople_270p,22,fast,66.5524784,0.285005911508516,2.5490812634,5,True
FourPeople_270p,22,faster,66.297303,0.222824783943573,2.5528599776,5,True
FourPeople_270p,22,medium,69.98001525,0.075636416495297,2.70077037025,4,True
FourPeople_270p,22,superfast,62.8495644,0.590477106066348,1.6832394099,10,True
FourPeople_270p,22,ultrafast,18.6209683636364,0.117882684381781,0.515897334,11,True
FourPeople_270p,22,veryfast,66.3464484,0.194899190949578,2.5522585092,5,True
FourPeople_270p,27,fast,58.6951928333333,0.349082545757542,2.26193777283333,6,True
FourPeople_270p,27,faster,59.2685555,0.09222004983191,2.2625582525,4,True
FourPeople_270p,27,medium,61.682447,0.176533985957379,2.3948517148,5,True
FourPeople_270p,27,superfast,55.9947044166667,0.578272951068557,1.487011591,12,True
FourPeople_270p,27,ultrafast,16.21516604,0.242610836439499,0.4538342272,25,True
FourPeople_270p,27,veryfast,59.2570012,0.208891212101419,2.2657780874,5,True
FourPeople_270p,32,fast,51.550985,0.309830080177506,1.96950718933333,6,True
FourPeople_270p,32,faster,52.0881338333333,0.273523449811102,1.97182333116667,6,True
FourPeople_270p,32,medium,54.5420585,0.280807619895594,2.080331306125,8,True
FourPeople_270p,32,superfast,49.3179015714286,0.328736894307518,1.30081948385714,7,True
FourPeople_270p,32,ultrafast,14.3463292857143,0.085947099439515,0.387564148642857,14,True
FourPeople_270p,32,veryfast,52.1405034,0.178631682504252,1.9713800694,5,True
FourPeople_270p,37,fast,46.0137616,0.176576162678602,1.7063814996,5,True
FourPeople_270p,37,faster,46.1164851428571,0.258125466871202,1.70858721014286,7,True
FourPeople_270p,37,medium,48.3531718,0.224246252663673,1.798680576,5,True
FourPeople_270p,37,superfast,43.7175008181818,0.247737292127293,1.13528335118182,11,True
FourPeople_270p,37,ultrafast,12.6106549166667,0.090807094089572,0.341008479166667,12,True
FourPeople_270p,37,veryfast,45.9459516,0.182759546498398,1.7104668886,5,True
Johnny_720p,22,fast,385.8300544,1.60336458849315,9.1629216296,5,True
Johnny_720p,22,faster,384.3907274,1.42061170475707,9.1613362742,5,True
Johnny_720p,22,medium,408.389274,0.143615188963424,9.64047313833333,3,True
Johnny_720p,22,superfast,363.9029744,0.850204789209223,8.58955173,5,True
Johnny_720p,22,ultrafast,97.6335699,0.491489820824727,2.33971526,10,True
Johnny_720p,22,veryfast,384.293462,0.837372944593984,9.1420100746,5,True
Johnny_720p,27,fast,313.41475525,0.361083797768491,7.3265347885,4,True
Johnny_720p,27,faster,314.57582425,0.667650575106203,7.331081708875,8,True
Johnny_720p,27,medium,328.8079716,1.2390787622019,7.6582125254,5,True
Johnny_720p,27,superfast,301.046795666667,1.42410907174425,6.9438363805,6,True
Johnny_720p,27,ultrafast,81.0533611666667,0.189020046729882,1.91937028033333,6,True
Johnny_720p,27,veryfast,313.5689755,0.311622778290783,7.32677604075,4,True
Johnny_720p,32,fast,273.1678928,0.468066039624966,6.2797666942,5,True
Johnny_720p,32,faster,272.634446,0.556480691337534,6.2701380514,5,True
Johnny_720p,32,medium,283.42200325,0.303123679676987,6.5032531215,4,True
Johnny_720p,32,superfast,264.8117734,0.738423729653442,6.0635308778,5,True
Johnny_720p,32,ultrafast,73.1289874,0.259585715746842,1.7129752134,5,True
Johnny_720p,32,veryfast,272.44511825,0.265615909060903,6.26438460525,4,True
Johnny_720p,37,fast,246.0184988,0.709237479776485,5.5936028766,5,True
Johnny_720p,37,faster,247.4961682,1.07864057594048,5.6324834182,5,True
Johnny_720p,37,medium,253.9207006,0.134610225788385,5.7904061602,5,True
Johnny_720p,37,superfast,237.42272,0.716399873358797,5.400655219,5,True
Johnny_720p,37,ultrafast,67.5803749,0.504045433343827,1.5840432316,10,True
Johnny_720p,37,veryfast,245.599567,0.379174805304888,5.60761124,5,True
KristenAndSara_720p,22,fast,385.3747706,1.53058830072404,9.1500176024,5,True
KristenAndSara_720p,22,faster,386.8315902,1.26633017254415,9.1765054758,5,True
KristenAndSara_720p,22,medium,406.2654085,0.802957495766121,9.69949270625,4,True
KristenAndSara_720p,22,superfast,365.8639682,0.279151388560401,8.6210298414,5,True
KristenAndSara_720p,22,ultrafast,98.648541,0.754501495168348,2.36388377066667,12,True
KristenAndSara_720p,22,veryfast,387.40226775,0.656905311287898,9.17275884625,4,True
KristenAndSara_720p,27,fast,321.993548,1.06259491149567,7.487161834,5,True
KristenAndSara_720p,27,faster,320.632009142857,0.292968618624037,7.45296938257143,7,True
KristenAndSara_720p,27,medium,337.396506,0.474962015397021,7.84885346875,4,True
KristenAndSara_720p,27,superfast,306.6456136,1.12715606396821,7.1335212726,5,True
KristenAndSara_720p,27,ultrafast,83.71027325,0.570480049260207,1.979636040375,8,True
KristenAndSara_720p,27,veryfast,319.2584295,1.21796758398724,7.471907636875,8,True
KristenAndSara_720p,32,fast,283.9913506,1.18700781261342,6.5236677186,5,True
KristenAndSara_720p,32,faster,283.0080406,1.04606450366854,6.4954756016,5,True
KristenAndSara_720p,32,medium,293.12432625,0.453460160697993,6.72228790325,4,True
KristenAndSara_720p,32,superfast,274.0039866,1.09376763963527,6.2717788732,5,True
