VideoName,QP,Preset,Repeat,RAPL_Core_Before_uJ,RAPL_Core_After_uJ
Vertical_Bayshore_270p,27,medium,10,191805203374,191841441318
Vertical_Bayshore_270p,27,medium,11,191841458957,191877664736
Vertical_Bayshore_270p,27,medium,12,191877677309,191914226960
Vertical_Bayshore_270p,27,medium,13,191914243439,191950453063
Vertical_Bayshore_270p,27,medium,14,191950467834,191986472441
Vertical_Bayshore_270p,27,medium,15,191986481657,192022434629
Vertical_Bayshore_270p,27,slow,1,192022447996,192085413777
Vertical_Bayshore_270p,27,slow,2,192085429036,192148936625
Vertical_Bayshore_270p,27,slow,3,192148955424,192212552001
Vertical_Bayshore_270p,27,slow,4,192212567138,192276853228
Vertical_Bayshore_270p,27,slow,5,192276868121,192340798072
Vertical_Bayshore_270p,27,slow,6,192340814063,192404732113
Vertical_Bayshore_270p,27,slow,7,192404746822,192468753006
Vertical_Bayshore_270p,27,slow,8,192468766250,192532959567
Vertical_Bayshore_270p,27,slow,9,192532976535,192597394461
Vertical_Bayshore_270p,27,slow,10,192597413748,192662332832
Vertical_Bayshore_270p,27,slow,11,192662351143,192726098050
Vertical_Bayshore_270p,27,slow,12,192726119290,192789472216
Vertical_Bayshore_270p,27,slow,13,192789486316,192853426337
Vertical_Bayshore_270p,27,slow,14,192853439826,192916830838
Vertical_Bayshore_270p,27,slow,15,192916843289,192979961719
Vertical_Bayshore_270p,27,slower,1,192979977161,193062897420
Vertical_Bayshore_270p,27,slower,2,193062912801,193159093218
Vertical_Bayshore_270p,27,slower,3,193159121234,193242635302
Vertical_Bayshore_270p,27,slower,4,193242645190,193325802447
Vertical_Bayshore_270p,27,slower,5,193325814593,193408095267
Vertical_Bayshore_270p,27,slower,6,193408107352,193490538354
Vertical_Bayshore_270p,27,slower,7,193490550683,193573072444
Vertical_Bayshore_270p,27,slower,8,193573088191,193655755460
Vertical_Bayshore_270p,27,slower,9,193655768461,193738042847
Vertical_Bayshore_270p,27,slower,10,193738056702,193821122163
Vertical_Bayshore_270p,27,slower,11,193821132051,193904204958
Vertical_Bayshore_270p,27,slower,12,193904219668,193986707006
Vertical_Bayshore_270p,27,slower,13,193986722325,194068988411
Vertical_Bayshore_270p,27,slower,14,194069000923,194158422630
Vertical_Bayshore_270p,27,slower,15,194158443321,194247888588
Vertical_Bayshore_270p,27,veryslow,1,194247898903,194330599131
Vertical_Bayshore_270p,27,veryslow,2,194330611948,194413529094
Vertical_Bayshore_270p,27,veryslow,3,194413540141,194496184644
Vertical_Bayshore_270p,27,veryslow,4,194496202161,194578328660
Vertical_Bayshore_270p,27,veryslow,5,194578340073,194660208272
Vertical_Bayshore_270p,27,veryslow,6,194660220174,194742279961
Vertical_Bayshore_270p,27,veryslow,7,194742294244,194824328335
Vertical_Bayshore_270p,27,veryslow,8,194824339444,194906905333
Vertical_Bayshore_270p,27,veryslow,9,194906925048,194989779816
Vertical_Bayshore_270p,27,veryslow,10,194989790680,195071921940
Vertical_Bayshore_270p,27,veryslow,11,195071936466,195153642861
Vertical_Bayshore_270p,27,veryslow,12,195153653603,195235179762
Vertical_Bayshore_270p,27,veryslow,13,195235191602,195318164779
Vertical_Bayshore_270p,27,veryslow,14,195318180831,195401208878
Vertical_Bayshore_270p,27,veryslow,15,195401220657,195483290943
Vertical_Bayshore_270p,27,placebo,1,195483301746,195590080586
Vertical_Bayshore_270p,27,placebo,2,195590103841,195701119365
Vertical_Bayshore_270p,27,placebo,3,195701132975,195803196740
Vertical_Bayshore_270p,27,placebo,4,195803214562,195905118598
Vertical_Bayshore_270p,27,placebo,5,195905130439,196007884204
Vertical_Bayshore_270p,27,placebo,6,196007892444,196108690587
Vertical_Bayshore_270p,27,placebo,7,196108704686,196209762716
Vertical_Bayshore_270p,27,placebo,8,196209775472,196311697758
Vertical_Bayshore_270p,27,placebo,9,196311715458,196413175037
Vertical_Bayshore_270p,27,placebo,10,196413185901,196514186802
Vertical_Bayshore_270p,27,placebo,11,196514197972,196628686509
Vertical_Bayshore_270p,27,placebo,12,196628701707,196730291046
Vertical_Bayshore_270p,27,placebo,13,196730301605,196831689896
Vertical_Bayshore_270p,27,placebo,14,196831702469,196933726622
Vertical_Bayshore_270p,27,placebo,15,196933737303,197036123515
Vertical_Bayshore_270p,32,ultrafast,1,197036138469,197044483846
Vertical_Bayshore_270p,32,ultrafast,2,197044499410,197052810179
Vertical_Bayshore_270p,32,ultrafast,3,197052826292,197061075234
Vertical_Bayshore_270p,32,ultrafast,4,197061097878,197069408831
Vertical_Bayshore_270p,32,ultrafast,5,197069424333,197077688289
Vertical_Bayshore_270p,32,ultrafast,6,197077705684,197086057531
Vertical_Bayshore_270p,32,ultrafast,7,197086072423,197094443312
Vertical_Bayshore_270p,32,ultrafast,8,197094458205,197102716301
Vertical_Bayshore_270p,32,ultrafast,9,197102731377,197111084200
Vertical_Bayshore_270p,32,ultrafast,10,197111096346,197119468273
Vertical_Bayshore_270p,32,ultrafast,11,197119484874,197127713979
Vertical_Bayshore_270p,32,ultrafast,12,197127728383,197136080596
Vertical_Bayshore_270p,32,ultrafast,13,197136094695,197144348153
Vertical_Bayshore_270p,32,ultrafast,14,197144360543,197152658679
Vertical_Bayshore_270p,32,ultrafast,15,197152668017,197160908047
Vertical_Bayshore_270p,32,superfast,1,197160923428,197189499771
Vertical_Bayshore_270p,32,superfast,2,197189516494,197218308047
Vertical_Bayshore_270p,32,superfast,3,197218325197,197247150075
Vertical_Bayshore_270p,32,superfast,4,197247163441,197276005470
Vertical_Bayshore_270p,32,superfast,5,197276018897,197304787073
Vertical_Bayshore_270p,32,superfast,6,197304796717,197333505811
Vertical_Bayshore_270p,32,superfast,7,197333521924,197362167603
Vertical_Bayshore_270p,32,superfast,8,197362184326,197390733020
Vertical_Bayshore_270p,32,superfast,9,197390748950,197419247535
Vertical_Bayshore_270p,32,superfast,10,197419262915,197447994226
Vertical_Bayshore_270p,32,superfast,11,197448009729,197476621350
Vertical_Bayshore_270p,32,superfast,12,197476637097,197505548400
Vertical_Bayshore_270p,32,superfast,13,197505564574,197534555528
Vertical_Bayshore_270p,32,superfast,14,197534570848,197563520359
Vertical_Bayshore_270p,32,superfast,15,197563530918,197592555318
Vertical_Bayshore_270p,32,veryfast,1,197592570028,197622642033
Vertical_Bayshore_270p,32,veryfast,2,197622657048,197653043750
Vertical_Bayshore_270p,32,veryfast,3,197653056689,197683375398
Vertical_Bayshore_270p,32,veryfast,4,197683390474,197713777481
Vertical_Bayshore_270p,32,veryfast,5,197713792618,197744459104
Vertical_Bayshore_270p,32,veryfast,6,197744472532,197774695294
Vertical_Bayshore_270p,32,veryfast,7,197774708539,197804962795
Vertical_Bayshore_270p,32,veryfast,8,197804975978,197835144297
Vertical_Bayshore_270p,32,veryfast,9,197835156077,197865472467
Vertical_Bayshore_270p,32,veryfast,10,197865486321,197896052772
Vertical_Bayshore_270p,32,veryfast,11,197896066687,197926533406
Vertical_Bayshore_270p,32,veryfast,12,197926543111,197957189761
Vertical_Bayshore_270p,32,veryfast,13,197957208865,197987820115
Vertical_Bayshore_270p,32,veryfast,14,197987834458,198018351531
Vertical_Bayshore_270p,32,veryfast,15,198018361601,198048537000
Vertical_Bayshore_270p,32,faster,1,198048548170,198078746457
Vertical_Bayshore_270p,32,faster,2,198078763363,198109104838
Vertical_Bayshore_270p,32,faster,3,198109115886,198139420801
Vertical_Bayshore_270p,32,faster,4,198139434900,198170059577
Vertical_Bayshore_270p,32,faster,5,198170073493,198200434194
Vertical_Bayshore_270p,32,faster,6,198200445913,198230651524
Vertical_Bayshore_270p,32,faster,7,198230666051,198261029376
Vertical_Bayshore_270p,32,faster,8,198261044574,198291166994
Vertical_Bayshore_270p,32,faster,9,198291176821,198329917567
Vertical_Bayshore_270p,32,faster,10,198329940150,198364975277
Vertical_Bayshore_270p,32,faster,11,198364992489,198395314494
Vertical_Bayshore_270p,32,faster,12,198395329142,198425444849
Vertical_Bayshore_270p,32,faster,13,198425460535,198455646310
Vertical_Bayshore_270p,32,faster,14,198455658883,198485772758
Vertical_Bayshore_270p,32,faster,15,198485790031,198515863502
Vertical_Bayshore_270p,32,fast,1,198515882728,198546457662
Vertical_Bayshore_270p,32,fast,2,198546471639,198576686283
Vertical_Bayshore_270p,32,fast,3,198576700443,198607057116
Vertical_Bayshore_270p,32,fast,4,198607071093,198637580292
Vertical_Bayshore_270p,32,fast,5,198637593293,198668307325
Vertical_Bayshore_270p,32,fast,6,198668323561,198698647824
Vertical_Bayshore_270p,32,fast,7,198698664425,198729180705
Vertical_Bayshore_270p,32,fast,8,198729195963,198759608727
Vertical_Bayshore_270p,32,fast,9,198759620324,198790504034
Vertical_Bayshore_270p,32,fast,10,198790520758,198821160267
Vertical_Bayshore_270p,32,fast,11,198821170948,198852233246
Vertical_Bayshore_270p,32,fast,12,198852246613,198883135328
Vertical_Bayshore_270p,32,fast,13,198883153760,198913886103
Vertical_Bayshore_270p,32,fast,14,198913900141,198944469826
Vertical_Bayshore_270p,32,fast,15,198944483742,198974974570
Vertical_Bayshore_270p,32,medium,1,198974986533,199007196900
Vertical_Bayshore_270p,32,medium,2,199007206970,199038936137
Vertical_Bayshore_270p,32,medium,3,199038950358,199070898885
Vertical_Bayshore_270p,32,medium,4,199070912496,199102633850
Vertical_Bayshore_270p,32,medium,5,199102650269,199134229289
Vertical_Bayshore_270p,32,medium,6,199134248271,199166166097
Vertical_Bayshore_270p,32,medium,7,199166178548,199198072327
Vertical_Bayshore_270p,32,medium,8,199198085022,199229926676
Vertical_Bayshore_270p,32,medium,9,199229940104,199261716817
Vertical_Bayshore_270p,32,medium,10,199261732808,199293695190
Vertical_Bayshore_270p,32,medium,11,199293709289,199325290812
Vertical_Bayshore_270p,32,medium,12,199325307963,199356913900
Vertical_Bayshore_270p,32,medium,13,199356926107,199388960510
Vertical_Bayshore_270p,32,medium,14,199388976745,199420323222
Vertical_Bayshore_270p,32,medium,15,199420339092,199462434565
Vertical_Bayshore_270p,32,slow,1,199462459467,199516328348
Vertical_Bayshore_270p,32,slow,2,199516341959,199567306733
Vertical_Bayshore_270p,32,slow,3,199567319733,199617817956
Vertical_Bayshore_270p,32,slow,4,199617834802,199668849320
Vertical_Bayshore_270p,32,slow,5,199668861588,199719268624
Vertical_Bayshore_270p,32,slow,6,199719280038,199770264465
Vertical_Bayshore_270p,32,slow,7,199770279663,199821425345
Vertical_Bayshore_270p,32,slow,8,199821439505,199872879742
Vertical_Bayshore_270p,32,slow,9,199872896405,199924537386
Vertical_Bayshore_270p,32,slow,10,199924553194,199976084129
Vertical_Bayshore_270p,32,slow,11,199976100791,200027848523
Vertical_Bayshore_270p,32,slow,12,200027866162,200079189822
Vertical_Bayshore_270p,32,slow,13,200079203494,200131012138
Vertical_Bayshore_270p,32,slow,14,200131026908,200182283003
Vertical_Bayshore_270p,32,slow,15,200182298445,200234002597
Vertical_Bayshore_270p,32,slower,1,200234023471,200300731125
Vertical_Bayshore_270p,32,slower,2,200300745346,200367093015
Vertical_Bayshore_270p,32,slower,3,200367110105,200433487194
Vertical_Bayshore_270p,32,slower,4,200433497875,200499400416
Vertical_Bayshore_270p,32,slower,5,200499422816,200566022499
Vertical_Bayshore_270p,32,slower,6,200566037208,200633126148
Vertical_Bayshore_270p,32,slower,7,200633137073,200699207278
Vertical_Bayshore_270p,32,slower,8,200699223452,200765585587
Vertical_Bayshore_270p,32,slower,9,200765597000,200832589016
Vertical_Bayshore_270p,32,slower,10,200832599392,200899758949
Vertical_Bayshore_270p,32,slower,11,200899774818,200980428420
Vertical_Bayshore_270p,32,slower,12,200980444656,201048519799
Vertical_Bayshore_270p,32,slower,13,201048535668,201115574498
Vertical_Bayshore_270p,32,slower,14,201115591527,201182688767
Vertical_Bayshore_270p,32,slower,15,201182703354,201249331235
Vertical_Bayshore_270p,32,veryslow,1,201249349424,201316688729
Vertical_Bayshore_270p,32,veryslow,2,201316699471,201383614095
Vertical_Bayshore_270p,32,veryslow,3,201383630086,201450388521
Vertical_Bayshore_270p,32,veryslow,4,201450401033,201517096846
Vertical_Bayshore_270p,32,veryslow,5,201517106063,201583956294
Vertical_Bayshore_270p,32,veryslow,6,201583981319,201650981391
Vertical_Bayshore_270p,32,veryslow,7,201650994331,201717904133
Vertical_Bayshore_270p,32,veryslow,8,201717920307,201784177339
Vertical_Bayshore_270p,32,veryslow,9,201784191499,201850004441
Vertical_Bayshore_270p,32,veryslow,10,201850014329,201916097961
Vertical_Bayshore_270p,32,veryslow,11,201916109131,201982351332
Vertical_Bayshore_270p,32,veryslow,12,201982362379,202061106318
Vertical_Bayshore_270p,32,veryslow,13,202061116572,202126419627
Vertical_Bayshore_270p,32,veryslow,14,202126433116,202191391690
Vertical_Bayshore_270p,32,veryslow,15,202191408841,202256232405
Vertical_Bayshore_270p,32,placebo,1,202256244551,202334844082
Vertical_Bayshore_270p,32,placebo,2,202334854396,202412428172
Vertical_Bayshore_270p,32,placebo,3,202412440990,202490757501
Vertical_Bayshore_270p,32,placebo,4,202490771417,202570192112
Vertical_Bayshore_270p,32,placebo,5,202570204868,202648859391
Vertical_Bayshore_270p,32,placebo,6,202648869828,202727022155
Vertical_Bayshore_270p,32,placebo,7,202727034789,202806029277
Vertical_Bayshore_270p,32,placebo,8,202806038371,202898949266
Vertical_Bayshore_270p,32,placebo,9,202898959031,202978372463
Vertical_Bayshore_270p,32,placebo,10,202978388821,203058214239
Vertical_Bayshore_270p,32,placebo,11,203058229254,203138460555
Vertical_Bayshore_270p,32,placebo,12,203138477950,203218994223
Vertical_Bayshore_270p,32,placebo,13,203219012106,203298325868
Vertical_Bayshore_270p,32,placebo,14,203298338929,203377344709
Vertical_Bayshore_270p,32,placebo,15,203377360150,203456586754
Vertical_Bayshore_270p,37,ultrafast,1,203456602868,203464151310
Vertical_Bayshore_270p,37,ultrafast,2,203464163578,203471718796
Vertical_Bayshore_270p,37,ultrafast,3,203471734970,203479283901
Vertical_Bayshore_270p,37,ultrafast,4,203479301601,203486999091
Vertical_Bayshore_270p,37,ultrafast,5,203487016425,203494693896
Vertical_Bayshore_270p,37,ultrafast,6,203494707689,203502301176
Vertical_Bayshore_270p,37,ultrafast,7,203502320280,203509879404
Vertical_Bayshore_270p,37,ultrafast,8,203509893686,203517481618
Vertical_Bayshore_270p,37,ultrafast,9,203517495107,203525034943
Vertical_Bayshore_270p,37,ultrafast,10,203525047517,203532583447
Vertical_Bayshore_270p,37,ultrafast,11,203532597302,203540222527
Vertical_Bayshore_270p,37,ultrafast,12,203540234062,203547846652
Vertical_Bayshore_270p,37,ultrafast,13,203547859226,203555404494
Vertical_Bayshore_270p,37,ultrafast,14,203555414992,203563028865
Vertical_Bayshore_270p,37,ultrafast,15,203563039241,203570646887
Vertical_Bayshore_270p,37,superfast,1,203570656775,203596052889
Vertical_Bayshore_270p,37,superfast,2,203596064974,203621488188
Vertical_Bayshore_270p,37,superfast,3,203621498075,203646903345
Vertical_Bayshore_270p,37,superfast,4,203646915552,203672314657
Vertical_Bayshore_270p,37,superfast,5,203672323202,203697822282
Vertical_Bayshore_270p,37,superfast,6,203697830460,203723434765
Vertical_Bayshore_270p,37,superfast,7,203723445080,203748885811
Vertical_Bayshore_270p,37,superfast,8,203748899299,203774280033
Vertical_Bayshore_270p,37,superfast,9,203774292972,203799603210
Vertical_Bayshore_270p,37,superfast,10,203799615295,203825016231
Vertical_Bayshore_270p,37,superfast,11,203825025630,203850621695
Vertical_Bayshore_270p,37,superfast,12,203850632865,203876087633
Vertical_Bayshore_270p,37,superfast,13,203876098864,203901588789
Vertical_Bayshore_270p,37,superfast,14,203901601118,203927101541
Vertical_Bayshore_270p,37,superfast,15,203927109842,203952761998
Vertical_Bayshore_270p,37,veryfast,1,203952775975,203979450833
Vertical_Bayshore_270p,37,veryfast,2,203979460477,204006135701
Vertical_Bayshore_270p,37,veryfast,3,204006145223,204032977002
Vertical_Bayshore_270p,37,veryfast,4,204032990613,204059380133
Vertical_Bayshore_270p,37,veryfast,5,204059389777,204085806091
Vertical_Bayshore_270p,37,veryfast,6,204085819396,204112493767
Vertical_Bayshore_270p,37,veryfast,7,204112507194,204139054368
Vertical_Bayshore_270p,37,veryfast,8,204139070603,204165293131
Vertical_Bayshore_270p,37,veryfast,9,204165305338,204191801120
Vertical_Bayshore_270p,37,veryfast,10,204191817782,204217918607
Vertical_Bayshore_270p,37,veryfast,11,204217935513,204244223715
Vertical_Bayshore_270p,37,veryfast,12,204244241293,204270900527
Vertical_Bayshore_270p,37,veryfast,13,204270914443,204297226326
Vertical_Bayshore_270p,37,veryfast,14,204297237251,204323555177
Vertical_Bayshore_270p,37,veryfast,15,204323569398,204350352350
Vertical_Bayshore_270p,37,faster,1,204350370172,204376879442
Vertical_Bayshore_270p,37,faster,2,204376893297,204403519267
Vertical_Bayshore_270p,37,faster,3,204403533854,204430468050
Vertical_Bayshore_270p,37,faster,4,204430481112,204457062892
Vertical_Bayshore_270p,37,faster,5,204457074855,204483519977
Vertical_Bayshore_270p,37,faster,6,204483532245,204509952649
Vertical_Bayshore_270p,37,faster,7,204509963818,204536178229
Vertical_Bayshore_270p,37,faster,8,204536190497,204562796020
Vertical_Bayshore_270p,37,faster,9,204562806640,204589420219
Vertical_Bayshore_270p,37,faster,10,204589434257,204615977585
Vertical_Bayshore_270p,37,faster,11,204615990769,204642402932
Vertical_Bayshore_270p,37,faster,12,204642415323,204668710238
Vertical_Bayshore_270p,37,faster,13,204668727694,204694864956
Vertical_Bayshore_270p,37,faster,14,204694881924,204721372945
Vertical_Bayshore_270p,37,faster,15,204721388509,204747669875
Vertical_Bayshore_270p,37,fast,1,204747683181,204774506659
Vertical_Bayshore_270p,37,fast,2,204774532111,204809276468
Vertical_Bayshore_270p,37,fast,3,204809297403,204840279928
Vertical_Bayshore_270p,37,fast,4,204840291220,204866627822
Vertical_Bayshore_270p,37,fast,5,204866637405,204893107186
Vertical_Bayshore_270p,37,fast,6,204893126778,204919452211
Vertical_Bayshore_270p,37,fast,7,204919469545,204945917780
Vertical_Bayshore_270p,37,fast,8,204945934626,204972289966
Vertical_Bayshore_270p,37,fast,9,204972301868,204998463911
Vertical_Bayshore_270p,37,fast,10,204998476789,205024781226
Vertical_Bayshore_270p,37,fast,11,205024793128,205051453033
Vertical_Bayshore_270p,37,fast,12,205051469329,205077916466
Vertical_Bayshore_270p,37,fast,13,205077933434,205104154680
Vertical_Bayshore_270p,37,fast,14,205104171282,205130574534
Vertical_Bayshore_270p,37,fast,15,205130588389,205156887455
Vertical_Bayshore_270p,37,medium,1,205156898319,205184244685
Vertical_Bayshore_270p,37,medium,2,205184258418,205211807542
Vertical_Bayshore_270p,37,medium,3,205211822434,205239433570
Vertical_Bayshore_270p,37,medium,4,205239445166,205267125882
Vertical_Bayshore_270p,37,medium,5,205267138943,205294876665
Vertical_Bayshore_270p,37,medium,6,205294889482,205322479866
Vertical_Bayshore_270p,37,medium,7,205322490913,205350131956
Vertical_Bayshore_270p,37,medium,8,205350148679,205377739978
Vertical_Bayshore_270p,37,medium,9,205377756946,205405236429
Vertical_Bayshore_270p,37,medium,10,205405247720,205432744537
Vertical_Bayshore_270p,37,medium,11,205432760406,205460298849
Vertical_Bayshore_270p,37,medium,12,205460314230,205487939769
Vertical_Bayshore_270p,37,medium,13,205487957347,205515996399
Vertical_Bayshore_270p,37,medium,14,205516013672,205543754141
Vertical_Bayshore_270p,37,medium,15,205543768728,205571255718
Vertical_Bayshore_270p,37,slow,1,205571271038,205612743771
Vertical_Bayshore_270p,37,slow,2,205612753781,205654313794
Vertical_Bayshore_270p,37,slow,3,205654329053,205696088223
Vertical_Bayshore_270p,37,slow,4,205696102994,205737571760
Vertical_Bayshore_270p,37,slow,5,205737587873,205779033568
Vertical_Bayshore_270p,37,slow,6,205779048887,205820547621
Vertical_Bayshore_270p,37,slow,7,205820557814,205862125823
Vertical_Bayshore_270p,37,slow,8,205862135528,205903490646
Vertical_Bayshore_270p,37,slow,9,205903503464,205944804811
Vertical_Bayshore_270p,37,slow,10,205944826478,205986097002
Vertical_Bayshore_270p,37,slow,11,205986107989,206027564487
Vertical_Bayshore_270p,37,slow,12,206027584079,206069400012
Vertical_Bayshore_270p,37,slow,13,206069414355,206110741520
Vertical_Bayshore_270p,37,slow,14,206110757755,206151915548
Vertical_Bayshore_270p,37,slow,15,206151929036,206193552648
Vertical_Bayshore_270p,37,slower,1,206193566137,206246438255
Vertical_Bayshore_270p,37,slower,2,206246451744,206299148874
Vertical_Bayshore_270p,37,slower,3,206299165293,206351635678
Vertical_Bayshore_270p,37,slower,4,206351652890,206413883200
Vertical_Bayshore_270p,37,slower,5,206413910482,206470900815
Vertical_Bayshore_270p,37,slower,6,206470919248,206523499191
Vertical_Bayshore_270p,37,slower,7,206523519150,206576451631
Vertical_Bayshore_270p,37,slower,8,206576465181,206628918538
Vertical_Bayshore_270p,37,slower,9,206628934102,206680803354
Vertical_Bayshore_270p,37,slower,10,206680816354,206733163327
Vertical_Bayshore_270p,37,slower,11,206733176816,206785723190
Vertical_Bayshore_270p,37,slower,12,206785739487,206837975742
Vertical_Bayshore_270p,37,slower,13,206837989780,206890778280
Vertical_Bayshore_270p,37,slower,14,206890794149,206943434823
Vertical_Bayshore_270p,37,slower,15,206943448494,206995971431
Vertical_Bayshore_270p,37,veryslow,1,206995984188,207048573164
Vertical_Bayshore_270p,37,veryslow,2,207048584212,207101210603
Vertical_Bayshore_270p,37,veryslow,3,207101220857,207154404864
Vertical_Bayshore_270p,37,veryslow,4,207154421831,207207544376
Vertical_Bayshore_270p,37,veryslow,5,207207562442,207260383535
Vertical_Bayshore_270p,37,veryslow,6,207260402578,207313673010
Vertical_Bayshore_270p,37,veryslow,7,207313687476,207366794395
Vertical_Bayshore_270p,37,veryslow,8,207366807762,207419681467
Vertical_Bayshore_270p,37,veryslow,9,207419695139,207473370172
Vertical_Bayshore_270p,37,veryslow,10,207473386469,207540126715
Vertical_Bayshore_270p,37,veryslow,11,207540140326,207592595209
Vertical_Bayshore_270p,37,veryslow,12,207592607843,207645305340
Vertical_Bayshore_270p,37,veryslow,13,207645315838,207698143096
Vertical_Bayshore_270p,37,veryslow,14,207698158232,207750713335
Vertical_Bayshore_270p,37,veryslow,15,207750727006,207803331486
Vertical_Bayshore_270p,37,placebo,1,207803348820,207864339692
Vertical_Bayshore_270p,37,placebo,2,207864352204,207924712828
Vertical_Bayshore_270p,37,placebo,3,207924723326,207985243374
Vertical_Bayshore_270p,37,placebo,4,207985259121,208045916009
Vertical_Bayshore_270p,37,placebo,5,208045928033,208107043355
Vertical_Bayshore_270p,37,placebo,6,208107057332,208167958238
Vertical_Bayshore_270p,37,placebo,7,208167975328,208228601515
Vertical_Bayshore_270p,37,placebo,8,208228617690,208289451274
Vertical_Bayshore_270p,37,placebo,9,208289464275,208349940743
Vertical_Bayshore_270p,37,placebo,10,208349950875,208410388465
Vertical_Bayshore_270p,37,placebo,11,208410400550,208469740424
Vertical_Bayshore_270p,37,placebo,12,208469753486,208529446021
Vertical_Bayshore_270p,37,placebo,13,208529457252,208589513372
Vertical_Bayshore_270p,37,placebo,14,208589522161,208649891208
Vertical_Bayshore_270p,37,placebo,15,208649901829,208710345766
Stockholm_360p,22,ultrafast,1,208710361024,208735875607
Stockholm_360p,22,ultrafast,2,208735893491,208761064142
Stockholm_360p,22,ultrafast,3,208761077752,208786194815
Stockholm_360p,22,ultrafast,4,208786213064,208811069934
Stockholm_360p,22,ultrafast,5,208811086597,208836065903
Stockholm_360p,22,ultrafast,6,208836079147,208861056012
Stockholm_360p,22,ultrafast,7,208861073590,208886193033
Stockholm_360p,22,ultrafast,8,208886207315,208911388403
Stockholm_360p,22,ultrafast,9,208911406042,208936428622
Stockholm_360p,22,ultrafast,10,208936446078,208961411956
Stockholm_360p,22,ultrafast,11,208961424957,208986537258
Stockholm_360p,22,ultrafast,12,208986555447,209011544030
Stockholm_360p,22,ultrafast,13,209011570519,209036702413
Stockholm_360p,22,ultrafast,14,209036717061,209061886614
Stockholm_360p,22,ultrafast,15,209061902910,209087025832
Stockholm_360p,22,superfast,1,209087042311,209175071871
Stockholm_360p,22,superfast,2,209175088228,209266239301
Stockholm_360p,22,superfast,3,209266261274,209362269145
Stockholm_360p,22,superfast,4,209362281475,209449918274
Stockholm_360p,22,superfast,5,209449928406,209538215961
Stockholm_360p,22,superfast,6,209538230975,209626163611
Stockholm_360p,22,superfast,7,209626178687,209714381464
Stockholm_360p,22,superfast,8,209714390864,209802221755
Stockholm_360p,22,superfast,9,209802236830,209890413728
Stockholm_360p,22,superfast,10,209890428682,209978356008
Stockholm_360p,22,superfast,11,209978377432,210066341745
Stockholm_360p,22,superfast,12,210066358835,210154540066
Stockholm_360p,22,superfast,13,210154554654,210243350691
Stockholm_360p,22,superfast,14,210243370589,210330828434
Stockholm_360p,22,superfast,15,210330846317,210418601097
Stockholm_360p,22,veryfast,1,210418613426,210513643639
Stockholm_360p,22,veryfast,2,210513657372,210608025539
Stockholm_360p,22,veryfast,3,210608045375,210702284453
Stockholm_360p,22,veryfast,4,210702298186,210795668674
Stockholm_360p,22,veryfast,5,210795683689,210890016760
Stockholm_360p,22,veryfast,6,210890029883,210996168527
Stockholm_360p,22,veryfast,7,210996184152,211089298233
Stockholm_360p,22,veryfast,8,211089315322,211181859031
Stockholm_360p,22,veryfast,9,211181873740,211274089630
Stockholm_360p,22,veryfast,10,211274101776,211366294899
Stockholm_360p,22,veryfast,11,211366307655,211459131942
Stockholm_360p,22,veryfast,12,211459145735,211552107228
Stockholm_360p,22,veryfast,13,211552121999,211645605524
Stockholm_360p,22,veryfast,14,211645617853,211738837952
Stockholm_360p,22,veryfast,15,211738849670,211832992191
Stockholm_360p,22,faster,1,211833002933,211926651253
Stockholm_360p,22,faster,2,211926664985,212020597179
Stockholm_360p,22,faster,3,212020616039,212114439346
Stockholm_360p,22,faster,4,212114455215,212207906514
Stockholm_360p,22,faster,5,212207920247,212301386743
Stockholm_360p,22,faster,6,212301401270,212394346405
Stockholm_360p,22,faster,7,212394360749,212487377356
Stockholm_360p,22,faster,8,212487389563,212580384625
Stockholm_360p,22,faster,9,212580400494,212673408557
Stockholm_360p,22,faster,10,212673418506,212766559259
Stockholm_360p,22,faster,11,212766573236,212859253418
Stockholm_360p,22,faster,12,212859269165,212952628790
Stockholm_360p,22,faster,13,212952643194,213059272498
Stockholm_360p,22,faster,14,213059287025,213152615277
Stockholm_360p,22,faster,15,213152630109,213246311754
Stockholm_360p,22,fast,1,213246332200,213339888235
Stockholm_360p,22,fast,2,213339903250,213433445186
Stockholm_360p,22,fast,3,213433458125,213526133974
Stockholm_360p,22,fast,4,213526148867,213618981637
Stockholm_360p,22,fast,5,213618998666,213712095778
Stockholm_360p,22,fast,6,213712112197,213805230550
Stockholm_360p,22,fast,7,213805244954,213898635462
Stockholm_360p,22,fast,8,213898652918,213991273653
Stockholm_360p,22,fast,9,213991284090,214084857214
Stockholm_360p,22,fast,10,214084874182,214177886883
Stockholm_360p,22,fast,11,214177904889,214270706226
Stockholm_360p,22,fast,12,214270725696,214363700861
Stockholm_360p,22,fast,13,214363714350,214463226424
Stockholm_360p,22,fast,14,214463252547,214562850192
Stockholm_360p,22,fast,15,214562863315,214656587989
Stockholm_360p,22,medium,1,214656601844,214755423918
Stockholm_360p,22,medium,2,214755435881,214853983907
Stockholm_360p,22,medium,3,214853996114,214952268263
Stockholm_360p,22,medium,4,214952281874,215050640203
Stockholm_360p,22,medium,5,215050654302,215149241208
Stockholm_360p,22,medium,6,215149254087,215247640126
Stockholm_360p,22,medium,7,215247650197,215346452373
Stockholm_360p,22,medium,8,215346471111,215445561800
Stockholm_360p,22,medium,9,215445574068,215544697593
